"fips","year","chr_obesity_prev","chr_mammography","chr_diabetes_monitoring"
"42021",2011,0.32,0.5,0.82
"42021",2012,0.29,0.51,0.83
"42021",2013,0.29,0.55,0.83
"42021",2014,NA,0.54,0.83
"42023",2004,0.28,NA,NA
"42023",2005,0.27,NA,NA
"42023",2006,0.28,NA,NA
"42023",2007,0.28,NA,NA
"42023",2008,0.29,0.76,0.73
"42023",2009,0.29,0.76,0.77
"42023",2010,0.29,0.73,0.77
"42023",2011,0.27,0.68,0.85
"42023",2012,0.28,0.71,0.83
"42023",2013,0.28,0.67,0.93
"42023",2014,NA,0.58,0.92
"42025",2004,0.25,NA,NA
"42025",2005,0.25,NA,NA
"42025",2006,0.27,0.61,0.84
"42025",2007,0.3,0.61,0.84
"42025",2008,0.29,0.62,0.86
"42025",2009,0.3,0.6,0.86
"42025",2010,0.32,0.62,0.85
"42025",2011,0.36,0.64,0.85
"42025",2012,0.36,0.58,0.86
"42025",2013,0.35,0.57,0.86
"42025",2014,NA,0.58,0.87
"42027",2004,0.24,NA,NA
"42027",2005,0.24,NA,NA
"42027",2006,0.26,0.7,0.89
"42027",2007,0.27,0.7,0.89
"42027",2008,0.28,0.71,0.88
"42027",2009,0.27,0.74,0.88
"42027",2010,0.25,0.76,0.86
"42027",2011,0.24,0.72,0.87
"42027",2012,0.25,0.73,0.88
"42027",2013,0.27,0.72,0.89
"42027",2014,NA,0.72,0.88
"42029",2004,0.18,NA,NA
"42029",2005,0.19,NA,NA
"42029",2006,0.21,0.67,0.84
"42029",2007,0.22,0.67,0.84
"42029",2008,0.23,0.69,0.84
"42029",2009,0.21,0.69,0.85
"42029",2010,0.22,0.7,0.85
"42029",2011,0.23,0.68,0.86
"42029",2012,0.24,0.68,0.88
"42029",2013,0.23,0.69,0.87
"42029",2014,NA,0.7,0.88
"42031",2004,0.25,NA,NA
"42031",2005,0.26,NA,NA
"42031",2006,0.26,0.61,0.84
"42031",2007,0.28,0.61,0.84
"42031",2008,0.3,0.66,0.84
"42031",2009,0.32,0.67,0.88
"42031",2010,0.32,0.68,0.86
"42031",2011,0.33,0.62,0.85
"42031",2012,0.33,0.65,0.85
"42031",2013,0.34,0.67,0.91
"42031",2014,NA,0.68,0.9
"42033",2004,0.29,NA,NA
"42033",2005,0.28,NA,NA
"42033",2006,0.28,0.74,0.78
"42033",2007,0.3,0.74,0.78
"42033",2008,0.31,0.74,0.84
"42033",2009,0.29,0.73,0.87
"42033",2010,0.29,0.74,0.87
"42033",2011,0.3,0.68,0.89
"42033",2012,0.33,0.68,0.87
"42033",2013,0.37,0.7,0.88
"42033",2014,NA,0.7,0.88
"42035",2004,0.27,NA,NA
"42035",2005,0.26,NA,NA
"42035",2006,0.25,NA,NA
"42035",2007,0.27,NA,NA
"42035",2008,0.28,0.71,0.88
"42035",2009,0.32,0.69,0.88
"42035",2010,0.32,0.7,0.89
"42035",2011,0.35,0.65,0.87
"42035",2012,0.32,0.67,0.87
"42035",2013,0.32,0.65,0.88
"42035",2014,NA,0.66,0.86
"42037",2004,0.26,NA,NA
"42037",2005,0.25,NA,NA
"42037",2006,0.26,NA,0.84
"42037",2007,0.28,NA,0.84
"42037",2008,0.32,0.67,0.82
"42037",2009,0.36,0.7,0.82
"42037",2010,0.33,0.67,0.77
"42037",2011,0.35,0.66,0.83
"42037",2012,0.35,0.69,0.85
"42037",2013,0.38,0.69,0.87
"42037",2014,NA,0.74,0.86
"42039",2004,0.26,NA,NA
"42039",2005,0.28,NA,NA
"42039",2006,0.29,0.74,0.82
"42039",2007,0.3,0.74,0.82
"42039",2008,0.29,0.69,0.83
"42039",2009,0.29,0.72,0.87
"42039",2010,0.3,0.71,0.86
"42039",2011,0.32,0.67,0.78
"42039",2012,0.34,0.67,0.87
"42039",2013,0.35,0.67,0.87
"42039",2014,NA,0.68,0.87
"42041",2004,0.25,NA,NA
"42041",2005,0.25,NA,NA
"42041",2006,0.24,0.67,0.84
"42041",2007,0.26,0.67,0.84
"42041",2008,0.26,0.72,0.85
"42041",2009,0.28,0.72,0.86
"42041",2010,0.26,0.72,0.86
"42041",2011,0.25,0.68,0.86
"42041",2012,0.26,0.66,0.86
"42041",2013,0.28,0.63,0.88
"42041",2014,NA,0.65,0.87
"42043",2004,0.26,NA,NA
"42043",2005,0.26,NA,NA
"42043",2006,0.3,0.64,0.86
"42043",2007,0.31,0.64,0.86
"42043",2008,0.32,0.63,0.85
"42043",2009,0.32,0.64,0.85
"42043",2010,0.32,0.64,0.87
"42043",2011,0.34,0.6,0.85
"42043",2012,0.31,0.57,0.88
"42043",2013,0.33,0.55,0.89
"42043",2014,NA,0.6,0.89
"42045",2004,0.24,NA,NA
"42045",2005,0.24,NA,NA
"42045",2006,0.25,0.61,0.83
"42045",2007,0.26,0.61,0.83
"42045",2008,0.27,0.65,0.82
"42045",2009,0.27,0.68,0.83
"42045",2010,0.28,0.67,0.83
"42045",2011,0.26,0.64,0.84
"42045",2012,0.25,0.64,0.86
"42045",2013,0.24,0.66,0.86
"42045",2014,NA,0.66,0.86
"42047",2004,0.27,NA,NA
"42047",2005,0.27,NA,NA
"42047",2006,0.28,0.63,0.82
"42047",2007,0.28,0.63,0.82
"42047",2008,0.29,0.66,0.79
"42047",2009,0.32,0.68,0.8
"42047",2010,0.31,0.71,0.81
"42047",2011,0.29,0.7,0.82
"42047",2012,0.28,0.72,0.85
"42047",2013,0.29,0.73,0.84
"42047",2014,NA,0.68,0.84
"42049",2004,0.25,NA,NA
"42049",2005,0.25,NA,NA
"42049",2006,0.26,0.67,0.84
"42049",2007,0.3,0.67,0.84
"42049",2008,0.29,0.69,0.83
"42049",2009,0.29,0.67,0.84
"42049",2010,0.28,0.66,0.83
"42049",2011,0.29,0.64,0.83
"42049",2012,0.31,0.67,0.84
"42049",2013,0.31,0.63,0.84
"42049",2014,NA,0.67,0.85
"42051",2004,0.31,NA,NA
"42051",2005,0.31,NA,NA
"42051",2006,0.31,0.6,0.81
"42051",2007,0.32,0.6,0.81
"42051",2008,0.33,0.59,0.81
"42051",2009,0.35,0.61,0.81
"42051",2010,0.35,0.59,0.82
"42051",2011,0.37,0.58,0.82
"42051",2012,0.36,0.6,0.83
"42051",2013,0.39,0.59,0.84
"42051",2014,NA,0.58,0.85
"42053",2004,0.27,NA,NA
"42053",2005,0.26,NA,NA
"42053",2006,0.27,NA,NA
"42053",2007,0.28,NA,NA
"42053",2008,0.29,0.74,0.84
"42053",2009,0.32,0.75,0.9
"42053",2010,0.33,0.79,0.82
"42053",2011,0.33,0.68,0.72
"42053",2012,0.33,0.63,0.86
"42053",2013,0.32,0.66,0.82
"42053",2014,NA,0.6,0.87
"42055",2004,0.26,NA,NA
"42055",2005,0.26,NA,NA
"42055",2006,0.27,0.71,0.85
"42055",2007,0.27,0.71,0.85
"42055",2008,0.29,0.75,0.85
"42055",2009,0.31,0.75,0.85
"42055",2010,0.32,0.73,0.86
"42055",2011,0.32,0.67,0.84
"42055",2012,0.3,0.65,0.86
"42055",2013,0.32,0.63,0.86
"42055",2014,NA,0.65,0.88
"42057",2004,0.24,NA,NA
"42057",2005,0.24,NA,NA
"42057",2006,0.26,NA,NA
"42057",2007,0.29,NA,NA
"42057",2008,0.29,0.66,0.83
"42057",2009,0.3,0.62,0.84
"42057",2010,0.31,0.61,0.86
"42057",2011,0.35,0.56,0.85
"42057",2012,0.33,0.62,0.87
"42057",2013,0.32,0.62,0.85
"42057",2014,NA,0.59,0.83
"42059",2004,0.29,NA,NA
"42059",2005,0.3,NA,NA
"42059",2006,0.31,NA,NA
"42059",2007,0.29,NA,NA
"42059",2008,0.29,0.57,0.82
"42059",2009,0.28,0.58,0.83
"42059",2010,0.31,0.6,0.81
"42059",2011,0.32,0.58,0.84
"42059",2012,0.33,0.6,0.87
"42059",2013,0.33,0.57,0.84
"42059",2014,NA,0.6,0.84
"42061",2004,0.29,NA,NA
"42061",2005,0.29,NA,NA
"42061",2006,0.3,NA,0.89
"42061",2007,0.29,NA,0.89
"42061",2008,0.28,0.66,0.91
"42061",2009,0.31,0.69,0.91
"42061",2010,0.29,0.71,0.92
"42061",2011,0.32,0.64,0.91
"42061",2012,0.3,0.68,0.91
"42061",2013,0.29,0.68,0.89
"42061",2014,NA,0.67,0.86
"42063",2004,0.23,NA,NA
"42063",2005,0.25,NA,NA
"42063",2006,0.27,0.64,0.84
"42063",2007,0.28,0.64,0.84
"42063",2008,0.28,0.6,0.84
"42063",2009,0.29,0.66,0.83
"42063",2010,0.3,0.63,0.85
"42063",2011,0.33,0.61,0.83
"42063",2012,0.36,0.59,0.83
"42063",2013,0.37,0.6,0.84
"42063",2014,NA,0.61,0.81
"42065",2004,0.28,NA,NA
"42065",2005,0.28,NA,NA
"42065",2006,0.29,0.73,0.82
"42065",2007,0.26,0.73,0.82
"42065",2008,0.28,0.71,0.82
"42065",2009,0.3,0.69,0.83
"42065",2010,0.29,0.72,0.81
"42065",2011,0.3,0.64,0.83
"42065",2012,0.29,0.67,0.83
"42065",2013,0.32,0.63,0.83
"42065",2014,NA,0.65,0.84
"42067",2004,0.27,NA,NA
"42067",2005,0.27,NA,NA
"42067",2006,0.28,NA,NA
"42067",2007,0.29,NA,NA
"42067",2008,0.31,0.84,0.92
"42067",2009,0.31,0.78,0.91
"42067",2010,0.31,0.76,0.92
"42067",2011,0.31,0.73,0.89
"42067",2012,0.33,0.77,0.89
"42067",2013,0.35,0.72,0.9
"42067",2014,NA,0.72,0.92
"42069",2004,0.24,NA,NA
"42069",2005,0.23,NA,NA
"42069",2006,0.24,0.61,0.8
"42069",2007,0.25,0.61,0.8
"42069",2008,0.26,0.66,0.79
"42069",2009,0.26,0.69,0.83
"42069",2010,0.25,0.7,0.74
"42069",2011,0.28,0.67,0.81
"42069",2012,0.3,0.64,0.83
"42069",2013,0.31,0.61,0.85
"42069",2014,NA,0.62,0.84
"42071",2004,0.24,NA,NA
"42071",2005,0.25,NA,NA
"42071",2006,0.26,0.69,0.87
"42071",2007,0.27,0.69,0.87
"42071",2008,0.29,0.68,0.88
"42071",2009,0.3,0.68,0.88
"42071",2010,0.28,0.68,0.88
"42071",2011,0.29,0.66,0.87
"42071",2012,0.29,0.67,0.9
"42071",2013,0.29,0.67,0.91
"42071",2014,NA,0.69,0.9
"42073",2004,0.25,NA,NA
"42073",2005,0.26,NA,NA
"42073",2006,0.28,NA,0.86
"42073",2007,0.28,NA,0.86
"42073",2008,0.28,0.58,0.84
"42073",2009,0.3,0.61,0.85
"42073",2010,0.28,0.62,0.81
"42073",2011,0.33,0.56,0.82
"42073",2012,0.33,0.62,0.82
"42073",2013,0.34,0.57,0.85
"42073",2014,NA,0.58,0.82
"42075",2004,0.26,NA,NA
"42075",2005,0.28,NA,NA
"42075",2006,0.29,0.71,0.89
"42075",2007,0.29,0.71,0.89
"42075",2008,0.29,0.73,0.89
"42075",2009,0.31,0.71,0.88
"42075",2010,0.32,0.69,0.88
"42075",2011,0.32,0.63,0.88
"42075",2012,0.31,0.66,0.89
"42075",2013,0.3,0.66,0.88
"42075",2014,NA,0.67,0.89
"42077",2004,0.24,NA,NA
"42077",2005,0.24,NA,NA
"42077",2006,0.24,0.66,0.84
"42077",2007,0.26,0.66,0.84
"42077",2008,0.27,0.68,0.85
"42077",2009,0.29,0.69,0.86
"42077",2010,0.28,0.68,0.86
"42077",2011,0.29,0.66,0.87
"42077",2012,0.29,0.66,0.87
"42077",2013,0.3,0.65,0.87
"42077",2014,NA,0.66,0.88
"42079",2004,0.25,NA,NA
"42079",2005,0.26,NA,NA
"42079",2006,0.27,0.59,0.79
"42079",2007,0.27,0.59,0.79
"42079",2008,0.28,0.65,0.8
"42079",2009,0.3,0.65,0.83
"42079",2010,0.3,0.64,0.73
"42079",2011,0.3,0.62,0.81
"42079",2012,0.29,0.63,0.85
"42079",2013,0.29,0.63,0.84
"42079",2014,NA,0.62,0.85
"42081",2004,0.26,NA,NA
"42081",2005,0.25,NA,NA
"42081",2006,0.26,0.75,0.86
"42081",2007,0.26,0.75,0.86
"42081",2008,0.28,0.78,0.85
"42081",2009,0.31,0.8,0.87
"42081",2010,0.31,0.81,0.76
"42081",2011,0.31,0.74,0.87
"42081",2012,0.3,0.76,0.89
"42081",2013,0.32,0.74,0.88
"42081",2014,NA,0.75,0.89
"42083",2004,0.26,NA,NA
"42083",2005,0.25,NA,NA
"42083",2006,0.26,0.68,0.85
"42083",2007,0.26,0.68,0.85
"42083",2008,0.3,0.7,0.84
"42083",2009,0.32,0.7,0.86
"42083",2010,0.32,0.67,0.86
"42083",2011,0.32,0.65,0.86
"42083",2012,0.31,0.65,0.87
"42083",2013,0.32,0.65,0.87
"42083",2014,NA,0.66,0.85
"42085",2004,0.27,NA,NA
"42085",2005,0.28,NA,NA
"42085",2006,0.29,0.72,0.83
"42085",2007,0.29,0.72,0.83
"42085",2008,0.29,0.67,0.83
"42085",2009,0.3,0.69,0.84
"42085",2010,0.31,0.67,0.82
"42085",2011,0.32,0.63,0.78
"42085",2012,0.33,0.63,0.81
"42085",2013,0.32,0.63,0.83
"42085",2014,NA,0.63,0.81
"42087",2004,0.27,NA,NA
"42087",2005,0.27,NA,NA
"42087",2006,0.26,NA,0.85
"42087",2007,0.28,NA,0.85
"42087",2008,0.31,0.72,0.83
"42087",2009,0.31,0.75,0.85
"42087",2010,0.3,0.76,0.86
"42087",2011,0.3,0.74,0.86
"42087",2012,0.32,0.77,0.91
"42087",2013,0.32,0.75,0.91
"42087",2014,NA,0.77,0.88
"42089",2004,0.26,NA,NA
"42089",2005,0.25,NA,NA
"42089",2006,0.26,0.6,0.83
"42089",2007,0.28,0.6,0.83
"42089",2008,0.28,0.63,0.85
"42089",2009,0.3,0.63,0.85
"42089",2010,0.28,0.65,0.83
"42089",2011,0.28,0.63,0.84
"42089",2012,0.27,0.62,0.86
"42089",2013,0.29,0.62,0.87
"42089",2014,NA,0.62,0.85
"42091",2004,0.2,NA,NA
"42091",2005,0.21,NA,NA
"42091",2006,0.22,0.66,0.87
"42091",2007,0.23,0.66,0.87
"42091",2008,0.25,0.68,0.85
"42091",2009,0.25,0.7,0.85
"42091",2010,0.24,0.7,0.86
"42091",2011,0.24,0.66,0.87
"42091",2012,0.24,0.69,0.87
"42091",2013,0.25,0.7,0.87
"42091",2014,NA,0.7,0.88
"42093",2004,0.27,NA,NA
"42093",2005,0.27,NA,NA
"42093",2006,0.27,NA,NA
"42093",2007,0.27,NA,NA
"42093",2008,0.28,0.73,0.8
"42093",2009,0.3,0.76,0.8
"42093",2010,0.3,0.73,0.77
"42093",2011,0.29,0.66,0.75
"42093",2012,0.32,0.67,0.84
"42093",2013,0.33,0.66,0.82
"42093",2014,NA,0.68,0.87
"42095",2004,0.25,NA,NA
"42095",2005,0.26,NA,NA
"42095",2006,0.27,0.64,0.82
"42095",2007,0.3,0.64,0.82
"42095",2008,0.29,0.65,0.82
"42095",2009,0.3,0.66,0.85
"42095",2010,0.29,0.66,0.84
"42095",2011,0.3,0.62,0.86
"42095",2012,0.28,0.61,0.86
"42095",2013,0.29,0.62,0.86
"42095",2014,NA,0.65,0.86
"42097",2004,0.29,NA,NA
"42097",2005,0.3,NA,NA
"42097",2006,0.29,0.71,0.92
"42097",2007,0.29,0.71,0.92
"42097",2008,0.28,0.74,0.9
"42097",2009,0.32,0.75,0.89
"42097",2010,0.34,0.75,0.89
"42097",2011,0.35,0.72,0.89
"42097",2012,0.34,0.72,0.91
"42097",2013,0.35,0.74,0.91
"42097",2014,NA,0.74,0.91
"42099",2004,0.27,NA,NA
"42099",2005,0.28,NA,NA
"42099",2006,0.27,NA,0.82
"42099",2007,0.29,NA,0.82
"42099",2008,0.3,0.69,0.87
"42099",2009,0.32,0.67,0.9
"42099",2010,0.31,0.65,0.88
"42099",2011,0.31,0.61,0.89
"42099",2012,0.33,0.6,0.9
"42099",2013,0.33,0.59,0.88
"42099",2014,NA,0.65,0.9
"42101",2004,0.27,NA,NA
"42101",2005,0.28,NA,NA
"42101",2006,0.28,0.54,0.79
"42101",2007,0.29,0.54,0.79
"42101",2008,0.3,0.58,0.79
"42101",2009,0.32,0.6,0.8
"42101",2010,0.31,0.61,0.81
"42101",2011,0.3,0.57,0.81
"42101",2012,0.29,0.59,0.83
"42101",2013,0.3,0.6,0.83
"42101",2014,NA,0.62,0.83
"42103",2004,0.24,NA,NA
"42103",2005,0.25,NA,NA
"42103",2006,0.28,0.65,0.78
"42103",2007,0.3,0.65,0.78
"42103",2008,0.31,0.65,0.83
"42103",2009,0.31,0.66,0.85
"42103",2010,0.31,0.65,0.8
"42103",2011,0.29,0.61,0.83
"42103",2012,0.29,0.6,0.86
"42103",2013,0.29,0.61,0.89
"42103",2014,NA,0.61,0.87
"42105",2004,0.25,NA,NA
"42105",2005,0.26,NA,NA
"42105",2006,0.29,NA,NA
"42105",2007,0.31,NA,NA
"42105",2008,0.3,0.64,0.83
"42105",2009,0.31,0.67,0.87
"42105",2010,0.32,0.7,0.84
"42105",2011,0.32,0.66,0.86
"42105",2012,0.32,0.64,0.85
"42105",2013,0.32,0.62,0.85
"42105",2014,NA,0.64,0.85
"42107",2004,0.23,NA,NA
"42107",2005,0.25,NA,NA
"42107",2006,0.28,0.55,0.85
"42107",2007,0.3,0.55,0.85
"42107",2008,0.31,0.59,0.84
"42107",2009,0.32,0.58,0.86
"42107",2010,0.33,0.6,0.86
"42107",2011,0.33,0.59,0.87
"42107",2012,0.35,0.58,0.87
"42107",2013,0.35,0.57,0.87
"42107",2014,NA,0.6,0.88
"42109",2004,0.25,NA,NA
"42109",2005,0.25,NA,NA
"42109",2006,0.26,NA,NA
"42109",2007,0.28,NA,NA
"42109",2008,0.31,0.78,0.91
"42109",2009,0.32,0.77,0.95
"42109",2010,0.34,0.8,0.94
"42109",2011,0.31,0.78,0.93
"42109",2012,0.33,0.77,0.93
"42109",2013,0.33,0.75,0.94
"42109",2014,NA,0.78,0.94
"42111",2004,0.27,NA,NA
"42111",2005,0.27,NA,NA
"42111",2006,0.3,NA,0.84
"42111",2007,0.29,NA,0.84
"42111",2008,0.32,0.64,0.81
"42111",2009,0.32,0.64,0.78
"42111",2010,0.31,0.61,0.76
"42111",2011,0.33,0.61,0.77
"42111",2012,0.35,0.59,0.79
"42111",2013,0.38,0.56,0.85
"42111",2014,NA,0.58,0.82
"42113",2004,0.27,NA,NA
"42113",2005,0.27,NA,NA
"42113",2006,0.28,NA,NA
"42113",2007,0.3,NA,NA
"42113",2008,0.31,0.69,0.79
"42113",2009,0.34,0.67,0.8
"42113",2010,0.32,0.65,0.85
"42113",2011,0.33,0.65,0.78
"42113",2012,0.32,0.64,0.9
"42113",2013,0.31,0.65,0.89
"42113",2014,NA,0.69,0.91
"42115",2004,0.25,NA,NA
"42115",2005,0.25,NA,NA
"42115",2006,0.26,0.61,0.81
"42115",2007,0.26,0.61,0.81
"42115",2008,0.25,0.65,0.82
"42115",2009,0.27,0.67,0.87
"42115",2010,0.33,0.67,0.8
"42115",2011,0.34,0.65,0.84
"42115",2012,0.32,0.65,0.84
"42115",2013,0.3,0.62,0.84
"42115",2014,NA,0.65,0.86
"42117",2004,0.28,NA,NA
"42117",2005,0.28,NA,NA
"42117",2006,0.3,NA,0.84
"42117",2007,0.31,NA,0.84
"42117",2008,0.31,0.73,0.86
"42117",2009,0.32,0.72,0.87
"42117",2010,0.32,0.72,0.9
"42117",2011,0.33,0.71,0.88
"42117",2012,0.31,0.72,0.89
"42117",2013,0.3,0.73,0.87
"42117",2014,NA,0.72,0.85
"42119",2004,0.28,NA,NA
"42119",2005,0.26,NA,NA
"42119",2006,0.26,NA,NA
"42119",2007,0.27,NA,NA
"42119",2008,0.29,0.74,0.89
"42119",2009,0.3,0.76,0.94
"42119",2010,0.3,0.75,0.94
"42119",2011,0.28,0.76,0.94
"42119",2012,0.29,0.76,0.92
"42119",2013,0.28,0.74,0.94
"42119",2014,NA,0.72,0.92
"42121",2004,0.23,NA,NA
"42121",2005,0.24,NA,NA
"42121",2006,0.25,0.71,0.86
"42121",2007,0.28,0.71,0.86
"42121",2008,0.31,0.74,0.84
"42121",2009,0.32,0.73,0.86
"42121",2010,0.32,0.73,0.87
"42121",2011,0.33,0.71,0.79
"42121",2012,0.34,0.68,0.87
"42121",2013,0.35,0.68,0.88
"42121",2014,NA,0.69,0.86
"42123",2004,0.24,NA,NA
"42123",2005,0.24,NA,NA
"42123",2006,0.27,NA,0.8
"42123",2007,0.28,NA,0.8
"42123",2008,0.3,0.63,0.81
"42123",2009,0.29,0.66,0.83
"42123",2010,0.31,0.63,0.84
"42123",2011,0.32,0.63,0.79
"42123",2012,0.33,0.63,0.84
"42123",2013,0.34,0.63,0.83
"42123",2014,NA,0.63,0.81
"42125",2004,0.28,NA,NA
"42125",2005,0.28,NA,NA
"42125",2006,0.3,0.56,0.79
"42125",2007,0.31,0.56,0.79
"42125",2008,0.32,0.55,0.81
"42125",2009,0.29,0.55,0.83
"42125",2010,0.28,0.5,0.81
"42125",2011,0.27,0.47,0.78
"42125",2012,0.29,0.51,0.78
"42125",2013,0.28,0.53,0.8
"42125",2014,NA,0.56,0.8
"42127",2004,0.23,NA,NA
"42127",2005,0.22,NA,NA
"42127",2006,0.24,0.72,0.82
"42127",2007,0.26,0.72,0.82
"42127",2008,0.28,0.7,0.8
"42127",2009,0.28,0.72,0.83
"42127",2010,0.29,0.73,0.8
"42127",2011,0.31,0.68,0.88
"42127",2012,0.33,0.65,0.85
"42127",2013,0.33,0.61,0.86
"42127",2014,NA,0.66,0.87
"42129",2004,0.27,NA,NA
"42129",2005,0.26,NA,NA
"42129",2006,0.25,0.6,0.8
"42129",2007,0.24,0.6,0.8
"42129",2008,0.26,0.59,0.81
"42129",2009,0.28,0.59,0.83
"42129",2010,0.28,0.56,0.8
"42129",2011,0.28,0.51,0.8
"42129",2012,0.28,0.51,0.82
"42129",2013,0.3,0.54,0.83
"42129",2014,NA,0.56,0.83
"42131",2004,0.26,NA,NA
"42131",2005,0.27,NA,NA
"42131",2006,0.3,NA,NA
"42131",2007,0.3,NA,NA
"42131",2008,0.31,0.74,0.87
"42131",2009,0.31,0.77,0.88
"42131",2010,0.32,0.76,0.77
"42131",2011,0.33,0.7,0.85
"42131",2012,0.33,0.64,0.84
"42131",2013,0.33,0.68,0.85
"42131",2014,NA,0.72,0.87
"42133",2004,0.25,NA,NA
"42133",2005,0.26,NA,NA
"42133",2006,0.29,0.7,0.89
"42133",2007,0.29,0.7,0.89
"42133",2008,0.31,0.73,0.88
"42133",2009,0.32,0.73,0.89
"42133",2010,0.33,0.72,0.9
"42133",2011,0.32,0.68,0.88
"42133",2012,0.32,0.67,0.9
"42133",2013,0.33,0.67,0.89
"42133",2014,NA,0.68,0.9
"44000",2004,0.2,NA,NA
"44000",2005,0.21,NA,NA
"44000",2006,0.22,0.68,0.81
"44000",2007,0.23,0.68,0.81
"44000",2008,0.24,0.71,0.83
"44000",2009,0.26,0.72,0.84
"44000",2010,0.26,0.72,0.84
"44000",2011,0.26,0.68,0.86
"44000",2012,0.27,0.68,0.86
"44000",2013,0.27,0.68,0.87
"44000",2014,NA,0.68,0.88
"44001",2004,0.18,NA,NA
"44001",2005,0.18,NA,NA
"44001",2006,0.2,NA,NA
"44001",2007,0.19,NA,NA
"44001",2008,0.2,0.77,0.84
"44001",2009,0.21,0.77,0.86
"44001",2010,0.2,0.74,0.85
"44001",2011,0.21,0.72,0.86
"44001",2012,0.21,0.72,0.89
"44001",2013,0.23,0.78,0.89
"44001",2014,NA,0.76,0.89
"44003",2004,0.2,NA,NA
"44003",2005,0.21,NA,NA
"44003",2006,0.22,0.6,0.8
"44003",2007,0.23,0.6,0.8
"44003",2008,0.25,0.68,0.84
"44003",2009,0.27,0.71,0.84
"44003",2010,0.28,0.74,0.83
"44003",2011,0.27,0.69,0.84
"44003",2012,0.28,0.68,0.84
"44003",2013,0.29,0.69,0.86
"44003",2014,NA,0.69,0.87
"44005",2004,0.17,NA,NA
"44005",2005,0.18,NA,NA
"44005",2006,0.19,0.75,0.77
"44005",2007,0.18,0.75,0.77
"44005",2008,0.21,0.73,0.83
"44005",2009,0.22,0.72,0.85
"44005",2010,0.22,0.73,0.85
"44005",2011,0.21,0.69,0.86
"44005",2012,0.22,0.68,0.85
"44005",2013,0.23,0.67,0.86
"44005",2014,NA,0.68,0.87
"44007",2004,0.21,NA,NA
"44007",2005,0.22,NA,NA
"44007",2006,0.23,0.68,0.82
"44007",2007,0.24,0.68,0.82
"44007",2008,0.25,0.7,0.83
"44007",2009,0.27,0.7,0.83
"44007",2010,0.27,0.7,0.85
"44007",2011,0.28,0.65,0.86
"44007",2012,0.28,0.65,0.86
"44007",2013,0.28,0.65,0.88
"44007",2014,NA,0.65,0.88
"44009",2004,0.17,NA,NA
"44009",2005,0.18,NA,NA
"44009",2006,0.2,0.72,0.83
"44009",2007,0.2,0.72,0.83
"44009",2008,0.21,0.74,0.83
"44009",2009,0.21,0.76,0.85
"44009",2010,0.23,0.76,0.85
"44009",2011,0.23,0.72,0.87
"44009",2012,0.24,0.73,0.85
"44009",2013,0.24,0.71,0.87
"44009",2014,NA,0.73,0.88
"45000",2004,0.26,NA,NA
"45000",2005,0.28,NA,NA
"45000",2006,0.29,0.65,0.81
"45000",2007,0.3,0.65,0.81
"45000",2008,0.3,0.69,0.83
"45000",2009,0.32,0.7,0.84
"45000",2010,0.32,0.69,0.85
"45000",2011,0.32,0.67,0.85
"45000",2012,0.32,0.67,0.86
"45000",2013,0.32,0.67,0.86
"45000",2014,NA,0.68,0.86
"45001",2004,0.26,NA,NA
"45001",2005,0.28,NA,NA
"45001",2006,0.3,NA,NA
"45001",2007,0.3,NA,NA
"45001",2008,0.3,0.65,0.77
"45001",2009,0.33,0.66,0.78
"45001",2010,0.35,0.67,0.81
"45001",2011,0.35,0.62,0.88
"45001",2012,0.34,0.62,0.87
"45001",2013,0.35,0.62,0.86
"45001",2014,NA,0.69,0.85
"45003",2004,0.27,NA,NA
"45003",2005,0.28,NA,NA
"45003",2006,0.3,0.7,0.78
"45003",2007,0.31,0.7,0.78
"45003",2008,0.32,0.7,0.81
"45003",2009,0.33,0.7,0.8
"45003",2010,0.32,0.7,0.81
"45003",2011,0.31,0.7,0.83
"45003",2012,0.32,0.71,0.87
"45003",2013,0.32,0.69,0.86
"45003",2014,NA,0.68,0.86
"45005",2004,0.32,NA,NA
"45005",2005,0.34,NA,NA
"45005",2006,0.34,NA,NA
"45005",2007,0.35,NA,NA
"45005",2008,0.35,0.74,0.63
"45005",2009,0.35,0.75,0.58
"45005",2010,0.37,0.7,0.73
"45005",2011,0.4,0.56,0.77
"45005",2012,0.4,0.63,0.81
"45005",2013,0.41,0.65,0.78
"45005",2014,NA,0.68,0.73
"45007",2004,0.28,NA,NA
"45007",2005,0.29,NA,NA
"45007",2006,0.27,0.62,0.82
"45007",2007,0.28,0.62,0.82
"45007",2008,0.27,0.71,0.84
"45007",2009,0.3,0.72,0.84
"45007",2010,0.31,0.73,0.85
"45007",2011,0.34,0.7,0.84
"45007",2012,0.33,0.7,0.86
"45007",2013,0.34,0.71,0.85
"45007",2014,NA,0.72,0.86
"45009",2004,0.32,NA,NA
"45009",2005,0.34,NA,NA
"45009",2006,0.35,NA,NA
"45009",2007,0.35,NA,NA
"45009",2008,0.38,0.58,0.86
"45009",2009,0.41,0.67,0.87
"45009",2010,0.42,0.63,0.84
"45009",2011,0.41,0.6,0.87
"45009",2012,0.41,0.63,0.87
"45009",2013,0.4,0.63,0.87
"45009",2014,NA,0.69,0.83
"45011",2004,0.29,NA,NA
"45011",2005,0.33,NA,NA
"45011",2006,0.33,NA,NA
"45011",2007,0.36,NA,NA
"45011",2008,0.35,0.59,0.82
