"fips","year","chr_obesity_prev","chr_mammography","chr_diabetes_monitoring"
"00000",2004,0.24,NA,NA
"00000",2005,0.24,NA,NA
"00000",2006,0.26,0.64,0.82
"00000",2007,0.26,0.64,0.82
"00000",2008,0.27,0.66,0.83
"00000",2009,0.28,0.66,0.84
"00000",2010,0.28,0.65,0.84
"00000",2011,0.28,0.63,0.84
"00000",2012,0.28,0.63,0.85
"00000",2013,0.28,0.63,0.85
"00000",2014,NA,0.63,0.85
"01000",2004,0.29,NA,NA
"01000",2005,0.29,NA,NA
"01000",2006,0.31,0.63,0.8
"01000",2007,0.32,0.63,0.8
"01000",2008,0.32,0.66,0.82
"01000",2009,0.33,0.65,0.83
"01000",2010,0.33,0.65,0.84
"01000",2011,0.34,0.63,0.84
"01000",2012,0.34,0.63,0.84
"01000",2013,0.34,0.63,0.85
"01000",2014,NA,0.63,0.85
"01001",2004,0.3,NA,NA
"01001",2005,0.29,NA,NA
"01001",2006,0.28,NA,0.82
"01001",2007,0.3,NA,0.82
"01001",2008,0.32,0.66,0.84
"01001",2009,0.34,0.64,0.85
"01001",2010,0.31,0.69,0.85
"01001",2011,0.31,0.67,0.87
"01001",2012,0.31,0.69,0.85
"01001",2013,0.34,0.62,0.84
"01001",2014,NA,0.63,0.84
"01003",2004,0.26,NA,NA
"01003",2005,0.25,NA,NA
"01003",2006,0.24,0.73,0.8
"01003",2007,0.25,0.73,0.8
"01003",2008,0.26,0.71,0.82
"01003",2009,0.26,0.71,0.82
"01003",2010,0.27,0.7,0.81
"01003",2011,0.25,0.67,0.8
"01003",2012,0.27,0.66,0.81
"01003",2013,0.27,0.66,0.84
"01003",2014,NA,0.66,0.83
"01005",2004,0.32,NA,NA
"01005",2005,0.33,NA,NA
"01005",2006,0.37,NA,NA
"01005",2007,0.36,NA,NA
"01005",2008,0.38,0.63,0.89
"01005",2009,0.37,0.65,0.85
"01005",2010,0.37,0.65,0.86
"01005",2011,0.38,0.65,0.88
"01005",2012,0.41,0.62,0.86
"01005",2013,0.44,0.63,0.9
"01005",2014,NA,0.63,0.89
"01007",2004,0.29,NA,NA
"01007",2005,0.31,NA,NA
"01007",2006,0.31,NA,NA
"01007",2007,0.32,NA,NA
"01007",2008,0.32,0.69,0.8
"01007",2009,0.34,0.58,0.82
"01007",2010,0.34,0.57,0.85
"01007",2011,0.37,0.62,0.83
"01007",2012,0.4,0.62,0.83
"01007",2013,0.4,0.59,0.84
"01007",2014,NA,0.61,0.82
"01009",2004,0.26,NA,NA
"01009",2005,0.28,NA,NA
"01009",2006,0.29,NA,NA
"01009",2007,0.32,NA,NA
"01009",2008,0.32,0.66,0.81
"01009",2009,0.32,0.66,0.83
"01009",2010,0.3,0.66,0.84
"01009",2011,0.31,0.63,0.84
"01009",2012,0.32,0.6,0.86
"01009",2013,0.35,0.61,0.86
"01009",2014,NA,0.6,0.88
"01011",2004,0.35,NA,NA
"01011",2005,0.36,NA,NA
"01011",2006,0.37,NA,NA
"01011",2007,0.37,NA,NA
"01011",2008,0.38,0.68,0.84
"01011",2009,0.39,0.64,0.85
"01011",2010,0.42,0.57,0.76
"01011",2011,0.43,0.49,0.81
"01011",2012,0.45,0.52,0.77
"01011",2013,0.43,0.6,0.88
"01011",2014,NA,0.6,0.86
"01013",2004,0.3,NA,NA
"01013",2005,0.3,NA,NA
"01013",2006,0.31,NA,NA
"01013",2007,0.36,NA,NA
"01013",2008,0.37,0.55,0.77
"01013",2009,0.41,0.53,0.8
"01013",2010,0.38,0.6,0.83
"01013",2011,0.38,0.58,0.78
"01013",2012,0.36,0.6,0.86
"01013",2013,0.36,0.62,0.81
"01013",2014,NA,0.62,0.81
"01015",2004,0.29,NA,NA
"01015",2005,0.3,NA,NA
"01015",2006,0.33,0.59,0.79
"01015",2007,0.33,0.59,0.79
"01015",2008,0.34,0.62,0.79
"01015",2009,0.34,0.61,0.8
"01015",2010,0.33,0.6,0.8
"01015",2011,0.32,0.55,0.8
"01015",2012,0.32,0.57,0.81
"01015",2013,0.32,0.56,0.81
"01015",2014,NA,0.57,0.81
"01017",2004,0.3,NA,NA
"01017",2005,0.3,NA,NA
"01017",2006,0.33,NA,0.82
"01017",2007,0.36,NA,0.82
"01017",2008,0.36,0.64,0.81
"01017",2009,0.35,0.67,0.84
"01017",2010,0.35,0.65,0.86
"01017",2011,0.4,0.66,0.84
"01017",2012,0.4,0.62,0.86
"01017",2013,0.4,0.6,0.84
"01017",2014,NA,0.57,0.82
"01019",2004,0.27,NA,NA
"01019",2005,0.28,NA,NA
"01019",2006,0.31,NA,NA
"01019",2007,0.31,NA,NA
"01019",2008,0.32,0.59,0.87
"01019",2009,0.31,0.67,0.9
"01019",2010,0.31,0.64,0.89
"01019",2011,0.3,0.6,0.88
"01019",2012,0.33,0.61,0.92
"01019",2013,0.34,0.64,0.89
"01019",2014,NA,0.63,0.89
"01021",2004,0.28,NA,NA
"01021",2005,0.29,NA,NA
"01021",2006,0.33,NA,0.82
"01021",2007,0.34,NA,0.82
"01021",2008,0.35,0.62,0.86
"01021",2009,0.35,0.61,0.85
"01021",2010,0.38,0.62,0.84
"01021",2011,0.37,0.61,0.87
"01021",2012,0.37,0.67,0.89
"01021",2013,0.36,0.66,0.88
"01021",2014,NA,0.64,0.89
"01023",2004,0.31,NA,NA
"01023",2005,0.32,NA,NA
"01023",2006,0.35,NA,NA
"01023",2007,0.36,NA,NA
"01023",2008,0.37,0.63,0.84
"01023",2009,0.38,0.66,0.85
"01023",2010,0.39,0.67,0.84
"01023",2011,0.4,0.55,0.84
"01023",2012,0.39,0.57,0.85
"01023",2013,0.41,0.55,0.88
"01023",2014,NA,0.54,0.84
"01025",2004,0.31,NA,NA
"01025",2005,0.32,NA,NA
"01025",2006,0.35,NA,0.73
"01025",2007,0.35,NA,0.73
"01025",2008,0.36,0.59,0.73
"01025",2009,0.35,0.57,0.77
"01025",2010,0.36,0.62,0.79
"01025",2011,0.35,0.63,0.79
"01025",2012,0.36,0.59,0.77
"01025",2013,0.38,0.6,0.79
"01025",2014,NA,0.61,0.81
"01027",2004,0.28,NA,NA
"01027",2005,0.28,NA,NA
"01027",2006,0.31,NA,NA
"01027",2007,0.32,NA,NA
"01027",2008,0.32,0.51,0.72
"01027",2009,0.34,0.56,0.75
"01027",2010,0.35,0.58,0.81
"01027",2011,0.37,0.61,0.86
"01027",2012,0.38,0.59,0.82
"01027",2013,0.37,0.58,0.87
"01027",2014,NA,0.56,0.88
"01029",2004,0.28,NA,NA
"01029",2005,0.29,NA,NA
"01029",2006,0.29,NA,NA
"01029",2007,0.29,NA,NA
"01029",2008,0.29,0.54,0.8
"01029",2009,0.3,0.55,0.84
"01029",2010,0.31,0.5,0.79
"01029",2011,0.3,0.49,0.86
"01029",2012,0.3,0.46,0.86
"01029",2013,0.3,0.49,0.82
"01029",2014,NA,0.49,0.83
"01031",2004,0.3,NA,NA
"01031",2005,0.31,NA,NA
"01031",2006,0.34,0.75,0.83
"01031",2007,0.33,0.75,0.83
"01031",2008,0.33,0.69,0.82
"01031",2009,0.32,0.69,0.83
"01031",2010,0.3,0.7,0.84
"01031",2011,0.29,0.67,0.86
"01031",2012,0.3,0.65,0.87
"01031",2013,0.34,0.59,0.88
"01031",2014,NA,0.63,0.88
"01033",2004,0.27,NA,NA
"01033",2005,0.29,NA,NA
"01033",2006,0.34,0.6,0.85
"01033",2007,0.36,0.6,0.85
"01033",2008,0.35,0.64,0.86
"01033",2009,0.33,0.68,0.88
"01033",2010,0.32,0.65,0.9
"01033",2011,0.34,0.64,0.89
"01033",2012,0.37,0.67,0.89
"01033",2013,0.38,0.7,0.86
"01033",2014,NA,0.68,0.87
"01035",2004,0.32,NA,NA
"01035",2005,0.32,NA,NA
"01035",2006,0.34,NA,NA
"01035",2007,0.33,NA,NA
"01035",2008,0.32,0.65,0.68
"01035",2009,0.33,0.66,0.73
"01035",2010,0.36,0.58,0.75
"01035",2011,0.39,0.58,0.74
"01035",2012,0.37,0.61,0.72
"01035",2013,0.36,0.65,0.77
"01035",2014,NA,0.66,0.8
"01037",2004,0.3,NA,NA
"01037",2005,0.32,NA,NA
"01037",2006,0.34,NA,NA
"01037",2007,0.35,NA,NA
"01037",2008,0.33,0.65,0.79
"01037",2009,0.34,0.59,0.81
"01037",2010,0.34,0.63,0.85
"01037",2011,0.37,0.58,0.81
"01037",2012,0.39,0.64,0.84
"01037",2013,0.4,0.63,0.88
"01037",2014,NA,0.59,0.86
"01039",2004,0.27,NA,NA
"01039",2005,0.27,NA,NA
"01039",2006,0.29,0.62,0.72
"01039",2007,0.32,0.62,0.72
"01039",2008,0.34,0.64,0.79
"01039",2009,0.36,0.67,0.81
"01039",2010,0.34,0.66,0.86
"01039",2011,0.32,0.63,0.83
"01039",2012,0.32,0.65,0.82
"01039",2013,0.34,0.6,0.82
"01039",2014,NA,0.6,0.81
"01041",2004,0.29,NA,NA
"01041",2005,0.32,NA,NA
"01041",2006,0.34,NA,NA
"01041",2007,0.35,NA,NA
"01041",2008,0.34,0.6,0.73
"01041",2009,0.37,0.55,0.79
"01041",2010,0.36,0.59,0.77
"01041",2011,0.37,0.57,0.77
"01041",2012,0.37,0.61,0.79
"01041",2013,0.4,0.61,0.82
"01041",2014,NA,0.58,0.77
"01043",2004,0.25,NA,NA
"01043",2005,0.26,NA,NA
"01043",2006,0.27,0.68,0.84
"01043",2007,0.29,0.68,0.84
"01043",2008,0.3,0.68,0.85
"01043",2009,0.32,0.71,0.85
"01043",2010,0.32,0.71,0.88
"01043",2011,0.34,0.67,0.87
"01043",2012,0.35,0.66,0.89
"01043",2013,0.33,0.63,0.9
"01043",2014,NA,0.65,0.89
"01045",2004,0.29,NA,NA
"01045",2005,0.31,NA,NA
"01045",2006,0.31,NA,0.81
"01045",2007,0.33,NA,0.81
"01045",2008,0.34,0.66,0.82
"01045",2009,0.36,0.64,0.8
"01045",2010,0.35,0.68,0.84
"01045",2011,0.34,0.64,0.85
"01045",2012,0.36,0.66,0.83
"01045",2013,0.37,0.57,0.85
"01045",2014,NA,0.6,0.88
"01047",2004,0.35,NA,NA
"01047",2005,0.37,NA,NA
"01047",2006,0.4,NA,0.72
"01047",2007,0.41,NA,0.72
"01047",2008,0.4,0.59,0.7
"01047",2009,0.41,0.61,0.72
"01047",2010,0.41,0.65,0.7
"01047",2011,0.42,0.62,0.75
"01047",2012,0.42,0.63,0.77
"01047",2013,0.41,0.67,0.77
"01047",2014,NA,0.64,0.78
"01049",2004,0.26,NA,NA
"01049",2005,0.29,NA,NA
"01049",2006,0.3,0.54,0.83
"01049",2007,0.32,0.54,0.83
"01049",2008,0.32,0.57,0.85
"01049",2009,0.34,0.59,0.86
"01049",2010,0.32,0.61,0.88
"01049",2011,0.32,0.54,0.88
"01049",2012,0.31,0.56,0.9
"01049",2013,0.3,0.59,0.88
"01049",2014,NA,0.58,0.88
"01051",2004,0.27,NA,NA
"01051",2005,0.28,NA,NA
"01051",2006,0.29,0.61,0.78
"01051",2007,0.29,0.61,0.78
"01051",2008,0.29,0.66,0.81
"01051",2009,0.32,0.67,0.8
"01051",2010,0.31,0.69,0.84
"01051",2011,0.3,0.66,0.83
"01051",2012,0.3,0.66,0.84
"01051",2013,0.35,0.65,0.85
"01051",2014,NA,0.66,0.85
"01053",2004,0.3,NA,NA
"01053",2005,0.33,NA,NA
"01053",2006,0.34,0.64,0.81
"01053",2007,0.35,0.64,0.81
"01053",2008,0.34,0.64,0.73
"01053",2009,0.36,0.63,0.78
"01053",2010,0.37,0.62,0.75
"01053",2011,0.38,0.61,0.77
"01053",2012,0.39,0.6,0.82
"01053",2013,0.38,0.61,0.78
"01053",2014,NA,0.64,0.79
"01055",2004,0.29,NA,NA
"01055",2005,0.29,NA,NA
"01055",2006,0.3,0.59,0.78
"01055",2007,0.33,0.59,0.78
"01055",2008,0.31,0.63,0.81
"01055",2009,0.32,0.61,0.84
"01055",2010,0.32,0.58,0.85
"01055",2011,0.34,0.56,0.83
"01055",2012,0.35,0.58,0.84
"01055",2013,0.35,0.59,0.85
"01055",2014,NA,0.56,0.82
"01057",2004,0.29,NA,NA
"01057",2005,0.31,NA,NA
"01057",2006,0.32,NA,NA
"01057",2007,0.33,NA,NA
"01057",2008,0.32,0.64,0.78
"01057",2009,0.37,0.66,0.8
"01057",2010,0.36,0.63,0.83
"01057",2011,0.36,0.61,0.82
"01057",2012,0.32,0.61,0.81
"01057",2013,0.34,0.58,0.81
"01057",2014,NA,0.56,0.8
"01059",2004,0.28,NA,NA
"01059",2005,0.29,NA,NA
"01059",2006,0.32,NA,0.83
"01059",2007,0.3,NA,0.83
"01059",2008,0.3,0.57,0.84
"01059",2009,0.31,0.55,0.85
"01059",2010,0.34,0.56,0.89
"01059",2011,0.34,0.53,0.86
"01059",2012,0.34,0.55,0.85
"01059",2013,0.33,0.55,0.86
"01059",2014,NA,0.57,0.85
"01061",2004,0.29,NA,NA
"01061",2005,0.3,NA,NA
"01061",2006,0.3,NA,0.8
"01061",2007,0.32,NA,0.8
"01061",2008,0.32,0.69,0.83
"01061",2009,0.36,0.67,0.83
"01061",2010,0.34,0.64,0.87
"01061",2011,0.35,0.59,0.87
"01061",2012,0.35,0.62,0.87
"01061",2013,0.34,0.6,0.87
"01061",2014,NA,0.6,0.87
"01063",2004,0.35,NA,NA
"01063",2005,0.35,NA,NA
"01063",2006,0.42,NA,NA
"01063",2007,0.44,NA,NA
"01063",2008,0.44,0.62,0.74
"01063",2009,0.48,0.55,0.78
"01063",2010,0.48,0.51,0.79
"01063",2011,0.48,0.53,0.84
"01063",2012,0.46,0.6,0.87
"01063",2013,0.46,0.61,0.86
"01063",2014,NA,0.59,0.87
"01065",2004,0.34,NA,NA
"01065",2005,0.35,NA,NA
"01065",2006,0.38,NA,NA
"01065",2007,0.39,NA,NA
"01065",2008,0.4,0.53,0.73
"01065",2009,0.44,0.55,0.74
"01065",2010,0.42,0.6,0.72
"01065",2011,0.36,0.56,0.77
"01065",2012,0.36,0.54,0.77
"01065",2013,0.4,0.65,0.77
"01065",2014,NA,0.67,0.82
"01067",2004,0.31,NA,NA
"01067",2005,0.3,NA,NA
"01067",2006,0.34,NA,NA
"01067",2007,0.33,NA,NA
"01067",2008,0.34,0.67,0.83
"01067",2009,0.34,0.68,0.82
"01067",2010,0.35,0.62,0.83
"01067",2011,0.34,0.56,0.85
"01067",2012,0.35,0.53,0.86
"01067",2013,0.36,0.57,0.89
"01067",2014,NA,0.63,0.86
"01069",2004,0.27,NA,NA
"01069",2005,0.32,NA,NA
"01069",2006,0.34,0.68,0.86
"01069",2007,0.33,0.68,0.86
"01069",2008,0.33,0.7,0.85
"01069",2009,0.33,0.66,0.84
"01069",2010,0.35,0.68,0.86
"01069",2011,0.33,0.64,0.86
"01069",2012,0.34,0.63,0.86
"01069",2013,0.33,0.64,0.86
"01069",2014,NA,0.65,0.87
"01071",2004,0.3,NA,NA
"01071",2005,0.3,NA,NA
"01071",2006,0.3,0.5,0.77
"01071",2007,0.31,0.5,0.77
"01071",2008,0.32,0.54,0.8
"01071",2009,0.31,0.54,0.82
"01071",2010,0.3,0.56,0.84
"01071",2011,0.29,0.52,0.86
"01071",2012,0.31,0.52,0.83
"01071",2013,0.32,0.53,0.85
"01071",2014,NA,0.53,0.88
"01073",2004,0.28,NA,NA
"01073",2005,0.29,NA,NA
"01073",2006,0.3,0.65,0.82
"01073",2007,0.31,0.65,0.82
"01073",2008,0.31,0.7,0.83
"01073",2009,0.32,0.71,0.84
"01073",2010,0.32,0.69,0.85
"01073",2011,0.33,0.66,0.85
"01073",2012,0.34,0.65,0.84
"01073",2013,0.33,0.66,0.86
"01073",2014,NA,0.66,0.86
"01075",2004,0.27,NA,NA
"01075",2005,0.27,NA,NA
"01075",2006,0.28,NA,NA
"01075",2007,0.3,NA,NA
"01075",2008,0.31,0.64,0.73
"01075",2009,0.32,0.64,0.77
"01075",2010,0.31,0.61,0.79
"01075",2011,0.33,0.6,0.77
"01075",2012,0.33,0.56,0.8
"01075",2013,0.34,0.56,0.84
"01075",2014,NA,0.53,0.83
"01077",2004,0.28,NA,NA
"01077",2005,0.29,NA,NA
"01077",2006,0.28,0.66,0.85
"01077",2007,0.3,0.66,0.85
"01077",2008,0.29,0.68,0.89
"01077",2009,0.32,0.68,0.88
"01077",2010,0.32,0.66,0.88
"01077",2011,0.31,0.65,0.87
"01077",2012,0.32,0.66,0.87
"01077",2013,0.33,0.67,0.87
"01077",2014,NA,0.66,0.87
"01079",2004,0.28,NA,NA
"01079",2005,0.29,NA,NA
"01079",2006,0.31,NA,0.81
"01079",2007,0.32,NA,0.81
"01079",2008,0.33,0.66,0.85
"01079",2009,0.38,0.61,0.82
"01079",2010,0.38,0.62,0.83
"01079",2011,0.39,0.6,0.84
"01079",2012,0.36,0.57,0.86
"01079",2013,0.36,0.56,0.87
"01079",2014,NA,0.59,0.88
"01081",2004,0.26,NA,NA
"01081",2005,0.27,NA,NA
"01081",2006,0.3,0.6,0.8
"01081",2007,0.3,0.6,0.8
"01081",2008,0.3,0.64,0.82
"01081",2009,0.3,0.65,0.84
"01081",2010,0.32,0.63,0.84
"01081",2011,0.3,0.63,0.85
"01081",2012,0.3,0.64,0.83
"01081",2013,0.29,0.61,0.85
"01081",2014,NA,0.6,0.85
"01083",2004,0.29,NA,NA
"01083",2005,0.28,NA,NA
"01083",2006,0.28,0.65,0.84
"01083",2007,0.28,0.65,0.84
"01083",2008,0.29,0.65,0.84
"01083",2009,0.31,0.68,0.87
"01083",2010,0.34,0.7,0.89
"01083",2011,0.33,0.65,0.88
"01083",2012,0.34,0.65,0.88
"01083",2013,0.33,0.66,0.88
"01083",2014,NA,0.67,0.88
"01085",2004,0.34,NA,NA
"01085",2005,0.35,NA,NA
"01085",2006,0.37,NA,NA
"01085",2007,0.4,NA,NA
"01085",2008,0.41,0.62,0.84
"01085",2009,0.45,0.61,0.85
"01085",2010,0.44,0.64,0.84
"01085",2011,0.44,0.6,0.83
"01085",2012,0.46,0.61,0.83
"01085",2013,0.45,0.68,0.86
"01085",2014,NA,0.6,0.83
"01087",2004,0.38,NA,NA
"01087",2005,0.37,NA,NA
"01087",2006,0.39,NA,NA
"01087",2007,0.4,NA,NA
"01087",2008,0.4,0.55,0.79
"01087",2009,0.41,0.57,0.81
"01087",2010,0.39,0.6,0.83
"01087",2011,0.42,0.59,0.82
"01087",2012,0.42,0.6,0.84
"01087",2013,0.45,0.62,0.84
"01087",2014,NA,0.57,0.87
"01089",2004,0.27,NA,NA
"01089",2005,0.27,NA,NA
"01089",2006,0.29,0.64,0.8
"01089",2007,0.31,0.64,0.8
"01089",2008,0.31,0.72,0.84
"01089",2009,0.31,0.72,0.86
"01089",2010,0.3,0.69,0.85
"01089",2011,0.31,0.67,0.86
"01089",2012,0.31,0.67,0.86
"01089",2013,0.32,0.68,0.87
"01089",2014,NA,0.68,0.88
"01091",2004,0.32,NA,NA
"01091",2005,0.33,NA,NA
"01091",2006,0.38,NA,0.67
"01091",2007,0.37,NA,0.67
"01091",2008,0.38,0.61,0.67
"01091",2009,0.4,0.51,0.72
"01091",2010,0.42,0.52,0.76
"01091",2011,0.42,0.51,0.76
"01091",2012,0.41,0.5,0.77
"01091",2013,0.4,0.54,0.8
"01091",2014,NA,0.56,0.79
"01093",2004,0.27,NA,NA
"01093",2005,0.29,NA,NA
"01093",2006,0.29,NA,0.85
"01093",2007,0.29,NA,0.85
"01093",2008,0.29,0.61,0.87
"01093",2009,0.33,0.58,0.86
"01093",2010,0.33,0.6,0.88
"01093",2011,0.34,0.55,0.89
"01093",2012,0.35,0.57,0.89
"01093",2013,0.36,0.55,0.9
"01093",2014,NA,0.57,0.89
"01095",2004,0.28,NA,NA
"01095",2005,0.29,NA,NA
"01095",2006,0.28,0.54,0.78
"01095",2007,0.27,0.54,0.78
"01095",2008,0.27,0.6,0.81
"01095",2009,0.29,0.6,0.83
"01095",2010,0.32,0.6,0.81
"01095",2011,0.34,0.6,0.82
"01095",2012,0.35,0.58,0.83
"01095",2013,0.33,0.58,0.83
"01095",2014,NA,0.57,0.84
"01097",2004,0.3,NA,NA
"01097",2005,0.3,NA,NA
"01097",2006,0.31,0.63,0.8
"01097",2007,0.3,0.63,0.8
"01097",2008,0.3,0.64,0.8
"01097",2009,0.32,0.65,0.81
"01097",2010,0.34,0.64,0.83
"01097",2011,0.36,0.61,0.84
"01097",2012,0.36,0.61,0.84
"01097",2013,0.37,0.62,0.86
"01097",2014,NA,0.62,0.83
"01099",2004,0.31,NA,NA
"01099",2005,0.31,NA,NA
"01099",2006,0.35,NA,NA
"01099",2007,0.36,NA,NA
"01099",2008,0.35,0.69,0.72
"01099",2009,0.36,0.69,0.74
"01099",2010,0.36,0.65,0.79
"01099",2011,0.36,0.65,0.78
"01099",2012,0.37,0.64,0.74
"01099",2013,0.35,0.65,0.78
"01099",2014,NA,0.66,0.81
"01101",2004,0.29,NA,NA
"01101",2005,0.3,NA,NA
"01101",2006,0.33,0.66,0.81
"01101",2007,0.33,0.66,0.81
"01101",2008,0.34,0.7,0.82
"01101",2009,0.34,0.67,0.81
"01101",2010,0.35,0.68,0.84
"01101",2011,0.35,0.67,0.83
"01101",2012,0.34,0.66,0.82
"01101",2013,0.35,0.65,0.82
"01101",2014,NA,0.63,0.84
"01103",2004,0.26,NA,NA
"01103",2005,0.27,NA,NA
"01103",2006,0.3,0.65,0.83
"01103",2007,0.35,0.65,0.83
"01103",2008,0.35,0.67,0.84
"01103",2009,0.33,0.66,0.84
"01103",2010,0.29,0.69,0.84
"01103",2011,0.3,0.66,0.84
"01103",2012,0.32,0.64,0.84
"01103",2013,0.32,0.62,0.85
"01103",2014,NA,0.63,0.85
"01105",2004,0.35,NA,NA
"01105",2005,0.36,NA,NA
"01105",2006,0.39,NA,NA
"01105",2007,0.4,NA,NA
"01105",2008,0.41,0.66,0.72
"01105",2009,0.4,0.67,0.75
"01105",2010,0.39,0.57,0.74
"01105",2011,0.39,0.59,0.68
"01105",2012,0.38,0.55,0.85
"01105",2013,0.43,0.59,0.8
"01105",2014,NA,0.59,0.82
"01107",2004,0.31,NA,NA
"01107",2005,0.33,NA,NA
"01107",2006,0.35,NA,NA
"01107",2007,0.35,NA,NA
"01107",2008,0.35,0.69,0.86
"01107",2009,0.36,0.69,0.84
"01107",2010,0.39,0.65,0.87
"01107",2011,0.4,0.64,0.87
"01107",2012,0.37,0.63,0.87
"01107",2013,0.36,0.66,0.88
"01107",2014,NA,0.59,0.88
"01109",2004,0.3,NA,NA
"01109",2005,0.33,NA,NA
"01109",2006,0.36,NA,NA
"01109",2007,0.37,NA,NA
"01109",2008,0.35,0.66,0.83
"01109",2009,0.37,0.66,0.82
"01109",2010,0.36,0.67,0.82
"01109",2011,0.35,0.66,0.85
"01109",2012,0.34,0.71,0.87
"01109",2013,0.38,0.7,0.89
"01109",2014,NA,0.69,0.87
"01111",2004,0.3,NA,NA
"01111",2005,0.31,NA,NA
"01111",2006,0.33,NA,NA
"01111",2007,0.32,NA,NA
"01111",2008,0.32,0.58,0.78
"01111",2009,0.32,0.57,0.84
"01111",2010,0.34,0.55,0.84
"01111",2011,0.34,0.55,0.84
"01111",2012,0.33,0.5,0.86
"01111",2013,0.31,0.51,0.84
"01111",2014,NA,0.57,0.86
"01113",2004,0.33,NA,NA
"01113",2005,0.33,NA,NA
"01113",2006,0.33,NA,0.71
"01113",2007,0.35,NA,0.71
"01113",2008,0.37,0.6,0.8
"01113",2009,0.39,0.6,0.8
"01113",2010,0.37,0.58,0.8
"01113",2011,0.34,0.55,0.78
"01113",2012,0.35,0.54,0.79
"01113",2013,0.36,0.58,0.81
"01113",2014,NA,0.58,0.78
"01115",2004,0.28,NA,NA
"01115",2005,0.29,NA,NA
"01115",2006,0.3,NA,0.83
"01115",2007,0.34,NA,0.83
"01115",2008,0.34,0.62,0.84
"01115",2009,0.36,0.65,0.82
"01115",2010,0.33,0.65,0.83
"01115",2011,0.32,0.6,0.86
"01115",2012,0.33,0.6,0.86
"01115",2013,0.33,0.58,0.87
"01115",2014,NA,0.58,0.87
"01117",2004,0.24,NA,NA
"01117",2005,0.26,NA,NA
"01117",2006,0.27,0.69,0.84
"01117",2007,0.28,0.69,0.84
"01117",2008,0.28,0.72,0.85
"01117",2009,0.28,0.73,0.85
"01117",2010,0.3,0.75,0.85
"01117",2011,0.32,0.7,0.85
"01117",2012,0.31,0.68,0.86
"01117",2013,0.3,0.68,0.87
"01117",2014,NA,0.69,0.86
"01119",2004,0.35,NA,NA
"01119",2005,0.35,NA,NA
"01119",2006,0.38,NA,NA
"01119",2007,0.4,NA,NA
"01119",2008,0.41,0.6,0.79
"01119",2009,0.42,0.66,0.82
"01119",2010,0.4,0.67,0.84
"01119",2011,0.4,0.67,0.79
"01119",2012,0.4,0.6,0.78
"01119",2013,0.4,0.54,0.8
"01119",2014,NA,0.63,0.87
"01121",2004,0.31,NA,NA
"01121",2005,0.3,NA,NA
"01121",2006,0.31,0.5,0.8
"01121",2007,0.33,0.5,0.8
"01121",2008,0.34,0.59,0.79
"01121",2009,0.37,0.54,0.81
"01121",2010,0.38,0.57,0.81
"01121",2011,0.38,0.57,0.82
"01121",2012,0.38,0.57,0.82
"01121",2013,0.39,0.58,0.82
"01121",2014,NA,0.58,0.83
"01123",2004,0.27,NA,NA
"01123",2005,0.29,NA,NA
"01123",2006,0.3,0.58,0.76
"01123",2007,0.33,0.58,0.76
"01123",2008,0.34,0.61,0.75
"01123",2009,0.37,0.58,0.75
"01123",2010,0.35,0.65,0.76
"01123",2011,0.36,0.63,0.79
"01123",2012,0.37,0.62,0.79
"01123",2013,0.37,0.62,0.78
"01123",2014,NA,0.59,0.79
"01125",2004,0.29,NA,NA
"01125",2005,0.3,NA,NA
"01125",2006,0.31,0.68,0.78
"01125",2007,0.32,0.68,0.78
"01125",2008,0.33,0.73,0.84
"01125",2009,0.35,0.72,0.85
"01125",2010,0.33,0.73,0.87
"01125",2011,0.33,0.7,0.86
"01125",2012,0.33,0.69,0.86
"01125",2013,0.34,0.68,0.85
"01125",2014,NA,0.71,0.85
"01127",2004,0.29,NA,NA
"01127",2005,0.3,NA,NA
"01127",2006,0.32,0.59,0.84
"01127",2007,0.32,0.59,0.84
"01127",2008,0.33,0.63,0.83
"01127",2009,0.35,0.61,0.85
"01127",2010,0.36,0.63,0.87
"01127",2011,0.33,0.65,0.89
"01127",2012,0.33,0.66,0.88
"01127",2013,0.33,0.62,0.89
"01127",2014,NA,0.63,0.89
"01129",2004,0.3,NA,NA
"01129",2005,0.32,NA,NA
"01129",2006,0.35,NA,NA
"01129",2007,0.35,NA,NA
"01129",2008,0.35,0.69,0.73
"01129",2009,0.36,0.65,0.72
"01129",2010,0.36,0.62,0.77
"01129",2011,0.36,0.59,0.83
"01129",2012,0.36,0.59,0.83
"01129",2013,0.4,0.65,0.83
"01129",2014,NA,0.56,0.8
"01131",2004,0.36,NA,NA
"01131",2005,0.35,NA,NA
"01131",2006,0.38,NA,NA
"01131",2007,0.39,NA,NA
"01131",2008,0.41,0.51,0.67
"01131",2009,0.43,0.44,0.73
"01131",2010,0.42,0.48,0.73
"01131",2011,0.43,0.5,0.74
"01131",2012,0.44,0.55,0.81
"01131",2013,0.45,0.55,0.86
"01131",2014,NA,0.5,0.88
"01133",2004,0.28,NA,NA
"01133",2005,0.29,NA,NA
"01133",2006,0.28,NA,NA
"01133",2007,0.28,NA,NA
"01133",2008,0.29,0.54,0.78
"01133",2009,0.36,0.57,0.84
"01133",2010,0.36,0.55,0.83
"01133",2011,0.33,0.54,0.83
"01133",2012,0.29,0.55,0.82
"01133",2013,0.3,0.63,0.84
"01133",2014,NA,0.6,0.85
"02000",2004,0.25,NA,NA
