"fips","year","race","less_12","college"
"01055",2005,1,0.186732824486669,0.138551007612993
"01055",2010,0,0.172645246158824,0.166330051243193
"01055",2010,1,0.243974991964797,0.120147403715461
"01055",2015,0,0.169732796206867,0.168927309618222
"01055",2015,1,0.192459986040858,0.102359327322067
"01057",2000,0,0.346884023356797,0.0919409006554125
"01057",2000,1,0.285425605820871,0.0854569672944633
"01057",2010,0,0.249057978811191,0.0957527441053816
"01057",2010,1,0.256606068374103,0.0802118671594611
"01057",2015,0,0.225888350097519,0.142402438815716
"01057",2015,1,0.189604400007464,0.1296033055289
"01059",2000,0,0.367736736693854,0.0987571309619734
"01059",2000,1,0.341221586053052,0.0944534230170334
"01059",2010,0,0.274430203645074,0.126961764837864
"01059",2010,1,0.283347631957206,0.042708953621659
"01059",2015,0,0.224575105134377,0.120470190124729
"01059",2015,1,0.253285843150973,0.131687709127501
"01061",2000,0,0.327765163470215,0.0940852005410188
"01061",2000,1,0.484683979897793,0.0136841668301406
"01061",2010,0,0.251611577087467,0.08950184372778
"01061",2010,1,0.39320795018092,0.00297561212592305
"01061",2015,0,0.196104058413423,0.129913902710978
"01061",2015,1,0.344127480545122,0.0821858361805454
"01063",2000,0,0.192872132090689,0.161864167556115
"01063",2000,1,0.407684121625526,0.0853897800552726
"01063",2010,0,0.193807993992581,0.12339186149544
"01063",2010,1,0.28028758969499,0.0905990648334013
"01063",2015,0,0.0879391242541044,0.223301935251272
"01063",2015,1,0.288051222915183,0.0683398581428592
"01065",2000,0,0.267234693297125,0.111497776442529
"01065",2000,1,0.424307772814624,0.0508447866839785
"01065",2010,0,0.220898955658269,0.166012291554594
"01065",2010,1,0.366819958876609,0.0468990245281181
"01065",2015,0,0.129843894724003,0.175944921821954
"01065",2015,1,0.232476952368295,0.110870259794242
"01067",2000,0,0.272680027194202,0.17538338515946
"01067",2000,1,0.472727676965843,0.0585766807967607
"01067",2010,0,0.168174917234864,0.184615278908247
"01067",2010,1,0.394342715442283,0.0652850018132749
"01067",2015,0,0.166200867709204,0.190994701372599
"01067",2015,1,0.33496231279689,0.0910391092804553
"01069",2000,0,0.196859773680266,0.211806521660356
"01069",2000,1,0.371934454099795,0.082753631736029
"01069",2005,0,0.148395701131634,0.25518933093706
"01069",2005,1,0.286016357010298,0.0872734665421915
"01069",2010,0,0.142920178754551,0.220428489764076
"01069",2010,1,0.289978304771745,0.0931407593839813
"01069",2015,0,0.117943617211423,0.241760504006881
"01069",2015,1,0.254226683380766,0.092367541006068
"01071",2000,0,0.327800796554279,0.106857332802451
"01071",2000,1,0.408416710289193,0.0515296751831797
"01071",2010,0,0.255643142782992,0.124308464604901
"01071",2010,1,0.302159357946781,0.0301922102329117
"01071",2015,0,0.230445745922649,0.123892955781701
"01071",2015,1,0.322378465391223,0.0403839847686746
"01073",2000,0,0.153670348371542,0.300614869367292
"01073",2000,1,0.254670167963364,0.14214183840775
"01073",2005,0,0.108699912336296,0.345846526774907
"01073",2005,1,0.19615589710223,0.149715868842455
"01073",2010,0,0.100503532750727,0.365109635113184
"01073",2010,1,0.170474947394026,0.164824103306939
"01073",2015,0,0.0880452147848198,0.39073001957801
"01073",2015,1,0.143695788053239,0.184762858150424
"01075",2000,0,0.346973341490763,0.0804449807869999
"01075",2000,1,0.351807537384743,0.0519746038551763
"01075",2010,0,0.237483378861273,0.0958289437135602
"01075",2010,1,0.313522493273668,0.052973201172636
"01075",2015,0,0.223967710019194,0.115766905367006
"01075",2015,1,0.251622081605552,0.0893745988560876
"01077",2000,0,0.22729711267153,0.192993784257348
"01077",2000,1,0.323952932135897,0.0944543924682347
"01077",2005,0,0.21282992535545,0.194006271201813
"01077",2010,0,0.160888904771074,0.226331609757127
"01077",2010,1,0.269179472121818,0.103869351931222
"01077",2015,0,0.148466300369133,0.222375864567043
"01077",2015,1,0.246660926833877,0.143236383014996
"01079",2000,0,0.348273370643951,0.0743311265479047
"01079",2000,1,0.373836229924528,0.0508275978102897
"01079",2010,0,0.267431897459154,0.0983130111465546
"01079",2010,1,0.206355017093273,0.0965610097116619
"01079",2015,0,0.229210947848804,0.109299777751388
"01079",2015,1,0.173569710915719,0.0943614776119456
"01081",2000,0,0.147774009176658,0.318564709499845
"01081",2000,1,0.317659170929751,0.122167794623369
"01081",2005,0,0.1402581270437,0.309407244992023
"01081",2005,1,0.249404757359062,0.139183362851124
"01081",2010,0,0.118123954181618,0.349181289021735
"01081",2010,1,0.223861286821095,0.15236127545248
"01081",2015,0,0.0772484518751828,0.388001079722732
"01081",2015,1,0.207128032500987,0.168740813836584
"01083",2000,0,0.241201007261901,0.1805937163242
"01083",2000,1,0.340057225551378,0.0873988249785569
"01083",2005,0,0.201779108133632,0.175818931008646
"01083",2005,1,0.277197220792283,0.0754898822577423
"01083",2010,0,0.175936799728291,0.218325843690492
"01083",2010,1,0.222360378860071,0.152861070254668
"01083",2015,0,0.163546096195538,0.242371491768252
"01083",2015,1,0.184798921974547,0.17767459078662
"01085",2000,0,0.199645658007112,0.213201382991332
"01085",2000,1,0.434293416213726,0.0598842126570268
"01085",2010,0,0.185162694242698,0.24065542670622
"01085",2010,1,0.304829463903588,0.077249907216761
"01085",2015,0,0.100047287648316,0.28684904124764
"01085",2015,1,0.32488555457346,0.0832680454670041
"01087",2000,0,0.2267112485012,0.151531917084057
"01087",2000,1,0.322465005032361,0.185393826003179
"01087",2010,0,0.175379015843445,0.185825631563843
"01087",2010,1,0.222377552133967,0.212408870796647
"01087",2015,0,0.154620359382621,0.213405613828728
"01087",2015,1,0.192485013822978,0.189035206867383
"01089",2000,0,0.126200734520266,0.368229129173399
"01089",2000,1,0.219648474216029,0.238683609981001
"01089",2005,0,0.103784770908519,0.437832627350585
"01089",2005,1,0.192783290358797,0.267023920362733
"01089",2010,0,0.094282220437961,0.405623223079749
"01089",2010,1,0.175144106931624,0.2758503247008
"01089",2015,0,0.0767262119897292,0.427709872923794
"01089",2015,1,0.134276256588215,0.273163484065218
"01091",2000,0,0.164389413128082,0.183933017212647
"01091",2000,1,0.410054040616477,0.0477444132867288
"01091",2010,0,0.11551142567625,0.258123840620423
"01091",2010,1,0.294926953057653,0.0930603368435335
"01091",2015,0,0.119811278592614,0.19414200006578
"01091",2015,1,0.194014380482949,0.0956675386895928
"01093",2000,0,0.3661525215937,0.0820858863219256
"01093",2000,1,0.410586884313594,0.0341986422226874
"01093",2010,0,0.281176994786194,0.0909373993666252
"01093",2010,1,0.269602031517675,0.0279483515493248
"01093",2015,0,0.21750228595479,0.11696466011096
"01093",2015,1,0.246386438054935,0.0963410737844256
"01095",2000,0,0.294682564095928,0.14305413610533
"01095",2000,1,0.247741556778294,0.0531747684636182
"01095",2005,0,0.262028147675166,0.150315232244697
"01095",2010,0,0.224910183333506,0.154340230450605
"01095",2010,1,0.299959565672137,0.200481339439262
"01095",2015,0,0.214751682274094,0.171711867407512
"01095",2015,1,0.271998828485462,0.076575380176926
"01097",2000,0,0.196623585150935,0.219780458103201
"01097",2000,1,0.305512424229739,0.106228697848069
"01097",2005,0,0.14786182440131,0.225028456837129
"01097",2005,1,0.230074267645647,0.150445334311947
"01097",2010,0,0.154831842939047,0.228730144092915
"01097",2010,1,0.207338545915717,0.133196915712353
"01097",2015,0,0.127324242608915,0.254947756400138
"01097",2015,1,0.176139698199215,0.142779281116789
"01099",2000,0,0.247445395087314,0.156069204925328
"01099",2000,1,0.447091643763084,0.0496206625860902
"01099",2010,0,0.195674747832621,0.16867291482997
"01099",2010,1,0.298441180572682,0.0261598842204605
"01099",2015,0,0.170034963796137,0.160414487142794
"01099",2015,1,0.221789722157025,0.0515140995837997
"01101",2000,0,0.116453964152075,0.365441027559697
"01101",2000,1,0.30275224321744,0.180110432335426
"01101",2005,0,0.0972051261459546,0.428575237071392
"01101",2005,1,0.260787663626507,0.18877935429757
"01101",2010,0,0.0801124034217738,0.417278406725095
"01101",2010,1,0.21512103049511,0.197242097558277
"01101",2015,0,0.0886351228815607,0.414872373507653
"01101",2015,1,0.194210243210776,0.209457133960257
"01103",2000,0,0.221750750326436,0.195045958785114
"01103",2000,1,0.354225802013099,0.0734766149279544
"01103",2005,0,0.178590586283955,0.199404264879117
"01103",2005,1,0.161278535664237,0.13570533677469
"01103",2010,0,0.161308727726498,0.210943208478875
"01103",2010,1,0.268696770100106,0.0894524861509136
"01103",2015,0,0.160755518457211,0.225179126147764
"01103",2015,1,0.215306693823524,0.124565086563161
"01105",2000,0,0.261711087918297,0.162813726909323
"01105",2000,1,0.440313639540033,0.0621732027356648
"01105",2010,0,0.135289282962912,0.282506500023076
"01105",2010,1,0.366803226817892,0.0583822787151183
"01105",2015,0,0.16112518979212,0.175807825307265
"01105",2015,1,0.307046607832941,0.10860832187818
"01107",2000,0,0.245124424235541,0.122295511100096
"01107",2000,1,0.402520910224907,0.0566859972658179
"01107",2010,0,0.180155261568175,0.139820237743094
"01107",2010,1,0.261985395960954,0.0731399955905336
"01107",2015,0,0.14522158128829,0.130146922976781
"01107",2015,1,0.316088438981724,0.0518634157784833
"01109",2000,0,0.2377008232894,0.245977019685229
"01109",2000,1,0.444559068169271,0.0659851081040454
"01109",2010,0,0.132127492113849,0.316693430835219
"01109",2010,1,0.322890945167694,0.0927983524696882
"01109",2015,0,0.164638475967907,0.292229894170986
"01109",2015,1,0.27579919176081,0.111710577780776
"01111",2000,0,0.355903727998362,0.108687279653814
"01111",2000,1,0.492478299568387,0.0625251068733279
"01111",2010,0,0.260646346307654,0.134388174854732
"01111",2010,1,0.32944493959957,0.0719083933890965
"01111",2015,0,0.222467687144944,0.156157294685049
"01111",2015,1,0.328865236331054,0.13146891781911
"01113",2000,0,0.290992742797562,0.112373832157514
"01113",2000,1,0.41350848987128,0.0638634326586123
"01113",2010,0,0.218366527796901,0.116970649455876
"01113",2010,1,0.25747491756122,0.113018304069965
"01113",2015,0,0.148320062828692,0.172175762546139
"01113",2015,1,0.218132756861154,0.164503362483416
"01115",2000,0,0.271526265967193,0.115127407630148
"01115",2000,1,0.455455315486061,0.0604638249629065
"01115",2005,0,0.14707370431723,0.180802362450506
"01115",2010,0,0.193018352506092,0.149172897700208
"01115",2010,1,0.305263875355224,0.102266577192184
"01115",2015,0,0.156783985033244,0.152149070277652
"01115",2015,1,0.289225017258105,0.184042601697436
"01117",2000,0,0.119891387352445,0.379060828928233
"01117",2000,1,0.257248589653664,0.248991240495177
"01117",2005,0,0.0849069517809743,0.415377517630166
"01117",2005,1,0.117058035048905,0.402527126078117
"01117",2010,0,0.0695906777766364,0.410245125371903
"01117",2010,1,0.0972368793465899,0.366766161818426
"01117",2015,0,0.0662510507170556,0.425966571851835
"01117",2015,1,0.116809843664476,0.33784834488503
"01119",2000,0,0.170583451420592,0.27227357601112
"01119",2000,1,0.431284405169003,0.0600124674021787
"01119",2010,0,0.145190575138798,0.283758135534517
"01119",2010,1,0.276808046523784,0.0735410252578844
"01119",2015,0,0.0961358201974241,0.379737167197104
"01119",2015,1,0.257399658344633,0.0836003794429393
"01121",2000,0,0.273780153755908,0.129627785403883
"01121",2000,1,0.380034707893734,0.0634590998773631
"01121",2005,0,0.228829689685156,0.148203783095275
"01121",2005,1,0.33390813166584,0.0558464588272871
"01121",2010,0,0.21329979555424,0.142001438306784
"01121",2010,1,0.306289335402439,0.0609113779413355
"01121",2015,0,0.19312043526765,0.149051255854009
"01121",2015,1,0.230045337552372,0.0913896268252779
"01123",2000,0,0.253654699361262,0.165076395611359
"01123",2000,1,0.457459575489682,0.0626680296406656
"01123",2010,0,0.199704996747919,0.189455948171682
"01123",2010,1,0.35047403644853,0.066929075053479
"01123",2015,0,0.171304916798651,0.203648847393472
"01123",2015,1,0.284562553711583,0.0877736918332335
"01125",2000,0,0.174701595381199,0.279071716700737
"01125",2000,1,0.317570521912431,0.119554134738438
"01125",2005,0,0.146158614539744,0.292431557524559
"01125",2005,1,0.255346923064697,0.132835395047305
"01125",2010,0,0.116251014062178,0.294956324151039
"01125",2010,1,0.23109292850259,0.174375765637488
"01125",2015,0,0.10667471404659,0.328097037318415
"01125",2015,1,0.184357602948284,0.162804153823606
"01127",2000,0,0.3274932948416,0.0902855652657726
"01127",2000,1,0.33724654860008,0.0839214382290836
"01127",2005,0,0.247686288224821,0.114343945468558
"01127",2010,0,0.24408020128556,0.0977510099892914
"01127",2010,1,0.241581395198406,0.0885156252279912
"01127",2015,0,0.220326966950389,0.109468816013731
"01127",2015,1,0.176372678059045,0.0850424340127876
"01129",2000,0,0.235968415114898,0.0976431412066966
"01129",2000,1,0.356582678537628,0.0653726137883313
"01129",2010,0,0.203283506090231,0.09866075602975
"01129",2010,1,0.211044224103802,0.0847887204041497
"01129",2015,0,0.191678418495454,0.116836858371947
"01129",2015,1,0.167673770999035,0.0621450747521115
"01131",2000,0,0.224463822764803,0.17867778921487
"01131",2000,1,0.501819310457995,0.0607426973703468
"01131",2010,0,0.189564757447098,0.247850494789694
"01131",2010,1,0.371781170788718,0.0805360354386662
"01131",2015,0,0.143705125530479,0.232709705683948
"01131",2015,1,0.268836764409993,0.0750563685776862
"01133",2000,0,0.374616337187783,0.0805476024194886
"01133",2000,1,0.51458148476782,0
"01133",2010,0,0.307771654667959,0.113540007305592
"01133",2010,1,0.368431258483614,0
"01133",2015,0,0.247401205392402,0.115047660929205
"01133",2015,1,0.794990240728692,0
"02013",2000,0,NA,NA
"02013",2000,1,NA,NA
"02013",2010,0,NA,NA
"02013",2010,1,NA,NA
"02013",2015,0,NA,NA
"02013",2015,1,NA,NA
"02016",2000,0,NA,NA
"02016",2000,1,NA,NA
"02016",2010,0,NA,NA
"02016",2010,1,NA,NA
"02016",2015,0,NA,NA
"02016",2015,1,NA,NA
"02020",2000,0,0.0644597415241538,0.326397394579346
"02020",2000,1,0.12091270753969,0.155073838523461
"02020",2005,0,0.0487504726816814,0.377434246135137
"02020",2005,1,0.146576229965124,0.114323698589514
"02020",2010,0,0.0414751253575895,0.383009844369278
"02020",2010,1,0.0794677433001709,0.214261992621107
"02020",2015,0,0.0383610709931316,0.388494325778519
"02020",2015,1,0.107544325070011,0.221959953006379
"02050",2000,0,0.0790287423656755,0.464314102504014
"02050",2000,1,0.0649188514357054,0.0649188514357054
"02050",2010,0,0.0288217636022514,0.532466517534998
"02050",2010,1,0,0.166666666666667
"02050",2015,0,0.112814399863508,0.455812145314804
"02050",2015,1,0,0.249907836575458
"02060",2000,0,0.0811488586432322,0.293340795516339
"02060",2000,1,0,0
"02060",2010,0,0.0249605367008682,0.192317811102342
"02060",2010,1,NA,NA
"02060",2015,0,0.0244331386219459,0.284269204195716
"02060",2015,1,0,0
"02068",2000,0,NA,NA
"02068",2000,1,NA,NA
"02068",2010,0,NA,NA
"02068",2010,1,NA,NA
"02068",2015,0,NA,NA
"02068",2015,1,NA,NA
"02070",2000,0,0.0585814606925333,0.392872554989881
"02070",2000,1,0,0.290909090909091
"02070",2010,0,0.00704227807236812,0.534852303905675
"02070",2010,1,0,0
"02070",2015,0,0.00675167010188718,0.42852469441789
"02070",2015,1,0,0
"02090",2000,0,0.0654037141533253,0.297179065093667
"02090",2000,1,0.0975415333705716,0.124941756424072
"02090",2005,0,0.0451280715882542,0.324628550706559
"02090",2010,0,0.0534132524379363,0.294369327792198
"02090",2010,1,0.0857964306811097,0.212494528151774
"02090",2015,0,0.0377251700815427,0.337899261569453
"02090",2015,1,0.0844693438522712,0.206538527908863
"02100",2000,0,0.0960859096334428,0.261228596584544
"02100",2000,1,0,0
"02100",2010,0,0.0559227364812597,0.393527341007298
"02100",2010,1,0,0
"02100",2015,0,0.0296093137766021,0.377441613827186
"02100",2015,1,1,0
"02105",2010,0,NA,NA
"02105",2010,1,NA,NA
"02105",2015,0,NA,NA
"02105",2015,1,NA,NA
"02110",2000,0,0.0469519431645001,0.410922458282689
"02110",2000,1,0.0795134443021767,0.253900507421634
"02110",2010,0,0.0250476386141248,0.40715139663932
"02110",2010,1,0,0.146944247578549
"02110",2015,0,0.0306730917558619,0.430696847434018
"02110",2015,1,0.0421340490719874,0.472538086918357
"02122",2000,0,0.102073564399548,0.220071218989926
"02122",2000,1,0.16663493876515,0.0384542166381116
"02122",2010,0,0.066780468657795,0.239657523960532
"02122",2010,1,0.15781435154707,0.0177090190915076
"02122",2015,0,0.058957116752669,0.241315434616406
"02122",2015,1,0.0820228950302425,0.347739163364567
"02130",2000,0,NA,NA
"02130",2000,1,NA,NA
"02130",2010,0,NA,NA
"02130",2010,1,NA,NA
"02130",2015,0,NA,NA
"02130",2015,1,NA,NA
"02150",2000,0,0.0723337140097838,0.242604330065481
"02150",2000,1,0.290212765957447,0.170212765957447
"02150",2010,0,0.103323847654597,0.262647891684239
"02150",2010,1,0.397058823529412,0
"02150",2015,0,0.0406920508398974,0.330462864960658
"02150",2015,1,0.0536036036036036,0.272813990461049
"02158",2015,0,0.109308744265744,0.370994154583609
"02158",2015,1,0,0
"02164",2000,0,NA,NA
"02164",2000,1,NA,NA
"02164",2010,0,NA,NA
"02164",2010,1,NA,NA
"02164",2015,0,NA,NA
"02164",2015,1,NA,NA
"02170",2000,0,0.108026007335639,0.191712315632652
"02170",2000,1,0.0507257333622912,0.240464938542448
"02170",2005,0,0.0653811548623893,0.231817098621401
"02170",2010,0,0.0757522509004513,0.219019782812748
"02170",2010,1,0.0813243769829148,0.0781870279591998
"02170",2015,0,0.0697009436675338,0.220921942647065
"02170",2015,1,0.13296736351331,0.0938035794856369
"02180",2000,0,0.0686888214857547,0.426232488815135
"02180",2000,1,0,0.25369978858351
"02180",2010,0,0.0212375803623612,0.535846409539401
"02180",2010,1,0,0.115942028985507
"02180",2015,0,0.0134447206568353,0.442977238432942
"02180",2015,1,0,0.0833333333333333
"02185",2000,0,0.0134162087507127,0.477784934319437
"02185",2000,1,0.107897153351699,0.41010101010101
"02185",2010,0,0.0192484671910064,0.527678662093705
"02185",2010,1,0,0.777777777777778
"02185",2015,0,0.023363621123559,0.235963179371783
"02185",2015,1,0.226923076923077,0.394871794871795
"02188",2000,0,NA,NA
"02188",2000,1,NA,NA
"02188",2010,0,NA,NA
"02188",2010,1,NA,NA
"02188",2015,0,NA,NA
"02188",2015,1,NA,NA
"02195",2010,0,0.0178480039948854,0.329857209032484
"02195",2010,1,NA,NA
"02195",2015,0,0.0364092525481073,0.284884528595854
"02195",2015,1,0.252068851373717,0.212512413108242
"02198",2010,0,NA,NA
"02198",2010,1,NA,NA
"02198",2015,0,NA,NA
"02198",2015,1,NA,NA
"02201",2000,0,NA,NA
"02201",2000,1,NA,NA
"02220",2000,0,0.0583438203509999,0.362266066747701
"02220",2000,1,0,0.451612903225806
"02220",2010,0,0.0514642859243579,0.356947422886609
"02220",2010,1,NA,NA
"02220",2015,0,0.0403072030333751,0.391199527043318
"02220",2015,1,0.172925792742726,0.404269369074861
"02230",2010,0,NA,NA
"02230",2010,1,NA,NA
"02230",2015,0,NA,NA
"02230",2015,1,NA,NA
"02232",2000,0,0.105266161836975,0.278059444418666
