"fips","manufacturing","year"
"01001",0.140582006170266,2015
"01003",0.093190464556211,2015
"01005",0.218215656624404,2015
"01007",0.194598504943333,2015
"01009",0.159853981702645,2015
"01011",0.200517464424321,2015
"01013",0.198643286829643,2015
"01015",0.172949937765026,2015
"01017",0.25458397253269,2015
"01019",0.210044313146233,2015
"01021",0.14177144453758,2015
"01023",0.188195232690125,2015
"01025",0.218845729689989,2015
"01027",0.309459459459459,2015
"01029",0.197526793075021,2015
"01031",0.119452945677123,2015
"01033",0.185063410051667,2015
"01035",0.170790747713825,2015
"01037",0.224558670820353,2015
"01039",0.1600478805802,2015
"01041",0.218327402135231,2015
"01043",0.162629329037854,2015
"01045",0.105257539364825,2015
"01047",0.193983255285937,2015
"01049",0.275829793361653,2015
"01051",0.120198596741586,2015
"01053",0.149422482511794,2015
"01055",0.189082355223591,2015
"01057",0.23391048676903,2015
"01059",0.320679239121561,2015
"01061",0.120836932527114,2015
"01063",0.190713101160862,2015
"01065",0.174365770541462,2015
"01067",0.131464894539151,2015
"01069",0.0967163637188826,2015
"01071",0.25374706699229,2015
"01073",0.0864523434355837,2015
"01075",0.202374327583009,2015
"01077",0.135777923189208,2015
"01079",0.262751889168766,2015
"01081",0.120660506602151,2015
"01083",0.159170560747664,2015
"01085",0.230481129357534,2015
"01087",0.146736980883322,2015
"01089",0.116297106007218,2015
"01091",0.184110787172012,2015
"01093",0.192214532871972,2015
"01095",0.204798112218144,2015
"01097",0.119853715623171,2015
"01099",0.197374446649367,2015
"01101",0.109723875027734,2015
"01103",0.200322505439851,2015
"01105",0.189179755671902,2015
"01107",0.196215733015495,2015
"01109",0.163255428018255,2015
"01111",0.274507531865585,2015
"01113",0.120251232171675,2015
"01115",0.150850528707034,2015
"01117",0.081485647750708,2015
"01119",0.139039855072464,2015
"01121",0.225945522241819,2015
"01123",0.236471553955926,2015
"01125",0.134488853412395,2015
"01127",0.108929834047332,2015
"01129",0.237270155586987,2015
"01131",0.16138125440451,2015
"01133",0.220260850011244,2015
"02013",0.655815799920603,2015
"02016",0.388962239239504,2015
"02020",0.0192182731121394,2015
"02050",0.00465340179717587,2015
"02060",0.0203327171903882,2015
"02068",0.00661157024793388,2015
"02070",0.0382955771305286,2015
"02090",0.0166520220312467,2015
"02100",0.0142857142857143,2015
"02105",0.0819521178637201,2015
"02110",0.0118300067279659,2015
"02122",0.0432187853492998,2015
"02130",0.041923365890308,2015
"02150",0.113765642775882,2015
"02158",0.0290275761973875,2015
"02164",0.0654490106544901,2015
"02170",0.0269741029030205,2015
"02180",0.0355774493705528,2015
"02185",0.0194580832878705,2015
"02188",0.00809872734284612,2015
"02195",0.118318318318318,2015
"02198",0.0659808442710181,2015
"02220",0.0552985702270816,2015
"02230",0.133136094674556,2015
"02240",0.0233706385780118,2015
"02261",0.0607021517553794,2015
"02275",0.0459558823529412,2015
"02282",0.101333333333333,2015
"02290",0.00722195474241695,2015
"04001",0.0185447801898113,2015
"04003",0.0378289473684211,2015
"04005",0.0657115538831658,2015
"04007",0.0419798452201993,2015
"04009",0.036891417098879,2015
"04011",0.0170352659892409,2015
"04012",0.0383651738177263,2015
"04013",0.0775881667488542,2015
"04015",0.0573564593301435,2015
"04017",0.0395869191049914,2015
"04019",0.0688659969552834,2015
"04021",0.0965107093350822,2015
"04023",0.0617534500753798,2015
"04025",0.0485333267902492,2015
"04027",0.0423892100192678,2015
"05001",0.259272997032641,2015
"05003",0.18469387755102,2015
"05005",0.171711865519732,2015
"05007",0.14203738113455,2015
"05009",0.108407079646018,2015
"05011",0.157894736842105,2015
"05013",0.252786446723139,2015
"05015",0.252575519469181,2015
"05017",0.110108782170337,2015
"05019",0.143967280163599,2015
"05021",0.199267865669266,2015
"05023",0.137024435508815,2015
"05025",0.148034398034398,2015
"05027",0.199980936040416,2015
"05029",0.129183722610161,2015
"05031",0.129486447304837,2015
"05033",0.166500657396709,2015
"05035",0.118951612903226,2015
"05037",0.105882352941176,2015
"05039",0.19894424282415,2015
"05041",0.110218140068886,2015
"05043",0.121450889824752,2015
"05045",0.0901624991244659,2015
"05047",0.182493932038835,2015
"05049",0.0929301911960872,2015
"05051",0.0753605678471645,2015
"05053",0.169558359621451,2015
"05055",0.229854465145252,2015
"05057",0.238648120473618,2015
"05059",0.139923267885353,2015
"05061",0.253752680486061,2015
"05063",0.155329020453506,2015
"05065",0.135880182331235,2015
"05067",0.184601611459266,2015
"05069",0.169493936484228,2015
"05071",0.282671549730146,2015
"05073",0.156707558369608,2015
"05075",0.133292477401563,2015
"05077",0.0707903780068729,2015
"05079",0.14266230223677,2015
"05081",0.191883454734651,2015
"05083",0.18100481761872,2015
"05085",0.107062359128475,2015
"05087",0.174937046363502,2015
"05089",0.226272231026589,2015
"05091",0.138857235878235,2015
"05093",0.262934048007457,2015
"05095",0.149911190053286,2015
"05097",0.0558305830583058,2015
"05099",0.195405819295559,2015
"05101",0.126084262701363,2015
"05103",0.26317810849736,2015
"05105",0.123804971319312,2015
"05107",0.0885747259088286,2015
"05109",0.154602323503128,2015
"05111",0.165359549320667,2015
"05113",0.139836745617557,2015
"05115",0.159083445835006,2015
"05117",0.116994022203245,2015
"05119",0.0648728038574516,2015
"05121",0.15475126601132,2015
"05123",0.121935414191597,2015
"05125",0.0738151903003954,2015
"05127",0.292941176470588,2015
"05129",0.157968970380818,2015
"05131",0.195671990082404,2015
"05133",0.306426878572424,2015
"05135",0.106870229007634,2015
"05137",0.0837950138504155,2015
"05139",0.16134730174199,2015
"05141",0.0536692223439211,2015
"05143",0.143145788001243,2015
"05145",0.0972832477257256,2015
"05147",0.12621359223301,2015
"05149",0.235438309793393,2015
"06001",0.104045329070132,2015
"06003",0.0367647058823529,2015
"06005",0.0451761711604231,2015
"06007",0.0598919596022861,2015
"06009",0.0816100443131462,2015
"06011",0.10840783071178,2015
"06013",0.0686166457483527,2015
"06015",0.0343706456107757,2015
"06017",0.0760984315302634,2015
"06019",0.0743344261594814,2015
"06021",0.0785897557730685,2015
"06023",0.0442094817704323,2015
"06025",0.049870699251597,2015
"06027",0.0280764635603345,2015
"06029",0.0596680660201531,2015
"06031",0.0822802197802198,2015
"06033",0.0423710399374212,2015
"06035",0.0223519048667694,2015
"06037",0.102844698428313,2015
"06039",0.0863629506712928,2015
"06041",0.0455641067373495,2015
"06043",0.0271524082412335,2015
"06045",0.0670321320017369,2015
"06047",0.115857335967557,2015
"06049",0.0263947210557888,2015
"06051",0.0218099419345702,2015
"06053",0.0490264079443758,2015
"06055",0.1180981818712,2015
"06057",0.0708653822969161,2015
"06059",0.130036526853633,2015
"06061",0.0641818763221331,2015
"06063",0.0745833333333333,2015
"06065",0.0907307493023594,2015
"06067",0.0560327624203932,2015
"06069",0.11998781463006,2015
"06071",0.0985569472167112,2015
"06073",0.0935190441342425,2015
"06075",0.0552936725107813,2015
"06077",0.0979890180417885,2015
"06079",0.06767362416698,2015
"06081",0.0784561479666982,2015
"06083",0.0736828147100424,2015
"06085",0.1854341161553,2015
"06087",0.0905034229102733,2015
"06089",0.0547783023635235,2015
"06091",0.0243243243243243,2015
"06093",0.0630619458051715,2015
"06095",0.0905673694397955,2015
"06097",0.0982530479048646,2015
"06099",0.120089431362389,2015
"06101",0.0670042643923241,2015
"06103",0.0786526570674969,2015
