"fips","year","race","fb"
"06105","1990",0,0.017156862745098
"06107","1990",0,0.0295826637788491
"06109","1990",0,0.0220393559928444
"06111","1990",0,0.0544483784486952
"06113","1990",0,0.0399303049673176
"06115","1990",0,0.0193948977930746
"08001","1990",0,0.0187287116810258
"08003","1990",0,0.0130718954248366
"08005","1990",0,0.0281279962723012
"08007","1990",0,0.0155700652938222
"08009","1990",0,0.00281822451855331
"08011","1990",0,0.00526024363233666
"08013","1990",0,0.031343505399782
"08015","1990",0,0.0120319655203376
"08017","1990",0,0.00305010893246187
"08019","1990",0,0.0182968771495391
"08021","1990",0,0.00552295478080773
"08023","1990",0,0.0307219662058372
"08025","1990",0,0.012263099219621
"08027","1990",0,0.0140313005936319
"08029","1990",0,0.0111885159383576
"08031","1990",0,0.038090904038018
"08033","1990",0,0
"08035","1990",0,0.0206781740120915
"08037","1990",0,0.0343798304994403
"08039","1990",0,0.0091195309955488
"08041","1990",0,0.0321306733906853
"08043","1990",0,0.0124206069160198
"08045","1990",0,0.0134548455383732
"08047","1990",0,0.0235736248718825
"08049","1990",0,0.0193632228719948
"08051","1990",0,0.0121726677577741
"08053","1990",0,0.0173160173160173
"08055","1990",0,0.0290731145653425
"08057","1990",0,0.0033288948069241
"08059","1990",0,0.0226218112068075
"08061","1990",0,0.00123685837971552
"08063","1990",0,0.00243531202435312
"08065","1990",0,0.0157183971662608
"08067","1990",0,0.0093385501254983
"08069","1990",0,0.0183079989150815
"08071","1990",0,0.0163655407174653
"08073","1990",0,0.00249943194728471
"08075","1990",0,0.0114406516197227
"08077","1990",0,0.0106256818936483
"08079","1990",0,0.029038112522686
"08081","1990",0,0.00992555831265509
"08083","1990",0,0.00910255545816196
"08085","1990",0,0.0103619720273222
"08087","1990",0,0.00994406463642014
"08089","1990",0,0.00694444444444444
"08091","1990",0,0.0175438596491228
"08093","1990",0,0.0111029948867787
"08095","1990",0,0.00894187779433681
"08097","1990",0,0.0500084904058414
"08099","1990",0,0.00967710081959119
"08101","1990",0,0.0152172762398772
"08103","1990",0,0.00951374207188161
"08105","1990",0,0.00267927501970055
"08107","1990",0,0.0165246768507638
"08109","1990",0,0.0080033698399326
"08111","1990",0,0.0122887864823349
"08113","1990",0,0.0167899829254411
"08115","1990",0,0.00957535387177352
"08117","1990",0,0.021125050586807
"08119","1990",0,0.0227329502872845
"08121","1990",0,0.00465608465608466
"08123","1990",0,0.0111917606669936
"08125","1990",0,0.00241157556270096
"09001","1990",0,0.0882786285731521
"09003","1990",0,0.0803261932921576
"09005","1990",0,0.0462514649651368
"09007","1990",0,0.0391248778287347
"09009","1990",0,0.0568526559766808
"09011","1990",0,0.0326975595331281
"09013","1990",0,0.034740190181117
"09015","1990",0,0.0360304993645966
"10001","1990",0,0.0163231541786576
"10003","1990",0,0.0248779294096222
"10005","1990",0,0.0112032607155701
"11001","1990",0,0.0904737554519477
"12001","1990",0,0.0298409659843911
"12003","1990",0,0.00500866884993258
"12005","1990",0,0.0222546988308421
"12007","1990",0,0.00703902941513105
"12009","1990",0,0.0358376968596925
"12011","1990",0,0.0890073408881849
"12013","1990",0,0.00511622733844956
"12015","1990",0,0.0413273438632082
"12017","1990",0,0.0423288164588304
"12019","1990",0,0.0176860645107309
"12021","1990",0,0.0432607792373829
"12023","1990",0,0.010584810796507
"12027","1990",0,0.0171083529017108
"12029","1990",0,0.00606631105532894
"12031","1990",0,0.0202737794538177
"12033","1990",0,0.0152161970091781
"12035","1990",0,0.0607148620300145
"12037","1990",0,0.0189561152947286
"12039","1990",0,0.01090997744865
"12041","1990",0,0.0101405853883383
"12043","1990",0,0.0137991266375546
"12045","1990",0,0.0134989200863931
"12047","1990",0,0.00705660969107731
"12049","1990",0,0.00735400144196107
"12051","1990",0,0.021083146659639
"12053","1990",0,0.0504286004035142
"12055","1990",0,0.0276614159598407
"12057","1990",0,0.0283617641401962
"12059","1990",0,0.0114120720472982
"12061","1990",0,0.0418635885610025
"12063","1990",0,0.00829424162077639
"12065","1990",0,0.00193236714975845
"12067","1990",0,0.00725753243897075
"12069","1990",0,0.0237675197249394
"12071","1990",0,0.0382357012861161
"12073","1990",0,0.0192103149623391
"12075","1990",0,0.0194223107569721
"12077","1990",0,0.00176289114147201
"12079","1990",0,0.0047418335089568
"12081","1990",0,0.0342974982362837
"12083","1990",0,0.0252452953066729
"12085","1990",0,0.0442975169753258
"12087","1990",0,0.045901742566153
"12089","1990",0,0.0126755120443128
"12091","1990",0,0.0247151549801936
"12093","1990",0,0.0130309485026939
"12095","1990",0,0.0322187765667739
"12097","1990",0,0.0310676278750429
"12099","1990",0,0.0697822452897678
"12101","1990",0,0.050268390413548
"12103","1990",0,0.0588954473823143
"12105","1990",0,0.0185976791201925
"12107","1990",0,0.0172248616732164
"12109","1990",0,0.030814678302347
"12111","1990",0,0.039718472520943
"12113","1990",0,0.0131232898546875
"12115","1990",0,0.049994577594621
"12117","1990",0,0.0335803603114627
"12119","1990",0,0.0110497237569061
"12121","1990",0,0.00925507900677201
"12123","1990",0,0.00474591121495327
"12125","1990",0,0.00954780533085798
"12127","1990",0,0.0435797397542715
"12129","1990",0,0.00964336187546762
"12131","1990",0,0.0144580238038182
"12133","1990",0,0.0201520367183018
"13001","1990",0,0.0046895213454075
"13003","1990",0,0.0024785939612438
"13005","1990",0,0
"13007","1990",0,0.00229095074455899
"13009","1990",0,0.00803684305580639
"13011","1990",0,0.0014288630332721
"13013","1990",0,0.00267307170805408
"13015","1990",0,0.00369622984555753
"13017","1990",0,0.00235977491377745
"13019","1990",0,0.00277188977661829
"13021","1990",0,0.00966812308264386
"13023","1990",0,0.00299625468164794
"13025","1990",0,0.00239969283931657
"13027","1990",0,0.00863160317642997
"13029","1990",0,0.00393518518518518
"13031","1990",0,0.0070492169308794
"13033","1990",0,0.00639043496186353
"13035","1990",0,0.00582048401919739
"13037","1990",0,0.00242954324586978
"13039","1990",0,0.00971766250820748
"13043","1990",0,0.00173143516737207
"13045","1990",0,0.00526711813393529
"13047","1990",0,0.00160976430167464
"13049","1990",0,0.00330687830687831
"13051","1990",0,0.0152611498487041
"13053","1990",0,0.0360025488530161
"13055","1990",0,0.000346620450606586
"13057","1990",0,0.00954147892923403
"13059","1990",0,0.0209024334176218
"13061","1990",0,0.00384911470361817
"13063","1990",0,0.0110122341079552
"13065","1990",0,0
"13067","1990",0,0.0199237425677477
"13069","1990",0,0.00242345155427133
"13071","1990",0,0.00266524520255864
"13073","1990",0,0.0186689899187454
"13075","1990",0,0.00416712358811273
"13077","1990",0,0.00597889233152595
"13079","1990",0,0.00115321252059308
"13081","1990",0,0.00169808116827984
"13083","1990",0,0.00524084778420039
"13085","1990",0,0.00389063006592456
"13087","1990",0,0.00425786707471226
"13089","1990",0,0.0304424803630896
"13091","1990",0,0.00252884463410779
"13093","1990",0,0.0014070351758794
"13095","1990",0,0.00805725796082801
"13097","1990",0,0.00719827989155838
"13099","1990",0,0.00106739859713327
"13101","1990",0,0.00603318250377074
"13103","1990",0,0.00453816181526473
"13105","1990",0,0.0047038864898211
"13107","1990",0,0.00087706475661453
"13109","1990",0,0.000705218617771509
"13111","1990",0,0.00495857393924178
"13113","1990",0,0.0110315361851897
"13115","1990",0,0.00460056132635051
"13117","1990",0,0.00657758561210644
"13119","1990",0,0.00296176628971459
"13121","1990",0,0.0307531153340646
"13123","1990",0,0.0036493575610127
"13125","1990",0,0.00487329434697856
"13127","1990",0,0.0120766605408244
"13129","1990",0,0.00278085100020931
"13131","1990",0,0.0034622467771639
"13133","1990",0,0.00720535254760679
"13135","1990",0,0.0192273618933114
"13137","1990",0,0.00711051084452213
"13139","1990",0,0.008771610996014
"13141","1990",0,0.00665926748057714
"13143","1990",0,0.00500343372902973
"13145","1990",0,0.0106163598869625
"13147","1990",0,0.00333547145606158
"13149","1990",0,0.00269541778975741
"13151","1990",0,0.00446032052519791
"13153","1990",0,0.0154461392085154
"13155","1990",0,0.00100284138392111
"13157","1990",0,0.0040568706267679
"13159","1990",0,0.00278448115834416
"13161","1990",0,0.00198235702249975
"13163","1990",0,0.0065359477124183
"13165","1990",0,0.00166736140058358
"13167","1990",0,0
"13169","1990",0,0.00313091122562129
"13171","1990",0,0.00339777387229057
"13173","1990",0,0.00672478206724782
"13175","1990",0,0.00234697353976606
"13177","1990",0,0.0057399937946013
"13179","1990",0,0.0250519676008888
"13181","1990",0,0.0041304347826087
"13183","1990",0,0.00823758942120095
"13185","1990",0,0.00887485258550041
"13187","1990",0,0.0039568345323741
"13189","1990",0,0.00276090557702927
"13191","1990",0,0.00473056355409297
"13193","1990",0,0.00476009139375476
"13195","1990",0,0.00198838365339333
"13197","1990",0,0.00749297533562285
"13199","1990",0,0.00374044560091072
"13201","1990",0,0.00399024606517402
"13205","1990",0,0.00616392179524222
"13207","1990",0,0.0105162523900574
"13209","1990",0,0.00421517462866319
"13211","1990",0,0.00628171055810582
"13213","1990",0,0.00278994071375983
"13215","1990",0,0.0297354701679861
"13217","1990",0,0.00563178692554218
"13219","1990",0,0.00652092907713328
"13221","1990",0,0.00535861500412201
"13223","1990",0,0.00410688029204482
"13225","1990",0,0.00812324929971989
"13227","1990",0,0.00120311394196745
"13229","1990",0,0.0035147878268324
"13231","1990",0,0.00369913686806412
"13233","1990",0,0.00228792678634284
"13235","1990",0,0.000943218260705527
"13237","1990",0,0.00672232462322455
"13239","1990",0,0.010064043915828
"13241","1990",0,0.00878260869565217
"13243","1990",0,0
"13245","1990",0,0.022267462814506
"13247","1990",0,0.0103527765199852
"13249","1990",0,0.003877638948729
"13251","1990",0,0.00408917029415644
"13253","1990",0,0.0014453477868112
"13255","1990",0,0.0053051791154533
"13257","1990",0,0.00519570488396259
"13259","1990",0,0.00342298288508557
"13261","1990",0,0.00495521250238231
"13263","1990",0,0.00833333333333333
"13265","1990",0,0.00956284153005465
"13267","1990",0,0.00488531920178852
"13269","1990",0,0.00370971481567355
"13271","1990",0,0
"13273","1990",0,0.00495049504950495
"13275","1990",0,0.0068135935397039
"13277","1990",0,0.00516372279824597
"13279","1990",0,0.00518134715025907
"13281","1990",0,0.0120805369127517
"13283","1990",0,0.00200150112584438
"13285","1990",0,0.00569607023411371
"13287","1990",0,0.000390930414386239
"13289","1990",0,0.00378859632506156
"13291","1990",0,0.00730601276452805
"13293","1990",0,0.00334536958368734
"13295","1990",0,0.00229798387820685
"13297","1990",0,0.00229098770610822
"13299","1990",0,0.00181019873671237
"13301","1990",0,0.00415627597672485
"13303","1990",0,0.00304811669932506
"13305","1990",0,0.00337609723160027
"13307","1990",0,0.00177462289263532
"13309","1990",0,0.00504451038575668
"13311","1990",0,0.00955794504181601
"13313","1990",0,0.00441903169460908
"13315","1990",0,0
"13317","1990",0,0.00142755174875089
"13319","1990",0,0.00456930106617025
"13321","1990",0,0.00134368468199463
"15001","1990",0,0.045630195461694
"15003","1990",0,0.0441354341052362
"15005","1990",0,0.111111111111111
"15007","1990",0,0.0460769800148038
"15009","1990",0,0.0466231053505436
"16001","1990",0,0.0123274514411828
"16003","1990",0,0.00537974683544304
"16005","1990",0,0.00789577575996842
"16007","1990",0,0.00337211262856179
"16009","1990",0,0.0079232693911593
"16011","1990",0,0.00612225375466344
"16013","1990",0,0.0235990468137443
"16015","1990",0,0.0140927774515561
"16017","1990",0,0.017825311942959
"16019","1990",0,0.0092378752886836
"16021","1990",0,0.0152897340357189
"16023","1990",0,0.0039313795568263
"16025","1990",0,0.0166898470097357
"16027","1990",0,0.00945468811298548
"16029","1990",0,0.0122418879056047
"16031","1990",0,0.00587882423515297
"16033","1990",0,0.00293685756240822
"16035","1990",0,0.00701711190446879
"16037","1990",0,0.0095
"16039","1990",0,0.0176724845434152
"16041","1990",0,0.00257241919248406
"16043","1990",0,0.0083884338300602
"16045","1990",0,0.00936363636363636
"16047","1990",0,0.00949962377727615
"16049","1990",0,0.00804511278195489
"16051","1990",0,0.00489364478663709
"16053","1990",0,0.00887028101050241
"16055","1990",0,0.0163294284700035
"16057","1990",0,0.0213122605363985
"16059","1990",0,0.0110497237569061
"16061","1990",0,0.00183654729109275
"16063","1990",0,0.0028957528957529
"16065","1990",0,0.0207267713383445
"16067","1990",0,0.00453045110348845
"16069","1990",0,0.00944476244991414
"16071","1990",0,0.00233372228704784
"16073","1990",0,0.00552486187845304
"16075","1990",0,0.00723461798512508
"16077","1990",0,0.0104517869184086
"16079","1990",0,0.0146122143124766
"16081","1990",0,0.00761421319796954
"16083","1990",0,0.0110273365051206
"16085","1990",0,0.0150464919695689
"16087","1990",0,0.00951615065004691
"17001","1990",0,0.00339784542152073
"17003","1990",0,0.00312278211497516
"17005","1990",0,0.00333704115684093
"17007","1990",0,0.0106899219354385
"17009","1990",0,0.00330097087378641
"17011","1990",0,0.00656289929143919
"17013","1990",0,0.0017010017010017
"17015","1990",0,0.0103665309144761
"17017","1990",0,0.00486454123634187
"17019","1990",0,0.0243329834834005
"17021","1990",0,0.00430529522024367
"17023","1990",0,0.0031105186313718
"17025","1990",0,0.0032770882722075
"17027","1990",0,0.00400517591965001
"17029","1990",0,0.00619083033506864
"17031","1990",0,0.0938510188540069
"17033","1990",0,0.0026525198938992
"17035","1990",0,0.0019742408573846
"17037","1990",0,0.0187474736211198
"17039","1990",0,0.00190382607627587
"17041","1990",0,0.00172512938470385
"17043","1990",0,0.0429809963573227
"17045","1990",0,0.00548143551556521
"17047","1990",0,0.00176654436744123
"17049","1990",0,0.00358718770832672
"17051","1990",0,0.00238154304142893
"17053","1990",0,0.00827791141927268
"17055","1990",0,0.00529867533116721
"17057","1990",0,0.00591444312412229
"17059","1990",0,0.000293556436224864
"17061","1990",0,0.00157884349713835
"17063","1990",0,0.00774082568807339
"17065","1990",0,0.00236798484489699
"17067","1990",0,0.00433471541650961
"17069","1990",0,0.00631537398855338
"17071","1990",0,0.00249687890137328
"17073","1990",0,0.00753045404208195
"17075","1990",0,0.00449311056380217
"17077","1990",0,0.0155123358147874
"17079","1990",0,0.00180659883997338
"17081","1990",0,0.00341158783393084
"17083","1990",0,0.00478162279404515
"17085","1990",0,0.00600794897864867
"17087","1990",0,0.006214915797915
"17089","1990",0,0.0222010329757648
"17091","1990",0,0.00944879908405783
"17093","1990",0,0.0132954484533319
"17095","1990",0,0.00655952771400459
"17097","1990",0,0.0390878196936867
"17099","1990",0,0.0100441944556047
"17101","1990",0,0.0018512607724226
"17103","1990",0,0.0053067684573131
"17105","1990",0,0.0078655406524259
"17107","1990",0,0.00421605556899471
"17109","1990",0,0.00826219512195122
"17111","1990",0,0.0261415922139677
"17113","1990",0,0.00640221877153794
"17115","1990",0,0.00625215040550504
"17117","1990",0,0.00832978270132084
"17119","1990",0,0.00780481406178265
"17121","1990",0,0.00631091431915922
"17123","1990",0,0.01043808318836
"17125","1990",0,0.00322041246051898
"17127","1990",0,0.00342615541624143
"17129","1990",0,0.00414414414414414
"17131","1990",0,0.00187683284457478
"17133","1990",0,0.0035715900357159
"17135","1990",0,0.00582334724653292
"17137","1990",0,0.00421548390848039
"17139","1990",0,0.00584542108681533
"17141","1990",0,0.00776478601430355
"17143","1990",0,0.0144799633915147
"17145","1990",0,0.0048411062646791
"17147","1990",0,0.0015506881178523
"17149","1990",0,0.00114455762847659
"17151","1990",0,0.00444225074037512
"17153","1990",0,0.000398724082934609
"17155","1990",0,0.0106806661839247
"17157","1990",0,0.00293236437814751
"17159","1990",0,0.00298216785344775
"17161","1990",0,0.0136016526240048
"17163","1990",0,0.00935057935866343
"17165","1990",0,0.00307171267672193
"17167","1990",0,0.00955427834508243
"17169","1990",0,0.00147058823529412
"17171","1990",0,0.00195590327169275
"17173","1990",0,0.00225316569780542
"17175","1990",0,0.00247869868319132
"17177","1990",0,0.0125974669851715
"17179","1990",0,0.00788826998689384
"17181","1990",0,0.00225394440270473
"17183","1990",0,0.00506825590872046
"17185","1990",0,0.00403132025738429
"17187","1990",0,0.00581207620277688
"17189","1990",0,0.00216187001756519
"17191","1990",0,0.00422832980972516
"17193","1990",0,0.00215133075173643
"17195","1990",0,0.0050941788582513
"17197","1990",0,0.0206470376873691
"17199","1990",0,0.00532334384858044
"17201","1990",0,0.0211513769642359
"17203","1990",0,0.00548514053735784
"18001","1990",0,0.0045654547259073
"18003","1990",0,0.0120826976534331
"18005","1990",0,0.00717271440886099
"18007","1990",0,0.00385109114249037
"18009","1990",0,0.00209522433350191
"18011","1990",0,0.0067030521407376
"18013","1990",0,0.00644976350867135
"18015","1990",0,0.00587638228537849
"18017","1990",0,0.00356411415804452
"18019","1990",0,0.0053490303355967
"18021","1990",0,0.00400523132254373
"18023","1990",0,0.0027377379028268
"18025","1990",0,0.00111879576891782
"18027","1990",0,0.00233295665803959
"18029","1990",0,0.00485335559962426
"18031","1990",0,0.00359897172236504
"18033","1990",0,0.00596381569515727
"18035","1990",0,0.00543311492572336
"18037","1990",0,0.00300590149467762
"18039","1990",0,0.0119069021310727
"18041","1990",0,0.00279571586076547
"18043","1990",0,0.00484570680199722
"18045","1990",0,0.00271585379653729
"18047","1990",0,0.00274128478328333
"18049","1990",0,0.000976191767449428
"18051","1990",0,0.00151086537225151
"18053","1990",0,0.00440083258994945
"18055","1990",0,0.00252399455348544
"18057","1990",0,0.0127368163603183
"18059","1990",0,0.00654336649529278
"18061","1990",0,0.00503616575407287
"18063","1990",0,0.00490910071748395
"18065","1990",0,0.00209235971679172
"18067","1990",0,0.0077461202390844
"18069","1990",0,0.00473770350590059
"18071","1990",0,0.00348656332135386
"18073","1990",0,0.00861368438160247
"18075","1990",0,0.00226939624604038
"18077","1990",0,0.00653190319031903
"18079","1990",0,0.00200631776658414
"18081","1990",0,0.00626034647578633
"18083","1990",0,0.0036562129872805
"18085","1990",0,0.00637063500845729
"18087","1990",0,0.00259282306575399
"18089","1990",0,0.0355919159793205
"18091","1990",0,0.0142507587452611
"18093","1990",0,0.00318704407563918
"18095","1990",0,0.00496982903117667
"18097","1990",0,0.0122670464311145
"18099","1990",0,0.00632758537410037
"18101","1990",0,0.00367824992740296
"18103","1990",0,0.00672522248311447
"18105","1990",0,0.0212751341962454
"18107","1990",0,0.00301650204057491
"18109","1990",0,0.0048385931970824
"18111","1990",0,0.0123178608983025
"18113","1990",0,0.00259193260975215
"18115","1990",0,0.00151975683890578
"18117","1990",0,0.00253653156878963
"18119","1990",0,0.00333508864314552
"18121","1990",0,0.00533421139282186
"18123","1990",0,0.00324675324675325
"18125","1990",0,0.00144741074300418
"18127","1990",0,0.0173654682199788
"18129","1990",0,0.00254263808480676
"18131","1990",0,0.00563970351272962
"18133","1990",0,0.00354037053586773
"18135","1990",0,0.00253494874184529
"18137","1990",0,0.00151329243353783
"18139","1990",0,0.00195771339075959
"18141","1990",0,0.0209463293918447
"18143","1990",0,0.00110704659222179
"18145","1990",0,0.00429520705424594
"18147","1990",0,0.00319104415149613
"18149","1990",0,0.0180646905126588
"18151","1990",0,0.00657992015377791
"18153","1990",0,0.0011185086551265
"18155","1990",0,0.00377113133940182
"18157","1990",0,0.0175545693026018
"18159","1990",0,0.00313577924114142
"18161","1990",0,0.00173736788765021
"18163","1990",0,0.00480028682211717
"18165","1990",0,0.00829277086713539
"18167","1990",0,0.00977378338354695
"18169","1990",0,0.00404316588615143
"18171","1990",0,0.00197384653343203
"18173","1990",0,0.00490641468290024
"18175","1990",0,0.00280028851457423
"18177","1990",0,0.00443370206708384
"18179","1990",0,0.00238504848295277
"18181","1990",0,0.00463624940422029
"18183","1990",0,0.00318529637901366
"19001","1990",0,0.00443007662835249
