"fips","manufacturing","total_persons","year"
"26033",7111,92745,1990
"26035",10225,57900,1990
"26037",49655,244017,1990
"26039",5079,34057,1990
"26041",26488,111229,1990
"26043",19172,86656,1990
"26045",89650,448831,1990
"26047",10631,87326,1990
"26049",558578,1857689,1990
"26051",11985,49419,1990
"26053",7164,49584,1990
"26055",32838,227384,1990
"26057",5462,23884,1990
"26059",9007,25057,1990
"26061",1466,19848,1990
"26063",4482,18680,1990
"26065",84851,735958,1990
"26067",9860,32886,1990
"26069",1957,13526,1990
"26071",980,6949,1990
"26073",4691,46333,1990
"26075",57401,234593,1990
"26077",119669,526322,1990
"26079",1061,5908,1990
"26081",327431,1278410,1990
"26083",90,531,1990
"26085",461,2515,1990
"26087",24872,73214,1990
"26089",1004,9093,1990
"26091",19354,60745,1990
"26093",34723,126949,1990
"26095",343,2766,1990
"26097",302,5206,1990
"26099",571301,2013635,1990
"26101",2384,11279,1990
"26103",2497,47261,1990
"26105",3141,14313,1990
"26107",2511,20811,1990
"26109",5405,15487,1990
"26111",30395,87794,1990
"26113",968,5185,1990
"26115",47718,176781,1990
"26117",8898,26650,1990
"26119",519,2815,1990
"26121",86688,283553,1990
"26123",5323,18018,1990
"26125",664998,3002490,1990
"26127",2956,11442,1990
"26129",1286,7625,1990
"26131",850,4263,1990
"26133",2642,9677,1990
"26135",705,3124,1990
"26137",1574,9671,1990
"26139",107449,354413,1990
"26141",748,6821,1990
"26143",788,8494,1990
"26145",96133,398650,1990
"26147",65711,239467,1990
"26149",14734,37272,1990
"26151",5796,20695,1990
"26153",604,4094,1990
"26155",13921,45169,1990
"26157",7924,28773,1990
"26159",9870,38703,1990
"26161",104033,678685,1990
"26163",1173174,4960370,1990
"26165",3681,15286,1990
"26NA",4013284,16836214,1990
"26001",651,3553,1990
"26003",1081,4432,1990
"26005",21531,62566,1990
"26007",3305,17431,1990
"26009",2383,9695,1990
"26011",1314,6535,1990
"26013",1053,5182,1990
"26015",8799,27331,1990
"26017",44108,194625,1990
"26019",1156,6503,1990
"26021",73579,262417,1990
"26023",7324,24364,1990
"26025",62449,245684,1990
"26027",10254,29920,1990
"26029",3669,13584,1990
"26031",1467,10223,1990
"26033",1375,18951,1990
"26035",1717,9984,1990
"26037",14087,70143,1990
"26039",813,5509,1990
"26041",5092,21913,1990
"26043",4010,18850,1990
"26045",30772,162559,1990
"26047",1979,16394,1990
"26049",233786,783167,1990
"26051",1899,8067,1990
"26053",1536,10620,1990
"26055",5502,39386,1990
"26057",28448,122056,1990
"26059",50011,137917,1990
"26061",7658,97788,1990
"26063",24120,100640,1990
"26065",188021,1576768,1990
"26067",51956,173406,1990
"26069",11053,71894,1990
"26071",5096,34261,1990
"26073",20879,190633,1990
"26075",154643,620495,1990
"26077",279947,1191884,1990
"26079",6647,37012,1990
"26081",716669,2764676,1990
"26083",588,3525,1990
"26085",3053,16261,1990
"26087",92246,270728,1990
"26089",6188,55299,1990
"26091",98788,304831,1990
"26093",131167,478351,1990
"26095",1879,15204,1990
"26097",1988,28564,1990
"26099",1180793,4147691,1990
"26101",12266,59081,1990
"26103",12175,220409,1990
"26105",16797,75777,1990
"26107",14961,111375,1990
"26109",28037,80035,1990
"26111",100007,294722,1990
"26113",968,5185,1990
"26115",47718,176781,1990
"26117",8898,26650,1990
"26119",519,2815,1990
"26121",86688,283553,1990
"26123",5323,18018,1990
"26125",664998,3002490,1990
"26127",2956,11442,1990
"26129",1286,7625,1990
"26131",850,4263,1990
"26133",2642,9677,1990
"26135",705,3124,1990
"26137",1574,9671,1990
"26139",107449,354413,1990
"26141",748,6821,1990
"26143",788,8494,1990
"26145",96133,398650,1990
"26147",65711,239467,1990
"26149",14734,37272,1990
"26151",5796,20695,1990
"26153",604,4094,1990
"26155",13921,45169,1990
"26157",7924,28773,1990
"26159",9870,38703,1990
"26161",104033,678685,1990
"26163",1173174,4960370,1990
"26165",3681,15286,1990
"26NA",4013284,16836214,1990
"26001",651,3553,1990
"26003",1081,4432,1990
"26005",21531,62566,1990
"26007",3305,17431,1990
"26009",2383,9695,1990
"26011",1314,6535,1990
"26013",1053,5182,1990
"26015",8799,27331,1990
"26017",44108,194625,1990
"26019",1156,6503,1990
"26021",73579,262417,1990
"26023",7324,24364,1990
"26025",62449,245684,1990
"26027",10254,29920,1990
"26029",3669,13584,1990
"26031",1467,10223,1990
"26033",1375,18951,1990
"26035",1717,9984,1990
"26037",14087,70143,1990
"26039",813,5509,1990
"26041",5092,21913,1990
"26043",4010,18850,1990
"26045",30772,162559,1990
"26047",1979,16394,1990
"26049",233786,783167,1990
"26051",1899,8067,1990
"26053",1536,10620,1990
"26055",5502,39386,1990
"26057",5462,23884,1990
"26059",9007,25057,1990
"26061",1466,19848,1990
"26063",4482,18680,1990
"26065",84851,735958,1990
"26067",9860,32886,1990
"26069",1957,13526,1990
"26071",980,6949,1990
"26073",4691,46333,1990
"26075",57401,234593,1990
"26077",119669,526322,1990
"26079",1061,5908,1990
"26081",327431,1278410,1990
"26083",90,531,1990
"26085",461,2515,1990
"26087",24872,73214,1990
"26089",1004,9093,1990
"26091",19354,60745,1990
"26093",34723,126949,1990
"26095",343,2766,1990
"26097",302,5206,1990
"26099",571301,2013635,1990
"26101",2384,11279,1990
"26103",2497,47261,1990
"26105",3141,14313,1990
"26107",2511,20811,1990
"26109",5405,15487,1990
"26111",30395,87794,1990
"26113",6200,33007,1990
"26115",147834,541953,1990
"26117",50760,150220,1990
"26119",3471,18799,1990
"26121",211920,676097,1990
"26123",32629,108852,1990
"26125",1422240,6345294,1990
"26127",17242,64776,1990
"26129",7562,43799,1990
"26131",4768,25047,1990
"26133",15134,54839,1990
"26135",4257,18064,1990
"26137",9386,57923,1990
"26139",281641,931487,1990
"26141",4342,36311,1990
"26143",4232,45142,1990
"26145",227467,922288,1990
"26147",176609,624541,1990
"26149",77368,195114,1990
"26151",32502,116683,1990
"26153",3208,21266,1990
"26155",71929,234367,1990
"26157",46480,164565,1990
"26159",56868,218685,1990
"26161",263915,1588765,1990
"26163",2375328,10022756,1990
"26165",19005,78526,1990
"27NA",1376541,7796400,1990
"27001",4160,32053,1990
"27003",395266,1543554,1990
"27005",11297,83958,1990
"27007",9933,104867,1990
"27009",30711,153237,1990
"27011",1256,20216,1990
"27013",39913,214694,1990
"27015",25609,99031,1990
"27017",17872,89888,1990
"27019",62085,252540,1990
"27021",6442,57440,1990
"27023",7916,45198,1990
"27025",25923,118913,1990
"27027",19746,266058,1990
"27029",1861,21212,1990
"27031",1586,13114,1990
"27033",6322,41996,1990
"27035",17853,137330,1990
"27037",325807,1787669,1990
"27039",9667,58571,1990
"27041",11940,94594,1990
"27043",10110,55473,1990
"27045",10088,71585,1990
"27047",25576,114294,1990
"27049",30327,149224,1990
"27051",1019,19693,1990
"27053",1171647,6828802,1990
"27055",14094,75579,1990
"27057",4276,42492,1990
"27059",23500,98811,1990
"27061",19637,112556,1990
"27063",5427,38906,1990
"27065",8345,40134,1990
"27067",17069,135896,1990
"27069",1664,18340,1990
"27071",11841,54442,1990
"27073",2920,27734,1990
"27075",4249,32363,1990
"27077",4417,13920,1990
"27079",21942,82500,1990
"27081",1377,21764,1990
"27083",13947,92568,1990
"27085",9648,26566,1990
"27087",200,3928,1990
"27089",840,6325,1990
"27091",4272,17702,1990
"27093",3575,13474,1990
"27095",2568,11331,1990
"27097",2876,16792,1990
"27099",5634,27972,1990
"27101",484,6110,1990
"27103",5926,25664,1990
"27105",3193,15573,1990
"27107",289,4785,1990
"27109",22654,275636,1990
"27111",3948,31441,1990
"27113",1453,9213,1990
"27115",1677,10855,1990
"27117",1072,7416,1990
"27119",2987,34200,1990
"27121",831,6266,1990
"27123",282386,1502270,1990
"27125",290,2679,1990
"27127",2092,12164,1990
"27129",1836,11733,1990
"27131",8064,42373,1990
"27133",1104,7089,1990
"27135",4130,9707,1990
"27137",32318,355777,1990
"27139",25638,119544,1990
"27141",11615,59147,1990
"27143",2469,9960,1990
"27145",34361,232216,1990
"27147",8771,26989,1990
"27149",423,7731,1990
"27151",934,6907,1990
"27153",2566,12581,1990
"27155",116,2737,1990
"27157",2533,14483,1990
"27159",915,7864,1990
"27161",4698,14275,1990
"27163",84574,353425,1990
"27165",2585,8800,1990
"27167",703,5336,1990
"27169",10668,41119,1990
"27171",19369,82955,1990
"27173",1026,7492,1990
"27NA",1376541,7796400,1990
"27001",674,5383,1990
"27003",190270,745788,1990
"27005",2141,15834,1990
"27007",1965,21281,1990
"27009",12645,63609,1990
"27011",278,4274,1990
"27013",8905,48440,1990
"27015",5971,22243,1990
"27017",3778,18812,1990
"27019",23223,96198,1990
"27021",1240,11342,1990
"27023",1778,9618,1990
"27025",7623,34961,1990
"27027",8760,120414,1990
"27029",337,3758,1990
"27031",290,2422,1990
"27033",1408,8834,1990
"27035",3459,28226,1990
"27037",156775,866579,1990
"27039",2053,12083,1990
"27041",2220,17764,1990
"27043",2250,11823,1990
"27045",2210,14711,1990
"27047",5680,24912,1990
"27049",6561,31900,1990
"27051",209,3925,1990
"27053",582345,3400252,1990
"27055",4062,21327,1990
"27057",742,7278,1990
"27059",6298,26889,1990
"27061",3653,21344,1990
"27063",1137,7850,1990
"27065",1421,6954,1990
"27067",3623,28418,1990
"27069",344,3820,1990
"27071",2397,11488,1990
"27073",586,5396,1990
"27075",841,6545,1990
"27077",763,2520,1990
"27079",4662,16866,1990
"27081",279,4250,1990
"27083",3243,20928,1990
"27085",43476,122398,1990
"27087",692,13936,1990
"27089",4578,32431,1990
"27091",18690,79952,1990
"27093",18101,69268,1990
"27095",13296,59091,1990
"27097",15182,89602,1990
"27099",24828,126318,1990
"27101",2314,31004,1990
"27103",25990,113384,1990
"27105",13699,70887,1990
"27107",1375,23883,1990
"27109",51538,619544,1990
"27111",20388,163669,1990
"27113",6823,43359,1990
"27115",8925,59035,1990
"27117",4876,34362,1990
"27119",9713,116934,1990
"27121",4191,33146,1990
"27123",567524,3015932,1990
"27125",1460,13209,1990
"27127",9400,57602,1990
"27129",8532,56403,1990
"27131",37218,192523,1990
"27133",5076,34017,1990
"27135",22796,52901,1990
"27137",79904,855661,1990
"27139",66552,304044,1990
"27141",38069,181607,1990
"27143",12081,50406,1990
"27145",90437,585532,1990
"27147",38363,120307,1990
"27149",1983,35949,1990
"27151",4342,33691,1990
"27153",13966,69251,1990
"27155",500,13357,1990
"27157",11653,69899,1990
"27159",4563,39364,1990
"27161",21300,66037,1990
"27163",192778,813337,1990
"27165",11075,40858,1990
"27167",3199,24818,1990
"27169",47160,184075,1990
"27171",66949,287255,1990
"27173",4770,36916,1990
"28NA",470258,2467065,1990
"28001",15079,97276,1990
"28003",36653,97204,1990
"28005",9701,31731,1990
"28007",14995,50133,1990
"28009",9265,20030,1990
"28011",19900,110692,1990
"28013",21760,46362,1990
"28015",6331,25359,1990
"28017",29268,58049,1990
"28019",9030,23850,1990
"28021",4530,22150,1990
"28023",20063,52597,1990
"28025",23675,61265,1990
"28027",9782,76466,1990
"28029",21215,74845,1990
"28031",11016,44941,1990
"28033",61538,326442,1990
"28035",38560,277311,1990
"28037",5549,19292,1990
"28039",13530,43062,1990
"28041",8113,24024,1990
"28043",19429,63516,1990
"28045",18585,111698,1990
"28047",88827,715130,1990
"28049",133212,1318578,1990
"28051",9178,42125,1990
"28053",6857,32154,1990
"28055",703,4832,1990
"28057",33866,67755,1990
"28059",157644,533494,1990
"28061",13508,43220,1990
"28063",4097,16636,1990
"28065",9574,33210,1990
"28067",34137,178098,1990
"28069",8441,26110,1990
"28071",12916,100048,1990
"28073",17133,109150,1990
"28075",38554,230880,1990
"28077",10145,32265,1990
"28079",15911,50113,1990
"28081",76055,237886,1990
"28083",18146,99439,1990
"28085",15719,83756,1990
"28087",50225,188667,1990
"28089",34480,243548,1990
"28091",11642,63196,1990
"28093",26662,82627,1990
"28095",54852,118552,1990
"28097",9689,35936,1990
"28099",25924,75144,1990
"28101",23958,61334,1990
"28103",10198,30449,1990
"28105",19685,122186,1990
"28107",27372,82388,1990
"28109",20262,107971,1990
"28111",8622,27488,1990
"28113",19288,96441,1990
"28115",32791,76182,1990
"28117",31186,75618,1990
"28119",6434,24554,1990
"28121",59767,426086,1990
"28123",25167,72135,1990
"28125",1956,17684,1990
"28127",15596,68213,1990
"28129",15634,43020,1990
"28131",7483,30582,1990
"28133",18721,79612,1990
"28135",10549,35716,1990
"28137",20532,66678,1990
"28139",27004,60813,1990
"28141",21555,53547,1990
"28143",3930,17169,1990
"28145",35433,74365,1990
"28147",8485,33233,1990
"28149",20843,143158,1990
"28151",37427,189066,1990
"28153",12948,51477,1990
"28155",11018,27905,1990
"28157",5945,21605,1990
"28159",23457,55590,1990
"28161",12171,33640,1990
"28163",12827,62011,1990
"29NA",1423933,8133766,1990
"29001",11226,84801,1990
"29003",9129,52297,1990
"29005",2331,24872,1990
"29007",18260,78971,1990
"29009",29933,85859,1990
"29011",10499,37946,1990
"29013",4761,44499,1990
"29015",5133,35146,1990
"29017",9441,29691,1990
"29019",48181,613799,1990
"29021",88856,411009,1990
"29023",16925,113852,1990
"29025",4093,25037,1990
"29027",14903,115317,1990
"29029",9645,84026,1990
"29031",38906,231016,1990
"29033",4402,31853,1990
"29035",4366,13890,1990
"29037",53781,305553,1990
"29039",7795,34539,1990
"29041",5907,29730,1990
"29043",28142,132343,1990
"29045",6767,24106,1990
"29047",159808,930665,1990
"29049",7503,56181,1990
"29051",20303,234004,1990
"29053",8818,48594,1990
"29055",18710,55646,1990
"29057",4501,22714,1990
"29059",8564,35539,1990
"29061",3418,22824,1990
"29063",3208,25442,1990
"29065",5981,36145,1990
"29067",10282,34236,1990
"29069",21723,91261,1990
"29071",91055,317605,1990
"29073",16030,46804,1990
"29075",3321,21930,1990
"29077",167878,1111859,1990
"29079",5361,33776,1990
"29081",2178,27725,1990
"29083",10021,62524,1990
"29085",2447,16911,1990
"29087",1684,18493,1990
"29089",4713,32609,1990
"29091",21881,93717,1990
"29093",6815,27512,1990
"29095",538743,3654136,1990
"29097",104112,432236,1990
"29099",164440,788760,1990
"29101",19061,133690,1990
"29103",1169,14308,1990
"29105",28119,85568,1990
"29107",22677,118767,1990
"29109",28452,99244,1990
"29111",6384,33745,1990
"29113",24162,95176,1990
"29115",12693,43730,1990
"29117",6126,47157,1990
"29119",2971,8980,1990
"29121",1972,9869,1990
"29123",1399,5874,1990
"29125",972,4045,1990
"29127",4959,21009,1990
"29129",142,1868,1990
"29131",2103,11671,1990
"29133",2202,8875,1990
"29135",2204,8419,1990
"29137",1399,5622,1990
"29139",1887,7178,1990
"29141",1743,8099,1990
"29143",3392,12880,1990
"29145",15794,59245,1990
"29147",2551,16890,1990
"29149",908,4188,1990
"29151",1780,7189,1990
"29153",826,3699,1990
"29155",3457,12575,1990
"29157",3244,10953,1990
"29159",5818,25412,1990
"29161",1958,22163,1990
"29163",1996,10365,1990
"29165",20607,152189,1990
"29167",1626,12864,1990
"29169",1523,16024,1990
"29171",425,2747,1990
"29173",1120,4951,1990
"29175",2909,16476,1990
"29177",5370,23262,1990
"29179",995,2880,1990
"29181",1120,4484,1990
"29183",131914,560169,1990
"29185",510,4179,1990
"29186",3299,9739,1990
"29187",5246,28418,1990
"29189",519350,2785669,1990
"29195",3881,18308,1990
"29197",441,2697,1990
"29199",500,2982,1990
"29201",6156,29259,1990
"29203",1528,3856,1990
"29205",889,4430,1990
"29207",4794,17300,1990
"29209",1541,9237,1990
"29211",802,3779,1990
"29213",1095,14314,1990
"29215",2812,10686,1990
"29217",1784,11925,1990
"29219",3078,11638,1990
"29221",1709,7962,1990
"29223",1687,4974,1990
"29225",3361,13381,1990
"29227",272,1413,1990
"29229",2265,8786,1990
"29510",146358,968604,1990
"29NA",1423933,8133766,1990
"29001",2340,18735,1990
"29003",2283,12427,1990
"29005",513,5324,1990
"29007",3998,16979,1990
"29009",5843,16019,1990
"29011",2177,7604,1990
"29013",939,8865,1990
"29015",909,6160,1990
"29017",1509,4785,1990
"29019",19585,265697,1990
"29021",42188,195297,1990
"29023",3155,22142,1990
"29025",853,4913,1990
"29027",2765,21981,1990
"29029",1641,14762,1990
"29031",8168,51382,1990
"29033",958,6617,1990
"29035",724,2388,1990
"29037",20577,118767,1990
"29039",1435,6609,1990
"29041",1137,5658,1990
"29043",7826,37009,1990
"29045",1313,4594,1990
"29047",75604,442289,1990
"29049",1479,11613,1990
"29051",4127,49420,1990
"29053",1870,10080,1990
"29055",3350,10148,1990
"29057",841,4198,1990
"29059",1400,5857,1990
"29061",700,4470,1990
"29063",640,4946,1990
"29065",1085,6433,1990
"29067",1726,5700,1990
"29069",4713,19963,1990
"29071",26603,92197,1990
"29073",3130,9076,1990
"29075",723,4662,1990
"29077",74164,501359,1990
"29079",1131,7256,1990
"29081",480,5657,1990
"29083",2095,13450,1990
"29085",401,2805,1990
"29087",370,3799,1990
"29089",993,6695,1990
"29091",4061,17445,1990
"29093",1241,5216,1990
"29095",264273,1799722,1990
"29097",42966,185348,1990
"29099",60520,294666,1990
"29101",3725,27442,1990
"29103",257,2818,1990
"29105",5271,16022,1990
"29107",6861,35661,1990
"29109",6024,20302,1990
"29111",1290,6799,1990
"29113",4272,16744,1990
"29115",2919,9482,1990
"29117",1302,10179,1990
"29119",16633,50572,1990
"29121",9472,48089,1990
"29123",7387,30798,1990
"29125",5742,24553,1990
"29127",21789,93003,1990
"29129",802,10052,1990
"29131",11697,64897,1990
"29133",10032,41449,1990
"29135",10706,42487,1990
"29137",6637,28494,1990
"29139",9063,35996,1990
"29141",10095,46709,1990
"29143",15032,58456,1990
"29145",51050,181759,1990
"29147",12295,78678,1990
"29149",5420,24450,1990
"29151",10546,42481,1990
"29153",5392,23361,1990
"29155",15445,57047,1990
"29157",16654,56913,1990
"29159",26692,120422,1990
"29161",10082,110921,1990
"29163",9658,51579,1990
"29165",46689,344177,1990
"29167",8898,68106,1990
"29169",8213,83752,1990
"29171",2165,14543,1990
"29173",6208,28267,1990
"29175",13433,75684,1990
"29177",18384,79230,1990
"29179",5999,17292,1990
"29181",6988,27284,1990
"29183",290110,1234527,1990
"29185",2928,23307,1990
"29186",17795,52873,1990
"29187",25448,135284,1990
"29189",1090334,5830795,1990
"29195",16727,81476,1990
"29197",2133,13317,1990
"29199",2510,15192,1990
"29201",27858,130731,1990
"29203",8590,21898,1990
"29205",4075,21488,1990
"29207",24102,87974,1990
"29209",9161,54729,1990
"29211",4030,19475,1990
"29213",6093,79996,1990
"29215",16000,61092,1990
"29217",9380,59925,1990
"29219",16776,65422,1990
"29221",10877,48906,1990
"29223",9457,28320,1990
"29225",18403,73747,1990
"29227",1292,7041,1990
"29229",12177,48044,1990
"29510",292716,1937208,1990
"31NA",333361,2654769,1990
"31001",19047,112261,1990
"31003",1201,24503,1990
"31005",74,1576,1990
"31007",105,2765,1990
"31009",28,2592,1990
"31011",1620,21829,1990
"31013",2954,45737,1990
"31015",94,8317,1990
"31017",347,12036,1990
"31019",25157,152724,1990
"31021",2660,25200,1990
"31023",5356,28699,1990
"31025",9731,74780,1990
"31027",3998,33425,1990
"31029",445,14339,1990
"31031",472,22252,1990
"31033",2929,35815,1990
"31035",2123,24110,1990
"31037",6558,32025,1990
"31039",4852,36106,1990
"31041",4506,42291,1990
"31043",22695,86488,1990
"31045",742,30306,1990
"31047",13628,74785,1990
"31049",501,7529,1990
"31051",3999,21187,1990
"31053",26963,129020,1990
"31055",281798,2444625,1990
"31057",149,9006,1990
"31059",1348,24402,1990
"31061",454,12288,1990
"31063",468,11135,1990
"31065",1308,18093,1990
"31067",14230,83396,1990
"31069",1192,8558,1990
"31071",389,7573,1990
"31073",541,7177,1990
"31075",42,2698,1990
"31077",357,10311,1990
"31079",33713,192894,1990
"31081",5088,32381,1990
"31083",973,13459,1990
"31085",126,3601,1990
"31087",557,12007,1990
"31089",904,43478,1990
"31091",86,2772,1990
"31093",2056,20365,1990
"31095",6240,31626,1990
"31097",2988,16581,1990
"31099",2256,23566,1990
"31101",3930,33171,1990
"31103",92,3576,1990
"31105",1407,14520,1990
"31107",1697,31120,1990
"31109",177701,1367474,1990
"31111",4829,116137,1990
"31113",60,2901,1990
"31115",21,2389,1990
"31117",14,1904,1990
"31119",28304,126751,1990
"31121",3924,29264,1990
"31123",1183,17920,1990
"31125",1472,14501,1990
"31127",3342,28177,1990
"31129",1786,18578,1990
"31131",9988,51639,1990
"31133",1279,11111,1990
"31135",448,10883,1990
"31137",5282,37801,1990
"31139",3390,25763,1990
"31141",32049,114299,1990
"31143",1865,19546,1990
"31145",4165,43418,1990
"31147",5064,32029,1990
"31149",245,7235,1990
"31151",11992,46376,1990
"31153",47409,506940,1990
"31155",10193,65782,1990
"31157",13096,126299,1990
"31159",8336,59874,1990
"31161",660,22128,1990
"31163",1199,12095,1990
"31165",112,5452,1990
"31167",3607,21181,1990
"31169",2029,23006,1990
"31171",195,2828,1990
"31173",2452,20069,1990
"31175",613,19481,1990
"31177",8595,73200,1990
"31179",4657,34489,1990
"31181",912,13127,1990
"31183",70,3086,1990
"31185",5914,52556,1990
"34NA",3237529,18694130,1990
"34001",75609,1205796,1990
"34003",878402,5213007,1990
"34005",329989,2079955,1990
"34007",406654,2721824,1990
"34009",21781,382981,1990
"34011",146457,647295,1990
"34013",722456,4371102,1990
"34015",201192,1170658,1990
"34017",624348,3225792,1990
"34019",90771,482373,1990
"34021",114870,763634,1990
"34023",389642,2009718,1990
"34025",160361,1351298,1990
"34027",204775,1148267,1990
"34029",91429,816980,1990
"34031",330822,1311856,1990
"34033",27047,112855,1990
"34035",114310,604162,1990
"34037",34872,200223,1990
"34039",297504,1511706,1990
"34041",32677,146276,1990
"34NA",3237529,18694130,1990
"34001",30333,522336,1990
"34003",437060,2594373,1990
"34005",144973,894427,1990
"34007",193744,1289198,1990
"34009",7693,138319,1990
"34011",64107,281673,1990
"34013",360986,2184024,1990
"34015",85194,495520,1990
"34017",312174,1612896,1990
"34019",24687,131595,1990
"34021",263274,1762226,1990
"34023",807446,4172772,1990
"34025",358397,3002138,1990
"34027",451099,2556593,1990
"34029",211165,1905470,1990
"34031",669312,2665186,1990
"34033",68747,291451,1990
"34035",265204,1424728,1990
"34037",101754,605691,1990
"34039",595374,3024996,1990
"34041",90445,421490,1990
"36NA",5795618,42941759,1990
"36001",128743,1645181,1990
"36003",32626,156204,1990
"36005",290418,2651742,1990
"36007",261698,1020196,1990
"36009",62665,273498,1990
"36011",55672,268681,1990
"36013",133497,535425,1990
"36015",88998,437374,1990
"36017",47000,172109,1990
"36019",35601,263655,1990
"36021",27462,215595,1990
"36023",40662,173937,1990
"36025",27158,148043,1990
"36027",294869,1267571,1990
"36029",841200,4879311,1990
"36031",14945,111725,1990
"36033",14585,135581,1990
"36035",51927,179988,1990
"36037",53690,214436,1990
"36039",16289,155757,1990
"36041",1432,15797,1990
"36043",55352,234336,1990
"36045",41494,308701,1990
"36047",651228,5576010,1990
"36049",17837,80557,1990
"36051",53887,252141,1990
"36053",48913,276041,1990
"36055",1043430,3796580,1990
"36057",44969,191968,1990
"36059",874277,7915438,1990
"36061",551124,4620504,1990
"36063",256879,1021833,1990
"36065",173437,1086252,1990
"36067",159192,1061818,1990
"36069",24026,111862,1990
"36071",71789,457409,1990
"36073",12299,42331,1990
"36075",26624,127791,1990
"36077",4452,37782,1990
"36079",22092,160493,1990
"36081",668880,5633976,1990
"36083",37386,312121,1990
"36085",69408,1063590,1990
"36087",111904,802154,1990
"36089",8214,65125,1990
"36091",43109,268663,1990
"36093",48252,365297,1990
"36095",2172,17843,1990
"36097",2239,10533,1990
"36099",4592,21679,1990
"36101",16888,62756,1990
"36103",566227,3812374,1990
"36105",2493,37111,1990
"36107",20299,63239,1990
"36109",9773,139085,1990
"36111",25719,124499,1990
"36113",20157,115621,1990
"36115",20905,78689,1990
"36117",29241,97334,1990
"36119",284081,2443249,1990
"36121",5439,25196,1990
"36123",2277,13397,1990
"36NA",5795618,42941759,1990
"36001",57649,745457,1990
"36003",6040,30186,1990
"36005",290418,2651742,1990
"36007",108032,427498,1990
"36009",12895,57696,1990
"36011",10906,53641,1990
"36013",40221,161847,1990
"36015",37878,190996,1990
"36017",8396,30869,1990
"36019",6633,51375,1990
"36021",5070,38475,1990
"36023",8442,36291,1990
"36025",5084,27029,1990
"36027",117953,500021,1990
"36029",382950,2226555,1990
"36031",2711,19991,1990
"36033",2645,25895,1990
"36035",10545,36534,1990
"36037",10232,41156,1990
"36039",4625,43221,1990
"36041",214,2417,1990
"36043",16418,68988,1990
"36045",8410,63775,1990
"36047",651228,5576010,1990
"36049",3143,14347,1990
"36051",15295,72489,1990
"36053",14221,80285,1990
"36055",455130,1673282,1990
"36057",13799,58384,1990
"36059",436079,3946522,1990
"36061",551124,4620504,1990
"36063",103447,418473,1990
"36065",69913,449106,1990
"36067",370488,2430898,1990
"36069",86270,395188,1990
"36071",199847,1305899,1990
"36073",43367,149545,1990
"36075",92330,439077,1990
"36077",24696,199824,1990
"36079",59226,430505,1990
"36081",668880,5633976,1990
"36083",94602,770323,1990
"36085",69408,1063590,1990
"36087",225736,1619174,1990
"36089",42132,330067,1990
"36091",130499,812827,1990
"36093",105864,789653,1990
"36095",12726,101831,1990
"36097",12991,59595,1990
"36099",22616,112909,1990
"36101",87160,321092,1990
"36103",1147195,7803466,1990
"36105",14643,216007,1990
"36107",66901,211055,1990
"36109",35513,415421,1990
"36111",121947,605777,1990
"36113",46893,279901,1990
"36115",59437,231629,1990
"36117",106761,353378,1990
"36119",596411,5118901,1990
"36121",28557,134198,1990
"36123",12777,74687,1990
"36NA",5795618,42941759,1990
"36001",57649,745457,1990
"36003",6040,30186,1990
"36005",580836,5303484,1990
"36007",108032,427498,1990
"36009",12895,57696,1990
"36011",10906,53641,1990
"36013",40221,161847,1990
"36015",37878,190996,1990
"36017",8396,30869,1990
"36019",6633,51375,1990
"36021",5070,38475,1990
"36023",8442,36291,1990
"36025",5084,27029,1990
"36027",117953,500021,1990
"36029",382950,2226555,1990
"36031",2711,19991,1990
"36033",2645,25895,1990
"36035",10545,36534,1990
"36037",10232,41156,1990
"36039",4625,43221,1990
"36041",214,2417,1990
"36043",16418,68988,1990
"36045",8410,63775,1990
"36047",1302456,11152020,1990
"36049",3143,14347,1990
"36051",15295,72489,1990
"36053",14221,80285,1990
"36055",455130,1673282,1990
"36057",13799,58384,1990
"36059",436079,3946522,1990
"36061",1102248,9241008,1990
"36063",103447,418473,1990
"36065",69913,449106,1990
"36067",159192,1061818,1990
"36069",24026,111862,1990
"36071",71789,457409,1990
"36073",12299,42331,1990
"36075",26624,127791,1990
"36077",4452,37782,1990
"36079",22092,160493,1990
"36081",1337760,11267952,1990
"36083",37386,312121,1990
"36085",138816,2127180,1990
"36087",111904,802154,1990
"36089",8214,65125,1990
"36091",43109,268663,1990
"36093",48252,365297,1990
"36095",2172,17843,1990
"36097",2239,10533,1990
"36099",4592,21679,1990
"36101",16888,62756,1990
"36103",566227,3812374,1990
"36105",2493,37111,1990
"36107",20299,63239,1990
"36109",9773,139085,1990
"36111",25719,124499,1990
"36113",20157,115621,1990
"36115",20905,78689,1990
"36117",29241,97334,1990
"36119",284081,2443249,1990
"36121",5439,25196,1990
"36123",2277,13397,1990
"37NA",2290734,9876145,1990
"37001",213161,603450,1990
"37003",64126,123814,1990
"37005",9588,32380,1990
"37007",33823,78413,1990
"37009",27728,73474,1990
"37011",8719,47366,1990
"37013",42705,141672,1990
"37015",25493,68183,1990
"37017",29987,87922,1990
"37019",23035,165990,1990
"37021",189822,867568,1990
"37023",154711,337433,1990
"37025",150176,526819,1990
"37027",135674,281105,1990
"37029",3326,18593,1990
"37031",16333,176192,1990
"37033",29649,68132,1990
"37035",294950,680875,1990
"37037",41498,149814,1990
