"fips","manufacturing","total_persons","year"
"30107",368,7289,1990
"30109",99,3588,1990
"30111",36686,609324,1990
"30113",0,273,1990
"32NA",141620,2547390,1990
"32001",3659,53789,1990
"32003",204961,4369575,1990
"32005",11519,107990,1990
"32007",2454,130102,1990
"32009",266,4711,1990
"32011",84,5656,1990
"32013",2051,48266,1990
"32015",661,22135,1990
"32017",168,9982,1990
"32019",9789,65823,1990
"32021",4089,22488,1990
"32023",3782,63498,1990
"32027",688,14552,1990
"32029",868,9688,1990
"32031",117343,1590178,1990
"32033",344,29415,1990
"32510",24173,154986,1990
"56NA",36031,582445,1990
"56001",6490,117409,1990
"56003",2478,32489,1990
"56005",2330,112473,1990
"56007",4460,59735,1990
"56009",1772,38776,1990
"56011",1753,17993,1990
"56013",7257,113016,1990
"56015",2749,40653,1990
"56017",665,17133,1990
"56019",548,22494,1990
"56021",18636,373535,1990
"56023",3544,38198,1990
"56025",24400,322914,1990
"56027",187,8464,1990
"56029",5655,81562,1990
"56031",556,27076,1990
"56033",4183,82435,1990
"56035",801,17379,1990
"56037",13053,143100,1990
"56039",2394,49697,1990
"56041",4346,64501,1990
"56043",3425,28836,1990
"56045",1652,22613,1990
"17NA",5003135,25942378,1990
"17001",43073,230796,1990
"17003",3865,25780,1990
"17005",9377,49973,1990
"17007",50331,130284,1990
"17009",1741,16156,1990
"17011",28681,124514,1990
"17013",1566,14407,1990
"17015",12799,58000,1990
"17017",8362,46195,1990
"17019",91870,938474,1990
"17021",17510,115475,1990
"17023",11321,52683,1990
"17025",12872,44246,1990
"17027",24520,129675,1990
"17029",37391,187483,1990
"17031",5376867,28801938,1990
"17033",3675,12632,1990
"17035",2052,6640,1990
"17037",12955,71611,1990
"17039",2780,12595,1990
"17041",3681,15466,1990
"17043",449721,2474472,1990
"17045",2917,13253,1990
"17047",1762,5089,1990
"17049",5901,23707,1990
"17051",2709,12020,1990
"17053",2310,11279,1990
"17055",2630,23617,1990
"17057",4818,24496,1990
"17059",398,4366,1990
"17061",2358,10256,1990
"17063",9616,40054,1990
"17065",515,4251,1990
"17067",3880,16007,1990
"17069",195,2424,1990
"17071",1296,5478,1990
"17073",13328,68580,1990
"17075",5467,22633,1990
"17077",3136,43814,1990
"17079",1530,6262,1990
"17081",3801,22936,1990
"17083",4034,22462,1990
"17085",5327,20245,1990
"17087",387,4821,1990
"17089",226939,850390,1990
"17091",39646,189431,1990
"17093",19418,78083,1990
"17095",9329,44769,1990
"17097",305975,1417294,1990
"17099",18858,78097,1990
"17101",1439,9407,1990
"17103",6657,24559,1990
"17105",6468,27653,1990
"17107",3766,23817,1990
"17109",3887,27310,1990
"17111",97700,406676,1990
"17113",35449,344096,1990
"17115",62931,273294,1990
"17117",5777,33638,1990
"17119",119950,563467,1990
"17121",6739,28393,1990
"17123",2656,9368,1990
"17125",1824,10542,1990
"17127",1240,8716,1990
"17129",711,13118,1990
"17131",2021,11649,1990
"17133",5649,35815,1990
"17135",3634,20611,1990
"17137",5657,30090,1990
"17139",2743,10051,1990
"17141",11228,34292,1990
"17143",84345,416410,1990
"17145",2511,13051,1990
"17147",2513,12672,1990
"17149",1848,12129,1990
"17151",127,1777,1990
"17153",434,3644,1990
"17155",1054,4176,1990
"17157",5054,22300,1990
"17159",2263,11613,1990
"17161",66268,357193,1990
"17163",74550,521524,1990
"17165",1015,15362,1990
"17167",21073,438785,1990
"17169",573,4685,1990
"17171",642,4061,1990
"17173",3596,14790,1990
"17175",1061,4297,1990
"17177",12254,38648,1990
"17179",69664,290415,1990
"17181",1334,10295,1990
"17183",16046,62361,1990
"17185",1902,9756,1990
"17187",2043,13935,1990
"17189",1998,10189,1990
"17191",2362,10462,1990
"17193",856,10188,1990
"17195",14567,44788,1990
"17197",167156,842474,1990
"17199",4771,38899,1990
"17201",217138,648871,1990
"17203",8767,38992,1990
"17NA",5003135,25942378,1990
"17001",9299,50262,1990
"17003",745,5272,1990
"17005",1889,10133,1990
"17007",15261,38850,1990
"17009",367,3244,1990
"17011",6529,27248,1990
"17013",288,2683,1990
"17015",2731,11998,1990
"17017",1906,10153,1990
"17019",38698,415790,1990
"17021",3866,25349,1990
"17023",2321,10527,1990
"17025",2600,8828,1990
"17027",7498,39525,1990
"17029",8441,42931,1990
"17031",2671485,14312154,1990
"17033",17511,61184,1990
"17035",10458,34684,1990
"17037",56767,312331,1990
"17039",12260,57361,1990
"17041",16593,69880,1990
"17043",920343,5070852,1990
"17045",13423,63095,1990
"17047",7972,24409,1990
"17049",28005,113683,1990
"17051",14127,61730,1990
"17053",9918,50639,1990
"17055",12146,109447,1990
"17057",22158,112066,1990
"17059",1814,20230,1990
"17061",10506,48140,1990
"17063",31090,130810,1990
"17065",2711,22767,1990
"17067",17338,75215,1990
"17069",1089,12996,1990
"17071",6234,27918,1990
"17073",39608,208038,1990
"17075",24901,107905,1990
"17077",14986,204944,1990
"17079",8028,33862,1990
"17081",19311,113164,1990
"17083",14006,77296,1990
"17085",21713,84853,1990
"17087",2025,26655,1990
"17089",478129,1816054,1990
"17091",93628,442661,1990
"17093",49628,202589,1990
"17095",40265,195087,1990
"17097",640127,2965312,1990
"17099",85056,353725,1990
"17101",7175,46211,1990
"17103",30435,115951,1990
"17105",29592,128453,1990
"17107",16684,107121,1990
"17109",17099,121132,1990
"17111",237812,981092,1990
"17113",80227,752444,1990
"17115",135999,589128,1990
"17117",26399,155156,1990
"17119",119950,563467,1990
"17121",6739,28393,1990
"17123",2656,9368,1990
"17125",1824,10542,1990
"17127",1240,8716,1990
"17129",711,13118,1990
"17131",2021,11649,1990
"17133",5649,35815,1990
"17135",3634,20611,1990
"17137",5657,30090,1990
"17139",2743,10051,1990
"17141",11228,34292,1990
"17143",84345,416410,1990
"17145",2511,13051,1990
"17147",2513,12672,1990
"17149",1848,12129,1990
"17151",127,1777,1990
"17153",434,3644,1990
"17155",1054,4176,1990
"17157",5054,22300,1990
"17159",2263,11613,1990
"17161",66268,357193,1990
"17163",74550,521524,1990
"17165",1015,15362,1990
"17167",21073,438785,1990
"17169",573,4685,1990
"17171",642,4061,1990
"17173",3596,14790,1990
"17175",1061,4297,1990
"17177",12254,38648,1990
"17179",69664,290415,1990
"17181",1334,10295,1990
"17183",16046,62361,1990
"17185",1902,9756,1990
"17187",2043,13935,1990
"17189",1998,10189,1990
"17191",2362,10462,1990
"17193",856,10188,1990
"17195",14567,44788,1990
"17197",167156,842474,1990
"17199",4771,38899,1990
"17201",217138,648871,1990
"17203",8767,38992,1990
"17NA",5003135,25942378,1990
"17001",9299,50262,1990
"17003",745,5272,1990
"17005",1889,10133,1990
"17007",15261,38850,1990
"17009",367,3244,1990
"17011",6529,27248,1990
"17013",288,2683,1990
"17015",2731,11998,1990
"17017",1906,10153,1990
"17019",38698,415790,1990
"17021",3866,25349,1990
"17023",2321,10527,1990
"17025",2600,8828,1990
"17027",7498,39525,1990
"17029",8441,42931,1990
"17031",2671485,14312154,1990
"17033",3675,12632,1990
"17035",2052,6640,1990
"17037",12955,71611,1990
"17039",2780,12595,1990
"17041",3681,15466,1990
"17043",449721,2474472,1990
"17045",2917,13253,1990
"17047",1762,5089,1990
"17049",5901,23707,1990
"17051",2709,12020,1990
"17053",2310,11279,1990
"17055",2630,23617,1990
"17057",4818,24496,1990
"17059",398,4366,1990
"17061",2358,10256,1990
"17063",9616,40054,1990
"17065",515,4251,1990
"17067",3880,16007,1990
"17069",195,2424,1990
"17071",1296,5478,1990
"17073",13328,68580,1990
"17075",5467,22633,1990
"17077",3136,43814,1990
"17079",1530,6262,1990
"17081",3801,22936,1990
"17083",4034,22462,1990
"17085",5327,20245,1990
"17087",387,4821,1990
"17089",226939,850390,1990
"17091",39646,189431,1990
"17093",19418,78083,1990
"17095",9329,44769,1990
"17097",305975,1417294,1990
"17099",18858,78097,1990
"17101",1439,9407,1990
"17103",6657,24559,1990
"17105",6468,27653,1990
"17107",3766,23817,1990
"17109",3887,27310,1990
"17111",97700,406676,1990
"17113",35449,344096,1990
"17115",62931,273294,1990
"17117",5777,33638,1990
"17119",264442,1241959,1990
"17121",31531,133279,1990
"17123",12214,44234,1990
"17125",8688,50754,1990
"17127",6298,43258,1990
"17129",2457,45416,1990
"17131",9887,57975,1990
"17133",15519,101017,1990
"17135",16372,95161,1990
"17137",24413,132666,1990
"17139",12811,46993,1990
"17141",54020,169538,1990
"17143",187695,906436,1990
"17145",11961,63535,1990
"17147",11321,58272,1990
"17149",8544,57561,1990
"17151",661,10417,1990
"17153",2210,18248,1990
"17155",5134,20058,1990
"17157",23870,104710,1990
"17159",11221,55881,1990
"17161",140362,754603,1990
"17163",163512,1154788,1990
"17165",4807,72500,1990
"17167",49507,990479,1990
"17169",3039,23999,1990
"17171",3042,19265,1990
"17173",17912,73212,1990
"17175",5015,21067,1990
"17177",55184,177860,1990
"17179",153148,637449,1990
"17181",6956,52661,1990
"17183",72248,285243,1990
"17185",8700,44082,1990
"17187",9729,65559,1990
"17189",9708,50665,1990
"17191",11824,53944,1990
"17193",3874,48528,1990
"17195",67895,210718,1990
"17197",371258,1880834,1990
"17199",21547,178621,1990
"17201",468142,1398955,1990
"17203",29341,130834,1990
"18NA",2165544,9480126,1990
"18001",38205,105445,1990
"18003",365535,1652123,1990
"18005",77260,238003,1990
"18007",5973,33703,1990
"18009",19359,49056,1990
"18011",30638,174793,1990
"18013",9730,47810,1990
"18015",19357,65813,1990
"18017",43081,130431,1990
"18019",94205,452508,1990
"18021",19392,88309,1990
"18023",33132,105823,1990
"18025",8277,28179,1990
"18027",14126,87807,1990
"18029",37959,150562,1990
"18031",30185,84131,1990
"18033",69284,152177,1990
"18035",123108,592210,1990
"18037",58065,144592,1990
"18039",351048,832078,1990
"18041",34333,85719,1990
"18043",71400,314769,1990
"18045",20349,59497,1990
"18047",21567,64208,1990
"18049",23617,64822,1990
"18051",29596,110561,1990
"18053",79477,259211,1990
"18055",17595,95575,1990
"18057",96418,574648,1990
"18059",41457,198157,1990
"18061",28784,113630,1990
"18063",60817,328005,1990
"18065",43984,159466,1990
"18067",137648,391738,1990
"18069",48801,133315,1990
"18071",39654,130873,1990
"18073",17888,83281,1990
"18075",33418,75160,1990
"18077",28659,103237,1990
"18079",25681,77965,1990
"18081",93894,463318,1990
"18083",14647,130858,1990
"18085",101609,241468,1990
"18087",39302,94449,1990
"18089",593297,2367057,1990
"18091",111428,367767,1990
"18093",41876,142792,1990
"18095",73364,251544,1990
"18097",442710,2779346,1990
"18099",11437,29772,1990
"18101",1895,6328,1990
"18103",6798,22627,1990
"18105",25578,226637,1990
"18107",9077,25436,1990
"18109",16286,64188,1990
"18111",2112,8329,1990
"18113",12877,26580,1990
"18115",890,3380,1990
"18117",3677,11310,1990
"18119",2493,8989,1990
"18121",2276,8938,1990
"18123",4962,12032,1990
"18125",1460,6981,1990
"18127",61375,239650,1990
"18129",8837,28472,1990
"18131",2344,7316,1990
"18133",3338,18694,1990
"18135",6370,18177,1990
"18137",5202,15454,1990
"18139",2926,11167,1990
"18141",143176,606729,1990
"18143",4330,12301,1990
"18145",15294,48376,1990
"18147",3350,11562,1990
"18149",4051,12326,1990
"18151",6609,18237,1990
"18153",2051,11691,1990
"18155",1441,4022,1990
"18157",51077,295382,1990
"18159",5315,18653,1990
"18161",1015,4414,1990
"18163",85597,413621,1990
"18165",2847,10784,1990
"18167",35936,211080,1990
"18169",9949,26437,1990
"18171",1464,4912,1990
"18173",14986,67841,1990
"18175",5933,14130,1990
"18177",15007,54034,1990
"18179",5570,18862,1990
"18181",4744,16029,1990
"18183",11108,33564,1990
"18NA",2165544,9480126,1990
"18001",7647,20719,1990
"18003",162045,738299,1990
"18005",15688,49219,1990
"18007",1335,7129,1990
"18009",4137,10470,1990
"18011",10022,57493,1990
"18013",1444,7172,1990
"18015",3451,11741,1990
"18017",8671,26271,1990
"18019",40685,197826,1990
"18021",5616,25339,1990
"18023",7146,22327,1990
"18025",1365,4749,1990
"18027",2846,17403,1990
"18029",11061,44668,1990
"18031",5981,16847,1990
"18033",20894,45695,1990
"18035",52716,261628,1990
"18037",11685,28912,1990
"18039",147390,348550,1990
"18041",7009,17829,1990
"18043",29490,132933,1990
"18045",4257,12211,1990
"18047",3741,11066,1990
"18049",4591,12298,1990
"18051",6202,22517,1990
"18053",17059,56351,1990
"18055",3387,18055,1990
"18057",37036,226738,1990
"18059",12537,59485,1990
"18061",7544,30026,1990
"18063",17689,95793,1990
"18065",8818,32176,1990
"18067",58988,169492,1990
"18069",10437,27589,1990
"18071",8160,26887,1990
"18073",3464,15979,1990
"18075",6874,15166,1990
"18077",5727,20977,1990
"18079",4195,13375,1990
"18081",37548,189898,1990
"18083",3139,27856,1990
"18085",18629,44734,1990
"18087",6368,15249,1990
"18089",287435,1143261,1990
"18091",23786,77931,1990
"18093",7892,27634,1990
"18095",181376,605820,1990
"18097",826320,5186090,1990
"18099",57889,154716,1990
"18101",10229,33760,1990
"18103",34464,111985,1990
"18105",68028,542021,1990
"18107",44303,125528,1990
"18109",57872,228642,1990
"18111",10854,44767,1990
"18113",65671,137604,1990
"18115",4598,17690,1990
"18117",18881,58008,1990
"18119",15111,54511,1990
"18121",12170,48502,1990
"18123",24372,58886,1990
"18125",8576,39843,1990
"18127",150985,610588,1990
"18129",31283,100820,1990
"18131",12706,40316,1990
"18133",18170,96622,1990
"18135",30904,90315,1990
"18137",27048,81688,1990
"18139",15616,61051,1990
"18141",311218,1309521,1990
"18143",22654,64189,1990
"18145",52122,167326,1990
"18147",18590,64710,1990
"18149",22237,68402,1990
"18151",36417,100089,1990
"18153",9893,58551,1990
"18155",8521,24116,1990
"18157",120215,679874,1990
"18159",18521,65333,1990
"18161",5611,23602,1990
"18163",183493,884585,1990
"18165",13983,52496,1990
"18167",83828,488268,1990
"18169",47791,127729,1990
"18171",7734,26842,1990
"18173",44788,199829,1990
"18175",32513,78036,1990
"18177",69853,249934,1990
"18179",28124,96508,1990
"18181",24046,81843,1990
"18183",38114,115812,1990
"19NA",718559,4197698,1990
"19001",3759,28945,1990
"19003",2535,17232,1990
"19005",10009,48779,1990
"19007",8707,42961,1990
"19009",1991,25395,1990
"19011",16934,77973,1990
"19013",131669,650723,1990
"19015",12115,90727,1990
"19017",20415,93709,1990
"19019",11974,66516,1990
"19021",13933,74034,1990
"19023",9480,52081,1990
"19025",4179,36324,1990
"19027",9089,75976,1990
"19029",7470,52770,1990
"19031",11595,64420,1990
"19033",35162,179689,1990
"19035",8401,48717,1990
"19037",11384,45902,1990
"19039",7326,29113,1990
"19041",9677,66127,1990
"19043",13616,64418,1990
"19045",39576,179955,1990
"19047",9750,58882,1990
"19049",15804,129457,1990
"19051",4216,26294,1990
"19053",4530,28097,1990
"19055",12374,61186,1990
"19057",41481,156332,1990
"19059",9311,54282,1990
"19061",100405,457476,1990
"19063",7365,39354,1990
"19065",11142,73244,1990
"19067",11879,60223,1990
"19069",5989,39278,1990
"19071",2885,26874,1990
"19073",4229,34769,1990
"19075",7931,41139,1990
"19077",4323,36954,1990
"19079",13158,59444,1990
"19081",10601,43878,1990
"19083",8959,65381,1990
"19085",5885,50480,1990
"19087",15691,69828,1990
"19089",5921,32328,1990
"19091",6363,35530,1990
"19093",5138,28055,1990
"19095",13440,55484,1990
"19097",3290,14103,1990
"19099",8384,28313,1990
"19101",2643,13271,1990
"19103",19262,275522,1990
"19105",3216,13381,1990
"19107",1295,7789,1990
"19109",1967,12751,1990
"19111",8927,28457,1990
"19113",110142,464805,1990
"19115",2603,8365,1990
"19117",867,6321,1990
"19119",1368,8259,1990
"19121",1028,8987,1990
"19123",3898,16248,1990
"19125",6275,24423,1990
"19127",8437,33186,1990
"19129",765,9446,1990
"19131",1604,7395,1990
"19133",609,6703,1990
"19135",1130,5059,1990
"19137",2175,9720,1990
"19139",11213,33366,1990
"19141",1441,11922,1990
"19143",1095,5226,1990
"19145",2395,13077,1990
"19147",787,7657,1990
"19149",2733,17686,1990
"19151",964,6654,1990
"19153",113042,975589,1990
"19155",30844,197046,1990
"19157",2490,15623,1990
"19159",396,3582,1990
"19161",1093,8798,1990
"19163",69973,394103,1990
"19165",769,9563,1990
"19167",4260,24706,1990
"19169",5756,73911,1990
"19171",2611,12291,1990
"19173",725,4585,1990
"19175",2235,9825,1990
"19177",1166,4854,1990
"19179",5419,26731,1990
"19181",7887,61179,1990
"19183",2732,15567,1990
"19185",829,4641,1990
"19187",5722,31875,1990
"19189",2765,9448,1990
"19191",2120,16016,1990
"19193",47502,253171,1990
"19195",1301,5588,1990
"19197",2318,11252,1990
"19NA",718559,4197698,1990
"19001",813,5863,1990
"19003",525,3348,1990
"19005",2089,9779,1990
"19007",1885,9019,1990
"19009",395,5049,1990
"19011",3626,16383,1990
"19013",62501,311153,1990
"19015",2815,19837,1990
"19017",6273,28855,1990
"19019",2626,14040,1990
"19021",3223,16584,1990
"19023",1986,10669,1990
"19025",909,7740,1990
"19027",2099,17068,1990
"19029",1698,11700,1990
"19031",2427,13360,1990
"19033",8414,42607,1990
"19035",1891,10473,1990
"19037",2348,9302,1990
"19039",1584,6079,1990
"19041",2255,15091,1990
"19043",2876,13022,1990
"19045",9348,41805,1990
"19047",2184,12490,1990
"19049",4968,39667,1990
"19051",730,4748,1990
"19053",954,6017,1990
"19055",2624,12238,1990
"19057",9339,35516,1990
"19059",2093,11988,1990
"19061",44965,205326,1990
"19063",1707,8850,1990
"19065",2478,15458,1990
"19067",2561,12907,1990
"19069",1333,8054,1990
"19071",611,5544,1990
"19073",947,7463,1990
"19075",1721,8619,1990
"19077",867,7356,1990
"19079",3084,13154,1990
"19081",2333,9216,1990
"19083",2083,14351,1990
"19085",1253,10400,1990
"19087",3409,15024,1990
"19089",1241,6552,1990
"19091",1437,7834,1990
"19093",1172,5963,1990
"19095",2646,10706,1990
"19097",15200,68283,1990
"19099",36986,129023,1990
"19101",11943,60965,1990
"19103",45482,603068,1990
"19105",15144,65449,1990
"19107",5795,37369,1990
"19109",8585,61669,1990
"19111",40055,130889,1990
"19113",234804,990441,1990
"19115",12263,40657,1990
"19117",4071,29967,1990
"19119",6426,40395,1990
"19121",5066,44657,1990
"19123",17344,75624,1990
"19125",28331,111117,1990
"19127",36457,144918,1990
"19129",3825,45668,1990
"19131",7706,36657,1990
"19133",2781,31861,1990
"19135",5762,25255,1990
"19137",9309,43812,1990
"19139",48941,147924,1990
"19141",6541,53640,1990
"19143",4905,25188,1990
"19145",10609,59025,1990
"19147",3451,35311,1990
"19149",12609,83626,1990
"19151",4420,31572,1990
"19153",235604,2034583,1990
"19155",66154,439104,1990
"19157",11274,71417,1990
"19159",1812,17826,1990
"19161",4849,41510,1990
"19163",147061,829085,1990
"19165",3493,45395,1990
"19167",18864,112714,1990
"19169",24482,310215,1990
"19171",12073,58455,1990
"19173",3443,22297,1990
"19175",9735,43755,1990
"19177",5744,25290,1990
"19179",24103,118771,1990
"19181",23073,175431,1990
"19183",12206,73239,1990
"19185",3781,22725,1990
"19187",24910,140139,1990
"19189",12137,43024,1990
"19191",10760,78950,1990
"19193",98382,531115,1990
"19195",5969,27320,1990
"19197",10094,50630,1990
"20NA",693648,3966762,1990
"20001",12717,49111,1990
"20003",3717,25576,1990
"20005",11012,56003,1990
"20007",1809,20389,1990
"20009",12791,108492,1990
"20011",8000,46802,1990
"20013",5304,36356,1990
"20015",56497,207314,1990
"20017",857,9565,1990
"20019",982,12079,1990
"20021",17795,66097,1990
"20023",214,10796,1990
"20025",364,9286,1990
"20027",2432,30367,1990
"20029",3200,38696,1990
"20031",3636,29541,1990
"20033",456,7966,1990
"20035",31148,126741,1990
"20037",17083,115278,1990
"20039",576,14110,1990
"20041",8853,65576,1990
"20043",4715,27608,1990
"20045",63490,463742,1990
"20047",1439,13133,1990
"20049",995,10211,1990
"20051",5553,103404,1990
"20053",2208,20771,1990
"20055",27148,127742,1990
"20057",20896,103901,1990
"20059",14277,77169,1990
"20061",4442,75873,1990
"20063",571,10623,1990
"20065",308,12434,1990
"20067",1739,26594,1990
"20069",733,18913,1990
"20071",328,6574,1990
"20073",2776,24609,1990
"20075",316,9016,1990
"20077",3659,24103,1990
"20079",28877,132095,1990
"20081",575,14416,1990
"20083",385,6836,1990
"20085",6035,39329,1990
"20087",8100,55310,1990
"20089",748,14597,1990
"20091",305314,2306795,1990
"20093",1910,14641,1990
"20095",4425,27507,1990
"20097",391,12756,1990
"20099",20286,80244,1990
"20101",134,7935,1990
"20103",23339,202236,1990
"20105",1490,12524,1990
"20107",2357,22635,1990
"20109",405,11286,1990
"20111",27562,130327,1990
"20113",23301,105552,1990
"20115",7156,44591,1990
"20117",5587,38074,1990
"20119",746,15914,1990
"20121",16402,93539,1990
"20123",2178,25179,1990
"20125",35230,127459,1990
"20127",2075,20484,1990
"20129",312,12053,1990
"20131",5871,36279,1990
"20133",13677,58001,1990
"20135",298,14403,1990
"20137",1149,20829,1990
"20139",7627,50780,1990
"20141",1861,17427,1990
"20143",2889,19225,1990
"20145",909,26280,1990
"20147",2242,22655,1990
"20149",6710,57730,1990
"20151",1478,35328,1990
"20153",661,11666,1990
"20155",42986,223521,1990
"20157",2769,22611,1990
"20159",4197,35528,1990
"20161",9457,204499,1990
"20163",890,19688,1990
"20165",2088,13375,1990
"20167",2150,26872,1990
"20169",39100,193772,1990
"20171",400,19251,1990
"20173",591947,2252940,1990
"20175",12972,71348,1990
"20177",94320,889186,1990
"20179",302,10625,1990
"20181",895,25483,1990
"20183",1315,17790,1990
"20185",1016,17119,1990
"20187",304,8157,1990
"20189",339,17873,1990
"20191",25902,86866,1990
"20193",828,30900,1990
"20195",628,12700,1990
"20197",2308,22869,1990
"20199",99,6325,1990
"20201",2113,24110,1990
"20203",181,9252,1990
"20205",8855,32194,1990
"20207",1363,11722,1990
"20209",141301,825947,1990
"21NA",823705,4553803,1990
"21001",16408,47720,1990
"21003",15183,43455,1990
"21005",15792,54918,1990
"21007",4545,23682,1990
"21009",28013,106657,1990
"21011",5772,27347,1990
"21013",8858,68085,1990
"21015",54144,299213,1990
"21017",14236,74574,1990
"21019",51010,211486,1990
"21021",20286,84850,1990
"21023",5700,22397,1990
"21025",1356,31700,1990
"21027",10184,45153,1990
"21029",58807,210295,1990
"21031",10148,32735,1990
"21033",9019,39912,1990
"21035",16998,102671,1990
"21037",77350,446874,1990
"21039",5551,15996,1990
"21041",8241,28857,1990
"21043",15723,71101,1990
"21045",14535,39578,1990
"21047",38697,195669,1990
"21049",25890,112666,1990
"21051",4280,41110,1990
"21053",6899,24579,1990
"21055",6670,25917,1990
"21057",7275,19244,1990
"21059",81510,416882,1990
"21061",5460,26248,1990
"21063",1549,12813,1990
"21065",8853,35227,1990
"21067",174816,1404792,1990
"21069",8966,38806,1990
"21071",4064,90976,1990
"21073",23432,171758,1990
"21075",7550,22218,1990
"21077",3441,17732,1990
"21079",9317,36458,1990
"21081",10461,50785,1990
"21083",27004,97531,1990
"21085",18824,59556,1990
"21087",12126,33981,1990
"21089",30600,144031,1990
"21091",9685,22430,1990
"21093",33964,233828,1990
"21095",2983,72584,1990
"21097",16055,51573,1990
"21099",11015,43126,1990
"21101",54622,206603,1990
"21103",8699,42892,1990
"21105",5641,16091,1990
"21107",22404,139891,1990
"21109",4883,25971,1990
"21111",655721,3651545,1990
"21113",20682,133065,1990
"21115",4064,54921,1990
"21117",138270,815251,1990
"21119",1139,32995,1990
"21121",9007,62904,1990
"21123",8696,34981,1990
"21125",23018,117616,1990
"21127",2126,27516,1990
"21129",1632,15005,1990
"21131",1223,25677,1990
"21133",1482,54512,1990
"21135",10511,33660,1990
"21137",16482,57625,1990
"21139",3783,28629,1990
"21141",29459,81061,1990
"21143",3407,16659,1990
"21145",30497,212502,1990
"21147",6999,28582,1990
"21149",6575,28547,1990
"21151",33849,204733,1990
"21153",2237,23950,1990
"21155",17487,50332,1990
"21157",17705,78835,1990
"21159",517,23135,1990
"21161",13024,54632,1990
"21163",8170,56944,1990
"21165",3652,12903,1990
"21167",16762,65664,1990
"21169",8965,27428,1990
"21171",14572,36127,1990
"21173",14325,62179,1990
"21175",2543,25088,1990
"21177",15376,84167,1990
"21179",32595,96599,1990
"21181",6260,21800,1990
"21183",13152,55078,1990
"21185",22167,131867,1990
"21187",6488,28504,1990
"21189",504,8290,1990
"21191",8971,37513,1990
"21193",2048,66331,1990
"21195",4878,159766,1990
"21197",8692,30261,1990
"21199",33026,146266,1990
"21201",1505,5980,1990
"21203",10621,37551,1990
"21205",6424,59899,1990
"21207",17023,45885,1990
"21209",23417,100938,1990
"21211",23279,103821,1990
"21213",20052,52569,1990
"21215",4925,22101,1990
"21217",28737,73738,1990
"21219",10949,34479,1990
"21221",7965,31756,1990
"21223",4492,18789,1990
"21225",7777,47431,1990
"21227",58211,279874,1990
"21229",8966,32886,1990
"21231",14683,45091,1990
"21233",9443,40232,1990
"21235",12971,82143,1990
"21237",2216,13201,1990
"21239",22621,88472,1990
"22NA",748831,6698875,1990
"22001",16801,140331,1990
"22003",7618,47242,1990
"22005",43936,194474,1990
"22007",12530,58113,1990
"22009",7792,88243,1990
"22011",14207,76947,1990
"22013",11486,37927,1990
"22015",40245,371914,1990
"22017",149193,1114846,1990
"22019",136107,728075,1990
"22021",3917,23805,1990
"22023",3060,27269,1990
"22025",2319,26377,1990
"22027",8680,40117,1990
"22029",5732,52442,1990
"22031",14733,62825,1990
"22033",234394,1966606,1990
"22035",1782,18466,1990
"22037",6104,45736,1990
"22039",8281,71790,1990
"22041",6784,53875,1990
"22043",8807,47228,1990
"22045",35346,191105,1990
"22047",17692,80025,1990
"22049",11472,38942,1990
"22051",259724,2669727,1990
"22053",8845,78559,1990
"22055",51516,789375,1990
"22057",43599,308667,1990
"22059",6338,40696,1990
"22061",14131,120429,1990
"22063",39146,253153,1990
"22065",3119,29162,1990
"22067",20375,76751,1990
"22069",12938,95036,1990
"22071",152736,2232312,1990
"22073",76767,620142,1990
"22075",9885,92092,1990
"22077",6582,56231,1990
"22079",39250,519351,1990
"22081",5731,22775,1990
"22083",7526,51584,1990
"22085",13873,62211,1990
"22087",49983,356851,1990
"22089",42619,215278,1990
"22091",2489,22380,1990
"22093",17274,57665,1990
"22095",30126,143051,1990
"22097",19077,186751,1990
"22099",29002,136935,1990
"22101",26613,181949,1990
"22103",63130,578565,1990
"22105",23664,218824,1990
"22107",746,16597,1990
"22109",32055,408575,1990
"22111",10262,54450,1990
"22113",13432,129023,1990
"22115",8497,108176,1990
"22117",17595,104105,1990
"22119",26363,114399,1990
"22121",15180,75873,1990
"22123",4906,29326,1990
"22125",2468,22117,1990
"22127",10616,41145,1990
"25NA",2587246,14445110,1990
"25001",56666,722766,1990
"25003",128111,605448,1990
"25005",678636,2624781,1990
"25007",1564,47821,1990
"25009",800384,3676773,1990
"25011",43849,260305,1990
"25013",509980,2353124,1990
"25015",103352,702430,1990
"25017",1579919,8613521,1990
"25019",623,26839,1990
"25021",483755,3707283,1990
"25023",298293,2105113,1990
"25025",404592,3973620,1990
"25027",808809,3409577,1990
"33NA",429881,1804845,1990
"33001",33689,179175,1990
"33003",13013,121933,1990
"33005",62641,268157,1990
"33007",32114,116055,1990
"33009",41053,278820,1990
"33011",472436,1858128,1990
"33013",83875,472682,1990
"33015",251939,1142990,1990
"33017",146078,571997,1990
"33019",37294,138634,1990
"26NA",4013284,16836214,1990
"26001",4317,23089,1990
"26003",5737,23998,1990
"26005",109155,313840,1990
"26007",17615,92065,1990
"26009",13363,53687,1990
"26011",8160,38767,1990
"26013",4503,21748,1990
"26015",52263,163585,1990
"26017",112796,482781,1990
"26019",6430,36503,1990
"26021",195847,701341,1990
"26023",39574,131206,1990
"26025",155491,597266,1990
"26027",57858,167140,1990
"26029",18867,71394,1990
"26031",8793,59207,1990
