"fips","less_12","college","total_persons","year"
"28085",30751,14296,102624,1990
"28087",38048,40764,172979,1990
"28089",26033,90263,212816,1990
"28091",30242,7765,83744,1990
"28093",29418,5867,70812,1990
"28095",46644,11990,123987,1990
"28097",13689,4334,36624,1990
"28099",29120,9451,82808,1990
"28101",22772,7866,66858,1990
"28103",6382,3047,20273,1990
"28105",13342,38715,89716,1990
"28107",27257,9109,76480,1990
"28109",43718,18928,149806,1990
"28111",13397,2698,37005,1990
"28113",26881,16709,98972,1990
"28115",34924,7410,88415,1990
"28117",43814,8576,95977,1990
"28119",8961,2860,21726,1990
"28121",100052,100647,472420,1990
"28123",28299,8472,70485,1990
"28125",3413,2457,11577,1990
"28127",29113,7773,78368,1990
"28129",20282,5023,54571,1990
"28131",10618,5564,38216,1990
"28133",20519,11690,59431,1990
"28135",11054,3968,31808,1990
"28137",19895,9295,64443,1990
"28139",33871,7653,77269,1990
"28141",37589,5684,83689,1990
"28143",3069,1903,10204,1990
"28145",36468,9367,89356,1990
"28147",12367,4862,39231,1990
"28149",30061,33012,140686,1990
"28151",39208,27726,144426,1990
"28153",22953,6023,58628,1990
"28155",14200,4573,39091,1990
"28157",4989,2462,15853,1990
"28159",18810,7553,57188,1990
"28161",14303,4955,38761,1990
"28163",18789,10152,59967,1990
"29NA",2147202,1998574,9407786,1990
"29001",25865,22671,99526,1990
"29003",15666,10357,73574,1990
"29005",8839,5406,37701,1990
"29007",35547,12713,113613,1990
"29009",43793,11719,134934,1990
"29011",18048,4721,56500,1990
"29013",24873,6424,75159,1990
"29015",25666,5691,72239,1990
"29017",23237,3435,49368,1990
"29019",78456,224360,581579,1990
"29021",164527,81217,591136,1990
"29023",77337,15926,181147,1990
"29025",10452,3282,41714,1990
"29027",41270,20448,142767,1990
"29029",36996,17823,141537,1990
"29031",70858,54841,280396,1990
"29033",16255,6227,53399,1990
"29035",11401,2142,25602,1990
"29037",74311,50779,379660,1990
"29039",22713,4848,62858,1990
"29041",12353,4800,44105,1990
"29043",39470,20865,169116,1990
"29045",11891,2866,36238,1990
"29047",163894,221251,1094884,1990
"29049",17857,8411,79260,1990
"29051",61850,66675,288312,1990
"29053",18449,7985,66116,1990
"29055",37981,6542,91731,1990
"29057",10598,3342,37393,1990
"29059",22141,3887,59760,1990
"29061",11449,3433,38667,1990
"29063",11681,4032,45327,1990
"29065",30766,5229,66271,1990
"29067",22903,4153,56567,1990
"29069",75590,12936,156389,1990
"29071",136037,38757,418474,1990
"29073",27515,5672,70658,1990
"29075",10562,3750,36119,1990
"29077",290556,287351,1371881,1990
"29079",15988,5678,55783,1990
"29081",12991,3754,45303,1990
"29083",33346,10688,102548,1990
"29085",15804,2590,39887,1990
"29087",7682,3730,30843,1990
"29089",12315,7541,42855,1990
"29091",58824,13139,151604,1990
"29093",22313,3610,51473,1990
"29095",676507,856608,3829726,1990
"29097",168917,81605,595261,1990
"29099",274112,87066,978235,1990
"29101",30000,32656,154781,1990
"29103",6541,1872,23251,1990
"29105",45515,10308,127787,1990
"29107",49079,19779,168691,1990
"29109",46177,14172,147261,1990
"29111",12773,4912,46454,1990
"29113",42061,10265,126857,1990
"29115",21219,7675,72486,1990
"29117",20197,9350,73103,1990
"29119",5377,974,13742,1990
"29121",4831,1918,16065,1990
"29123",4908,689,10502,1990
"29125",2526,565,6316,1990
"29127",8894,3983,30091,1990
"29129",1088,324,3727,1990
"29131",6561,1429,17764,1990
"29133",6134,1049,12814,1990
"29135",3896,1034,11686,1990
"29137",2570,735,8529,1990
"29139",4179,895,11237,1990
"29141",5056,975,13698,1990
"29143",8673,1505,19200,1990
"29145",20512,11454,81212,1990
"29147",3793,3383,18752,1990
"29149",3563,608,8463,1990
"29151",3323,667,9151,1990
"29153",2691,550,6831,1990
"29155",8193,1503,17804,1990
"29157",7003,1045,15516,1990
"29159",10465,4331,36270,1990
"29161",9322,5630,30775,1990
"29163",4966,1640,15152,1990
"29165",18532,45698,167794,1990
"29167",6383,2469,18803,1990
"29169",6192,4058,28271,1990
"29171",1942,444,5234,1990
"29173",2150,536,7133,1990
"29175",7385,2942,24213,1990
"29177",10283,3007,34809,1990
"29179",2506,351,5256,1990
"29181",4865,650,9588,1990
"29183",99382,137947,622576,1990
"29185",3312,626,8087,1990
"29186",5089,1064,13850,1990
"29187",18785,4817,50424,1990
"29189",537449,954486,3151231,1990
"29195",8198,3218,25259,1990
"29197",1520,368,4526,1990
"29199",1562,437,5000,1990
"29201",14673,4142,40051,1990
"29203",2962,380,6485,1990
"29205",2006,595,7490,1990
"29207",12779,2289,28654,1990
"29209",4731,1920,16616,1990
"29211",2404,460,6685,1990
"29213",6780,3397,23838,1990
"29215",7250,1313,18233,1990
"29217",6212,2542,18842,1990
"29219",5219,1483,15789,1990
"29221",7080,830,14291,1990
"29223",5155,565,10014,1990
"29225",6628,1639,19709,1990
"29227",768,242,2693,1990
"29229",6114,1070,14723,1990
"29510",286122,177216,876354,1990
"29NA",2147202,1998574,9407786,1990
"29001",5729,5085,21748,1990
"29003",3582,2719,17270,1990
"29005",1945,1200,7983,1990
"29007",7821,2837,24687,1990
"29009",8291,2287,25164,1990
"29011",3876,1013,11668,1990
"29013",5223,1348,15483,1990
"29015",4528,1053,12641,1990
"29017",3755,561,8010,1990
"29019",30888,100442,244667,1990
"29021",78973,38659,281944,1990
"29023",15123,3356,35365,1990
"29025",2250,654,8450,1990
"29027",8000,3924,27315,1990
"29029",6324,3231,24309,1990
"29031",15502,12679,62146,1990
"29033",3637,1271,11357,1990
"29035",2077,360,4548,1990
"29037",27739,20185,145948,1990
"29039",4599,972,12416,1990
"29041",2411,978,8537,1990
"29043",11144,5745,47574,1990
"29045",2423,556,7126,1990
"29047",76270,106009,518500,1990
"29049",3745,1817,16506,1990
"29051",13262,14919,61614,1990
"29053",3953,1721,13802,1990
"29055",6973,1238,16773,1990
"29057",2144,642,7225,1990
"29059",3859,671,10194,1990
"29061",2281,679,7623,1990
"29063",2345,852,8877,1990
"29065",5800,957,12115,1990
"29067",4021,727,9737,1990
"29069",16910,2868,34511,1990
"29071",39911,11283,122050,1990
"29073",5459,1112,13898,1990
"29075",2384,840,7901,1990
"29077",132708,129947,617111,1990
"29079",3562,1238,12181,1990
"29081",2809,808,9489,1990
"29083",7360,2384,22520,1990
"29085",2694,454,6695,1990
"29087",1712,754,6531,1990
"29089",2631,1547,8829,1990
"29091",11508,2591,29234,1990
"29093",4139,772,9725,1990
"29095",331933,423174,1880596,1990
"29097",72959,35939,256417,1990
"29099",98816,32454,361243,1990
"29101",5982,6874,31097,1990
"29103",1351,360,4621,1990
"29105",8849,2076,24323,1990
"29107",15125,6009,51097,1990
"29109",9793,2880,30711,1990
"29111",2489,964,9158,1990
"29113",7753,1847,22619,1990
"29115",4881,1639,16092,1990
"29117",4393,2048,15887,1990
"29119",29383,5186,76196,1990
"29121",22921,9064,77043,1990
"29123",24870,3551,54230,1990
"29125",14574,3181,37432,1990
"29127",38336,17315,132079,1990
"29129",5756,1644,19843,1990
"29131",35757,7351,96490,1990
"29133",28106,4751,58822,1990
"29135",18452,5126,57538,1990
"29137",12668,3627,42927,1990
"29139",20349,4375,55283,1990
"29141",27820,5589,77964,1990
"29143",39741,6569,87624,1990
"29145",65584,31620,247868,1990
"29147",17371,15545,88808,1990
"29149",19301,3584,47061,1990
"29151",18653,3823,53197,1990
"29153",16821,3448,42957,1990
"29155",37455,6705,81692,1990
"29157",34645,5077,78684,1990
"29159",47311,21179,169860,1990
"29161",46792,26864,154597,1990
"29163",23794,8120,74102,1990
"29165",44494,100280,382804,1990
"29167",32723,11967,98105,1990
"29169",32262,18986,140345,1990
"29171",9544,2304,26636,1990
"29173",11792,3134,40193,1990
"29175",33701,12974,111915,1990
"29177",33995,10099,117399,1990
"29179",14878,2079,31650,1990
"29181",29417,3542,57336,1990
"29183",224626,298201,1378738,1990
"29185",17154,3356,43319,1990
"29186",27865,5534,74894,1990
"29187",87383,22169,236424,1990
"29189",1114427,2001510,6586531,1990
"29195",35840,13964,112307,1990
"29197",7058,1754,21800,1990
"29199",7490,2111,24572,1990
"29201",65073,17852,177901,1990
"29203",16630,2162,36299,1990
"29205",9104,2869,35522,1990
"29207",62441,11649,142378,1990
"29209",28395,10998,97772,1990
"29211",11536,2278,33343,1990
"29213",37326,18493,128958,1990
"29215",39968,7151,101999,1990
"29217",29774,12112,92018,1990
"29219",28253,8179,88683,1990
"29221",42510,4940,86333,1990
"29223",29143,3313,57060,1990
"29225",35290,8995,106415,1990
"29227",3390,1136,12905,1990
"29229",31626,5696,77969,1990
"29510",572244,354432,1752708,1990
"31NA",486360,691688,3072715,1990
"31001",27872,23304,148812,1990
"31003",8629,3794,38447,1990
"31005",375,321,2319,1990
"31007",469,455,3885,1990
"31009",481,527,3255,1990
"31011",7970,3077,32967,1990
"31013",9070,8360,61326,1990
"31015",4209,1498,14876,1990
"31017",3872,2181,18913,1990
"31019",26074,37754,158549,1990
"31021",9281,5477,40882,1990
"31023",11929,3478,42739,1990
"31025",18130,13479,101388,1990
"31027",12039,4930,47791,1990
"31029",4599,3375,21998,1990
"31031",7533,4177,30817,1990
"31033",9258,7265,47688,1990
"31035",8510,4299,36579,1990
"31037",13438,3957,45658,1990
"31039",14612,6038,50862,1990
"31041",12339,6808,63107,1990
"31043",23778,12737,101705,1990
"31045",7562,8886,38251,1990
"31047",20981,12378,99274,1990
"31049",2317,1497,11488,1990
"31051",7291,3194,30413,1990
"31053",37756,23571,174167,1990
"31055",374847,700164,2681068,1990
"31057",3865,1738,13424,1990
"31059",7048,4465,37350,1990
"31061",6195,2561,21582,1990
"31063",2894,1652,15349,1990
"31065",7655,3717,30770,1990
"31067",31557,13678,120075,1990
"31069",3180,1831,13219,1990
"31071",2996,1469,11305,1990
"31073",2134,1366,10105,1990
"31075",377,531,3682,1990
"31077",3119,1698,14677,1990
"31079",47620,35252,237821,1990
"31081",8603,5715,43345,1990
"31083",4055,2590,20716,1990
"31085",1200,650,6134,1990
"31087",3774,2252,18835,1990
"31089",14744,7893,60969,1990
"31091",895,588,4353,1990
"31093",7430,2572,29514,1990
"31095",11849,5873,46829,1990
"31097",6508,2105,24573,1990
"31099",6584,6052,33698,1990
"31101",7733,5724,42830,1990
"31103",1246,431,5262,1990
"31105",5654,2789,21627,1990
"31107",14070,4388,48409,1990
"31109",165702,399482,1435924,1990
"31111",27935,22442,156132,1990
"31113",687,544,3974,1990
"31115",757,330,3434,1990
"31117",567,231,2555,1990
"31119",33192,20929,155687,1990
"31121",9376,4715,40483,1990
"31123",6818,3413,26730,1990
"31125",6379,2313,21746,1990
"31127",8808,7077,38380,1990
"31129",8044,3144,30982,1990
"31131",16821,9844,74047,1990
"31133",4447,1948,17807,1990
"31135",3560,2827,16835,1990
"31137",7570,7615,49648,1990
"31139",10122,3492,37996,1990
"31141",28610,18009,139889,1990
"31143",5623,3661,29445,1990
"31145",10352,8771,58075,1990
"31147",14028,6141,52631,1990
"31149",2079,993,9974,1990
"31151",15013,8006,62807,1990
"31153",53169,152217,600694,1990
"31155",19029,10766,89675,1990
"31157",40312,24462,167910,1990
"31159",13872,10484,70920,1990
"31161",7977,5166,32084,1990
"31163",5155,2080,18247,1990
"31165",1616,1376,7498,1990
"31167",5707,2118,27469,1990
"31169",9911,3668,35809,1990
"31171",872,463,4093,1990
"31173",6004,2519,22611,1990
"31175",6566,3112,26852,1990
"31177",15809,13912,90056,1990
"31179",7714,7846,38889,1990
"31181",6083,2392,23212,1990
"31183",927,525,4305,1990
"31185",12986,9371,71105,1990
"34NA",4484629,5070657,19993422,1990
"34001",310838,221968,1260224,1990
"34003",1142375,1899525,6185669,1990
"34005",401473,548335,2242161,1990
"34007",641344,658742,2951202,1990
"34009",141113,106138,578574,1990
"34011",236089,91811,727324,1990
"34013",867518,1070380,3414710,1990
"34015",300371,247468,1361657,1990
"34017",1169676,638892,3265548,1990
"34019",79655,200530,581060,1990
"34021",166092,214611,759225,1990
"34023",429084,514798,2124034,1990
"34025",260410,466391,1611676,1990
"34027",169370,451751,1279573,1990
"34029",343876,206588,1356668,1990
"34031",365057,270462,1308098,1990
"34033",35633,16473,138927,1990
"34035",95962,231901,654809,1990
"34037",35184,57862,239427,1990
"34039",368614,423292,1579982,1990
"34041",47780,33225,192836,1990
"34NA",4484629,5070657,19993422,1990
"34001",133940,97738,543338,1990
"34003",569495,944655,3079829,1990
"34005",169597,233197,950901,1990
"34007",305548,311660,1396608,1990
"34009",47831,40732,207246,1990
"34011",103639,40817,317524,1990
"34013",433664,534316,1705778,1990
"34015",127835,105238,577535,1990
"34017",584838,319446,1632774,1990
"34019",22109,53932,158354,1990
"34021",362604,546033,1770975,1990
"34023",878460,1076752,4390984,1990
"34025",573892,1035329,3578524,1990
"34027",366998,1027139,2859775,1990
"34029",776872,472094,3097868,1990
"34031",737063,552924,2664068,1990
"34033",91367,44193,358203,1990
"34035",215320,572635,1554347,1990
"34037",108234,179728,731889,1990
"34039",737878,846730,3162152,1990
"34041",127460,102489,548882,1990
"36NA",9799350,11796956,44045829,1990
"36001",353196,549376,1907002,1990
"36003",48932,33436,213303,1990
"36005",691266,286356,1826376,1990
"36007",298591,285070,1396918,1990
"36009",96680,49617,383502,1990
"36011",97040,50816,376615,1990
"36013",188401,108473,755775,1990
"36015",136597,97162,621377,1990
"36017",57887,31940,238703,1990
"36019",90036,61679,359754,1990
"36021",76584,55920,297263,1990
"36023",49180,38848,212480,1990
"36025",57032,29225,219892,1990
"36027",276902,372231,1478507,1990
"36029",1393199,1264087,6208166,1990
"36031",43356,27938,173223,1990
"36033",57368,24970,198637,1990
"36035",77031,29747,262231,1990
"36037",60683,39316,275118,1990
"36039",61993,32191,234300,1990
"36041",5875,4007,26319,1990
"36043",99627,46291,362835,1990
"36045",107193,64500,459363,1990
"36047",1438458,974400,4554108,1990
"36049",31037,12584,117955,1990
"36051",64186,56577,303186,1990
"36053",70352,62425,341210,1990
"36055",771805,1194240,4309589,1990
"36057",87803,31558,293280,1990
"36059",1381716,2853082,9343298,1990
"36061",556206,2372916,4199658,1990
"36063",332635,191581,1390662,1990
"36065",387210,266383,1574978,1990
"36067",238848,315220,1264361,1990
"36069",27277,27860,143045,1990
"36071",120099,107250,540730,1990
"36073",15534,6517,57833,1990
"36075",44136,23361,176407,1990
"36077",10659,10495,49160,1990
"36079",25446,49772,188984,1990
"36081",1414578,1054008,5047902,1990
"36083",89532,71787,380261,1990
"36085",270672,257892,1286784,1990
"36087",126640,294382,855438,1990
"36089",24259,15033,92993,1990
"36091",52707,89221,333036,1990
"36093",96237,109633,493656,1990
"36095",6281,3714,24407,1990
"36097",4054,2202,15493,1990
"36099",7370,4458,30637,1990
"36101",21848,13900,91307,1990
"36103",745389,1032260,4452477,1990
"36105",13692,7597,50247,1990
"36107",15766,16155,84399,1990
"36109",13413,63813,127410,1990
"36111",36317,34634,158566,1990
"36113",32650,31513,155696,1990
"36115",28447,13117,111994,1990
"36117",31349,18103,125180,1990
"36119",477058,984070,2703299,1990
"36121",8922,3741,34983,1990
"36123",5171,2885,19480,1990
"36NA",9799350,11796956,44045829,1990
"36001",161802,247936,860098,1990
"36003",8864,6814,40101,1990
"36005",691266,286356,1826376,1990
"36007",128491,122416,590344,1990
"36009",20474,10803,81156,1990
"36011",20048,10454,76261,1990
"36013",56911,33065,228135,1990
"36015",60505,42586,273455,1990
"36017",10421,6260,43469,1990
"36019",17010,12809,70278,1990
"36021",14394,9552,53141,1990
"36023",10234,8470,44042,1990
"36025",10226,5519,39820,1990
"36027",108812,145281,572837,1990
"36029",649319,563419,2822438,1990
"36031",7662,4904,30609,1990
"36033",10874,5014,37693,1990
"36035",15753,6257,53491,1990
"36037",11771,7804,53304,1990
"36039",17341,9001,64728,1990
"36041",883,617,3993,1990
"36043",29913,13807,108321,1990
"36045",21867,13914,96015,1990
"36047",1438458,974400,4554108,1990
"36049",5483,2474,21241,1990
"36051",18040,16413,86046,1990
"36053",20288,18319,98600,1990
"36055",351631,523086,1896341,1990
"36057",26969,9754,89694,1990
"36059",689484,1420660,4657382,1990
"36061",556206,2372916,4199658,1990
"36063",140713,77767,572532,1990
"36065",167562,109771,659996,1990
"36067",530418,723952,2902121,1990
"36069",94981,98516,504263,1990
"36071",338361,312678,1565764,1990
"36073",54408,23029,204305,1990
"36075",151944,77919,602791,1990
"36077",59145,53317,266174,1990
"36079",68478,138122,509780,1990
"36081",1414578,1054008,5047902,1990
"36083",212448,180489,942587,1990
"36085",270672,257892,1286784,1990
"36087",257224,594508,1728732,1990
"36089",124123,72423,472973,1990
"36091",167253,260005,1013712,1990
"36093",203283,241789,1065642,1990
"36095",36701,20364,140471,1990
"36097",22180,11970,86593,1990
"36099",38048,22734,159217,1990
"36101",115418,67342,466265,1990
"36103",1533963,2129372,9153153,1990
"36105",79860,45205,297771,1990
"36107",53890,51087,281121,1990
"36109",49323,177825,409590,1990
"36111",175457,169268,777070,1990
"36113",82138,75625,383648,1990
"36115",83221,39223,328384,1990
"36117",111815,64753,451772,1990
"36119",979990,2102500,5681885,1990
"36121",47388,19125,185421,1990
"36123",27935,16061,106834,1990
"36NA",9799350,11796956,44045829,1990
"36001",161802,247936,860098,1990
"36003",8864,6814,40101,1990
"36005",1382532,572712,3652752,1990
"36007",128491,122416,590344,1990
"36009",20474,10803,81156,1990
"36011",20048,10454,76261,1990
"36013",56911,33065,228135,1990
"36015",60505,42586,273455,1990
"36017",10421,6260,43469,1990
"36019",17010,12809,70278,1990
"36021",14394,9552,53141,1990
"36023",10234,8470,44042,1990
"36025",10226,5519,39820,1990
"36027",108812,145281,572837,1990
"36029",649319,563419,2822438,1990
"36031",7662,4904,30609,1990
"36033",10874,5014,37693,1990
"36035",15753,6257,53491,1990
"36037",11771,7804,53304,1990
"36039",17341,9001,64728,1990
"36041",883,617,3993,1990
"36043",29913,13807,108321,1990
"36045",21867,13914,96015,1990
"36047",2876916,1948800,9108216,1990
"36049",5483,2474,21241,1990
"36051",18040,16413,86046,1990
"36053",20288,18319,98600,1990
"36055",351631,523086,1896341,1990
"36057",26969,9754,89694,1990
"36059",689484,1420660,4657382,1990
"36061",1112412,4745832,8399316,1990
"36063",140713,77767,572532,1990
"36065",167562,109771,659996,1990
"36067",238848,315220,1264361,1990
"36069",27277,27860,143045,1990
"36071",120099,107250,540730,1990
"36073",15534,6517,57833,1990
"36075",44136,23361,176407,1990
"36077",10659,10495,49160,1990
"36079",25446,49772,188984,1990
"36081",2829156,2108016,10095804,1990
"36083",89532,71787,380261,1990
"36085",541344,515784,2573568,1990
"36087",126640,294382,855438,1990
"36089",24259,15033,92993,1990
"36091",52707,89221,333036,1990
"36093",96237,109633,493656,1990
"36095",6281,3714,24407,1990
"36097",4054,2202,15493,1990
"36099",7370,4458,30637,1990
"36101",21848,13900,91307,1990
"36103",745389,1032260,4452477,1990
"36105",13692,7597,50247,1990
"36107",15766,16155,84399,1990
"36109",13413,63813,127410,1990
"36111",36317,34634,158566,1990
"36113",32650,31513,155696,1990
"36115",28447,13117,111994,1990
"36117",31349,18103,125180,1990
"36119",477058,984070,2703299,1990
"36121",8922,3741,34983,1990
"36123",5171,2885,19480,1990
"37NA",2203144,2367297,9606089,1990
"37001",177906,107508,619777,1990
"37003",56585,11534,138456,1990
"37005",22351,4347,47574,1990
"37007",19404,6540,62212,1990
"37009",48328,8841,108940,1990
"37011",24987,8327,66435,1990
"37013",41371,20478,147987,1990
"37015",15148,5154,47340,1990
"37017",32176,7881,84096,1990
"37019",62029,26411,219106,1990
"37021",268000,232072,1115107,1990
"37023",159239,44675,403397,1990
"37025",185929,75321,585164,1990
"37027",139993,30803,328948,1990
"37029",6503,2072,21009,1990
"37031",56339,42188,246306,1990
"37033",24102,4796,59160,1990
"37035",226753,114334,724922,1990
"37037",38952,34788,151339,1990
"37039",37263,8014,95142,1990
"37041",12819,6536,44135,1990
"37043",12867,4436,34880,1990
"37045",114276,40628,330013,1990
"37047",59936,17328,161948,1990
"37049",49904,50698,275960,1990
"37051",169659,205627,1034187,1990
"37053",16947,5187,56539,1990
"37055",20448,25148,114413,1990
"37057",230729,68793,656216,1990
"37059",40896,21726,141229,1990
"37061",50761,10950,133483,1990
"37063",125414,332425,818592,1990
"37065",43999,13903,135851,1990
"37067",279484,390840,1415687,1990
"37069",37881,15122,129095,1990
"37071",395868,120158,1021555,1990
"37073",7883,2460,28071,1990
"37075",13824,3350,32311,1990
"37077",35749,14866,117645,1990
"37079",13611,5274,44408,1990
"37081",386265,526398,1859126,1990
"37083",47430,17432,142108,1990
"37085",82129,28886,254181,1990
"37087",76407,31206,239708,1990
"37089",82541,70384,356472,1990
"37091",15758,7722,54711,1990
"37093",15524,6971,49133,1990
"37095",4984,1673,17535,1990
"37097",118560,50154,382126,1990
"37099",32060,21892,103812,1990
"37101",18631,7577,57829,1990
"37103",1498,424,4486,1990
"37105",6480,4726,28411,1990
"37107",9463,5776,32942,1990
"37109",24572,7817,66634,1990
"37111",11266,2291,26927,1990
"37113",6275,2781,19511,1990
"37115",5334,1592,12607,1990
"37117",3993,1768,13090,1990
"37119",175341,444039,1322444,1990
"37121",5139,1108,11589,1990
"37123",6145,1562,14832,1990
"37125",9448,13189,50326,1990
"37127",25185,22176,103404,1990
"37129",60024,79285,330828,1990
"37131",3054,1254,9466,1990
"37133",29240,40784,238865,1990
"37135",15622,106863,174456,1990
"37137",2100,1149,7896,1990
"37139",4720,2638,17775,1990
"37141",4477,2515,15948,1990
"37143",1852,650,5956,1990
"37145",5596,1488,17463,1990
"37147",17328,43070,116195,1990
"37149",3404,2616,12013,1990
"37151",66586,17428,179050,1990
"37153",11454,3145,31656,1990
"37155",12607,7597,40658,1990
"37157",25367,6577,64261,1990
"37159",65506,21837,185852,1990
"37161",16890,5018,43554,1990
"37163",11737,4179,36547,1990
"37165",5867,3117,17294,1990
"37167",15619,4543,42598,1990
"37169",17686,3801,49474,1990
"37171",21896,5443,51424,1990
"37173",2795,782,6936,1990
"37175",5455,3772,19969,1990
"37177",584,217,1830,1990
"37179",31206,16541,112198,1990
"37181",7346,2518,20512,1990
"37183",91258,426586,1009943,1990
"37185",1957,707,6131,1990
"37187",2126,830,6923,1990
"37189",6371,7500,24429,1990
"37191",33146,27675,152884,1990
"37193",22456,4648,49647,1990
"37195",11911,9064,43497,1990
"37197",17820,3293,43860,1990
"37199",4437,1225,11494,1990
"37NA",2203144,2367297,9606089,1990
"37001",75534,48474,265717,1990
"37003",15071,3314,37476,1990
"37005",3757,729,7968,1990
"37007",3240,1302,10876,1990
"37009",7546,1437,17110,1990
"37011",3879,1361,10509,1990
"37013",7531,4176,27465,1990
"37015",4264,1542,13422,1990
"37017",5638,1503,14940,1990
"37019",11905,5747,44014,1990
"37021",106012,100810,453805,1990
"37023",48659,13793,122351,1990
"37025",78223,31089,240338,1990
"37027",26785,6425,63916,1990
"37029",929,296,3015,1990
"37031",10529,8516,47238,1990
"37033",3738,752,9108,1990
"37035",89833,51430,298028,1990
"37037",6618,5886,25405,1990
"37039",6261,1384,15876,1990
"37041",2463,1340,8363,1990
"37043",1911,668,5186,1990
"37045",21180,7814,60775,1990
"37047",10190,3396,28220,1990
"37049",9902,11086,57602,1990
"37051",69585,92413,444939,1990
"37053",2421,741,8077,1990
"37055",3996,5174,23315,1990
"37057",72095,21399,200162,1990
"37059",10860,5694,37243,1990
"37061",10195,2634,27649,1990
"37063",54548,156703,369786,1990
"37065",10201,3463,31937,1990
"37067",114970,173754,595181,1990
"37069",9993,4100,33989,1990
"37071",166872,53186,426943,1990
"37073",2003,648,7167,1990
"37075",2172,518,5047,1990
"37077",6751,2902,21729,1990
"37079",2133,870,7022,1990
"37081",169065,244974,830078,1990
"37083",10356,3866,31258,1990
"37085",19327,7232,59775,1990
"37087",14355,5940,44582,1990
"37089",15989,13204,68538,1990
"37091",4430,2418,15885,1990
"37093",3284,1649,10595,1990
"37095",712,239,2505,1990
"37097",20694,9360,66820,1990
"37099",5210,3724,17004,1990
"37101",104143,40595,324589,1990
"37103",9310,2368,27622,1990
"37105",35574,25114,155869,1990
"37107",51427,27142,175784,1990
"37109",91934,27881,247558,1990
"37111",68206,13433,164297,1990
"37113",39809,15975,120545,1990
"37115",34446,9044,79225,1990
"37117",21921,8824,71062,1990
"37119",378381,934149,2810690,1990
"37121",31863,6622,71367,1990
"37123",34789,7802,82554,1990
"37125",54616,59935,256882,1990
"37127",84525,57948,317502,1990
"37129",129486,168745,712110,1990
"37131",14946,6066,46516,1990
"37133",82082,91586,573515,1990
"37135",49072,244101,441516,1990
"37137",12126,6075,43506,1990
"37139",24778,14062,95805,1990
"37141",28483,14587,99120,1990
"37143",11314,3458,35494,1990
"37145",32578,8778,103941,1990
"37147",68916,115538,368807,1990
"37149",20594,15048,71437,1990
"37151",214108,54196,573526,1990
"37153",56790,14791,156516,1990
"37155",62605,32473,195338,1990
"37157",135593,33133,344149,1990
"37159",188662,68301,562508,1990
"37161",96150,26402,245106,1990
"37163",52909,16035,159703,1990
"37165",30443,16263,90572,1990
"37167",81607,22483,223600,1990
"37169",68116,14007,187828,1990
"37171",122366,28345,288184,1990
"37173",17171,4556,41364,1990
"37175",33121,22204,120103,1990
"37177",3674,1183,11172,1990
"37179",107334,54731,380416,1990
"37181",38234,12454,107938,1990
"37183",226864,924610,2294165,1990
"37185",11779,4043,36059,1990
"37187",11966,4082,38585,1990
"37189",38903,39912,141693,1990
"37191",99806,69561,426628,1990
"37193",125344,24544,274905,1990
"37195",59623,40384,210459,1990
"37197",66198,12143,163140,1990
"37199",29043,7573,74074,1990
"38NA",220556,253721,1136320,1990
"38001",4592,1870,16515,1990
"38003",15489,9737,62259,1990
"38005",7101,2552,23334,1990
"38007",1360,620,4827,1990
"38009",10136,5793,40068,1990
"38011",4690,2591,18262,1990
"38013",5398,1446,16256,1990
"38015",70042,106040,418468,1990
"38017",86500,184115,688249,1990
"38019",9804,3993,31228,1990
"38021",9489,4827,30185,1990
"38023",4891,2024,15847,1990
"38025",5355,1896,17495,1990
"38027",5234,1742,15627,1990
"38029",10775,2264,24966,1990
"38031",6267,2498,20344,1990
"38033",2610,1593,10197,1990
"38035",59133,109878,408565,1990
"38037",6908,1623,18113,1990
"38039",5474,2110,17140,1990
"38041",5579,2223,18063,1990
"38043",6618,1879,16612,1990
"38045",9287,3415,27528,1990
"38047",7458,1443,15383,1990
"38049",11136,3208,33225,1990
"38051",11853,2167,22898,1990
"38053",6818,3796,26185,1990
"38055",16137,6202,50889,1990
"38057",13605,5278,46986,1990
"38059",44792,22009,155595,1990
"38061",8275,4235,30176,1990
"38063",7518,2616,24432,1990
"38065",3262,1173,10487,1990
"38067",12085,6105,45744,1990
"38069",9013,3610,26547,1990
"38071",15594,10171,61684,1990
"38073",8366,3468,30886,1990
"38075",4073,1574,15878,1990
"38077",20380,10976,83670,1990
"38079",7228,3823,21688,1990
"38081",6338,2275,23014,1990
"38083",5796,922,11400,1990
"38085",1753,840,5104,1990
"38087",1226,432,4209,1990
"38089",29266,16056,108735,1990
"38091",3550,1673,12505,1990
"38093",29523,18813,111700,1990
"38095",5270,2379,18536,1990
"38097",10004,7637,42825,1990
"38099",21885,8740,68754,1990
"38101",44356,49544,253600,1990
"38103",11737,3588,31694,1990
"38105",23096,15125,101007,1990
"39NA",5457394,4600504,23919088,1990
"39001",47575,6006,114247,1990
"39003",140785,73731,618476,1990
"39005",52469,28546,218565,1990
"39007",126047,42382,466530,1990
"39009",54746,46874,213094,1990
"39011",56469,23442,240537,1990
"39013",126922,40531,455148,1990
"39015",55277,11779,157485,1990
"39017",435405,336835,1819556,1990
"39019",39891,11207,140524,1990
"39021",41060,16261,166611,1990
"39023",232442,109121,879439,1990
"39025",231243,127341,862675,1990
