"fips","less_12","college","total_persons","year"
"13091",25029,6090,62744,1990
"13093",8915,3322,25639,1990
"13095",78366,73508,353554,1990
"13097",109892,49380,403123,1990
"13099",12116,4130,33751,1990
"13101",3192,392,8596,1990
"13103",33719,8577,107989,1990
"13105",25893,6551,65842,1990
"13107",27504,6934,67362,1990
"13109",9910,3073,28198,1990
"13111",34966,6149,78888,1990
"13113",39434,79439,308488,1990
"13115",142494,64163,415103,1990
"13117",73533,35452,227053,1990
"13119",31941,7632,73703,1990
"13121",310655,1178636,2572092,1990
"13123",29488,5347,61767,1990
"13125",4753,636,10406,1990
"13127",62105,74848,310996,1990
"13129",62384,14302,152178,1990
"13131",26585,6563,67076,1990
"13133",11790,3975,30373,1990
"13135",258716,606141,2033767,1990
"13137",48255,15063,120840,1990
"13139",126967,65725,391061,1990
"13141",3952,952,10174,1990
"13143",41347,7570,96507,1990
"13145",16523,10747,63481,1990
"13147",31933,8242,79451,1990
"13149",16168,2137,33376,1990
"13151",69611,30841,281414,1990
"13153",73527,80965,466512,1990
"13155",12249,2715,29082,1990
"13157",63540,13629,142816,1990
"13159",6657,3849,26168,1990
"13161",19762,4199,45946,1990
"13163",14782,3927,38851,1990
"13165",8993,2466,23837,1990
"13167",11799,1641,27059,1990
"13169",20989,10451,81805,1990
"13171",15775,5406,41780,1990
"13173",8443,1187,18791,1990
"13175",41781,18977,131441,1990
"13177",15356,10083,66079,1990
"13179",15003,19068,106909,1990
"13181",6831,2446,22787,1990
"13183",5847,1068,18647,1990
"13185",47032,48049,228137,1990
"13187",23796,6895,59668,1990
"13189",24135,9658,69068,1990
"13191",7970,2634,23382,1990
"13193",8558,4247,26047,1990
"13195",38840,10073,99234,1990
"13197",5797,1009,15281,1990
"13199",23334,5387,61289,1990
"13201",8259,2252,22407,1990
"13205",16913,6045,52107,1990
"13207",13634,9452,54186,1990
"13209",8698,3002,23226,1990
"13211",12363,5988,40177,1990
"13213",53440,6306,112046,1990
"13215",208694,185563,890229,1990
"13217",58374,18885,166134,1990
"13219",17632,25238,83867,1990
"13221",10840,5660,34715,1990
"13223",69038,15060,194109,1990
"13225",12790,9735,60391,1990
"13227",28381,5818,65690,1990
"13229",20846,3563,53708,1990
"13231",10972,4168,37741,1990
"13233",63337,9628,136640,1990
"13235",8267,3948,27238,1990
"13237",14909,7142,46873,1990
"13239",2276,630,6066,1990
"13241",21727,6834,58424,1990
"13243",6145,1711,17114,1990
"13245",176675,172894,770095,1990
"13247",58190,51218,276743,1990
"13249",3949,890,10865,1990
"13251",11896,4740,37893,1990
"13253",12201,2886,30094,1990
"13255",71311,27983,210668,1990
"13257",36761,13889,97711,1990
"13259",3606,1556,11375,1990
"13261",17882,18418,78630,1990
"13263",3097,1709,12735,1990
"13265",1265,424,3893,1990
"13267",22284,5253,60785,1990
"13269",7704,2214,21350,1990
"13271",15093,3910,37241,1990
"13273",6515,3817,23166,1990
"13275",33081,20439,119259,1990
"13277",37188,19685,118228,1990
"13279",31101,11610,87903,1990
"13281",14305,3979,34156,1990
"13283",8551,1396,19577,1990
"13285",62831,31458,186362,1990
"13287",9535,2297,26475,1990
"13289",10467,1369,24228,1990
"13291",23904,5894,58043,1990
"13293",37600,10226,95196,1990
"13295",139436,31173,343919,1990
"13297",62754,17417,165569,1990
"13299",46008,15108,130248,1990
"13301",5962,948,13238,1990
"13303",12852,7074,46004,1990
"13305",28783,9035,84652,1990
"13307",1944,520,5414,1990
"13309",6398,1492,16256,1990
"13311",22242,8394,60390,1990
"13313",123737,38862,313048,1990
"13315",9166,2358,23586,1990
"13317",8333,4569,29016,1990
"13319",9441,3616,29414,1990
"13321",22568,4706,63326,1990
"16NA",248355,302589,1455455,1990
"16001",169017,348331,1367004,1990
"16003",3873,1660,15602,1990
"16005",59319,75917,365539,1990
"16007",5209,3050,26215,1990
"16009",9342,3370,36829,1990
"16011",25892,19166,132995,1990
"16013",5446,22343,67120,1990
"16015",3333,2343,16479,1990
"16017",27893,19497,127714,1990
"16019",59124,92045,387802,1990
"16021",8555,4660,35214,1990
"16023",2445,1743,12759,1990
"16025",642,523,3511,1990
"16027",98428,46333,371061,1990
"16029",4596,3431,29584,1990
"16031",17736,11234,74247,1990
"16033",632,480,3282,1990
"16035",12043,5421,46126,1990
"16037",3501,2980,19380,1990
"16039",12269,13911,83220,1990
"16041",6424,5231,36572,1990
"16043",9155,4920,42345,1990
"16045",16241,4780,55081,1990
"16047",13577,7121,52777,1990
"16049",17003,8610,68335,1990
"16051",12222,7288,60044,1990
"16053",17343,7558,66299,1990
"16055",63658,53868,337363,1990
"16057",16726,43324,123262,1990
"16059",8718,4041,33850,1990
"16061",4068,2578,19222,1990
"16063",3067,1817,15222,1990
"16065",6273,11395,57560,1990
"16067",19461,7109,73715,1990
"16069",33790,26523,168939,1990
"16071",3193,1962,15059,1990
"16073",10335,2929,30863,1990
"16075",22568,7404,72610,1990
"16077",6455,3316,28093,1990
"16079",20551,6230,69189,1990
"16081",2719,2518,14263,1990
"16083",57817,32785,245049,1990
"16085",4799,5914,30519,1990
"16087",10234,4159,39209,1990
"30NA",220077,269083,1256562,1990
"30001",6044,7938,38076,1990
"30003",7747,4592,26095,1990
"30005",5734,3754,20881,1990
"30007",4142,2190,16069,1990
"30009",9168,7922,41421,1990
"30011",1791,817,7469,1990
"30013",85757,98839,522667,1990
"30015",4294,4526,26311,1990
"30017",13041,9335,57951,1990
"30019",3145,1381,12031,1990
"30021",11803,6154,46267,1990
"30023",13456,6464,54536,1990
"30025",3799,1654,15337,1990
"30027",13881,8980,61269,1990
"30029",49939,48515,279696,1990
"30031",20699,73019,215349,1990
"30033",2028,671,7465,1990
"30035",6593,6092,27372,1990
"30037",1243,641,4505,1990
"30039",3112,2099,12797,1990
"30041",14606,14296,72517,1990
"30043",6846,7713,36698,1990
"30045",2331,2293,11537,1990
"30047",19914,15685,90708,1990
"30049",28254,65482,232538,1990
"30051",2441,1861,10811,1990
"30053",21289,10081,79886,1990
"30055",2198,1554,10801,1990
"30057",4441,5887,29813,1990
"30059",2409,1312,9198,1990
"30061",4086,2074,15830,1990
"30063",65796,131990,460266,1990
"30065",6077,2420,21021,1990
"30067",13681,13973,73885,1990
"30069",412,430,2442,1990
"30071",5759,3153,23065,1990
"30073",6901,4672,28316,1990
"30075",2454,1521,9892,1990
"30077",6529,5668,31505,1990
"30079",2126,994,7366,1990
"30081",24969,21382,118248,1990
"30083",12102,6740,49376,1990
"30085",7630,4718,31887,1990
"30087",5982,5815,36061,1990
"30089",9939,6013,40124,1990
"30091",6383,2935,24866,1990
"30093",42327,35613,197163,1990
"30095",6904,5346,31541,1990
"30097",3447,3256,16243,1990
"30099",6918,5435,30086,1990
"30101",5466,3585,24793,1990
"30103",593,535,4176,1990
"30105",8033,5387,39063,1990
"30107",3095,1176,11122,1990
"30109",1904,646,5966,1990
"30111",123715,172281,780786,1990
"30113",0,0,182,1990
"32NA",536980,452177,2793792,1990
"32001",15106,10469,76439,1990
"32003",979720,691111,4805355,1990
"32005",15979,28624,139960,1990
"32007",25918,19705,134890,1990
"32009",1519,686,5803,1990
"32011",1631,924,6678,1990
"32013",9130,6905,50142,1990
"32015",5949,2768,24473,1990
"32017",3537,2127,15649,1990
"32019",22806,9364,96385,1990
"32021",6479,2581,26086,1990
"32023",21461,8439,88080,1990
"32027",4143,1399,17598,1990
"32029",1774,2093,12017,1990
"32031",276386,362440,1714255,1990
"32033",10585,5002,41744,1990
"32510",32635,34760,206806,1990
"56NA",114206,152806,745046,1990
"56001",11918,46784,119873,1990
"56003",11083,7587,49840,1990
"56005",16523,20399,126570,1990
"56007",12498,11307,75956,1990
"56009",8191,6526,50403,1990
"56011",4982,3881,24585,1990
"56013",28801,26292,144523,1990
"56015",12960,8552,57160,1990
"56017",5827,3689,25080,1990
"56019",6259,5541,31049,1990
"56021",68312,105229,478864,1990
"56023",8769,8150,52717,1990
"56025",60736,90105,426708,1990
"56027",3171,1770,13050,1990
"56029",18830,20504,109395,1990
"56031",8012,4612,40032,1990
"56033",21516,20836,117633,1990
"56035",3679,5077,23496,1990
"56037",28887,23303,168452,1990
"56039",4560,16924,56410,1990
"56041",11707,10870,75664,1990
"56043",7452,7536,38959,1990
"56045",5398,3991,31371,1990
"17NA",5426425,6532931,26399918,1990
"17001",79560,45162,324490,1990
"17003",14090,3033,37116,1990
"17005",20709,9317,70492,1990
"17007",37239,19016,159184,1990
"17009",7939,2869,26180,1990
"17011",41436,22176,178892,1990
"17013",9769,1844,26318,1990
"17015",20614,8836,84863,1990
"17017",18904,7115,67889,1990
"17019",97398,315145,877563,1990
"17021",47955,16075,176229,1990
"17023",23119,7148,80084,1990
"17025",25192,5567,72515,1990
"17027",57550,16539,178336,1990
"17029",53252,41045,221258,1990
"17031",5745765,7140749,26696733,1990
"17033",5031,2002,20870,1990
"17035",2714,814,9642,1990
"17037",11252,17745,69388,1990
"17039",4859,2048,18481,1990
"17041",5212,2432,21287,1990
"17043",292391,933927,2654386,1990
"17045",5843,2205,21132,1990
"17047",2530,624,8082,1990
"17049",8163,4140,31200,1990
"17051",6249,1818,19919,1990
"17053",3885,1896,16484,1990
"17055",15565,3632,45762,1990
"17057",11229,3989,42875,1990
"17059",3311,541,7810,1990
"17061",5174,1469,16556,1990
"17063",11296,6775,54015,1990
"17065",3449,654,8385,1990
"17067",5374,3347,23476,1990
"17069",2029,341,4920,1990
"17071",2251,691,8161,1990
"17073",23377,10632,97476,1990
"17075",8931,3164,32714,1990
"17077",9629,13042,44732,1990
"17079",2944,811,9601,1990
"17081",10551,4182,35431,1990
"17083",9163,3040,31773,1990
"17085",7121,2936,26895,1990
"17087",3209,801,9279,1990
"17089",173622,200750,891594,1990
"17091",55215,30901,227330,1990
"17093",12905,16379,88743,1990
"17095",14231,8425,63666,1990
"17097",205124,535455,1556303,1990
"17099",32931,12306,119554,1990
"17101",5567,1088,17160,1990
"17103",8360,4127,35081,1990
"17105",9654,3887,40045,1990
"17107",7789,4219,33201,1990
"17109",6472,6702,30955,1990
"17111",67843,106927,478832,1990
"17113",47678,103960,333900,1990
"17115",79768,58760,356965,1990
"17117",14301,4608,51635,1990
"17119",182549,108676,759710,1990
"17121",12936,4104,42717,1990
"17123",3199,1471,14050,1990
"17125",4738,1465,17012,1990
"17127",5302,1210,14867,1990
"17129",4320,2409,18314,1990
"17131",4273,1820,17653,1990
"17133",10798,7770,48412,1990
"17135",9606,2666,33423,1990
"17137",9296,6649,39927,1990
"17139",4297,1408,15066,1990
"17141",9998,5319,44573,1990
"17143",104164,112899,517916,1990
"17145",7180,1585,21588,1990
"17147",3146,2804,17550,1990
"17149",5984,1595,19369,1990
"17151",1250,233,3422,1990
"17153",2037,257,5150,1990
"17155",1395,547,5857,1990
"17157",11786,3145,34683,1990
"17159",4782,2216,17601,1990
"17161",102540,76844,479959,1990
"17163",143477,94742,592602,1990
"17165",11080,2662,28930,1990
"17167",89566,123360,519699,1990
"17169",2463,842,7659,1990
"17171",1674,534,6071,1990
"17173",6484,2219,22787,1990
"17175",1661,719,6914,1990
"17177",11420,7142,50125,1990
"17179",86704,54090,402967,1990
"17181",6424,1975,18056,1990
"17183",22859,10334,88698,1990
"17185",3719,1901,14475,1990
"17187",4690,2859,19464,1990
"17189",5216,1289,15162,1990
"17191",6427,1461,17118,1990
"17193",6351,1745,18478,1990
"17195",16357,6246,61561,1990
"17197",166508,170717,898200,1990
"17199",18309,8683,63786,1990
"17201",170233,132961,763350,1990
"17203",10878,7708,52473,1990
"17NA",5426425,6532931,26399918,1990
"17001",18012,9942,71524,1990
"17003",2846,645,7518,1990
"17005",4113,1985,14206,1990
"17007",11415,5378,47524,1990
"17009",1597,571,5240,1990
"17011",9258,4806,39578,1990
"17013",1819,344,4898,1990
"17015",4456,1840,17855,1990
"17017",4222,1505,15005,1990
"17019",39546,145039,374841,1990
"17021",10971,3511,39285,1990
"17023",4765,1424,16244,1990
"17025",5350,1199,14933,1990
"17027",17530,5133,54676,1990
"17029",12272,9479,50282,1990
"17031",2855979,3545771,13248981,1990
"17033",23991,9520,100208,1990
"17035",13904,4102,49908,1990
"17037",49748,77913,307630,1990
"17039",21335,9770,83653,1990
"17041",24460,10946,95963,1990
"17043",600107,1910055,5444488,1990
"17045",26387,10815,98784,1990
"17047",11608,3132,38124,1990
"17049",37365,19344,147570,1990
"17051",31503,8862,100289,1990
"17053",16863,8856,73736,1990
"17055",69655,16982,208062,1990
"17057",49497,18101,192527,1990
"17059",14795,2605,35590,1990
"17061",23732,6833,76400,1990
"17063",36532,21991,175725,1990
"17065",17513,3282,43473,1990
"17067",24628,15611,109000,1990
"17069",10453,1805,25578,1990
"17071",10951,3787,40855,1990
"17073",67723,34002,294378,1990
"17075",40833,15380,154718,1990
"17077",45395,61498,213566,1990
"17079",15334,4135,50521,1990
"17081",50787,19908,173041,1990
"17083",30733,10132,108519,1990
"17085",29363,13280,112983,1990
"17087",17465,4695,51951,1990
"17089",363762,436784,1914198,1990
"17091",130059,69901,538886,1990
"17093",34487,41633,229689,1990
"17095",60491,36421,275646,1990
"17097",434720,1109127,3267401,1990
"17099",143733,55860,534460,1990
"17101",25631,5204,81984,1990
"17103",37820,19721,163505,1990
"17105",44292,17909,185233,1990
"17107",34231,19003,149277,1990
"17109",28276,30174,138985,1990
"17111",169333,248797,1154126,1990
"17113",110324,223144,749406,1990
"17115",169786,123980,769687,1990
"17117",64485,21612,237083,1990
"17119",182549,108676,759710,1990
"17121",12936,4104,42717,1990
"17123",3199,1471,14050,1990
"17125",4738,1465,17012,1990
"17127",5302,1210,14867,1990
"17129",4320,2409,18314,1990
"17131",4273,1820,17653,1990
"17133",10798,7770,48412,1990
"17135",9606,2666,33423,1990
"17137",9296,6649,39927,1990
"17139",4297,1408,15066,1990
"17141",9998,5319,44573,1990
"17143",104164,112899,517916,1990
"17145",7180,1585,21588,1990
"17147",3146,2804,17550,1990
"17149",5984,1595,19369,1990
"17151",1250,233,3422,1990
"17153",2037,257,5150,1990
"17155",1395,547,5857,1990
"17157",11786,3145,34683,1990
"17159",4782,2216,17601,1990
"17161",102540,76844,479959,1990
"17163",143477,94742,592602,1990
"17165",11080,2662,28930,1990
"17167",89566,123360,519699,1990
"17169",2463,842,7659,1990
"17171",1674,534,6071,1990
"17173",6484,2219,22787,1990
"17175",1661,719,6914,1990
"17177",11420,7142,50125,1990
"17179",86704,54090,402967,1990
"17181",6424,1975,18056,1990
"17183",22859,10334,88698,1990
"17185",3719,1901,14475,1990
"17187",4690,2859,19464,1990
"17189",5216,1289,15162,1990
"17191",6427,1461,17118,1990
"17193",6351,1745,18478,1990
"17195",16357,6246,61561,1990
"17197",166508,170717,898200,1990
"17199",18309,8683,63786,1990
"17201",170233,132961,763350,1990
"17203",10878,7708,52473,1990
"17NA",5426425,6532931,26399918,1990
"17001",18012,9942,71524,1990
"17003",2846,645,7518,1990
"17005",4113,1985,14206,1990
"17007",11415,5378,47524,1990
"17009",1597,571,5240,1990
"17011",9258,4806,39578,1990
"17013",1819,344,4898,1990
"17015",4456,1840,17855,1990
"17017",4222,1505,15005,1990
"17019",39546,145039,374841,1990
"17021",10971,3511,39285,1990
"17023",4765,1424,16244,1990
"17025",5350,1199,14933,1990
"17027",17530,5133,54676,1990
"17029",12272,9479,50282,1990
"17031",2855979,3545771,13248981,1990
"17033",5031,2002,20870,1990
"17035",2714,814,9642,1990
"17037",11252,17745,69388,1990
"17039",4859,2048,18481,1990
"17041",5212,2432,21287,1990
"17043",292391,933927,2654386,1990
"17045",5843,2205,21132,1990
"17047",2530,624,8082,1990
"17049",8163,4140,31200,1990
"17051",6249,1818,19919,1990
"17053",3885,1896,16484,1990
"17055",15565,3632,45762,1990
"17057",11229,3989,42875,1990
"17059",3311,541,7810,1990
"17061",5174,1469,16556,1990
"17063",11296,6775,54015,1990
"17065",3449,654,8385,1990
"17067",5374,3347,23476,1990
"17069",2029,341,4920,1990
"17071",2251,691,8161,1990
"17073",23377,10632,97476,1990
"17075",8931,3164,32714,1990
"17077",9629,13042,44732,1990
"17079",2944,811,9601,1990
"17081",10551,4182,35431,1990
"17083",9163,3040,31773,1990
"17085",7121,2936,26895,1990
"17087",3209,801,9279,1990
"17089",173622,200750,891594,1990
"17091",55215,30901,227330,1990
"17093",12905,16379,88743,1990
"17095",14231,8425,63666,1990
"17097",205124,535455,1556303,1990
"17099",32931,12306,119554,1990
"17101",5567,1088,17160,1990
"17103",8360,4127,35081,1990
"17105",9654,3887,40045,1990
"17107",7789,4219,33201,1990
"17109",6472,6702,30955,1990
"17111",67843,106927,478832,1990
"17113",47678,103960,333900,1990
"17115",79768,58760,356965,1990
"17117",14301,4608,51635,1990
"17119",398231,240532,1669256,1990
"17121",58698,18972,198597,1990
"17123",14491,6775,65242,1990
"17125",22300,7021,81044,1990
"17127",24796,5830,71861,1990
"17129",14352,8541,62588,1990
"17131",19681,9452,85555,1990
"17133",31888,19644,135574,1990
"17135",42402,12464,152523,1990
"17137",40256,28975,175455,1990
"17139",20779,6664,70542,1990
"17141",48044,26673,218435,1990
"17143",227668,239079,1133834,1990
"17145",33550,7597,103632,1990
"17147",13844,12746,80142,1990
"17149",27320,7283,90193,1990
"17151",6998,1295,19826,1990
"17153",9999,1367,25718,1990
"17155",6687,2779,28225,1990
"17157",53786,13945,160173,1990
"17159",22014,9938,82809,1990
"17161",216798,160136,1014955,1990
"17163",322319,214958,1336626,1990
"17165",49732,12640,133888,1990
"17167",203026,271842,1174731,1990
"17169",11805,4124,38145,1990
"17171",7548,2586,28427,1990
"17173",30562,10871,111053,1990
"17175",7673,3539,33152,1990
"17177",51218,32378,228961,1990
"17179",188902,118884,881185,1990
"17181",31516,9823,89372,1990
"17183",104957,46532,407088,1990
"17185",16457,8363,65133,1990
"17187",21466,13263,91302,1990
"17189",25352,6371,74052,1990
"17191",31831,7395,86160,1990
"17193",29349,8219,86494,1990
"17195",74935,28632,286255,1990
"17197",370232,379271,2028738,1990
"17199",81471,40381,289770,1990
"17201",363619,287209,1648698,1990
"17203",35274,26446,174669,1990
"18NA",2512573,1962174,10938278,1990
"18001",34197,14456,134238,1990
"18003",319429,360829,1829080,1990
"18005",70975,50936,304069,1990
"18007",10595,4230,46027,1990
"18009",18899,6279,70233,1990
"18011",37855,51865,221876,1990
"18013",15811,10156,67018,1990
"18015",21442,8890,89430,1990
"18017",44754,16412,185953,1990
"18019",153264,64651,571073,1990
"18021",33042,13130,135967,1990
"18023",35768,16486,149493,1990
"18025",18338,2614,45286,1990
"18027",43712,9997,129737,1990
"18029",54612,22587,205842,1990
"18031",30341,10396,109107,1990
"18033",41547,18543,185785,1990
"18035",178320,117607,703815,1990
"18037",47976,18991,172106,1990
"18039",246601,138933,938751,1990
"18041",45356,9997,124332,1990
"18043",112926,62248,416377,1990
"18045",23922,6724,88370,1990
"18047",30032,7329,86900,1990
"18049",21949,8575,90858,1990
"18051",42435,14243,155023,1990
"18053",93853,37765,338539,1990
"18055",42456,14641,149232,1990
"18057",69962,252858,670887,1990
"18059",48843,37436,247278,1990
"18061",44314,12708,152518,1990
"18063",63423,72584,402566,1990
"18065",68861,21360,237812,1990
"18067",113281,73138,518012,1990
"18069",36073,19680,166667,1990
"18071",55290,15593,180412,1990
"18073",26953,12035,110406,1990
"18075",32440,8351,103368,1990
"18077",41022,18713,139299,1990
"18079",38474,7099,107494,1990
"18081",105454,92196,549666,1990
"18083",48165,20679,186729,1990
"18085",64953,42026,292106,1990
"18087",49200,8412,114302,1990
"18089",603334,355533,2533657,1990
"18091",120827,60634,484791,1990
"18093",63207,19769,207967,1990
"18095",87230,40621,330132,1990
"18097",582119,677380,2823179,1990
"18099",9782,4613,37620,1990
"18101",3266,831,9258,1990
"18103",8190,3042,33101,1990
"18105",37681,81073,218234,1990
"18107",7200,4161,33954,1990
"18109",22181,8000,82369,1990
"18111",3167,957,11706,1990
"18113",9612,2670,33142,1990
"18115",1484,310,4876,1990
"18117",6144,1034,17152,1990
"18119",4504,1015,13217,1990
"18121",3355,1395,13899,1990
"18123",6677,1298,19014,1990
"18125",3748,945,10695,1990
"18127",58122,50108,303940,1990
"18129",9697,4398,39174,1990
"18131",3028,951,10589,1990
"18133",5893,2914,24857,1990
"18135",7869,2290,26930,1990
"18137",6728,2284,21776,1990
"18139",4376,1271,15519,1990
"18141",159378,150306,717128,1990
"18143",8028,1211,18939,1990
"18145",16660,5988,61883,1990
"18147",4733,1525,16356,1990
"18149",7457,1242,18903,1990
"18151",4737,2939,22537,1990
"18153",5042,1744,18767,1990
"18155",2115,360,6098,1990
"18157",45680,90167,297993,1990
"18159",5954,2454,25289,1990
"18161",1822,545,6111,1990
"18163",134143,86380,538059,1990
"18165",5023,1328,17587,1990
"18167",70054,49260,282597,1990
"18169",9116,4139,34361,1990
"18171",2138,631,7239,1990
"18173",15803,15072,85380,1990
"18175",6969,1388,20333,1990
"18177",21512,8622,73328,1990
"18179",5592,2928,24187,1990
"18181",5143,2289,22334,1990
"18183",9142,3718,42398,1990
"18NA",2512573,1962174,10938278,1990
"18001",6819,2930,26796,1990
"18003",144793,157813,812110,1990
"18005",15175,10832,63181,1990
"18007",2333,906,9883,1990
"18009",4205,1353,15159,1990
"18011",11911,18967,73310,1990
"18013",2365,1564,10108,1990
"18015",4024,1576,16170,1990
"18017",9504,3152,37723,1990
"18019",66024,28699,248093,1990
"18021",9888,3644,39487,1990
"18023",7964,3376,31695,1990
"18025",3170,460,7798,1990
"18027",8852,2089,26501,1990
"18029",16302,7035,61278,1990
"18031",6203,2158,21975,1990
"18033",12633,5625,55921,1990
"18035",79824,51187,306267,1990
"18037",9858,4093,34988,1990
"18039",101821,59601,392325,1990
"18041",9776,2119,26268,1990
"18043",50214,25732,177223,1990
"18045",5058,1420,18284,1990
"18047",5246,1425,15176,1990
"18049",4195,1747,17484,1990
"18051",9165,2813,32059,1990
"18053",20953,7969,73273,1990
"18055",8430,2833,29100,1990
"18057",24212,106680,263697,1990
"18059",14601,11726,74604,1990
"18061",11974,3366,40594,1990
"18063",18627,21032,117878,1990
"18065",14591,4146,48362,1990
"18067",51223,30718,224468,1990
"18069",7837,4002,34529,1990
"18071",11424,3179,36994,1990
"18073",5113,2423,21108,1990
"18075",6814,1643,21204,1990
"18077",8214,4049,28269,1990
"18079",6566,1369,18556,1990
"18081",41650,38154,223008,1990
"18083",10809,4407,40023,1990
"18085",12249,8012,54242,1990
"18087",7788,1386,18590,1990
"18089",290908,171549,1215181,1990
"18091",26237,12910,102987,1990
"18093",12741,4037,41203,1990
"18095",209552,96565,802872,1990
"18097",1086887,1262638,5272343,1990
"18099",50096,23999,195120,1990
"18101",17396,4209,48894,1990
"18103",38790,15390,161687,1990
"18105",98323,184459,545342,1990
"18107",33276,20829,165540,1990
"18109",77471,28838,291739,1990
"18111",17249,5109,62820,1990
"18113",47952,13794,171040,1990
"18115",8018,1558,25354,1990
"18117",30930,5240,87682,1990
"18119",26806,5779,79409,1990
"18121",17233,7599,74595,1990
"18123",31799,6242,91584,1990
"18125",20992,5211,60849,1990
"18127",140694,136022,772828,1990
"18129",32953,15240,137232,1990
"18131",16288,5181,57911,1990
"18133",30787,15142,131945,1990
"18135",37689,11356,132734,1990
"18137",35294,11254,113402,1990
"18139",22202,7151,83415,1990
"18141",344400,318390,1552652,1990
"18143",39234,6281,96777,1990
"18145",55924,20964,213359,1990
"18147",25481,8269,90264,1990
"18149",41273,6330,103653,1990
"18151",26241,15641,125371,1990
"18153",24494,9160,93941,1990
"18155",12375,2058,36074,1990
"18157",104504,202349,688857,1990
"18159",20168,8652,87947,1990
"18161",9358,2723,32331,1990
"18163",279877,186394,1147461,1990
"18165",23689,6506,84313,1990
"18167",157570,116232,653469,1990
"18169",42284,19469,165185,1990
"18171",11246,3673,39525,1990
"18173",49127,41682,253338,1990
"18175",37179,7472,109841,1990
"18177",97028,39216,338240,1990
"18179",26214,14814,122107,1990
"18181",25309,12009,113750,1990
"18183",30868,12832,145946,1990
"19NA",976749,1002570,5211363,1990
"19001",9861,4218,43593,1990
"19003",5950,2429,25616,1990
"19005",16977,6270,69392,1990
"19007",19524,8060,69936,1990
"19009",10994,3732,38340,1990
"19011",24258,10672,110670,1990
"19013",150426,145933,809531,1990
"19015",24864,17880,130747,1990
"19017",26845,18999,124275,1990
"19019",21091,10957,98039,1990
"19021",16328,14637,94964,1990
"19023",22900,7552,80330,1990
"19025",13132,7109,61437,1990
"19027",26655,11958,104821,1990
"19029",15613,10077,80154,1990
"19031",18121,11227,87456,1990
"19033",44299,37865,240954,1990
"19035",13523,7601,71926,1990
"19037",16374,6603,65959,1990
"19039",9552,3793,42165,1990
"19041",13270,12825,88430,1990
"19043",24112,8671,94207,1990
"19045",57825,33605,256931,1990
"19047",22943,8054,82904,1990
"19049",27751,26840,167519,1990
"19051",11385,4304,40087,1990
"19053",11364,4965,39886,1990
"19055",18261,9264,83774,1990
"19057",44126,27379,212571,1990
"19059",12925,14116,80916,1990
"19061",128528,100804,583372,1990
"19063",12493,6350,57556,1990
"19065",25694,13044,109368,1990
"19067",18517,10695,87181,1990
"19069",12172,7108,58872,1990
"19071",9355,4764,42135,1990
"19073",10084,7275,53520,1990
"19075",13009,7691,62838,1990
"19077",12679,5598,56777,1990
"19079",17184,10536,83792,1990
"19081",13516,6500,62574,1990
"19083",21283,12225,98357,1990
"19085",17767,6763,73929,1990
"19087",19614,13612,94060,1990
"19089",13767,4197,50215,1990
"19091",11455,6568,56789,1990
"19093",10363,4726,42442,1990
"19095",17464,8326,73982,1990
"19097",5766,2142,20540,1990
"19099",8831,5048,39046,1990
"19101",3378,5193,18628,1990
"19103",19226,111027,239740,1990
"19105",4416,2195,20140,1990
"19107",3081,1189,12726,1990
"19109",4383,2406,19824,1990
"19111",9635,4612,42344,1990
"19113",82666,124056,557673,1990
"19115",2660,1097,11311,1990
"19117",2318,978,10018,1990
"19119",3713,1309,11990,1990
"19121",2456,1526,12568,1990
"19123",5708,3158,22963,1990
"19125",8530,4385,31857,1990
"19127",8400,7268,45236,1990
"19129",3355,1661,13460,1990
"19131",2940,1307,11715,1990
"19133",3293,1225,11625,1990
"19135",2132,688,8500,1990
"19137",2967,1838,14426,1990
"19139",10182,5765,42465,1990
"19141",4873,2290,17770,1990
"19143",2206,837,7673,1990
"19145",4533,2633,20033,1990
"19147",2876,1512,11741,1990
"19149",5425,3674,23901,1990
"19151",2275,1395,10843,1990
"19153",149660,269978,1089928,1990
"19155",62205,27050,256514,1990
"19157",3649,3403,19920,1990
"19159",1374,580,5862,1990
"19161",3413,1772,13883,1990
"19163",85917,111077,484944,1990
"19165",3221,1977,14513,1990
"19167",8454,4467,29023,1990
"19169",6029,24461,66342,1990
"19171",4443,2135,18151,1990
"19173",2060,697,7922,1990
"19175",3200,1877,14644,1990
"19177",2032,730,7634,1990
"19179",11174,4481,42045,1990
"19181",8545,11389,69737,1990
"19183",5044,2512,21490,1990
"19185",2354,729,8063,1990
"19187",9992,6592,45993,1990
"19189",2876,1853,13252,1990
"19191",4365,3518,18717,1990
"19193",66281,55575,317538,1990
"19195",2032,934,8706,1990
"19197",4004,1915,17168,1990
"19NA",976749,1002570,5211363,1990
"19001",2157,852,9099,1990
"19003",1258,497,5078,1990
"19005",3717,1350,14420,1990
"19007",4362,1700,15042,1990
"19009",2420,768,8004,1990
"19011",5328,2308,23700,1990
"19013",71598,70627,386069,1990
"19015",5442,3882,28747,1990
"19017",8389,5961,38325,1990
"19019",4483,2311,20819,1990
"19021",3764,3219,21176,1990
"19023",5044,1618,17054,1990
"19025",3100,1577,13509,1990
"19027",6099,2826,23815,1990
"19029",3607,2325,17976,1990
"19031",3901,2383,18396,1990
"19033",10633,9083,57114,1990
"19035",3059,1673,15790,1990
