"fips","in_mig","out_mig","net_mig","year"
"38045",557,1006,-449,2000
"38047",243,616,-373,2000
"38049",868,1015,-147,2000
"38051",330,546,-216,2000
"38053",830,1310,-480,2000
"38055",1315,2030,-715,2000
"38057",1071,1637,-566,2000
"38059",4942,4489,453,2000
"38061",942,1428,-486,2000
"38063",575,696,-121,2000
"38065",259,411,-152,2000
"38067",1057,1736,-679,2000
"38069",795,1101,-306,2000
"38071",2224,2911,-687,2000
"38073",1062,1147,-85,2000
"38075",469,593,-124,2000
"38077",4032,4125,-93,2000
"38079",1441,2426,-985,2000
"38081",704,880,-176,2000
"38083",184,509,-325,2000
"38085",640,890,-250,2000
"38087",120,83,37,2000
"38089",3660,4693,-1033,2000
"38091",358,393,-35,2000
"38093",4046,3745,301,2000
"38095",330,649,-319,2000
"38097",1732,1716,16,2000
"38099",1394,2409,-1015,2000
"38101",12541,17248,-4707,2000
"38103",597,938,-341,2000
"38105",2509,3805,-1296,2000
"39001",3445,4078,-633,2000
"39003",13564,17053,-3489,2000
"39005",8848,6775,2073,2000
"39007",11775,12553,-778,2000
"39009",20331,16255,4076,2000
"39011",6131,6737,-606,2000
"39013",7859,8809,-950,2000
"39015",8851,5606,3245,2000
"39017",68055,54816,13239,2000
"39019",4564,4290,274,2000
"39021",6596,5955,641,2000
"39023",17083,21466,-4383,2000
"39025",36674,32166,4508,2000
"39027",7496,7070,426,2000
"39029",13463,14435,-972,2000
"39031",3779,5467,-1688,2000
"39033",4902,7027,-2125,2000
"39035",117034,185232,-68198,2000
"39037",5477,6960,-1483,2000
"39039",4973,6857,-1884,2000
"39041",38853,17207,21646,2000
"39043",10824,13280,-2456,2000
"39045",25042,19713,5329,2000
"39047",4182,3898,284,2000
"39049",173916,178748,-4832,2000
"39051",6815,6516,299,2000
"39053",3673,3809,-136,2000
"39055",16148,15703,445,2000
"39057",37556,33989,3567,2000
"39059",5462,6368,-906,2000
"39061",90995,141745,-50750,2000
"39063",11148,11574,-426,2000
"39065",5387,5056,331,2000
"39067",2262,2722,-460,2000
"39069",3571,4331,-760,2000
"39071",7174,5256,1918,2000
"39073",4699,3558,1141,2000
"39075",3593,3884,-291,2000
"39077",7871,9842,-1971,2000
"39079",4222,4089,133,2000
"39081",6974,9145,-2171,2000
"39083",10101,7753,2348,2000
"39085",28230,30515,-2285,2000
"39087",6896,7642,-746,2000
"39089",26442,18960,7482,2000
"39091",6252,6758,-506,2000
"39093",36433,39391,-2958,2000
"39095",47389,66629,-19240,2000
"39097",8841,8337,504,2000
"39099",26259,33480,-7221,2000
"39101",8126,9450,-1324,2000
"39103",30617,24521,6096,2000
"39105",2869,2507,362,2000
"39107",3796,5491,-1695,2000
"39109",15543,15884,-341,2000
"39111",1797,2119,-322,2000
"39113",72964,98471,-25507,2000
"39115",2438,1964,474,2000
"39117",7168,4381,2787,2000
"39119",10173,10312,-139,2000
"39121",3392,1189,2203,2000
"39123",6662,6453,209,2000
"39125",2523,2911,-388,2000
"39127",4740,5354,-614,2000
"39129",11896,8251,3645,2000
"39131",4387,3028,1359,2000
"39133",33022,27060,5962,2000
"39135",6358,6994,-636,2000
"39137",2822,4327,-1505,2000
"39139",16143,17148,-1005,2000
"39141",10147,10467,-320,2000
"39143",7147,9091,-1944,2000
"39145",7959,9568,-1609,2000
"39147",7366,8970,-1604,2000
"39149",6137,6980,-843,2000
"39151",38001,46993,-8992,2000
"39153",71891,76089,-4198,2000
"39155",21328,27780,-6452,2000
"39157",10159,8382,1777,2000
"39159",10547,6776,3771,2000
"39161",3687,3890,-203,2000
"39163",2351,1445,906,2000
"39165",45886,24654,21232,2000
"39167",8224,9505,-1281,2000
"39169",15365,15785,-420,2000
"39171",5425,5818,-393,2000
"39173",30905,24888,6017,2000
"39175",2871,3481,-610,2000
"40001",2812,3152,-340,2000
"40003",1369,1334,35,2000
"40005",3031,2039,992,2000
"40007",1151,1632,-481,2000
"40009",4339,3736,603,2000
"40011",2622,2520,102,2000
"40013",7205,6016,1189,2000
"40015",5411,5111,300,2000
"40017",20838,16647,4191,2000
"40019",7019,8140,-1121,2000
"40021",9929,8036,1893,2000
"40023",2418,2736,-318,2000
"40025",498,705,-207,2000
"40027",56235,43503,12732,2000
"40029",1092,1126,-34,2000
"40031",31069,36481,-5412,2000
"40033",1376,1205,171,2000
"40035",3094,3993,-899,2000
"40037",12839,12223,616,2000
"40039",6166,6775,-609,2000
"40041",10510,5579,4931,2000
"40043",844,1363,-519,2000
"40045",717,1252,-535,2000
"40047",10384,12952,-2568,2000
"40049",4815,5185,-370,2000
"40051",9055,8612,443,2000
"40053",953,1312,-359,2000
"40055",1452,1562,-110,2000
"40057",581,756,-175,2000
"40059",675,670,5,2000
"40061",2222,1914,308,2000
"40063",3064,2683,381,2000
"40065",7638,11068,-3430,2000
"40067",1359,1326,33,2000
"40069",2118,1942,176,2000
"40071",8290,10076,-1786,2000
"40073",2114,2918,-804,2000
"40075",1946,2442,-496,2000
"40077",2240,2023,217,2000
"40079",8058,7196,862,2000
"40081",6863,5790,1073,2000
"40083",9424,6218,3206,2000
"40085",1658,1393,265,2000
"40087",7180,5703,1477,2000
"40089",3691,5480,-1789,2000
"40091",4403,3240,1163,2000
"40093",1222,1886,-664,2000
"40095",2838,2480,358,2000
"40097",8291,5773,2518,2000
"40099",2643,1978,665,2000
"40101",11526,14176,-2650,2000
"40103",2093,2489,-396,2000
"40105",2198,1809,389,2000
"40107",2499,1915,584,2000
"40109",112288,128276,-15988,2000
"40111",8050,7278,772,2000
"40113",10283,9246,1037,2000
"40115",6367,6126,241,2000
"40117",3874,3317,557,2000
"40119",22524,19432,3092,2000
"40121",8832,7346,1486,2000
"40123",6716,7146,-430,2000
"40125",13935,13264,671,2000
"40127",2193,2112,81,2000
"40129",605,1040,-435,2000
"40131",17154,14260,2894,2000
"40133",4393,4072,321,2000
"40135",6920,5707,1213,2000
"40137",6263,7686,-1423,2000
"40139",4513,4882,-369,2000
"40141",1520,2794,-1274,2000
"40143",104699,102761,1938,2000
"40145",15853,10309,5544,2000
"40147",10014,8687,1327,2000
"40149",2646,2577,69,2000
"40151",2323,2102,221,2000
"40153",3750,4214,-464,2000
"41001",3682,3795,-113,2000
"41003",26210,23245,2965,2000
"41005",80465,68021,12444,2000
"41007",8449,8216,233,2000
"41009",9647,8504,1143,2000
"41011",12095,13270,-1175,2000
"41013",4975,3410,1565,2000
"41015",5774,5019,755,2000
"41017",34501,21124,13377,2000
"41019",17954,16353,1601,2000
"41021",504,325,179,2000
"41023",1554,2239,-685,2000
"41025",2016,1779,237,2000
"41027",3796,4651,-855,2000
"41029",37536,27838,9698,2000
"41031",5450,3714,1736,2000
"41033",15946,13349,2597,2000
"41035",14310,12613,1697,2000
"41037",1778,2195,-417,2000
"41039",61639,54220,7419,2000
"41041",11451,12103,-652,2000
"41043",20600,20399,201,2000
"41045",6798,7078,-280,2000
"41047",53300,51012,2288,2000
"41049",3173,1982,1191,2000
"41051",130037,155922,-25885,2000
"41053",18440,12361,6079,2000
"41055",379,457,-78,2000
"41057",5304,4737,567,2000
"41059",13695,12396,1299,2000
"41061",5553,6447,-894,2000
"41063",1366,1824,-458,2000
"41065",5246,4882,364,2000
"41067",111386,79300,32086,2000
"41069",456,463,-7,2000
"41071",20489,16046,4443,2000
"42001",17248,14095,3153,2000
"42003",113490,161247,-47757,2000
"42005",7754,9926,-2172,2000
"42007",16937,22191,-5254,2000
"42009",5062,4957,105,2000
"42011",44748,36061,8687,2000
"42013",10983,15361,-4378,2000
"42015",7156,8944,-1788,2000
"42017",92341,85811,6530,2000
"42019",27526,21971,5555,2000
"42021",13072,17263,-4191,2000
"42023",636,824,-188,2000
"42025",7231,8919,-1688,2000
"42027",41632,28895,12737,2000
"42029",86930,64799,22131,2000
"42031",7294,6414,880,2000
"42033",8900,9428,-528,2000
"42035",5751,4518,1233,2000
"42037",9658,8970,688,2000
"42039",12817,15034,-2217,2000
"42041",42890,34935,7955,2000
"42043",35460,40678,-5218,2000
"42045",73176,96305,-23129,2000
"42047",2291,3928,-1637,2000
"42049",26854,31645,-4791,2000
"42051",11439,13626,-2187,2000
"42053",1065,1075,-10,2000
"42055",15735,15942,-207,2000
"42057",1664,2079,-415,2000
"42059",4908,5718,-810,2000
"42061",6461,5725,736,2000
"42063",15135,12631,2504,2000
"42065",5202,6818,-1616,2000
"42067",2503,2584,-81,2000
"42069",17809,22718,-4909,2000
"42071",49511,49596,-85,2000
"42073",9702,11239,-1537,2000
"42075",14389,15757,-1368,2000
"42077",45581,50700,-5119,2000
"42079",24577,28444,-3867,2000
"42081",13857,16363,-2506,2000
"42083",5397,6494,-1097,2000
"42085",14595,15051,-456,2000
"42087",3628,4162,-534,2000
"42089",34070,21963,12107,2000
"42091",127311,115966,11345,2000
"42093",3319,4394,-1075,2000
"42095",44939,38308,6631,2000
"42097",10991,11001,-10,2000
"42099",5704,6739,-1035,2000
"42101",135266,229424,-94158,2000
"42103",13083,6257,6826,2000
"42105",2854,3698,-844,2000
"42107",14428,14976,-548,2000
"42109",5558,5637,-79,2000
"42111",6347,8617,-2270,2000
"42113",1179,1275,-96,2000
"42115",5415,10245,-4830,2000
"42117",6363,8407,-2044,2000
"42119",11021,7869,3152,2000
"42121",6556,7841,-1285,2000
"42123",4107,6556,-2449,2000
"42125",22698,25710,-3012,2000
"42127",7891,8802,-911,2000
"42129",38152,43494,-5342,2000
"42131",4401,5434,-1033,2000
"42133",50901,42391,8510,2000
"44001",8974,8047,927,2000
"44003",24932,26342,-1410,2000
"44005",17501,18424,-923,2000
"44007",71047,72741,-1694,2000
"44009",24908,18572,6336,2000
"45001",4078,3563,515,2000
"45003",20820,19661,1159,2000
"45005",1121,1623,-502,2000
"45007",23651,20574,3077,2000
"45009",2333,2278,55,2000
"45011",2329,2737,-408,2000
"45013",39033,27628,11405,2000
"45015",37911,27117,10794,2000
"45017",2534,2534,0,2000
"45019",66482,67696,-1214,2000
"45021",6725,5213,1512,2000
"45023",4631,3680,951,2000
"45025",5457,4764,693,2000
"45027",5162,4005,1157,2000
"45029",5833,5808,25,2000
"45031",8200,7709,491,2000
"45033",2975,4086,-1111,2000
"45035",26303,21854,4449,2000
"45037",4125,3035,1090,2000
"45039",2801,2434,367,2000
"45041",17857,18761,-904,2000
"45043",10397,8048,2349,2000
"45045",72579,57276,15303,2000
"45047",10619,9679,940,2000
"45049",2966,2957,9,2000
"45051",49584,26589,22995,2000
"45053",4489,2680,1809,2000
"45055",10275,6902,3373,2000
"45057",7747,7703,44,2000
"45059",11518,7813,3705,2000
"45061",2913,2257,656,2000
"45063",45256,30080,15176,2000
"45065",2656,1548,1108,2000
"45067",3625,5666,-2041,2000
"45069",3065,3437,-372,2000
"45071",4783,4185,598,2000
"45073",10545,8376,2169,2000
"45075",11477,12390,-913,2000
"45077",27183,20321,6862,2000
"45079",77396,70600,6796,2000
"45081",2596,2966,-370,2000
"45083",36004,26972,9032,2000
"45085",18123,19214,-1091,2000
"45087",2437,3327,-890,2000
"45089",3521,4935,-1414,2000
"45091",33345,20574,12771,2000
"46003",564,438,126,2000
"46005",2258,3982,-1724,2000
"46007",671,654,17,2000
"46009",1649,1184,465,2000
"46011",8711,8664,47,2000
"46013",6257,6802,-545,2000
"46015",1093,1160,-67,2000
"46017",294,405,-111,2000
"46019",1988,2592,-604,2000
"46021",136,366,-230,2000
"46023",1143,1871,-728,2000
"46025",589,701,-112,2000
"46027",5496,5154,342,2000
"46029",4465,5244,-779,2000
"46031",610,973,-363,2000
"46033",2217,1982,235,2000
"46035",4263,3929,334,2000
"46037",850,1330,-480,2000
"46039",673,951,-278,2000
"46041",1050,1316,-266,2000
"46043",417,661,-244,2000
"46045",700,615,85,2000
"46047",1666,2224,-558,2000
"46049",330,401,-71,2000
"46051",1211,1382,-171,2000
"46053",525,1139,-614,2000
"46055",331,550,-219,2000
"46057",852,1039,-187,2000
"46059",387,852,-465,2000
"46061",522,606,-84,2000
"46063",192,330,-138,2000
"46065",3443,4231,-788,2000
"46067",1155,1245,-90,2000
"46069",277,391,-114,2000
"46071",442,611,-169,2000
"46073",238,471,-233,2000
"46075",175,373,-198,2000
"46077",957,1052,-95,2000
"46079",2503,1993,510,2000
"46081",6337,6653,-316,2000
"46083",7755,4394,3361,2000
"46085",667,855,-188,2000
"46087",1204,1209,-5,2000
"46089",333,641,-308,2000
"46091",455,926,-471,2000
"46093",7555,7324,231,2000
"46095",401,437,-36,2000
"46097",377,650,-273,2000
"46099",29151,27600,1551,2000
"46101",1205,1365,-160,2000
"46103",19600,24519,-4919,2000
"46105",305,799,-494,2000
"46107",322,637,-315,2000
"46109",1557,1847,-290,2000
"46111",365,546,-181,2000
"46113",1321,1730,-409,2000
"46115",950,1557,-607,2000
"46117",735,906,-171,2000
"46119",278,251,27,2000
"46121",1233,2037,-804,2000
"46123",569,1157,-588,2000
"46125",1623,1674,-51,2000
"46127",3549,2475,1074,2000
"46129",1315,1361,-46,2000
"46135",4955,4478,477,2000
"46137",478,471,7,2000
"47001",11844,12359,-515,2000
"47003",6254,4414,1840,2000
"47005",2678,2519,159,2000
"47007",3248,1264,1984,2000
"47009",20051,11938,8113,2000
"47011",16173,12432,3741,2000
"47013",5048,3680,1368,2000
"47015",2342,1386,956,2000
"47017",5247,4695,552,2000
"47019",9136,6480,2656,2000
"47021",9446,6425,3021,2000
"47023",3636,2692,944,2000
"47025",4186,3044,1142,2000
"47027",1157,975,182,2000
"47029",4530,3888,642,2000
"47031",8894,8643,251,2000
"47033",2245,2093,152,2000
"47035",9798,5162,4636,2000
"47037",117663,134045,-16382,2000
"47039",1880,1725,155,2000
"47041",3006,2193,813,2000
"47043",7840,6486,1354,2000
"47045",5512,5100,412,2000
"47047",6677,4026,2651,2000
"47049",2161,1630,531,2000
"47051",7347,5356,1991,2000
"47053",6520,6474,46,2000
"47055",3919,3882,37,2000
"47057",3501,2659,842,2000
"47059",9340,5962,3378,2000
"47061",1771,1659,112,2000
"47063",9479,8547,932,2000
"47065",44914,45835,-921,2000
"47067",765,826,-61,2000
"47069",5684,3174,2510,2000
"47071",4346,2809,1537,2000
"47073",9290,6760,2530,2000
"47075",2395,2832,-437,2000
"47077",4131,3148,983,2000
"47079",5950,4536,1414,2000
"47081",5519,2585,2934,2000
"47083",1165,1030,135,2000
"47085",2871,2750,121,2000
"47087",2084,1083,1001,2000
"47089",11142,6563,4579,2000
"47091",2678,1773,905,2000
"47093",69863,65039,4824,2000
"47095",1741,1551,190,2000
"47097",4200,2767,1433,2000
"47099",4239,3744,495,2000
"47101",1952,1719,233,2000
"47103",4808,3929,879,2000
"47105",8666,5799,2867,2000
"47107",8154,5874,2280,2000
"47109",4145,3414,731,2000
"47111",3948,1940,2008,2000
"47113",17286,14563,2723,2000
"47115",3561,3204,357,2000
"47117",5381,3825,1556,2000
"47119",12689,9261,3428,2000
"47121",2736,1814,922,2000
"47123",7296,3976,3320,2000
"47125",37139,34320,2819,2000
"47127",1172,1031,141,2000
"47129",2690,2845,-155,2000
"47131",4591,4508,83,2000
"47133",3320,2166,1154,2000
"47135",1384,1001,383,2000
"47137",756,523,233,2000
"47139",2789,2199,590,2000
"47141",14763,11818,2945,2000
"47143",4565,4110,455,2000
"47145",8641,7019,1622,2000
"47147",11213,7885,3328,2000
"47149",49534,27722,21812,2000
"47151",2073,1782,291,2000
"47153",2031,1199,832,2000
"47155",15731,10133,5598,2000
"47157",109220,130262,-21042,2000
"47159",3360,1850,1510,2000
"47161",3045,2181,864,2000
"47163",21066,22460,-1394,2000
"47165",30420,20606,9814,2000
"47167",12284,7187,5097,2000
"47169",1584,1348,236,2000
"47171",2812,2677,135,2000
"47173",3307,2300,1007,2000
"47175",980,552,428,2000
"47177",4992,4031,961,2000
"47179",23026,17307,5719,2000
"47181",3595,1882,1713,2000
"47183",7118,5191,1927,2000
"47185",3119,2742,377,2000
"47187",41449,22396,19053,2000
"47189",21837,18231,3606,2000
"48001",10098,8390,1708,2000
"48003",1870,3477,-1607,2000
"48005",11367,11294,73,2000
"48007",6292,5241,1051,2000
"48009",2156,1915,241,2000
"48011",578,640,-62,2000
"48013",7403,5501,1902,2000
"48015",4838,4010,828,2000
"48017",985,1734,-749,2000
"48019",6283,2719,3564,2000
"48021",16322,8757,7565,2000
"48023",781,1156,-375,2000
"48025",10892,5571,5321,2000
"48027",67820,77912,-10092,2000
"48029",192866,207441,-14575,2000
"48031",2374,1430,944,2000
"48033",182,219,-37,2000
"48035",4087,3558,529,2000
"48037",17158,16750,408,2000
"48039",47396,34733,12663,2000
"48041",56937,46525,10412,2000
"48043",2646,3017,-371,2000
"48045",355,357,-2,2000
"48047",615,1805,-1190,2000
"48049",8021,7258,763,2000
"48051",3219,2538,681,2000
"48053",9696,5573,4123,2000
"48055",7981,5496,2485,2000
"48057",2644,3987,-1343,2000
"48059",3169,2433,736,2000
"48061",28173,43621,-15448,2000
"48063",2203,2340,-137,2000
"48065",1393,1941,-548,2000
"48067",4539,5922,-1383,2000
"48069",1086,1891,-805,2000
"48071",5986,4577,1409,2000
"48073",7540,6890,650,2000
"48075",1037,1208,-171,2000
"48077",2655,1537,1118,2000
"48079",512,1137,-625,2000
"48081",1080,642,438,2000
"48083",1845,2152,-307,2000
"48085",168743,83719,85024,2000
"48087",431,895,-464,2000
"48089",3040,3835,-795,2000
"48091",21819,14021,7798,2000
"48093",2587,2596,-9,2000
"48095",1648,735,913,2000
"48097",7895,6218,1677,2000
"48099",30776,26489,4287,2000
"48101",317,418,-101,2000
"48103",530,1192,-662,2000
"48105",551,813,-262,2000
"48107",1162,1674,-512,2000
"48109",432,1024,-592,2000
"48111",1444,1848,-404,2000
"48113",312593,402317,-89724,2000
"48115",3391,2871,520,2000
"48117",2301,4149,-1848,2000
"48119",1254,885,369,2000
"48121",147157,84839,62318,2000
"48123",3282,3773,-491,2000
"48125",643,646,-3,2000
"48127",919,1634,-715,2000
"48129",836,941,-105,2000
"48131",1682,2571,-889,2000
"48133",3720,3709,11,2000
"48135",13788,22523,-8735,2000
"48137",340,338,2,2000
"48139",26919,18275,8644,2000
"48141",57984,105774,-47790,2000
"48143",7833,9296,-1463,2000
"48145",3369,3507,-138,2000
"48147",8725,4286,4439,2000
"48149",3588,3447,141,2000
"48151",844,1085,-241,2000
"48153",1041,1693,-652,2000
"48155",298,456,-158,2000
"48157",92117,54194,37923,2000
"48159",2448,1878,570,2000
"48161",3250,3065,185,2000
"48163",1477,2121,-644,2000
"48165",1658,3012,-1354,2000
"48167",46914,46855,59,2000
"48169",1083,969,114,2000
"48171",4687,3537,1150,2000
"48173",212,319,-107,2000
"48175",1561,1168,393,2000
"48177",2433,4972,-2539,2000
"48179",3516,5199,-1683,2000
"48181",22092,16637,5455,2000
"48183",20377,25274,-4897,2000
"48185",5782,4110,1672,2000
"48187",24188,15418,8770,2000
"48189",6501,8108,-1607,2000
"48191",786,1196,-410,2000
"48193",1858,1628,230,2000
"48195",894,1354,-460,2000
"48197",738,1008,-270,2000
"48199",7926,9020,-1094,2000
"48201",372189,487081,-114892,2000
"48203",11915,12268,-353,2000
"48205",1829,1040,789,2000
"48207",1050,1338,-288,2000
"48209",38105,22529,15576,2000
"48211",640,607,33,2000
"48213",18180,11927,6253,2000
"48215",44262,57511,-13249,2000
"48217",6849,6185,664,2000
"48219",3920,5546,-1626,2000
"48221",12140,9749,2391,2000
"48223",5754,5280,474,2000
"48225",5507,4903,604,2000
"48227",7894,6497,1397,2000
"48229",541,506,35,2000
"48231",18741,14106,4635,2000
"48233",3586,5174,-1588,2000
"48235",483,429,54,2000
"48237",2463,1415,1048,2000
"48239",2099,2402,-303,2000
"48241",6282,6303,-21,2000
"48243",718,353,365,2000
"48245",34433,37016,-2583,2000
"48247",490,1008,-518,2000
"48249",4941,6109,-1168,2000
"48251",33065,19183,13882,2000
"48253",7615,3487,4128,2000
"48255",3091,2008,1083,2000
"48257",17850,17081,769,2000
"48259",7740,4658,3082,2000
"48261",80,137,-57,2000
"48263",206,333,-127,2000
"48265",11051,7644,3407,2000
"48267",860,825,35,2000
"48269",91,156,-65,2000
"48271",839,483,356,2000
"48273",6169,6931,-762,2000
"48275",608,1071,-463,2000
"48277",7869,7401,468,2000
"48279",1895,3142,-1247,2000
"48281",4245,4103,142,2000
"48283",762,2017,-1255,2000
"48285",2778,3039,-261,2000
"48287",3378,2620,758,2000
"48289",3456,3207,249,2000
"48291",17015,11402,5613,2000
"48293",3704,3823,-119,2000
"48295",695,914,-219,2000
"48297",2280,2616,-336,2000
"48299",5023,3200,1823,2000
"48301",21,31,-10,2000
"48303",48872,54305,-5433,2000
"48305",999,1377,-378,2000
"48307",1320,1641,-321,2000
"48309",40623,36801,3822,2000
"48311",126,135,-9,2000
"48313",4138,2425,1713,2000
"48315",2891,1691,1200,2000
"48317",700,970,-270,2000
"48319",736,678,58,2000
"48321",4617,8494,-3877,2000
"48323",3649,6600,-2951,2000
"48325",8310,6148,2162,2000
"48327",495,679,-184,2000
"48329",20430,26294,-5864,2000
"48331",4366,4033,333,2000
"48333",1061,1024,37,2000
"48335",2372,1954,418,2000
"48337",3846,3541,305,2000
"48339",83713,45198,38515,2000
"48341",3469,4655,-1186,2000
"48343",2328,2932,-604,2000
"48345",296,235,61,2000
"48347",14705,13157,1548,2000
"48349",7421,9440,-2019,2000
"48351",2587,3031,-444,2000
"48353",2907,3403,-496,2000
"48355",45264,56894,-11630,2000
"48357",1399,1746,-347,2000
"48359",798,787,11,2000
"48361",11482,13503,-2021,2000
"48363",5701,4416,1285,2000
"48365",3491,3688,-197,2000
"48367",26266,14785,11481,2000
"48369",1601,3432,-1831,2000
"48371",3643,4118,-475,2000
"48373",10711,7221,3490,2000
"48375",27790,29506,-1716,2000
"48377",1339,1706,-367,2000
"48379",3105,1418,1687,2000
"48381",26675,24480,2195,2000
"48383",403,1141,-738,2000
"48385",811,865,-54,2000
"48387",2382,2657,-275,2000
"48389",1879,2982,-1103,2000
"48391",1065,1423,-358,2000
"48393",290,463,-173,2000
"48395",3159,2706,453,2000
"48397",14689,9351,5338,2000
"48399",2305,2573,-268,2000
"48401",8444,7585,859,2000
"48403",2235,1933,302,2000
"48405",1445,1400,45,2000
"48407",6058,2636,3422,2000
"48409",14688,14554,134,2000
"48411",1297,1145,152,2000
"48413",441,893,-452,2000
"48415",2903,3953,-1050,2000
"48417",723,468,255,2000
"48419",3110,3557,-447,2000
"48421",824,753,71,2000
"48423",31400,27417,3983,2000
"48425",1947,1265,682,2000
"48427",2315,7680,-5365,2000
"48429",1868,3183,-1315,2000
"48431",195,440,-245,2000
"48433",241,371,-130,2000
"48435",496,1250,-754,2000
"48437",1581,3874,-2293,2000
"48439",272887,235254,37633,2000
"48441",30413,32454,-2041,2000
"48443",187,306,-119,2000
"48445",1821,2704,-883,2000
"48447",357,245,112,2000
"48449",4655,5842,-1187,2000
"48451",22008,22948,-940,2000
"48453",204855,173810,31045,2000
"48455",3269,2527,742,2000
"48457",4574,3788,786,2000
"48459",8165,6979,1186,2000
"48461",504,1317,-813,2000
"48463",4053,4333,-280,2000
"48465",6942,8904,-1962,2000
"48467",10997,7727,3270,2000
"48469",12071,13637,-1566,2000
"48471",22938,15269,7669,2000
"48473",10872,6539,4333,2000
"48475",1863,2496,-633,2000
"48477",5999,4683,1316,2000
"48479",12295,18030,-5735,2000
"48481",4599,6882,-2283,2000
"48483",1153,1101,52,2000
"48485",30525,31401,-876,2000
"48487",2540,2614,-74,2000
"48489",2006,4281,-2275,2000
"48491",90110,42441,47669,2000
"48493",8188,4507,3681,2000
"48495",1092,2111,-1019,2000
"48497",13926,8817,5109,2000
"48499",9307,7277,2030,2000
"48501",837,2281,-1444,2000
"48503",3416,3525,-109,2000
"48505",1134,1856,-722,2000
"48507",951,1994,-1043,2000
"49001",1234,1026,208,2000
"49003",7510,7436,74,2000
"49005",22979,20764,2215,2000
"49007",3749,3696,53,2000
"49009",343,385,-42,2000
"49011",51486,48849,2637,2000
"49013",2490,3278,-788,2000
"49015",1642,2080,-438,2000
"49017",948,776,172,2000
"49019",1944,2157,-213,2000
"49021",10805,7736,3069,2000
"49023",1977,1613,364,2000
"49025",1695,1540,155,2000
"49027",2074,2910,-836,2000
"49029",1816,1279,537,2000
"49031",254,343,-89,2000
"49033",374,375,-1,2000
"49035",122563,142079,-19516,2000
"49037",1995,2894,-899,2000
"49039",5820,3958,1862,2000
"49041",3575,3224,351,2000
"49043",9512,6750,2762,2000
"49045",13571,6402,7169,2000
"49047",4152,4820,-668,2000
"49049",81211,66357,14854,2000
"49051",4052,2503,1549,2000
"49053",26656,14604,12052,2000
"49055",570,611,-41,2000
"49057",35347,36603,-1256,2000
"50001",6879,5614,1265,2000
"50003",5578,7888,-2310,2000
"50005",4852,4505,347,2000
"50007",30353,28370,1983,2000
"50009",1272,1369,-97,2000
"50011",6159,5534,625,2000
"50013",1637,1197,440,2000
"50015",4780,3825,955,2000
"50017",4958,5027,-69,2000
"50019",3591,3561,30,2000
"50021",8034,9107,-1073,2000
"50023",9623,9114,509,2000
"50025",7466,7950,-484,2000
"50027",10675,10542,133,2000
"51001",5438,4583,855,2000
"51003",36350,32699,3651,2000
"51005",2316,3198,-882,2000
"51007",2329,1335,994,2000
"51009",5245,4295,950,2000
"51011",2187,1742,445,2000
"51013",95522,112084,-16562,2000
"51015",16082,12759,3323,2000
"51017",837,898,-61,2000
"51019",15783,9638,6145,2000
"51021",1226,929,297,2000
"51023",6691,9152,-2461,2000
"51025",4667,2518,2149,2000
"51027",2390,4006,-1616,2000
"51029",4073,1954,2119,2000
"51031",20285,19947,338,2000
"51033",4069,3903,166,2000
"51035",4139,4406,-267,2000
"51036",1008,1393,-385,2000
"51037",2182,1826,356,2000
"51041",58876,54448,4428,2000
"51043",3418,2535,883,2000
"51045",735,708,27,2000
"51047",8392,7049,1343,2000
"51049",1881,1607,274,2000
"51051",1612,1757,-145,2000
"51053",9640,11706,-2066,2000
"51057",1766,1893,-127,2000
"51059",209187,245825,-36638,2000
"51061",13470,12845,625,2000
"51063",2539,1561,978,2000
"51065",5636,2742,2894,2000
"51067",8964,4897,4067,2000
"51069",17080,14044,3036,2000
"51071",2107,2875,-768,2000
"51073",7904,6663,1241,2000
"51075",4520,3112,1408,2000
"51077",4778,2386,2392,2000
"51079",3767,2181,1586,2000
"51081",3389,2286,1103,2000
"51083",3849,4121,-272,2000
"51085",22769,13363,9406,2000
"51087",86882,91860,-4978,2000
"51089",6980,8656,-1676,2000
"51091",261,423,-162,2000
"51093",6645,5715,930,2000
"51095",21706,14725,6981,2000
"51097",1351,1208,143,2000
"51099",4324,3893,431,2000
"51101",2859,2519,340,2000
"51103",2137,1585,552,2000
"51105",2447,2783,-336,2000
"51107",60299,27568,32731,2000
"51109",5883,3051,2832,2000
"51111",2117,1513,604,2000
"51113",2222,2020,202,2000
"51115",2159,1571,588,2000
"51117",4996,4800,196,2000
"51119",2225,1974,251,2000
"51121",38600,27176,11424,2000
"51125",2665,2280,385,2000
"51127",3450,2372,1078,2000
"51131",1950,1783,167,2000
"51133",2580,2435,145,2000
"51135",3454,2309,1145,2000
"51137",6024,4572,1452,2000
"51139",2825,1933,892,2000
"51141",2994,2240,754,2000
"51143",10399,10800,-401,2000
"51145",6455,3054,3401,2000
"51147",5763,3390,2373,2000
"51149",14666,14110,556,2000
"51153",90786,81538,9248,2000
"51155",4657,5020,-363,2000
"51157",1292,1907,-615,2000
"51159",2188,1337,851,2000
"51161",33331,35829,-2498,2000
"51163",6706,5693,1013,2000
"51165",24804,16664,8140,2000
"51167",3549,3019,530,2000
"51169",2857,2168,689,2000
"51171",5955,4823,1132,2000
"51173",4174,3728,446,2000
"51175",4660,4084,576,2000
"51177",29146,19723,9423,2000
