"fips","in_mig","out_mig","net_mig","year"
"30001",680,1227,-547,2010
"30003",925,563,362,2010
"30005",265,508,-243,2010
"30007",437,547,-110,2010
"30009",657,973,-316,2010
"30011",62,76,-14,2010
"30013",6083,5152,931,2010
"30015",257,445,-188,2010
"30017",793,832,-39,2010
"30019",33,116,-83,2010
"30021",854,812,42,2010
"30023",1117,686,431,2010
"30025",309,188,121,2010
"30027",811,504,307,2010
"30029",3335,4969,-1634,2010
"30031",10889,7051,3838,2010
"30033",25,120,-95,2010
"30035",871,814,57,2010
"30037",93,217,-124,2010
"30039",303,102,201,2010
"30041",1546,857,689,2010
"30043",1171,806,365,2010
"30045",110,188,-78,2010
"30047",1856,1554,302,2010
"30049",5305,4081,1224,2010
"30051",2,132,-130,2010
"30053",1014,1097,-83,2010
"30055",40,81,-41,2010
"30057",713,703,10,2010
"30059",153,109,44,2010
"30061",84,209,-125,2010
"30063",10278,7833,2445,2010
"30065",241,170,71,2010
"30067",1042,1382,-340,2010
"30069",30,26,4,2010
"30071",98,256,-158,2010
"30073",239,481,-242,2010
"30075",170,131,39,2010
"30077",775,625,150,2010
"30079",46,112,-66,2010
"30081",2725,2504,221,2010
"30083",561,708,-147,2010
"30085",375,1113,-738,2010
"30087",586,902,-316,2010
"30089",893,599,294,2010
"30091",206,80,126,2010
"30093",2452,2375,77,2010
"30095",670,674,-4,2010
"30097",291,209,82,2010
"30099",363,561,-198,2010
"30101",515,375,140,2010
"30103",134,387,-253,2010
"30105",345,317,28,2010
"30107",150,34,116,2010
"30109",95,43,52,2010
"30111",10139,7564,2575,2010
"31001",2540,1847,693,2010
"31003",516,669,-153,2010
"31005",47,21,26,2010
"31007",48,30,18,2010
"31009",25,17,8,2010
"31011",291,439,-148,2010
"31013",556,380,176,2010
"31015",113,136,-23,2010
"31017",244,169,75,2010
"31019",4114,3494,620,2010
"31021",291,401,-110,2010
"31023",410,316,94,2010
"31025",1363,2392,-1029,2010
"31027",558,399,159,2010
"31029",205,316,-111,2010
"31031",298,495,-197,2010
"31033",829,746,83,2010
"31035",608,642,-34,2010
"31037",699,833,-134,2010
"31039",266,1056,-790,2010
"31041",474,590,-116,2010
"31043",1775,1680,95,2010
"31045",1219,1093,126,2010
"31047",1405,1627,-222,2010
"31049",169,60,109,2010
"31051",293,424,-131,2010
"31053",2430,2025,405,2010
"31055",30241,30283,-42,2010
"31057",107,92,15,2010
"31059",649,536,113,2010
"31061",361,216,145,2010
"31063",179,580,-401,2010
"31065",283,327,-44,2010
"31067",1849,1662,187,2010
"31069",110,111,-1,2010
"31071",153,182,-29,2010
"31073",123,174,-51,2010
"31075",74,16,58,2010
"31077",79,176,-97,2010
"31079",4183,2538,1645,2010
"31081",650,676,-26,2010
"31083",194,395,-201,2010
"31085",14,20,-6,2010
"31087",169,329,-160,2010
"31089",486,644,-158,2010
"31091",25,49,-24,2010
"31093",369,650,-281,2010
"31095",383,558,-175,2010
"31097",509,758,-249,2010
"31099",424,485,-61,2010
"31101",724,647,77,2010
"31103",15,50,-35,2010
"31105",228,267,-39,2010
"31107",448,406,42,2010
"31109",21865,15414,6451,2010
"31111",2083,1955,128,2010
"31113",92,36,56,2010
"31119",3048,2851,197,2010
"31121",498,542,-44,2010
"31123",383,800,-417,2010
"31125",252,255,-3,2010
"31127",525,852,-327,2010
"31129",237,358,-121,2010
"31131",995,1018,-23,2010
"31133",85,164,-79,2010
"31135",63,203,-140,2010
"31137",611,690,-79,2010
"31139",444,450,-6,2010
"31141",1411,1993,-582,2010
"31143",294,373,-79,2010
"31145",943,601,342,2010
"31147",339,299,40,2010
"31149",33,81,-48,2010
"31151",913,1124,-211,2010
"31153",14662,11753,2909,2010
"31155",1138,1540,-402,2010
"31157",2307,2195,112,2010
"31159",1817,1419,398,2010
"31161",302,672,-370,2010
"31163",159,215,-56,2010
"31165",111,50,61,2010
"31167",375,397,-22,2010
"31169",284,494,-210,2010
"31171",44,174,-130,2010
"31173",289,675,-386,2010
"31175",221,234,-13,2010
"31177",1645,1523,122,2010
"31179",1275,907,368,2010
"31181",392,161,231,2010
"31183",25,63,-38,2010
"31185",1296,1302,-6,2010
"32001",1802,1751,51,2010
"32003",117790,86730,31060,2010
"32005",3448,3904,-456,2010
"32007",3451,3060,391,2010
"32009",62,191,-129,2010
"32011",28,100,-72,2010
"32013",1580,1580,0,2010
"32015",683,202,481,2010
"32017",896,150,746,2010
"32019",4579,4649,-70,2010
"32021",111,677,-566,2010
"32023",4113,3090,1023,2010
"32027",1020,722,298,2010
"32029",441,75,366,2010
"32031",27363,22205,5158,2010
"32033",483,499,-16,2010
"32510",4323,4782,-459,2010
"33001",3010,4102,-1092,2010
"33003",2770,2710,60,2010
"33005",5546,4045,1501,2010
"33007",1455,2161,-706,2010
"33009",7580,5949,1631,2010
"33011",22410,22141,269,2010
"33013",10534,9331,1203,2010
"33015",16213,19527,-3314,2010
"33017",11385,7077,4308,2010
"33019",2761,2569,192,2010
"34001",14773,12668,2105,2010
"34003",36983,36583,400,2010
"34005",24643,24791,-148,2010
"34007",22453,26136,-3683,2010
"34009",6260,5947,313,2010
"34011",7643,7457,186,2010
"34013",34450,41633,-7183,2010
"34015",15998,10959,5039,2010
"34017",35387,37254,-1867,2010
"34019",8076,8133,-57,2010
"34021",24476,18788,5688,2010
"34023",40018,41329,-1311,2010
"34025",26674,28755,-2081,2010
"34027",24376,25376,-1000,2010
"34029",24142,21000,3142,2010
"34031",18025,22668,-4643,2010
"34033",3130,3414,-284,2010
"34035",17959,17906,53,2010
"34037",6890,7265,-375,2010
"34039",21418,27558,-6140,2010
"34041",6503,5586,917,2010
"35001",39478,34000,5478,2010
"35003",304,211,93,2010
"35005",4670,3700,970,2010
"35006",2405,2963,-558,2010
"35007",779,961,-182,2010
"35009",4192,5450,-1258,2010
"35011",120,154,-34,2010
"35013",14429,9788,4641,2010
"35015",2698,2224,474,2010
"35017",1951,1888,63,2010
"35019",433,534,-101,2010
"35021",42,152,-110,2010
"35023",139,315,-176,2010
"35025",4300,3293,1007,2010
"35027",1626,1706,-80,2010
"35028",1016,1351,-335,2010
"35029",1440,1557,-117,2010
"35031",2356,3700,-1344,2010
"35033",276,332,-56,2010
"35035",5121,4804,317,2010
"35037",543,960,-417,2010
"35039",1956,2177,-221,2010
"35041",2123,1654,469,2010
"35043",10838,8146,2692,2010
"35045",5551,6277,-726,2010
"35047",1815,2628,-813,2010
"35049",11596,9038,2558,2010
"35051",418,426,-8,2010
"35053",1025,893,132,2010
"35055",1638,1846,-208,2010
"35057",1919,1439,480,2010
"35059",337,381,-44,2010
"35061",5553,3955,1598,2010
"36001",22941,19157,3784,2010
"36003",3658,2112,1546,2010
"36005",64390,65209,-819,2010
"36007",10730,9058,1672,2010
"36009",4409,3452,957,2010
"36011",5431,5084,347,2010
"36013",6475,5645,830,2010
"36015",5808,5313,495,2010
"36017",2133,3390,-1257,2010
"36019",5432,4986,446,2010
"36021",3337,3374,-37,2010
"36023",4390,2396,1994,2010
"36025",3510,3539,-29,2010
"36027",17701,17118,583,2010
"36029",29278,31139,-1861,2010
"36031",3401,2755,646,2010
"36033",5103,3623,1480,2010
"36035",2750,2582,168,2010
"36037",2900,3286,-386,2010
"36039",3470,3135,335,2010
"36041",318,189,129,2010
"36043",2650,3844,-1194,2010
"36045",12627,10750,1877,2010
"36047",82634,127940,-45306,2010
"36049",1046,1967,-921,2010
"36051",5464,4082,1382,2010
"36053",5499,5739,-240,2010
"36055",29218,30833,-1615,2010
"36057",2789,2690,99,2010
"36059",39759,54135,-14376,2010
"36061",129713,124067,5646,2010
"36063",7731,9280,-1549,2010
"36065",13587,10116,3471,2010
"36067",22821,21719,1102,2010
"36069",6038,6096,-58,2010
"36071",20822,17842,2980,2010
"36073",3540,3572,-32,2010
"36075",5988,5812,176,2010
"36077",5189,3772,1417,2010
"36079",5651,6135,-484,2010
"36081",90688,99110,-8422,2010
"36083",10528,8760,1768,2010
"36085",15264,17623,-2359,2010
"36087",9181,12195,-3014,2010
"36089",8424,5742,2682,2010
"36091",11926,12375,-449,2010
"36093",10120,7249,2871,2010
"36095",2371,1655,716,2010
"36097",1823,1195,628,2010
"36099",2896,2439,457,2010
"36101",4267,5146,-879,2010
"36103",41565,48460,-6895,2010
"36105",5316,5038,278,2010
"36107",1979,2473,-494,2010
"36109",13590,8963,4627,2010
"36111",12233,9360,2873,2010
"36113",3827,4866,-1039,2010
"36115",4997,4792,205,2010
"36117",5070,4968,102,2010
"36119",38523,39633,-1110,2010
"36121",3568,4073,-505,2010
"36123",1399,1238,161,2010
"37001",10468,7272,3196,2010
"37003",1699,2210,-511,2010
"37005",434,725,-291,2010
"37007",1481,1589,-108,2010
"37009",1067,1257,-190,2010
"37011",2341,1209,1132,2010
"37013",2856,3000,-144,2010
"37015",1149,1119,30,2010
"37017",2786,1447,1339,2010
"37019",7076,6144,932,2010
"37021",16628,13771,2857,2010
"37023",4633,4510,123,2010
"37025",11653,9414,2239,2010
"37027",3816,3134,682,2010
"37029",720,527,193,2010
"37031",4908,4359,549,2010
"37033",1925,1507,418,2010
"37035",9740,8442,1298,2010
"37037",3548,3100,448,2010
"37039",1200,1403,-203,2010
"37041",1037,651,386,2010
"37043",682,778,-96,2010
"37045",5638,4785,853,2010
"37047",2103,2547,-444,2010
"37049",12648,8661,3987,2010
"37051",41092,33417,7675,2010
"37053",1465,1881,-416,2010
"37055",2469,2323,146,2010
"37057",8756,7576,1180,2010
"37059",2081,1855,226,2010
"37061",2993,3194,-201,2010
"37063",26802,21262,5540,2010
"37065",4032,3575,457,2010
"37067",20538,19077,1461,2010
"37069",4537,3351,1186,2010
"37071",11646,8642,3004,2010
"37073",861,720,141,2010
"37075",379,551,-172,2010
"37077",4731,3882,849,2010
"37079",1996,1377,619,2010
"37081",32653,28116,4537,2010
"37083",2734,3644,-910,2010
"37085",12091,8034,4057,2010
"37087",3276,2287,989,2010
"37089",6789,5608,1181,2010
"37091",2480,1591,889,2010
"37093",5614,4074,1540,2010
"37095",1048,544,504,2010
"37097",9499,8437,1062,2010
"37099",4057,2434,1623,2010
"37101",9955,9027,928,2010
"37103",764,893,-129,2010
"37105",3189,3539,-350,2010
"37107",2983,3063,-80,2010
"37109",3989,4017,-28,2010
"37111",1893,1493,400,2010
"37113",2009,1522,487,2010
"37115",1576,1396,180,2010
"37117",1189,1786,-597,2010
"37119",76501,53880,22621,2010
"37121",258,1382,-1124,2010
"37123",1202,1060,142,2010
"37125",5309,5133,176,2010
"37127",5997,6495,-498,2010
"37129",19820,13209,6611,2010
"37131",1203,1155,48,2010
"37133",34599,22651,11948,2010
"37135",16930,13494,3436,2010
"37137",849,948,-99,2010
"37139",3596,3125,471,2010
"37141",4279,3063,1216,2010
"37143",915,624,291,2010
"37145",1809,1945,-136,2010
"37147",14995,10348,4647,2010
"37149",1363,1032,331,2010
"37151",6787,6090,697,2010
"37153",1702,1812,-110,2010
"37155",5577,5705,-128,2010
"37157",3387,4097,-710,2010
"37159",8089,7051,1038,2010
"37161",2247,2846,-599,2010
"37163",3891,2784,1107,2010
"37165",2687,1932,755,2010
"37167",3059,2562,497,2010
"37169",2523,2312,211,2010
"37171",2672,2815,-143,2010
"37173",882,1287,-405,2010
"37175",2203,1714,489,2010
"37177",788,428,360,2010
"37179",12154,7673,4481,2010
"37181",2832,2298,534,2010
"37183",71532,46825,24707,2010
"37185",1050,1277,-227,2010
"37187",734,344,390,2010
"37189",6170,4180,1990,2010
"37191",7956,6435,1521,2010
"37193",2020,2440,-420,2010
"37195",4479,3212,1267,2010
"37197",1782,1603,179,2010
"37199",643,733,-90,2010
"38001",175,307,-132,2010
"38003",592,547,45,2010
"38005",184,474,-290,2010
"38007",29,18,11,2010
"38009",379,292,87,2010
"38011",101,237,-136,2010
"38013",95,119,-24,2010
"38015",5969,5978,-9,2010
"38017",13342,9668,3674,2010
"38019",83,152,-69,2010
"38021",510,171,339,2010
"38023",66,53,13,2010
"38025",243,49,194,2010
"38027",95,117,-22,2010
"38029",166,202,-36,2010
"38031",263,144,119,2010
"38033",66,58,8,2010
"38035",7947,6049,1898,2010
"38037",333,134,199,2010
"38039",119,241,-122,2010
"38041",59,328,-269,2010
"38043",159,138,21,2010
"38045",190,411,-221,2010
"38047",122,44,78,2010
"38049",287,405,-118,2010
"38051",77,133,-56,2010
"38053",285,382,-97,2010
"38055",389,627,-238,2010
"38057",427,503,-76,2010
"38059",1931,1926,5,2010
"38061",479,526,-47,2010
"38063",126,193,-67,2010
"38065",2,22,-20,2010
"38067",285,616,-331,2010
"38069",372,213,159,2010
"38071",354,531,-177,2010
"38073",407,409,-2,2010
"38075",206,111,95,2010
"38077",1755,902,853,2010
"38079",315,514,-199,2010
"38081",159,309,-150,2010
"38083",45,66,-21,2010
"38085",209,242,-33,2010
"38087",29,15,14,2010
"38089",2168,1309,859,2010
"38091",108,122,-14,2010
"38093",1584,1344,240,2010
"38095",105,227,-122,2010
"38097",470,524,-54,2010
"38099",490,595,-105,2010
"38101",6774,5239,1535,2010
"38103",307,251,56,2010
"38105",1294,998,296,2010
"39001",1278,1700,-422,2010
"39003",5852,5556,296,2010
"39005",3465,2288,1177,2010
"39007",5307,4912,395,2010
"39009",10807,5833,4974,2010
"39011",2104,2795,-691,2010
"39013",3398,2988,410,2010
"39015",1724,2443,-719,2010
"39017",23425,20359,3066,2010
"39019",1410,1919,-509,2010
"39021",1887,2632,-745,2010
"39023",5591,6634,-1043,2010
"39025",12710,11264,1446,2010
"39027",3304,3212,92,2010
"39029",4239,4992,-753,2010
"39031",1382,1859,-477,2010
"39033",2600,1678,922,2010
"39035",45867,58167,-12300,2010
"39037",2167,2691,-524,2010
"39039",1678,1651,27,2010
"39041",13500,9206,4294,2010
"39043",3818,4756,-938,2010
"39045",9883,6305,3578,2010
"39047",1697,1687,10,2010
"39049",67330,64895,2435,2010
"39051",2310,2072,238,2010
"39053",1664,1583,81,2010
"39055",4191,4599,-408,2010
"39057",16359,12274,4085,2010
"39059",1430,1547,-117,2010
"39061",41194,43882,-2688,2010
"39063",5925,4678,1247,2010
"39065",2452,2117,335,2010
"39067",740,724,16,2010
"39069",1376,1491,-115,2010
"39071",2866,3020,-154,2010
"39073",1483,1780,-297,2010
"39075",1152,1400,-248,2010
"39077",3441,3907,-466,2010
"39079",1391,1594,-203,2010
"39081",2940,3738,-798,2010
"39083",4086,3279,807,2010
"39085",9604,10958,-1354,2010
"39087",2499,2971,-472,2010
"39089",9163,9083,80,2010
"39091",2153,2952,-799,2010
"39093",14929,13297,1632,2010
"39095",19168,21366,-2198,2010
"39097",4855,3615,1240,2010
"39099",9175,11130,-1955,2010
"39101",4832,3887,945,2010
"39103",7912,9090,-1178,2010
"39105",1232,1640,-408,2010
"39107",1315,2525,-1210,2010
"39109",4967,5318,-351,2010
"39111",269,688,-419,2010
"39113",26223,31936,-5713,2010
"39115",522,583,-61,2010
"39117",1420,2618,-1198,2010
"39119",3747,3157,590,2010
"39121",1902,684,1218,2010
"39123",1869,1980,-111,2010
"39125",730,879,-149,2010
"39127",1604,2286,-682,2010
"39129",6299,3137,3162,2010
"39131",1697,2043,-346,2010
"39133",13272,9058,4214,2010
"39135",2231,2364,-133,2010
"39137",1010,1618,-608,2010
"39139",7560,6141,1419,2010
"39141",5358,5011,347,2010
"39143",2377,3102,-725,2010
"39145",3569,3850,-281,2010
"39147",3631,2957,674,2010
"39149",1971,2576,-605,2010
"39151",15672,14938,734,2010
"39153",20040,24268,-4228,2010
"39155",5630,9421,-3791,2010
"39157",2669,3728,-1059,2010
"39159",4530,3782,748,2010
"39161",1343,1558,-215,2010
"39163",800,992,-192,2010
"39165",16539,12742,3797,2010
"39167",3130,3456,-326,2010
"39169",4459,5200,-741,2010
"39171",2305,1757,548,2010
"39173",13332,9121,4211,2010
"39175",1312,1533,-221,2010
"40001",398,1928,-1530,2010
"40003",643,366,277,2010
"40005",1696,1129,567,2010
"40007",579,644,-65,2010
"40009",1911,1920,-9,2010
"40011",1311,1482,-171,2010
"40013",3437,2454,983,2010
"40015",2643,1557,1086,2010
"40017",10083,6814,3269,2010
"40019",1858,2964,-1106,2010
"40021",4194,2529,1665,2010
"40023",1290,1425,-135,2010
"40025",196,213,-17,2010
"40027",27167,18077,9090,2010
"40029",402,348,54,2010
"40031",16344,12456,3888,2010
"40033",550,442,108,2010
"40035",1726,1269,457,2010
"40037",5222,4905,317,2010
"40039",2590,2435,155,2010
"40041",2671,2680,-9,2010
"40043",324,378,-54,2010
"40045",238,324,-86,2010
"40047",4232,3775,457,2010
"40049",1426,1934,-508,2010
"40051",4484,4287,197,2010
"40053",379,376,3,2010
"40055",1140,723,417,2010
"40057",399,155,244,2010
"40059",298,286,12,2010
"40061",1005,784,221,2010
"40063",1381,1366,15,2010
"40065",2787,2676,111,2010
"40067",643,413,230,2010
"40069",754,847,-93,2010
"40071",2216,3100,-884,2010
"40073",791,1020,-229,2010
"40075",702,734,-32,2010
"40077",805,507,298,2010
"40079",3809,2227,1582,2010
"40081",1856,2318,-462,2010
"40083",3854,2735,1119,2010
"40085",636,830,-194,2010
"40087",3116,3330,-214,2010
"40089",1387,1943,-556,2010
"40091",1795,890,905,2010
"40093",362,495,-133,2010
"40095",824,998,-174,2010
"40097",2435,3303,-868,2010
"40099",1121,883,238,2010
"40101",4792,4177,615,2010
"40103",989,884,105,2010
"40105",597,627,-30,2010
"40107",854,1045,-191,2010
"40109",50009,47200,2809,2010
"40111",3109,2727,382,2010
"40113",3960,3769,191,2010
"40115",2917,2724,193,2010
"40117",1274,1477,-203,2010
"40119",10463,7429,3034,2010
"40121",4094,3251,843,2010
"40123",2482,2840,-358,2010
"40125",5436,4827,609,2010
"40127",1223,589,634,2010
"40129",192,166,26,2010
"40131",7708,5627,2081,2010
"40133",1607,1492,115,2010
"40135",2861,2385,476,2010
"40137",3737,2626,1111,2010
"40139",2067,1566,501,2010
"40141",723,855,-132,2010
"40143",40378,36981,3397,2010
"40145",6259,4788,1471,2010
"40147",2918,3882,-964,2010
"40149",836,536,300,2010
"40151",1337,965,372,2010
"40153",2063,1640,423,2010
"41001",1146,1725,-579,2010
"41003",11137,7608,3529,2010
"41005",29374,23336,6038,2010
"41007",3574,2982,592,2010
"41009",3321,2837,484,2010
"41011",4564,4086,478,2010
"41013",1956,1495,461,2010
"41015",1469,2160,-691,2010
"41017",10290,9499,791,2010
"41019",5893,5274,619,2010
"41021",128,212,-84,2010
"41023",379,520,-141,2010
"41025",631,489,142,2010
"41027",1134,1643,-509,2010
"41029",14362,10957,3405,2010
"41031",2407,1955,452,2010
"41033",4686,4523,163,2010
"41035",4367,4390,-23,2010
"41037",968,563,405,2010
"41039",26535,18715,7820,2010
"41041",3052,4099,-1047,2010
"41043",8693,7629,1064,2010
"41045",2905,3036,-131,2010
"41047",21080,18373,2707,2010
"41049",1163,992,171,2010
"41051",55861,55142,719,2010
"41053",7789,5287,2502,2010
"41055",112,280,-168,2010
"41057",1911,1608,303,2010
"41059",5572,5253,319,2010
"41061",1855,1974,-119,2010
"41063",383,564,-181,2010
"41065",1933,1621,312,2010
"41067",45050,31745,13305,2010
"41069",97,70,27,2010
"41071",9434,5450,3984,2010
"42001",6762,5011,1751,2010
"42003",50636,48103,2533,2010
"42005",2263,3321,-1058,2010
"42007",6384,6333,51,2010
"42009",1582,1390,192,2010
"42011",20276,15009,5267,2010
"42013",5621,6178,-557,2010
"42015",2080,2397,-317,2010
"42017",23348,27363,-4015,2010
"42019",9308,8018,1290,2010
"42021",6699,5666,1033,2010
"42023",67,315,-248,2010
"42025",2598,3297,-699,2010
"42027",24829,10301,14528,2010
"42029",29527,24503,5024,2010
"42031",3438,2016,1422,2010
"42033",5138,3270,1868,2010
"42035",3003,1650,1353,2010
"42037",4621,3329,1292,2010
"42039",4662,6350,-1688,2010
"42041",18684,12998,5686,2010
"42043",14042,15843,-1801,2010
"42045",30140,25995,4145,2010
"42047",636,1162,-526,2010
"42049",12291,12288,3,2010
"42051",7145,7132,13,2010
"42053",1734,747,987,2010
"42055",7381,6954,427,2010
"42057",571,862,-291,2010
"42059",2882,2026,856,2010
"42061",4359,2021,2338,2010
"42063",8405,4209,4196,2010
"42065",1364,1977,-613,2010
"42067",769,1051,-282,2010
"42069",10156,6732,3424,2010
"42071",21766,18059,3707,2010
"42073",2957,3505,-548,2010
"42075",6571,4848,1723,2010
"42077",20975,19479,1496,2010
"42079",13121,11451,1670,2010
"42081",5477,5976,-499,2010
"42083",1836,2125,-289,2010
"42085",6965,5020,1945,2010
"42087",1941,1711,230,2010
"42089",10261,9110,1151,2010
"42091",45866,41817,4049,2010
"42093",1493,1284,209,2010
"42095",19597,16544,3053,2010
"42097",5085,4165,920,2010
"42099",1785,1891,-106,2010
"42101",66096,72593,-6497,2010
"42103",3594,3872,-278,2010
"42105",668,891,-223,2010
"42107",8470,5534,2936,2010
"42109",2390,1899,491,2010
"42111",2976,3646,-670,2010
"42113",361,233,128,2010
"42115",1607,2249,-642,2010
"42117",2172,1715,457,2010
"42119",5087,3297,1790,2010
"42121",2535,2376,159,2010
"42123",1709,2024,-315,2010
"42125",8059,8861,-802,2010
"42127",3750,2899,851,2010
"42129",13561,15758,-2197,2010
"42131",1182,1544,-362,2010
"42133",20614,16514,4100,2010
"44001",3830,2941,889,2010
"44003",7813,8909,-1096,2010
"44005",6520,6655,-135,2010
"44007",27408,26604,804,2010
"44009",7905,6144,1761,2010
"45001",1579,1305,274,2010
"45003",7278,7010,268,2010
"45005",913,303,610,2010
"45007",10117,8284,1833,2010
"45009",1968,666,1302,2010
"45011",842,1427,-585,2010
"45013",15476,13288,2188,2010
"45015",17203,12106,5097,2010
"45017",743,873,-130,2010
"45019",30439,28103,2336,2010
"45021",1529,1776,-247,2010
"45023",1231,1649,-418,2010
"45025",1877,1241,636,2010
"45027",1594,1753,-159,2010
"45029",1588,1666,-78,2010
"45031",2732,2394,338,2010
"45033",1772,1260,512,2010
"45035",11667,10247,1420,2010
"45037",2191,1434,757,2010
"45039",451,1591,-1140,2010
"45041",7771,7346,425,2010
"45043",3050,3058,-8,2010
"45045",31329,23937,7392,2010
"45047",4413,4010,403,2010
"45049",945,1021,-76,2010
"45051",19510,12084,7426,2010
"45053",2071,1804,267,2010
"45055",2883,3624,-741,2010
"45057",3402,3706,-304,2010
"45059",4676,2966,1710,2010
"45061",816,947,-131,2010
"45063",17537,12422,5115,2010
"45065",741,406,335,2010
"45067",1614,1936,-322,2010
"45069",1831,1435,396,2010
"45071",1837,1927,-90,2010
"45073",4035,2521,1514,2010
"45075",4572,5506,-934,2010
"45077",11212,7944,3268,2010
"45079",47662,28061,19601,2010
"45081",958,1222,-264,2010
"45083",14836,11206,3630,2010
"45085",4767,6904,-2137,2010
"45087",937,751,186,2010
"45089",1080,1050,30,2010
"45091",14053,9595,4458,2010
"46003",221,251,-30,2010
"46005",903,730,173,2010
"46007",188,179,9,2010
"46009",724,500,224,2010
"46011",4107,2821,1286,2010
"46013",1983,1844,139,2010
"46015",449,484,-35,2010
"46017",120,175,-55,2010
"46019",634,918,-284,2010
"46021",79,62,17,2010
"46023",464,748,-284,2010
"46025",126,67,59,2010
"46027",2534,2511,23,2010
"46029",1425,1603,-178,2010
"46031",371,460,-89,2010
"46033",706,785,-79,2010
"46035",1836,1329,507,2010
"46037",484,624,-140,2010
"46039",266,133,133,2010
"46041",225,468,-243,2010
"46043",222,34,188,2010
"46045",99,290,-191,2010
"46047",1021,672,349,2010
"46049",52,156,-104,2010
"46051",274,525,-251,2010
"46053",203,253,-50,2010
"46055",113,169,-56,2010
"46057",405,282,123,2010
"46059",164,76,88,2010
"46061",213,267,-54,2010
"46063",47,115,-68,2010
"46065",1008,1134,-126,2010
"46067",563,372,191,2010
"46069",40,98,-58,2010
"46071",135,336,-201,2010
"46073",84,48,36,2010
"46075",107,32,75,2010
"46077",208,330,-122,2010
"46079",998,669,329,2010
"46081",2450,2069,381,2010
"46083",3602,2870,732,2010
"46085",208,334,-126,2010
"46087",383,311,72,2010
"46089",49,135,-86,2010
"46091",175,418,-243,2010
"46093",2620,1891,729,2010
"46095",94,74,20,2010
"46097",87,217,-130,2010
"46099",11219,11204,15,2010
"46101",337,315,22,2010
"46103",9310,7276,2034,2010
"46105",146,220,-74,2010
"46107",113,103,10,2010
"46109",270,594,-324,2010
"46111",280,149,131,2010
"46113",552,1014,-462,2010
"46115",319,422,-103,2010
"46117",294,198,96,2010
"46119",114,48,66,2010
"46121",352,380,-28,2010
"46123",282,356,-74,2010
"46125",422,440,-18,2010
"46127",1388,1404,-16,2010
"46129",545,605,-60,2010
"46135",1677,1573,104,2010
"46137",274,136,138,2010
"47001",5652,5095,557,2010
"47003",2066,2074,-8,2010
"47005",1303,825,478,2010
"47007",755,540,215,2010
"47009",7686,5640,2046,2010
"47011",6107,5906,201,2010
"47013",1664,1668,-4,2010
"47015",883,402,481,2010
"47017",2066,1581,485,2010
"47019",3817,2192,1625,2010
"47021",2774,2411,363,2010
"47023",1142,1105,37,2010
"47025",1458,1672,-214,2010
"47027",266,241,25,2010
"47029",1443,1762,-319,2010
"47031",3195,3367,-172,2010
"47033",692,734,-42,2010
"47035",3185,2262,923,2010
"47037",46873,43734,3139,2010
"47039",579,515,64,2010
"47041",1455,713,742,2010
"47043",3449,2807,642,2010
"47045",2050,1328,722,2010
"47047",2333,1915,418,2010
"47049",340,1113,-773,2010
"47051",2339,2275,64,2010
"47053",2663,2207,456,2010
"47055",1528,1562,-34,2010
"47057",1479,961,518,2010
"47059",3020,1898,1122,2010
"47061",420,661,-241,2010
"47063",3592,3695,-103,2010
"47065",20254,16372,3882,2010
"47067",293,236,57,2010
"47069",2073,1741,332,2010
"47071",1256,907,349,2010
"47073",4301,3002,1299,2010
"47075",560,944,-384,2010
"47077",1600,1121,479,2010
"47079",1498,1470,28,2010
"47081",2012,1291,721,2010
"47083",310,408,-98,2010
"47085",820,732,88,2010
"47087",503,576,-73,2010
"47089",4545,2671,1874,2010
"47091",717,1095,-378,2010
"47093",27740,24571,3169,2010
"47095",745,496,249,2010
"47097",1770,1456,314,2010
"47099",1409,1661,-252,2010
"47101",1154,515,639,2010
"47103",1183,972,211,2010
"47105",3403,2437,966,2010
"47107",3272,2338,934,2010
"47109",1148,1262,-114,2010
"47111",847,1405,-558,2010
"47113",5680,5415,265,2010
"47115",1155,1592,-437,2010
"47117",1627,1664,-37,2010
"47119",6641,3540,3101,2010
"47121",1379,893,486,2010
"47123",2597,2084,513,2010
"47125",19922,14368,5554,2010
"47127",628,474,154,2010
"47129",1332,1076,256,2010
"47131",1414,1889,-475,2010
"47133",1046,1047,-1,2010
"47135",319,608,-289,2010
"47137",222,243,-21,2010
"47139",1410,1033,377,2010
"47141",6814,3774,3040,2010
"47143",1944,2282,-338,2010
"47145",2758,3278,-520,2010
"47147",3545,4283,-738,2010
"47149",20906,13297,7609,2010
"47151",641,428,213,2010
"47153",600,514,86,2010
"47155",7107,4793,2314,2010
"47157",39114,41672,-2558,2010
"47159",787,622,165,2010
"47161",626,774,-148,2010
"47163",8803,9705,-902,2010
"47165",13516,8773,4743,2010
"47167",3674,3542,132,2010
"47169",384,636,-252,2010
"47171",825,1028,-203,2010
"47173",1022,893,129,2010
"47175",271,407,-136,2010
"47177",1122,1780,-658,2010
"47179",10330,8139,2191,2010
"47181",1643,965,678,2010
"47183",2912,1655,1257,2010
"47185",1030,1060,-30,2010
"47187",12452,11350,1102,2010
"47189",7193,6542,651,2010
"48001",6575,5887,688,2010
"48003",642,465,177,2010
"48005",6681,4581,2100,2010
"48007",2004,1706,298,2010
"48009",359,1279,-920,2010
"48011",290,170,120,2010
"48013",2319,2381,-62,2010
"48015",1620,2158,-538,2010
"48017",495,398,97,2010
