"fips","year","percent_transfers","income_per_capita","total_employees"
"00000",2000,0.0852582455651562,31589,165522200
"00000",2001,0.0852582455651562,31589,165522200
"00000",2002,0.0915587434793089,31832,165095100
"00000",2003,0.0932081244177109,32681,165921500
"00000",2004,0.0933008707638546,34251,168839700
"00000",2005,0.0947695032615798,35849,172338400
"00000",2006,0.0940610796714803,38114,175868600
"00000",2007,0.0960166982664184,39844,179543700
"00000",2008,0.108496769754168,40904,179213900
"00000",2009,0.122992717719331,39284,173636700
"00000",2010,0.130357490973326,40545,172901700
"00000",2011,0.123569953703502,42727,176091700
"00000",2012,0.114359565672692,44582,178979700
"00000",2013,0.11465222786098,44826,182325100
"00000",2014,0.113838220826876,47025,186235800
"00000",2015,0.115278079924723,48940,190317800
"00000",2016,0.116753300987923,49831,193368900
"01000",2000,0.104840748206904,25139,2376053
"01000",2001,0.104840748206904,25139,2376053
"01000",2002,0.109915274883962,25706,2364828
"01000",2003,0.112840575037882,26693,2371430
"01000",2004,0.111934162129112,28399,2425649
"01000",2005,0.114383898570206,29808,2486833
"01000",2006,0.116229504129873,31306,2545556
"01000",2007,0.12010947066153,32573,2604078
"01000",2008,0.133866765208999,33377,2582591
"01000",2009,0.144680202822113,32631,2479507
"01000",2010,0.155934410660115,33844,2460298
"01000",2011,0.152425358992326,34942,2497933
"01000",2012,0.143849681363838,35818,2503678
"01000",2013,0.143587390111469,36067,2523338
"01000",2014,0.144464388554696,37235,2552891
"01000",2015,0.144671904973799,38612,2588248
"01000",2016,0.14531194716037,39294,2620993
"01001",2000,0.0813857143115023,24682,16211
"01001",2001,0.0813857143115023,24682,16211
"01001",2002,0.0868987685999972,24991,15944
"01001",2003,0.0900919040041568,26319,16484
"01001",2004,0.0935393496773767,27535,16884
"01001",2005,0.0984180501554938,28766,17404
"01001",2006,0.103204703907462,29758,17189
"01001",2007,0.105378662106857,31459,17998
"01001",2008,0.117544460620593,32876,17802
"01001",2009,0.122263846914806,32603,17483
"01001",2010,0.132975996169357,33415,16988
"01001",2011,0.137081093748021,34325,17298
"01001",2012,0.129358333948165,35040,16421
"01001",2013,0.131418004360425,35464,16475
"01001",2014,0.133169734883046,36677,16867
"01001",2015,0.135088239908216,38591,17283
"01001",2016,0.133308485810584,39509,17445
"01003",2000,0.0793138598627872,27119,70661
"01003",2001,0.0793138598627872,27119,70661
"01003",2002,0.0851413649937117,27402,71892
"01003",2003,0.0898903054777611,28050,73844
"01003",2004,0.089669920229562,30338,77691
"01003",2005,0.0882445492425096,32292,82612
"01003",2006,0.0874672530900087,34784,87768
"01003",2007,0.0899426837101003,36051,92728
"01003",2008,0.105108638365114,35751,92684
"01003",2009,0.115411053584702,34698,89324
"01003",2010,0.131706585758275,36282,89246
"01003",2011,0.125987816212509,37804,92000
"01003",2012,0.117859200988218,38166,93226
"01003",2013,0.118479280149027,38212,96471
"01003",2014,0.118985797755343,39561,99837
"01003",2015,0.117704083770431,41412,103943
"01003",2016,0.117319516302312,43004,107855
"01005",2000,0.136290171601505,20172,15239
"01005",2001,0.136290171601505,20172,15239
"01005",2002,0.144411843158176,20280,14776
"01005",2003,0.147735961118593,20904,14387
"01005",2004,0.148089522186943,22825,13904
"01005",2005,0.152036851256857,23865,14363
"01005",2006,0.164732572468659,24728,14405
"01005",2007,0.169187252232552,25537,14054
"01005",2008,0.185766422335441,25678,13646
"01005",2009,0.203508154324418,26088,12978
"01005",2010,0.208525298677263,27834,12617
"01005",2011,0.209793448312645,28106,12359
"01005",2012,0.208675676099724,28145,12254
"01005",2013,0.199118936200703,30040,12157
"01005",2014,0.208397481280037,29941,11954
"01005",2015,0.213062060981902,31509,12080
"01005",2016,0.218789905820736,31750,11633
"01007",2000,0.132300505745181,17979,5735
"01007",2001,0.132300505745181,17979,5735
"01007",2002,0.136975853194697,18678,5776
"01007",2003,0.135642653571064,19660,5901
"01007",2004,0.136717602437901,20999,6078
"01007",2005,0.144548777226399,21375,6194
"01007",2006,0.150741777160349,22736,6336
"01007",2007,0.158468419144576,24095,6565
"01007",2008,0.176541105248405,24983,6577
"01007",2009,0.188820440278078,23789,6304
"01007",2010,0.196239013612317,25091,6249
"01007",2011,0.193831622246109,25973,6249
"01007",2012,0.187292515451628,27028,6291
"01007",2013,0.188941974212202,27420,6505
"01007",2014,0.190318268008716,28249,6490
"01007",2015,0.190888116433862,29048,6441
"01007",2016,0.19732454215134,28989,6459
"01009",2000,0.0905724365272552,21339,14971
"01009",2001,0.0905724365272552,21339,14971
"01009",2002,0.0976037185771655,21304,14251
"01009",2003,0.0994999020892645,22354,14192
"01009",2004,0.109589696865536,23543,14298
"01009",2005,0.1157422912815,24379,15068
"01009",2006,0.121452353028002,24787,15290
"01009",2007,0.121865362011633,26549,15847
"01009",2008,0.137399593335982,27661,15551
"01009",2009,0.146038232398053,27381,15000
"01009",2010,0.162056720888395,27754,14476
"01009",2011,0.160223528691285,28368,14657
"01009",2012,0.148511395865168,29600,14475
"01009",2013,0.144336635439231,30188,14447
"01009",2014,0.145812864661,31359,14282
"01009",2015,0.149173430119791,31987,14348
"01009",2016,0.150698357189899,32261,15218
"01011",2000,0.204011648054951,17022,4205
"01011",2001,0.204011648054951,17022,4205
"01011",2002,0.209007350181878,17756,4209
"01011",2003,0.210543737093284,17887,4140
"01011",2004,0.217899408284024,18343,4167
"01011",2005,0.223824479143628,18478,4065
"01011",2006,0.228297000973352,20212,4013
"01011",2007,0.237887007459811,20976,3973
"01011",2008,0.238079211919402,23059,3960
"01011",2009,0.241785502363953,23775,4023
"01011",2010,0.271905203696962,23479,3976
"01011",2011,0.257142746140159,24112,3970
"01011",2012,0.249825922237779,25172,3900
"01011",2013,0.243332680208129,26126,4054
"01011",2014,0.247841127961554,25052,3974
"01011",2015,0.248028959832507,26222,4093
"01011",2016,0.234579703217677,26450,4152
"01013",2000,0.175234051283881,21212,9206
"01013",2001,0.175234051283881,21212,9206
"01013",2002,0.178583750780667,22013,9226
"01013",2003,0.185288736867204,22748,9025
"01013",2004,0.189470187342078,23799,9181
"01013",2005,0.193207563440236,24496,9523
"01013",2006,0.200762998400226,25136,9802
"01013",2007,0.200027647221454,27005,9745
"01013",2008,0.215431545567351,27698,9500
"01013",2009,0.239457488432048,27363,8816
"01013",2010,0.241335085712757,28554,9097
"01013",2011,0.236963178716398,28824,9382
"01013",2012,0.22026553597797,30051,9192
"01013",2013,0.206992023110207,31470,9297
"01013",2014,0.206059561715677,32832,9638
"01013",2015,0.211047776757946,33700,9669
"01013",2016,0.213067917283131,33888,9714
"01015",2000,0.13493571183491,23234,59639
"01015",2001,0.13493571183491,23234,59639
"01015",2002,0.141458158301294,24152,60124
"01015",2003,0.144687161368972,25154,60521
"01015",2004,0.139534760210314,26552,62604
"01015",2005,0.144067313731251,27442,63108
"01015",2006,0.146735687215911,28535,63816
"01015",2007,0.149161750444885,30072,65674
"01015",2008,0.165405184222086,30883,64696
"01015",2009,0.179386012262526,30207,61551
"01015",2010,0.192938808621516,30977,60194
"01015",2011,0.188945698049029,31874,60613
"01015",2012,0.183203181256835,32343,59998
"01015",2013,0.184922591447189,32021,58415
"01015",2014,0.18278095251998,33087,58101
"01015",2015,0.185714108449866,34188,58070
"01015",2016,0.18982358042616,34869,57709
"01017",2000,0.132040222821421,21869,15646
"01017",2001,0.132040222821421,21869,15646
"01017",2002,0.136577448527758,22373,15270
"01017",2003,0.143018134636119,23005,14709
"01017",2004,0.145590754494839,23687,14516
"01017",2005,0.152534898751041,24298,14564
"01017",2006,0.161215076362617,25529,13867
"01017",2007,0.172317535616952,26472,13779
"01017",2008,0.204071562958757,26035,12074
"01017",2009,0.218098388408121,26113,11034
"01017",2010,0.226886292315454,27419,11328
"01017",2011,0.213277399292591,28670,12315
"01017",2012,0.201344209213947,29315,12254
"01017",2013,0.202246802080057,29633,12301
"01017",2014,0.198416977654229,30539,12463
"01017",2015,0.200128291568341,31438,12349
"01017",2016,0.195629838783131,32562,12441
"01019",2000,0.124417705092585,19885,7370
"01019",2001,0.124417705092585,19885,7370
"01019",2002,0.131099881767974,20241,7390
"01019",2003,0.126881381413134,21153,7495
"01019",2004,0.13621263050584,22545,7794
"01019",2005,0.143197459881576,23277,7838
"01019",2006,0.153844149753797,24116,7861
"01019",2007,0.158489247729214,26213,8157
"01019",2008,0.169770090266335,27437,8109
"01019",2009,0.186573850223271,27198,7756
"01019",2010,0.198837022370556,28021,7664
"01019",2011,0.194693024768016,28873,7741
"01019",2012,0.188743020581548,29564,7730
"01019",2013,0.179292755394233,30702,7997
"01019",2014,0.183938240431698,31457,8050
"01019",2015,0.186074489298376,32906,8002
"01019",2016,0.193096985084777,32758,8273
"01021",2000,0.113478840190079,21098,12394
"01021",2001,0.113478840190079,21098,12394
"01021",2002,0.120658128991998,21428,12425
"01021",2003,0.124830697542602,22161,12422
"01021",2004,0.123358212024015,23420,12873
"01021",2005,0.128893820171275,24559,13146
"01021",2006,0.135639384571704,25967,13596
"01021",2007,0.141416168070282,27198,13930
"01021",2008,0.161394068896251,27448,13467
"01021",2009,0.169631735256682,27102,12834
"01021",2010,0.182293145172368,27513,12694
"01021",2011,0.180823512526512,28707,13256
"01021",2012,0.172684578180425,29458,13784
"01021",2013,0.170666864054973,29716,14190
"01021",2014,0.17145136400101,30580,14376
"01021",2015,0.173623236118429,31830,14467
"01021",2016,0.174793293182175,32268,14849
"01023",2000,0.157041372786775,20096,5879
"01023",2001,0.157041372786775,20096,5879
"01023",2002,0.15930645603573,20646,5668
"01023",2003,0.17238219204041,21179,5530
"01023",2004,0.178314209735799,21762,5549
"01023",2005,0.197771255847788,21927,5542
"01023",2006,0.209957036028273,23000,5661
"01023",2007,0.206467925283601,23898,5635
"01023",2008,0.219898852643939,24559,5531
"01023",2009,0.216119164038076,25564,5379
"01023",2010,0.226180367176591,27976,5174
"01023",2011,0.211236071674809,29739,5503
"01023",2012,0.209292405737488,31982,5513
"01023",2013,0.204350237962111,33911,5494
"01023",2014,0.207332737210704,35016,5299
"01023",2015,0.213288775726713,35621,5243
"01023",2016,0.223242799676837,36232,5201
"01025",2000,0.151102252801811,20088,12606
"01025",2001,0.151102252801811,20088,12606
"01025",2002,0.160525795611781,20409,12677
"01025",2003,0.162400470721015,21456,12704
"01025",2004,0.166101130210321,22935,12961
"01025",2005,0.174792604547128,23754,13197
"01025",2006,0.175522059718493,24873,13375
"01025",2007,0.175579474099853,26488,13784
"01025",2008,0.193214935991026,26998,13362
"01025",2009,0.207744387028796,27410,12426
"01025",2010,0.215260417301806,28645,12221
"01025",2011,0.202285646142227,29502,12081
"01025",2012,0.193963997861259,30115,11982
"01025",2013,0.190045831008664,31255,11987
"01025",2014,0.194587009663143,32559,12052
"01025",2015,0.193210983159028,33684,12146
"01025",2016,0.193210082431982,34476,11924
"01027",2000,0.147094486817342,20476,6815
"01027",2001,0.147094486817342,20476,6815
"01027",2002,0.150218024958252,20959,6534
"01027",2003,0.150988340507334,21902,6153
"01027",2004,0.151454711264084,24073,6247
"01027",2005,0.153829736585046,25962,6383
"01027",2006,0.157377340168941,27261,6654
"01027",2007,0.174559518250096,27518,6704
"01027",2008,0.179730692772214,28241,6209
"01027",2009,0.216037500032212,27706,5692
"01027",2010,0.229313018061364,27887,5578
"01027",2011,0.223505763629651,26714,5550
"01027",2012,0.217003727194382,27381,5448
"01027",2013,0.206968790989374,28094,5451
"01027",2014,0.203136578494129,29420,5643
"01027",2015,0.201293345290104,31091,5771
"01027",2016,0.203579295809866,31314,5926
"01029",2000,0.122358179543215,20624,4739
"01029",2001,0.122358179543215,20624,4739
"01029",2002,0.12609227131986,20656,4707
"01029",2003,0.132067106129661,21245,4474
"01029",2004,0.130505378526487,23365,4536
"01029",2005,0.135435187627077,24543,4574
"01029",2006,0.143600346642665,24685,4577
"01029",2007,0.151675494299132,25656,4521
"01029",2008,0.162868827052483,26896,4535
"01029",2009,0.172913699586757,26781,4368
"01029",2010,0.181985311627818,27987,4204
"01029",2011,0.182073286509712,28718,4255
"01029",2012,0.176506466620662,30172,4183
"01029",2013,0.16345383579622,31341,4268
"01029",2014,0.164485396767646,32560,4294
"01029",2015,0.165862494557858,33556,4067
"01029",2016,0.175540846204016,33917,4258
"01031",2000,0.110393225135666,25477,19038
"01031",2001,0.110393225135666,25477,19038
"01031",2002,0.113720267505463,26169,19085
"01031",2003,0.114896127664378,27385,19303
"01031",2004,0.11485674396018,29253,20051
"01031",2005,0.11832455872797,29763,20570
"01031",2006,0.128263770856136,30456,21420
"01031",2007,0.12797931941581,32409,21951
"01031",2008,0.135548786909934,34052,21236
"01031",2009,0.141603752879521,34006,21273
"01031",2010,0.151575370663903,35513,21164
"01031",2011,0.152029095634554,36009,20996
"01031",2012,0.148806662162279,36137,21132
"01031",2013,0.148525891274833,37346,21121
"01031",2014,0.149741507029558,38111,21264
"01031",2015,0.152927272943678,39558,21644
"01031",2016,0.156495096377537,40319,22032
"01033",2000,0.131985387021359,21811,27819
"01033",2001,0.131985387021359,21811,27819
"01033",2002,0.138861751619374,22242,27338
"01033",2003,0.139085866632792,23785,27167
"01033",2004,0.144673841984741,25176,28082
"01033",2005,0.146616178603133,26691,28652
"01033",2006,0.148620617318214,28209,29442
"01033",2007,0.152740403769407,29621,29626
"01033",2008,0.16656620611847,30395,29584
"01033",2009,0.177698894931178,30523,28733
"01033",2010,0.190822520034069,31718,29256
"01033",2011,0.182045578851413,32688,29600
"01033",2012,0.175522658997196,32910,29770
"01033",2013,0.173302328745927,33424,30599
"01033",2014,0.171784735560587,34855,30947
"01033",2015,0.174271232017949,35684,31632
"01033",2016,0.174556525260727,36452,31707
"01035",2000,0.183179527223681,20211,5723
"01035",2001,0.183179527223681,20211,5723
"01035",2002,0.199759587946581,20326,5711
"01035",2003,0.204539116252634,20852,5809
"01035",2004,0.210252729789306,21787,5927
"01035",2005,0.218985182677534,22890,6082
"01035",2006,0.220785500424292,22957,6020
"01035",2007,0.23562602250756,24011,5840
"01035",2008,0.259182198930905,24914,5683
"01035",2009,0.275710042833903,25238,5178
"01035",2010,0.28002665286361,26433,4917
"01035",2011,0.264841111148767,26851,4973
"01035",2012,0.262513679034295,27258,4881
"01035",2013,0.25108080432696,28976,5197
"01035",2014,0.252873532124858,29160,5236
"01035",2015,0.261785340272911,30052,5260
"01035",2016,0.261586206716088,30536,5171
"01037",2000,0.125366038370919,20061,2905
"01037",2001,0.125366038370919,20061,2905
"01037",2002,0.13827640269531,20428,2786
"01037",2003,0.147829837164937,21938,2673
"01037",2004,0.144823259192944,23577,2601
"01037",2005,0.155057082838615,23871,2823
"01037",2006,0.158203544668788,25198,2921
"01037",2007,0.162919323109248,25463,2781
"01037",2008,0.190921101062152,26476,2665
"01037",2009,0.202389858266443,26008,2537
"01037",2010,0.224838007555478,23748,2386
"01037",2011,0.210083220437391,25196,2356
"01037",2012,0.199735201482326,25826,2378
"01037",2013,0.201129901404587,26237,2260
"01037",2014,0.199429603959061,26884,2326
"01037",2015,0.197041684465909,28075,2328
"01037",2016,0.198251677555508,29284,2285
"01039",2000,0.156222631369427,21685,17714
"01039",2001,0.156222631369427,21685,17714
"01039",2002,0.162257801184347,22209,17855
"01039",2003,0.169132266492108,23292,17664
"01039",2004,0.171330627152895,24577,18040
"01039",2005,0.176220199703012,24816,18431
"01039",2006,0.183725061779849,25377,18826
"01039",2007,0.187647102272387,26623,19150
"01039",2008,0.200571054825853,27854,18650
"01039",2009,0.210230742091027,28232,17832
"01039",2010,0.21994294399333,29564,17865
"01039",2011,0.215273261921266,29448,18053
"01039",2012,0.203650602861859,30305,18240
"01039",2013,0.196602731167976,30819,18049
"01039",2014,0.200219851082633,31709,17972
"01039",2015,0.205081959127304,32396,17741
"01039",2016,0.209299344661809,32971,17854
"01041",2000,0.154369074621021,22327,4784
"01041",2001,0.154369074621021,22327,4784
"01041",2002,0.166955146479868,21610,4729
"01041",2003,0.16804535826339,22996,4834
"01041",2004,0.160856185226776,25495,4989
"01041",2005,0.157941754032042,27211,5289
"01041",2006,0.167100819542861,26496,5769
"01041",2007,0.178540795539831,26733,5961
"01041",2008,0.193666015997198,27892,5970
"01041",2009,0.204125224776747,28075,5708
"01041",2010,0.207554319151998,30053,5720
"01041",2011,0.2103184587681,29169,5901
"01041",2012,0.197705221988163,30463,5756
"01041",2013,0.186322388435656,33258,5932
"01041",2014,0.188689778845463,34138,6113
"01041",2015,0.188337032981717,36199,6219
"01041",2016,0.200259388815104,34596,6290
"01043",2000,0.113087351461244,23662,37654
"01043",2001,0.113087351461244,23662,37654
"01043",2002,0.12126497680632,23653,36998
"01043",2003,0.126228080766326,25171,37297
"01043",2004,0.122730743169086,26822,38520
"01043",2005,0.12842725925413,27893,39086
"01043",2006,0.138600292326103,28174,40422
"01043",2007,0.139921261156488,29369,41335
"01043",2008,0.15124552738783,30210,40359
"01043",2009,0.164151226089996,29903,38426
"01043",2010,0.176584167034262,30624,37615
"01043",2011,0.174497289823563,31031,37778
"01043",2012,0.162076585374978,32635,38058
"01043",2013,0.157963215113196,34202,38702
"01043",2014,0.157610507577959,35124,39274
"01043",2015,0.154162530891623,36824,40479
"01043",2016,0.159422461633732,36721,41649
"01045",2000,0.134152693371354,22413,27053
"01045",2001,0.134152693371354,22413,27053
"01045",2002,0.14008205877674,23172,27099
"01045",2003,0.145552476700964,24140,26906
"01045",2004,0.130158942634184,26093,26903
"01045",2005,0.127345484590881,28474,26842
"01045",2006,0.127749745843549,30525,27391
"01045",2007,0.135540247149055,31105,27986
"01045",2008,0.148220068037874,31340,27840
"01045",2009,0.156534225997152,31806,27517
"01045",2010,0.166064077279228,32943,27464
"01045",2011,0.165316464820797,33777,27361
"01045",2012,0.165603008233795,33375,26912
"01045",2013,0.1671430590016,33566,25989
"01045",2014,0.175194618335571,33718,25576
"01045",2015,0.184004085074042,34131,25374
"01045",2016,0.1871329904482,34559,25927
"01047",2000,0.192905218367057,20438,21935
"01047",2001,0.192905218367057,20438,21935
"01047",2002,0.204852017448658,21036,20998
"01047",2003,0.213342211308015,21745,20440
"01047",2004,0.211680887746705,23384,20548
"01047",2005,0.21381956456849,24277,20797
"01047",2006,0.222578452900343,25862,21454
"01047",2007,0.230644618742456,26302,21091
"01047",2008,0.248411026208598,27138,20559
"01047",2009,0.275127972507194,26978,19136
"01047",2010,0.287654965999619,28145,18440
"01047",2011,0.277776949578625,29465,18591
"01047",2012,0.269140128693799,29647,17955
"01047",2013,0.266989422383975,30343,17685
"01047",2014,0.26728012151195,30749,17709
"01047",2015,0.268371184779388,32148,18006
"01047",2016,0.276358789225215,33691,17515
"01049",2000,0.122903145737407,21285,34381
"01049",2001,0.122903145737407,21285,34381
"01049",2002,0.128218812730572,21451,34033
"01049",2003,0.131759792120808,22334,33754
"01049",2004,0.132329184136559,23882,33993
"01049",2005,0.145257747490758,23693,33581
"01049",2006,0.155125427949719,23872,34456
"01049",2007,0.161511356737158,25376,34785
"01049",2008,0.174543989753971,26194,34600
"01049",2009,0.194161798506033,25934,31643
"01049",2010,0.205974241298395,26814,31294
"01049",2011,0.209908630149979,25711,30835
"01049",2012,0.194104858988702,27063,30454
"01049",2013,0.184051417436163,27908,31126
"01049",2014,0.181898037194771,28848,31343
"01049",2015,0.182569890504405,29764,31354
"01049",2016,0.190616631201745,29405,31701
"01051",2000,0.0957971179709332,24056,22000
"01051",2001,0.0957971179709332,24056,22000
"01051",2002,0.101496308501058,25052,22275
"01051",2003,0.105407867233772,26310,23614
"01051",2004,0.102207617421563,27694,24336
"01051",2005,0.105793891572261,28744,25684
"01051",2006,0.106299006944758,30276,27435
"01051",2007,0.113779645998449,31593,29066
"01051",2008,0.125128579293225,33057,28817
"01051",2009,0.132849676560924,33166,28250
"01051",2010,0.145185302332662,34007,28274
"01051",2011,0.139145030443261,35178,28608
"01051",2012,0.133748461729502,35788,28926
"01051",2013,0.138018782692302,35739,29109
"01051",2014,0.137272581373664,36661,29943
"01051",2015,0.138911124012841,38445,30629
"01051",2016,0.136214126040694,39575,30806
"01053",2000,0.14006635864678,19418,18089
"01053",2001,0.14006635864678,19418,18089
"01053",2002,0.154752364823,19095,16938
"01053",2003,0.160983589592546,19942,16597
"01053",2004,0.166279509548281,21243,16650
"01053",2005,0.158879532163743,22739,16968
"01053",2006,0.16481337960935,23633,17157
"01053",2007,0.174633502657877,24634,17261
"01053",2008,0.194902491188838,25419,17150
"01053",2009,0.210737403639933,25514,16812
"01053",2010,0.216937170900492,26952,16806
"01053",2011,0.210461579936142,27965,17174
"01053",2012,0.192708709272278,29145,17076
"01053",2013,0.193142596215401,29569,17262
"01053",2014,0.203526181628546,29927,17622
"01053",2015,0.206769647705917,30486,17955
"01053",2016,0.211974873352191,30772,17934
"01055",2000,0.141630785814529,22378,48338
"01055",2001,0.141630785814529,22378,48338
"01055",2002,0.14711041378353,23084,49064
"01055",2003,0.149804908696457,23869,48002
"01055",2004,0.1468524374019,25149,49327
"01055",2005,0.15323924449343,25977,50115
"01055",2006,0.160263451508835,26803,49828
"01055",2007,0.163508373641454,28406,49838
"01055",2008,0.178035302083603,29238,49618
"01055",2009,0.194244429180122,29162,46996
"01055",2010,0.205232000639477,30420,46792
"01055",2011,0.198358450054709,30889,48421
"01055",2012,0.190460293980261,31520,48495
"01055",2013,0.194855397639338,31571,48600
"01055",2014,0.193630141926974,32856,49586
"01055",2015,0.193725931091408,34129,49755
"01055",2016,0.194140469433008,34783,50633
"01057",2000,0.142259264361482,19743,7168
"01057",2001,0.142259264361482,19743,7168
"01057",2002,0.153277245378678,19359,6677
"01057",2003,0.156131432721101,20226,6673
"01057",2004,0.16940300237192,21545,6583
"01057",2005,0.170546153904019,22119,6842
"01057",2006,0.178951928947006,22864,6725
"01057",2007,0.192621178505622,24282,6662
"01057",2008,0.208401776687228,25092,6314
"01057",2009,0.22932348775403,25411,5929
"01057",2010,0.242582521843856,26455,5755
"01057",2011,0.230905295398449,27422,5778
"01057",2012,0.218439167380278,28670,5871
"01057",2013,0.216357261888469,29535,5769
"01057",2014,0.2176543304202,30442,5714
"01057",2015,0.220509747478425,32100,5847
"01057",2016,0.231459151522392,32394,6112
"01059",2000,0.141843770351738,21464,15068
"01059",2001,0.141843770351738,21464,15068
"01059",2002,0.156647833251843,21451,14195
"01059",2003,0.158261189690788,22171,14145
"01059",2004,0.154489039460105,24060,14539
"01059",2005,0.151084351071926,24949,15253
"01059",2006,0.166195283600493,25007,15247
"01059",2007,0.170325128193988,26726,15456
"01059",2008,0.183312222010145,27479,14808
"01059",2009,0.196560513740107,26975,14130
"01059",2010,0.204865707415269,28148,14371
"01059",2011,0.199264554618391,28156,14533
"01059",2012,0.192534549207693,28432,14366
"01059",2013,0.186172902060351,28817,14119
"01059",2014,0.186390745131853,30049,14273
"01059",2015,0.186226742360581,31275,14764
"01059",2016,0.193826692378616,31153,14635
"01061",2000,0.141573085346517,22129,9329
"01061",2001,0.141573085346517,22129,9329
"01061",2002,0.145881583228786,22467,9129
"01061",2003,0.151086144700105,23286,9171
"01061",2004,0.156864708266653,24028,9456
"01061",2005,0.161898280160241,25329,9733
"01061",2006,0.172115317776696,25190,9931
"01061",2007,0.175688796059338,26647,10255
"01061",2008,0.189090059128015,27616,10066
"01061",2009,0.193757272422972,28246,9188
"01061",2010,0.203915137664907,28984,9035
"01061",2011,0.211229854600415,29348,8951
"01061",2012,0.204100218008018,29401,8890
"01061",2013,0.196280495095761,30402,8847
"01061",2014,0.201197349246262,31011,8833
"01061",2015,0.204340347129941,32232,8945
"01061",2016,0.205098537825811,32627,8797
"01063",2000,0.1909986010976,18838,3102
"01063",2001,0.1909986010976,18838,3102
"01063",2002,0.202296838309292,19285,3095
"01063",2003,0.201940161845133,20606,3024
"01063",2004,0.196812878383707,22254,3270
"01063",2005,0.205386219286704,23645,3323
"01063",2006,0.205706549076154,25485,3393
"01063",2007,0.219894136807818,26169,3486
"01063",2008,0.225669587942779,26493,3561
"01063",2009,0.241830907641132,27044,3432
"01063",2010,0.269942806790031,26741,3259
"01063",2011,0.268593477172546,27584,3193
"01063",2012,0.273986180683266,27581,3210
"01063",2013,0.248613267004545,30548,3107
"01063",2014,0.270640382124352,28769,3190
"01063",2015,0.265619327880375,30428,3110
"01063",2016,0.273277871477572,31084,3141
"01065",2000,0.188856263893047,17574,5347
"01065",2001,0.188856263893047,17574,5347
"01065",2002,0.197817094048337,18893,5209
"01065",2003,0.191125992021658,20782,5175
"01065",2004,0.181192740121211,22351,5310
"01065",2005,0.18288887298894,23543,5363
"01065",2006,0.176090568480988,25574,5487
"01065",2007,0.187112852041924,26372,5461
"01065",2008,0.20397742071752,28098,5434
"01065",2009,0.21399430005604,28618,5124
"01065",2010,0.235075965762896,29028,4914
"01065",2011,0.225452564855835,30365,5049
"01065",2012,0.213299025203442,30969,4989
"01065",2013,0.216522441117736,32414,4825
"01065",2014,0.217193061185,32283,4861
"01065",2015,0.213057528674025,33916,4951
"01065",2016,0.218204147145752,34661,4941
"01067",2000,0.133194895138726,21608,6679
"01067",2001,0.133194895138726,21608,6679
"01067",2002,0.135750607409319,22622,6596
"01067",2003,0.14132882153434,23302,6419
"01067",2004,0.142927669717725,24027,6365
"01067",2005,0.140049100952468,26260,6651
"01067",2006,0.149110460036888,26737,6833
"01067",2007,0.14886241717922,28548,6584
"01067",2008,0.156695963372376,30309,6128
"01067",2009,0.167083564854425,30164,5844
"01067",2010,0.179115269779938,30943,5652
"01067",2011,0.173174020539121,32565,5781
"01067",2012,0.163193059782419,33324,5857
"01067",2013,0.1653723931458,34279,5810
"01067",2014,0.183094306896163,34835,5900
"01067",2015,0.175774223188518,36146,5994
"01067",2016,0.170620298939997,37632,5903
"01069",2000,0.0918648400735317,26935,58324
"01069",2001,0.0918648400735317,26935,58324
"01069",2002,0.0972916489021959,27643,58247
"01069",2003,0.102555931949851,28110,59117
"01069",2004,0.106896640584567,30175,61370
"01069",2005,0.10853799717311,31561,62471
"01069",2006,0.110106496955554,33354,63564
"01069",2007,0.114267417239064,34673,65494
"01069",2008,0.128936544770745,34650,64366
"01069",2009,0.141922883967606,33876,62228
"01069",2010,0.153401579789628,35649,61706
"01069",2011,0.15032322430538,36614,62193
"01069",2012,0.146121846540574,36825,62003
"01069",2013,0.148790439567788,36654,62283
"01069",2014,0.15353898709817,37540,62574
"01069",2015,0.156814243896719,38609,63079
"01069",2016,0.156226106676197,39511,63108
"01071",2000,0.112193448864926,22354,24338
"01071",2001,0.112193448864926,22354,24338
"01071",2002,0.120894967012221,22446,24077
"01071",2003,0.124500946406104,23587,24443
"01071",2004,0.124979108495433,25152,24812
"01071",2005,0.126241938419191,26376,25202
"01071",2006,0.133785298172583,27246,25755
"01071",2007,0.141381406643817,28530,26068
"01071",2008,0.154682160335136,29484,24993
"01071",2009,0.171486032471353,28712,23330
"01071",2010,0.183262521102087,29549,23497
"01071",2011,0.175772271052167,30250,23951
"01071",2012,0.165899608740375,31371,23587
"01071",2013,0.163075115537792,31940,23801
"01071",2014,0.164926644305258,32973,23740
"01071",2015,0.166980510524408,33608,23965
"01071",2016,0.168494040342298,34198,23638
"01073",2000,0.0827587556155291,31511,465927
"01073",2001,0.0827587556155291,31511,465927
"01073",2002,0.0869521313260365,32562,461834
"01073",2003,0.0894825764186079,33752,459296
"01073",2004,0.0861891280004838,36194,462370
"01073",2005,0.0877924135827576,37827,460333
"01073",2006,0.0892609367480932,40209,466897
"01073",2007,0.0930409873546487,41371,470022
"01073",2008,0.10627395497449,42368,464398
"01073",2009,0.11520132920652,40283,443314
"01073",2010,0.123122906016472,42270,439137
"01073",2011,0.124871295760726,43517,442708
"01073",2012,0.114724408771741,45622,446634
"01073",2013,0.117927655272017,44998,448365
"01073",2014,0.118266283512175,46779,453374
"01073",2015,0.114994516486585,48902,454788
