"year","fips","labor_force","employed","unemployed","percent_unemployment"
NA,"NANA",NA,NA,NA,NA
"1996","41017",53531,49147,4384,8.2
"1996","41019",44450,40610,3840,8.6
"1996","41021",1222,1176,46,3.8
"1996","41023",4317,3818,499,11.6
"1996","41025",3746,3275,471,12.6
"1996","41027",10586,9501,1085,10.2
"1996","41029",86230,79379,6851,7.9
"1996","41031",8389,7761,628,7.5
"1996","41033",28861,26095,2766,9.6
"1996","41035",29765,27260,2505,8.4
"1996","41037",3881,3442,439,11.3
"1996","41039",159975,151066,8909,5.6
"1996","41041",21713,20149,1564,7.2
"1996","41043",52191,48673,3518,6.7
"1996","41045",14632,13412,1220,8.3
"1996","41047",135419,127718,7701,5.7
"1996","41049",4098,3731,367,9
"1996","41051",360698,342589,18109,5
"1996","41053",29089,27753,1336,4.6
"1996","41055",1042,965,77,7.4
"1996","41057",11429,10770,659,5.8
"1996","41059",33266,30577,2689,8.1
"1996","41061",12623,11676,947,7.5
"1996","41063",3590,3186,404,11.3
"1996","41065",11612,10635,977,8.4
"1996","41067",230917,222398,8519,3.7
"1996","41069",617,565,52,8.4
"1996","41071",39912,38057,1855,4.6
"1996","42001",44162,42091,2071,4.7
"1996","42003",655928,625581,30347,4.6
"1996","42005",32194,29687,2507,7.8
"1996","42007",85802,81442,4360,5.1
"1996","42009",24862,22946,1916,7.7
"1996","42011",182513,174450,8063,4.4
"1996","42013",62929,59246,3683,5.9
"1996","42015",28907,27285,1622,5.6
"1996","42017",316975,302652,14323,4.5
"1996","42019",85345,81029,4316,5.1
"1996","42021",69551,63773,5778,8.3
"1996","42023",2641,2442,199,7.5
"1996","42025",26722,24669,2053,7.7
"1996","42027",66014,64030,1984,3
"1996","42029",223093,215582,7511,3.4
"1996","42031",18567,17206,1361,7.3
"1996","42033",38718,35476,3242,8.4
"1996","42035",17306,15876,1430,8.3
"1996","42037",33529,31039,2490,7.4
"1996","42039",41733,39258,2475,5.9
"1996","42041",120415,116886,3529,2.9
"1996","42043",139699,134696,5003,3.6
"1996","42045",278307,264573,13734,4.9
"1996","42047",18556,17389,1167,6.3
"1996","42049",141279,132868,8411,6
"1996","42051",57429,52736,4693,8.2
"1996","42053",1866,1679,187,10
"1996","42055",65584,62299,3285,5
"1996","42057",6713,6341,372,5.5
"1996","42059",16103,14656,1447,9
"1996","42061",19062,17059,2003,10.5
"1996","42063",37795,34574,3221,8.5
"1996","42065",22413,20636,1777,7.9
"1996","42067",10230,9299,931,9.1
"1996","42069",107319,99677,7642,7.1
"1996","42071",239036,231005,8031,3.4
"1996","42073",40284,37666,2618,6.5
"1996","42075",65748,63183,2565,3.9
"1996","42077",153270,145144,8126,5.3
"1996","42079",159001,147360,11641,7.3
"1996","42081",58658,54754,3904,6.7
"1996","42083",22040,20699,1341,6.1
"1996","42085",56279,53731,2548,4.5
"1996","42087",22765,20816,1949,8.6
"1996","42089",50231,46166,4065,8.1
"1996","42091",389062,373764,15298,3.9
"1996","42093",8651,8260,391,4.5
"1996","42095",127976,120907,7069,5.5
"1996","42097",43775,40715,3060,7
"1996","42099",24098,23100,998,4.1
"1996","42101",650232,603199,47033,7.2
"1996","42103",17371,16490,881,5.1
"1996","42105",8518,7908,610,7.2
"1996","42107",68965,63140,5825,8.4
"1996","42109",18803,17592,1211,6.4
"1996","42111",38274,35322,2952,7.7
"1996","42113",2742,2559,183,6.7
"1996","42115",19138,17744,1394,7.3
"1996","42117",19651,18189,1462,7.4
"1996","42119",18756,17838,918,4.9
"1996","42121",26409,24496,1913,7.2
"1996","42123",21775,20636,1139,5.2
"1996","42125",95560,90224,5336,5.6
"1996","42127",18903,17266,1637,8.7
"1996","42129",182546,171966,10580,5.8
"1996","42131",15350,14131,1219,7.9
"1996","42133",195458,186735,8723,4.5
"1996","44001",26106,24957,1149,4.4
"1996","44003",89169,84344,4825,5.4
"1996","44005",40573,38425,2148,5.3
"1996","44007",296435,278960,17475,5.9
"1996","44009",63812,61322,2490,3.9
"1996","45001",12513,11691,822,6.6
"1996","45003",63640,59303,4337,6.8
"1996","45005",4627,4225,402,8.7
"1996","45007",82774,78803,3971,4.8
"1996","45009",7773,7027,746,9.6
"1996","45011",11233,10055,1178,10.5
"1996","45013",46015,44554,1461,3.2
"1996","45015",59997,57266,2731,4.6
"1996","45017",6718,6098,620,9.2
"1996","45019",143765,135479,8286,5.8
"1996","45021",24989,23643,1346,5.4
"1996","45023",15920,14286,1634,10.3
"1996","45025",21385,19717,1668,7.8
"1996","45027",12016,10937,1079,9
"1996","45029",15711,14657,1054,6.7
"1996","45031",32259,29342,2917,9
"1996","45033",14383,12723,1660,11.5
"1996","45035",43234,41120,2114,4.9
"1996","45037",9365,8696,669,7.1
"1996","45039",10636,9668,968,9.1
"1996","45041",63359,58273,5086,8
"1996","45043",25347,22295,3052,12
"1996","45045",187142,181260,5882,3.1
"1996","45047",33883,31587,2296,6.8
"1996","45049",8541,7932,609,7.1
"1996","45051",95234,90174,5060,5.3
"1996","45053",7624,7240,384,5
"1996","45055",23641,22153,1488,6.3
"1996","45057",28633,26863,1770,6.2
"1996","45059",31613,29696,1917,6.1
"1996","45061",8188,7415,773,9.4
"1996","45063",111041,107444,3597,3.2
"1996","45065",4092,3693,399,9.8
"1996","45067",16638,14450,2188,13.2
"1996","45069",12089,10238,1851,15.3
"1996","45071",18648,17514,1134,6.1
"1996","45073",28732,26936,1796,6.3
"1996","45075",41372,37240,4132,10
"1996","45077",54954,52171,2783,5.1
"1996","45079",154902,149042,5860,3.8
"1996","45081",8582,8045,537,6.3
"1996","45083",130015,123986,6029,4.6
"1996","45085",45832,42974,2858,6.2
"1996","45087",15350,14033,1317,8.6
"1996","45089",16199,13228,2971,18.3
"1996","45091",82856,78613,4243,5.1
"1996","46003",1313,1273,40,3
"1996","46005",9647,9375,272,2.8
"1996","46007",1066,1014,52,4.9
"1996","46009",3138,3061,77,2.5
"1996","46011",15668,15423,245,1.6
"1996","46013",21023,20590,433,2.1
"1996","46015",2968,2855,113,3.8
"1996","46017",733,659,74,10.1
"1996","46019",3766,3595,171,4.5
"1996","46021",938,909,29,3.1
"1996","46023",4706,4548,158,3.4
"1996","46025",1965,1889,76,3.9
"1996","46027",6878,6787,91,1.3
"1996","46029",14441,13993,448,3.1
"1996","46031",1475,1338,137,9.3
"1996","46033",3369,3164,205,6.1
"1996","46035",10100,9770,330,3.3
"1996","46037",3070,2936,134,4.4
"1996","46039",2337,2255,82,3.5
"1996","46041",2272,1972,300,13.2
"1996","46043",1614,1574,40,2.5
"1996","46045",2284,2246,38,1.7
"1996","46047",3614,3476,138,3.8
"1996","46049",1234,1200,34,2.8
"1996","46051",4282,4110,172,4
"1996","46053",2629,2538,91,3.5
"1996","46055",1180,1138,42,3.6
"1996","46057",2547,2461,86,3.4
"1996","46059",2129,2076,53,2.5
"1996","46061",1585,1539,46,2.9
"1996","46063",835,802,33,4
"1996","46065",9584,9321,263,2.7
"1996","46067",3920,3798,122,3.1
"1996","46069",876,847,29,3.3
"1996","46071",1107,1047,60,5.4
"1996","46073",1139,1098,41,3.6
"1996","46075",793,767,26,3.3
"1996","46077",2675,2574,101,3.8
"1996","46079",6069,5881,188,3.1
"1996","46081",12063,11600,463,3.8
"1996","46083",10418,10230,188,1.8
"1996","46085",2430,2327,103,4.2
"1996","46087",2524,2462,62,2.5
"1996","46089",1369,1311,58,4.2
"1996","46091",2298,2218,80,3.5
"1996","46093",12250,11812,438,3.6
"1996","46095",780,724,56,7.2
"1996","46097",1381,1262,119,8.6
"1996","46099",83815,82043,1772,2.1
"1996","46101",3607,3433,174,4.8
"1996","46102",3233,2750,483,14.9
"1996","46103",45524,44040,1484,3.3
"1996","46105",2026,1962,64,3.2
"1996","46107",1525,1471,54,3.5
"1996","46109",4911,4663,248,5
"1996","46111",1463,1398,65,4.4
"1996","46115",3541,3447,94,2.7
"1996","46117",1824,1763,61,3.3
"1996","46119",931,893,38,4.1
"1996","46121",2747,2507,240,8.7
"1996","46123",3617,3506,111,3.1
"1996","46125",4127,4004,123,3
"1996","46127",7166,6889,277,3.9
"1996","46129",3096,2979,117,3.8
"1996","46135",10881,10632,249,2.3
"1996","46137",707,661,46,6.5
"1996","47001",36394,34626,1768,4.9
"1996","47003",17802,16739,1063,6
"1996","47005",8137,7247,890,10.9
"1996","47007",4048,3828,220,5.4
"1996","47009",50266,48027,2239,4.5
"1996","47011",42602,40446,2156,5.1
"1996","47013",17395,15908,1487,8.5
"1996","47015",5023,4706,317,6.3
"1996","47017",14254,12849,1405,9.9
"1996","47019",26389,24925,1464,5.5
"1996","47021",17891,17451,440,2.5
"1996","47023",7773,7335,438,5.6
"1996","47025",13076,12410,666,5.1
"1996","47027",3795,3267,528,13.9
"1996","47029",17032,15236,1796,10.5
"1996","47031",22564,21224,1340,5.9
"1996","47033",7486,6967,519,6.9
"1996","47035",19622,18345,1277,6.5
"1996","47037",302957,293277,9680,3.2
"1996","47039",5942,5310,632,10.6
"1996","47041",8681,8037,644,7.4
"1996","47043",20264,19359,905,4.5
"1996","47045",19453,18072,1381,7.1
"1996","47047",12962,12343,619,4.8
"1996","47049",7384,6719,665,9
"1996","47051",18609,17229,1380,7.4
"1996","47053",23235,21035,2200,9.5
"1996","47055",16187,15112,1075,6.6
"1996","47057",9990,9397,593,5.9
"1996","47059",34625,31452,3173,9.2
"1996","47061",5894,5393,501,8.5
"1996","47063",30579,28905,1674,5.5
"1996","47065",151317,144830,6487,4.3
"1996","47067",2691,2537,154,5.7
"1996","47069",9253,8440,813,8.8
"1996","47071",12574,11438,1136,9
"1996","47073",23673,22548,1125,4.8
"1996","47075",8916,7870,1046,11.7
"1996","47077",13910,12517,1393,10
"1996","47079",15120,14157,963,6.4
"1996","47081",8853,8244,609,6.9
"1996","47083",3124,2686,438,14
"1996","47085",8497,7517,980,11.5
"1996","47087",4514,4298,216,4.8
"1996","47089",22386,21102,1284,5.7
"1996","47091",7980,6975,1005,12.6
"1996","47093",197245,190479,6766,3.4
"1996","47095",2851,2593,258,9
"1996","47097",10023,9195,828,8.3
"1996","47099",22216,19520,2696,12.1
"1996","47101",5147,4348,799,15.5
"1996","47103",15304,13625,1679,11
"1996","47105",19658,18892,766,3.9
"1996","47107",22680,20661,2019,8.9
"1996","47109",11948,10960,988,8.3
"1996","47111",9321,8400,921,9.9
"1996","47113",47397,45248,2149,4.5
"1996","47115",12574,11786,788,6.3
"1996","47117",12662,12099,563,4.4
"1996","47119",36898,35074,1824,4.9
"1996","47121",4559,4071,488,10.7
"1996","47123",18073,15993,2080,11.5
"1996","47125",52971,50826,2145,4
"1996","47127",3042,2886,156,5.1
"1996","47129",7097,6638,459,6.5
"1996","47131",15507,14140,1367,8.8
"1996","47133",9677,9040,637,6.6
"1996","47135",3620,3424,196,5.4
"1996","47137",2311,2086,225,9.7
"1996","47139",6861,6369,492,7.2
"1996","47141",31219,29734,1485,4.8
"1996","47143",12559,11240,1319,10.5
"1996","47145",28049,26544,1505,5.4
"1996","47147",26649,25324,1325,5
"1996","47149",87197,84166,3031,3.5
"1996","47151",8716,7844,872,10
"1996","47153",4889,4591,298,6.1
"1996","47155",34239,31384,2855,8.3
"1996","47157",434750,415658,19092,4.4
"1996","47159",9265,8794,471,5.1
"1996","47161",3820,3248,572,15
"1996","47163",76518,73498,3020,3.9
"1996","47165",65604,63212,2392,3.6
"1996","47167",20895,19859,1036,5
"1996","47169",2099,1875,224,10.7
"1996","47171",8192,7663,529,6.5
"1996","47173",7470,7152,318,4.3
"1996","47175",2439,2253,186,7.6
"1996","47177",19267,18063,1204,6.2
"1996","47179",52367,50356,2011,3.8
"1996","47181",7803,6944,859,11
"1996","47183",18174,17243,931,5.1
"1996","47185",11430,10615,815,7.1
"1996","47187",58679,57471,1208,2.1
"1996","47189",43967,42348,1619,3.7
"1996","48001",20153,18973,1180,5.9
"1996","48003",5516,5253,263,4.8
"1996","48005",34914,33050,1864,5.3
"1996","48007",8974,8541,433,4.8
"1996","48009",4116,3994,122,3
"1996","48011",1004,975,29,2.9
"1996","48013",15463,14749,714,4.6
"1996","48015",11468,11055,413,3.6
"1996","48017",3742,3538,204,5.5
"1996","48019",6518,6288,230,3.5
"1996","48021",24810,23966,844,3.4
"1996","48023",1824,1726,98,5.4
"1996","48025",11075,10311,764,6.9
"1996","48027",90880,86370,4510,5
"1996","48029",643113,613908,29205,4.5
"1996","48031",3554,3455,99,2.8
"1996","48033",391,384,7,1.8
"1996","48035",6440,6164,276,4.3
"1996","48037",39961,36818,3143,7.9
"1996","48039",104673,97526,7147,6.8
"1996","48041",69241,67510,1731,2.5
"1996","48043",4854,4717,137,2.8
"1996","48045",969,938,31,3.2
"1996","48047",3089,2674,415,13.4
"1996","48049",16983,15881,1102,6.5
"1996","48051",7443,7141,302,4.1
"1996","48053",12921,12401,520,4
"1996","48055",14901,14324,577,3.9
"1996","48057",9767,9049,718,7.4
"1996","48059",6466,6203,263,4.1
"1996","48061",124222,108455,15767,12.7
"1996","48063",5309,4888,421,7.9
"1996","48065",3582,3426,156,4.4
"1996","48067",15608,14249,1359,8.7
"1996","48069",4171,3971,200,4.8
"1996","48071",11118,10533,585,5.3
"1996","48073",20654,19660,994,4.8
"1996","48075",3288,3133,155,4.7
"1996","48077",5328,5147,181,3.4
"1996","48079",1626,1534,92,5.7
"1996","48081",1598,1562,36,2.3
"1996","48083",3992,3717,275,6.9
"1996","48085",224868,219091,5777,2.6
"1996","48087",1720,1655,65,3.8
"1996","48089",8110,7832,278,3.4
"1996","48091",34915,33780,1135,3.3
"1996","48093",6707,6412,295,4.4
"1996","48095",1473,1440,33,2.2
"1996","48097",15975,15338,637,4
"1996","48099",21751,20741,1010,4.6
"1996","48101",878,814,64,7.3
"1996","48103",2329,2246,83,3.6
"1996","48105",1999,1935,64,3.2
"1996","48107",3170,2913,257,8.1
"1996","48109",1349,1226,123,9.1
"1996","48111",3271,3170,101,3.1
"1996","48113",1151815,1099649,52166,4.5
"1996","48115",6279,5835,444,7.1
"1996","48117",8591,7938,653,7.6
"1996","48119",2726,2616,110,4
"1996","48121",213696,207674,6022,2.8
"1996","48123",8081,7713,368,4.6
"1996","48125",1024,954,70,6.8
"1996","48127",3683,3116,567,15.4
"1996","48129",1617,1567,50,3.1
"1996","48131",4732,4141,591,12.5
"1996","48133",8589,8180,409,4.8
"1996","48135",60327,56155,4172,6.9
"1996","48137",918,870,48,5.2
"1996","48139",49928,47712,2216,4.4
"1996","48141",290418,256439,33979,11.7
"1996","48143",16120,15686,434,2.7
"1996","48145",7688,7420,268,3.5
"1996","48147",12545,11828,717,5.7
"1996","48149",10663,10322,341,3.2
"1996","48151",1869,1771,98,5.2
"1996","48153",3536,3288,248,7
"1996","48155",1110,1055,55,5
"1996","48157",160645,155715,4930,3.1
"1996","48159",4301,4033,268,6.2
"1996","48161",7581,7176,405,5.3
"1996","48163",6224,5622,602,9.7
"1996","48165",6941,6655,286,4.1
"1996","48167",126544,116191,10353,8.2
"1996","48169",2230,2103,127,5.7
"1996","48171",9963,9798,165,1.7
"1996","48173",614,597,17,2.8
"1996","48175",2675,2546,129,4.8
"1996","48177",7592,7216,376,5
"1996","48179",10932,10437,495,4.5
"1996","48181",49379,46967,2412,4.9
"1996","48183",58209,53949,4260,7.3
"1996","48185",8567,8017,550,6.4
"1996","48187",39029,37833,1196,3.1
"1996","48189",17705,16554,1151,6.5
"1996","48191",1772,1639,133,7.5
"1996","48193",3849,3713,136,3.5
"1996","48195",2522,2437,85,3.4
"1996","48197",2059,1950,109,5.3
"1996","48199",22496,20660,1836,8.2
"1996","48201",1680877,1587636,93241,5.5
"1996","48203",28170,25437,2733,9.7
"1996","48205",2845,2783,62,2.2
"1996","48207",2823,2703,120,4.3
"1996","48209",46249,44840,1409,3
"1996","48211",1928,1871,57,3
"1996","48213",28030,26539,1491,5.3
"1996","48215",189191,152777,36414,19.2
"1996","48217",15043,14404,639,4.2
"1996","48219",11150,10573,577,5.2
"1996","48221",15592,14849,743,4.8
"1996","48223",15981,15081,900,5.6
"1996","48225",8195,7896,299,3.6
"1996","48227",13929,13349,580,4.2
"1996","48229",1464,1439,25,1.7
"1996","48231",34629,32518,2111,6.1
"1996","48233",10041,9214,827,8.2
"1996","48235",841,825,16,1.9
"1996","48237",3346,3226,120,3.6
"1996","48239",9129,8798,331,3.6
"1996","48241",15618,13559,2059,13.2
"1996","48243",1163,1130,33,2.8
"1996","48245",116866,106607,10259,8.8
"1996","48247",2057,1874,183,8.9
"1996","48249",16364,14815,1549,9.5
"1996","48251",55953,53469,2484,4.4
"1996","48253",10280,9950,330,3.2
"1996","48255",6073,5762,311,5.1
"1996","48257",29716,28498,1218,4.1
"1996","48259",11770,11508,262,2.2
"1996","48261",227,218,9,4
"1996","48263",421,410,11,2.6
"1996","48265",17348,16864,484,2.8
"1996","48267",2358,2312,46,2
"1996","48269",115,107,8,7
"1996","48271",1108,1025,83,7.5
"1996","48273",13179,12246,933,7.1
"1996","48275",2228,2107,121,5.4
"1996","48277",22037,20646,1391,6.3
"1996","48279",6844,6427,417,6.1
"1996","48281",7520,7143,377,5
"1996","48283",2771,2550,221,8
"1996","48285",9425,9149,276,2.9
"1996","48287",7121,6810,311,4.4
"1996","48289",5592,5210,382,6.8
"1996","48291",27400,25160,2240,8.2
"1996","48293",9545,9009,536,5.6
"1996","48295",1608,1570,38,2.4
"1996","48297",4473,4299,174,3.9
"1996","48299",4839,4663,176,3.6
"1996","48301",92,85,7,7.6
"1996","48303",121659,116807,4852,4
"1996","48305",3067,2945,122,4
"1996","48307",3940,3759,181,4.6
"1996","48309",99390,94906,4484,4.5
"1996","48311",273,267,6,2.2
"1996","48313",4101,3942,159,3.9
"1996","48315",3948,3478,470,11.9
"1996","48317",1796,1730,66,3.7
"1996","48319",1607,1566,41,2.6
"1996","48321",16283,14070,2213,13.6
"1996","48323",18161,12710,5451,30
"1996","48325",15280,14786,494,3.2
"1996","48327",1090,1061,29,2.7
"1996","48329",59839,57109,2730,4.6
"1996","48331",9499,8981,518,5.5
"1996","48333",2307,2221,86,3.7
"1996","48335",3248,3023,225,6.9
"1996","48337",7715,7343,372,4.8
"1996","48339",121842,116881,4961,4.1
"1996","48341",9100,8764,336,3.7
"1996","48343",6133,5631,502,8.2
"1996","48345",674,648,26,3.9
"1996","48347",27892,26400,1492,5.3
"1996","48349",21151,19942,1209,5.7
"1996","48351",6054,5342,712,11.8
"1996","48353",7697,7121,576,7.5
"1996","48355",148922,136259,12663,8.5
"1996","48357",4651,4491,160,3.4
"1996","48359",1166,1120,46,3.9
"1996","48361",41128,36600,4528,11
"1996","48363",12529,11566,963,7.7
"1996","48365",8178,7308,870,10.6
"1996","48367",37795,36409,1386,3.7
"1996","48369",4447,4264,183,4.1
"1996","48371",6899,6466,433,6.3
"1996","48373",14993,14143,850,5.7
"1996","48375",54352,51677,2675,4.9
"1996","48377",3394,2195,1199,35.3
"1996","48379",3554,3389,165,4.6
"1996","48381",57099,55381,1718,3
"1996","48383",1978,1908,70,3.5
"1996","48385",1287,1219,68,5.3
"1996","48387",6200,5753,447,7.2
"1996","48389",7120,6344,776,10.9
"1996","48391",3004,2857,147,4.9
"1996","48393",515,502,13,2.5
"1996","48395",6612,6217,395,6
"1996","48397",19391,18841,550,2.8
"1996","48399",5363,5205,158,2.9
"1996","48401",20757,19404,1353,6.5
"1996","48403",4016,3640,376,9.4
"1996","48405",3477,3240,237,6.8
"1996","48407",7817,7472,345,4.4
"1996","48409",29203,26754,2449,8.4
"1996","48411",2381,2243,138,5.8
"1996","48413",1425,1353,72,5.1
"1996","48415",7829,7482,347,4.4
"1996","48417",1475,1411,64,4.3
"1996","48419",9814,9097,717,7.3
"1996","48421",1410,1373,37,2.6
"1996","48423",86861,81248,5613,6.5
"1996","48425",2141,1942,199,9.3
"1996","48427",21848,15648,6200,28.4
"1996","48429",4233,4076,157,3.7
"1996","48431",629,604,25,4
"1996","48433",812,784,28,3.4
"1996","48435",2269,2183,86,3.8
"1996","48437",3846,3675,171,4.4
"1996","48439",726191,697490,28701,4
"1996","48441",60310,57329,2981,4.9
"1996","48443",570,546,24,4.2
"1996","48445",6052,5699,353,5.8
"1996","48447",810,783,27,3.3
"1996","48449",12484,11563,921,7.4
"1996","48451",50608,48793,1815,3.6
"1996","48453",428045,414024,14021,3.3
"1996","48455",4775,4523,252,5.3
"1996","48457",7118,6199,919,12.9
"1996","48459",16152,15132,1020,6.3
"1996","48461",1792,1730,62,3.5
"1996","48463",10986,9717,1269,11.6
"1996","48465",18121,15946,2175,12
"1996","48467",19477,18718,759,3.9
"1996","48469",42033,39890,2143,5.1
"1996","48471",22561,21971,590,2.6
"1996","48473",11892,11330,562,4.7
"1996","48475",4456,4168,288,6.5
"1996","48477",14972,14556,416,2.8
"1996","48479",69207,60315,8892,12.8
"1996","48481",19269,18051,1218,6.3
"1996","48483",2879,2756,123,4.3
"1996","48485",61471,58587,2884,4.7
"1996","48487",7129,6804,325,4.6
"1996","48489",7691,6055,1636,21.3
"1996","48491",119574,117214,2360,2
"1996","48493",13800,13412,388,2.8
"1996","48495",3024,2792,232,7.7
"1996","48497",20578,19864,714,3.5
"1996","48499",14363,13502,861,6
"1996","48501",3709,3512,197,5.3
"1996","48503",8498,7904,594,7
"1996","48505",4427,4024,403,9.1
"1996","48507",4482,3421,1061,23.7
"1996","49001",2500,2370,130,5.2
"1996","49003",17964,17206,758,4.2
"1996","49005",41976,40754,1222,2.9
"1996","49007",9425,8861,564,6
"1996","49009",412,395,17,4.1
"1996","49011",111279,107818,3461,3.1
"1996","49013",5801,5319,482,8.3
"1996","49015",4192,3880,312,7.4
"1996","49017",2668,2404,264,9.9
"1996","49019",5060,4710,350,6.9
"1996","49021",13392,12896,496,3.7
"1996","49023",3403,3268,135,4
"1996","49025",2579,2391,188,7.3
"1996","49027",4743,4546,197,4.2
"1996","49029",3493,3348,145,4.2
"1996","49031",523,499,24,4.6
"1996","49033",969,935,34,3.5
"1996","49035",461186,447880,13306,2.9
"1996","49037",5098,4618,480,9.4
"1996","49039",8254,7757,497,6
"1996","49041",7852,7493,359,4.6
"1996","49043",12752,12310,442,3.5
"1996","49045",11733,11134,599,5.1
"1996","49047",10205,9472,733,7.2
"1996","49049",153849,149485,4364,2.8
"1996","49051",5644,5404,240,4.3
"1996","49053",34701,33493,1208,3.5
"1996","49055",1339,1267,72,5.4
"1996","49057",95976,92067,3909,4.1
"1996","50001",18875,18026,849,4.5
"1996","50003",19795,18903,892,4.5
"1996","50005",15085,14153,932,6.2
"1996","50007",85383,82994,2389,2.8
"1996","50009",2829,2606,223,7.9
"1996","50011",22731,21664,1067,4.7
"1996","50013",3198,2988,210,6.6
"1996","50015",11560,10810,750,6.5
"1996","50017",15180,14681,499,3.3
"1996","50019",12280,11213,1067,8.7
"1996","50021",32467,30855,1612,5
"1996","50023",30880,29384,1496,4.8
"1996","50025",23590,22679,911,3.9
"1996","50027",30104,29091,1013,3.4
"1996","51001",15034,13654,1380,9.2
"1996","51003",38366,37545,821,2.1
"1996","51005",8532,8049,483,5.7
"1996","51007",4301,4139,162,3.8
"1996","51009",14607,14026,581,4
"1996","51011",5802,5460,342,5.9
"1996","51013",105413,102000,3413,3.2
"1996","51015",30867,29661,1206,3.9
"1996","51017",2348,2182,166,7.1
"1996","51019",32106,31024,1082,3.4
"1996","51021",3564,3314,250,7
"1996","51023",16014,15606,408,2.5
"1996","51025",6619,6136,483,7.3
"1996","51027",9523,8081,1442,15.1
"1996","51029",6245,5928,317,5.1
"1996","51031",26232,25209,1023,3.9
"1996","51033",10038,9207,831,8.3
"1996","51035",14021,13178,843,6
"1996","51036",3591,3416,175,4.9
"1996","51037",5824,5312,512,8.8
"1996","51041",133958,129845,4113,3.1
"1996","51043",6322,6132,190,3
"1996","51045",2378,2272,106,4.5
"1996","51047",15654,14920,734,4.7
"1996","51049",3925,3812,113,2.9
"1996","51051",5967,4738,1229,20.6
"1996","51053",11558,11095,463,4
"1996","51057",4510,4106,404,9
"1996","51059",508305,494436,13869,2.7
"1996","51061",26683,25906,777,2.9
"1996","51063",6479,6139,340,5.2
"1996","51065",8328,8104,224,2.7
"1996","51067",22525,21386,1139,5.1
"1996","51069",31165,29882,1283,4.1
"1996","51071",8295,7708,587,7.1
"1996","51073",16917,16293,624,3.7
"1996","51075",8842,8634,208,2.4
"1996","51077",8290,7713,577,7
"1996","51079",6864,6652,212,3.1
"1996","51081",5579,5290,289,5.2
"1996","51083",18191,16130,2061,11.3
"1996","51085",42419,41493,926,2.2
"1996","51087",136706,132690,4016,2.9
"1996","51089",29252,27160,2092,7.2
"1996","51091",1310,1194,116,8.9
"1996","51093",14440,13703,737,5.1
"1996","51095",22544,21870,674,3
"1996","51097",2986,2827,159,5.3
"1996","51099",8035,7702,333,4.1
"1996","51101",6206,5927,279,4.5
"1996","51103",5237,4477,760,14.5
"1996","51105",10908,9612,1296,11.9
"1996","51107",71351,69642,1709,2.4
"1996","51109",9373,8542,831,8.9
"1996","51111",5087,4582,505,9.9
"1996","51113",7224,6948,276,3.8
"1996","51115",4464,4314,150,3.4
"1996","51117",15143,13827,1316,8.7
"1996","51119",4561,4399,162,3.6
"1996","51121",36977,35641,1336,3.6
"1996","51125",6736,6454,282,4.2
"1996","51127",6295,6092,203,3.2
"1996","51131",5458,5009,449,8.2
"1996","51133",5228,4552,676,12.9
"1996","51135",6302,5900,402,6.4
"1996","51137",10835,10248,587,5.4
"1996","51139",11649,10816,833,7.2
"1996","51141",9076,8619,457,5
"1996","51143",31861,29743,2118,6.6
"1996","51145",9990,9758,232,2.3
"1996","51147",8372,7875,497,5.9
"1996","51149",12528,12076,452,3.6
"1996","51153",129273,125610,3663,2.8
"1996","51155",17474,15800,1674,9.6
"1996","51157",4000,3851,149,3.7
"1996","51159",3945,3638,307,7.8
"1996","51161",48667,47585,1082,2.2
"1996","51163",9765,9328,437,4.5
"1996","51165",36413,35438,975,2.7
"1996","51167",14230,12610,1620,11.4
"1996","51169",9868,9131,737,7.5
"1996","51171",17334,16467,867,5
"1996","51173",16820,14992,1828,10.9
"1996","51175",7500,7124,376,5
"1996","51177",39738,38463,1275,3.2
"1996","51179",42155,41020,1135,2.7
"1996","51181",2688,2408,280,10.4
"1996","51183",5066,4684,382,7.5
"1996","51185",19848,17930,1918,9.7
"1996","51187",14818,14062,756,5.1
"1996","51191",26280,24229,2051,7.8
"1996","51193",7475,6756,719,9.6
"1996","51195",15222,12793,2429,16
"1996","51197",15291,13927,1364,8.9
"1996","51199",27074,26252,822,3
"1996","51510",72769,69836,2933,4
"1996","51520",8454,7979,475,5.6
"1996","51530",3111,2920,191,6.1
"1996","51540",18678,18082,596,3.2
"1996","51550",99234,95365,3869,3.9
"1996","51570",8694,8337,357,4.1
"1996","51580",3454,3174,280,8.1
"1996","51590",25634,23448,2186,8.5
"1996","51595",2477,2320,157,6.3
"1996","51600",11803,11621,182,1.5
"1996","51610",5767,5530,237,4.1
"1996","51620",3759,3545,214,5.7
"1996","51630",10324,9883,441,4.3
"1996","51640",3473,3313,160,4.6
"1996","51650",65706,62364,3342,5.1
"1996","51660",17587,17142,445,2.5
"1996","51670",10539,9892,647,6.1
"1996","51678",2803,2723,80,2.9
"1996","51680",30227,29073,1154,3.8
"1996","51683",18880,18222,658,3.5
"1996","51685",4515,4342,173,3.8
"1996","51690",7391,6767,624,8.4
"1996","51700",82156,77747,4409,5.4
"1996","51710",86105,80241,5864,6.8
"1996","51720",1548,1376,172,11.1
"1996","51730",15973,14523,1450,9.1
"1996","51735",5948,5767,181,3
"1996","51740",45640,42186,3454,7.6
"1996","51750",6432,6143,289,4.5
"1996","51760",94994,89744,5250,5.5
"1996","51770",50152,48227,1925,3.8
