"year","fips","labor_force","employed","unemployed","percent_unemployment"
NA,"NANA",NA,NA,NA,NA
"2008","18091",52700,49417,3283,6.2
"2008","18093",22064,20234,1830,8.3
"2008","18095",61422,57161,4261,6.9
"2008","18097",463200,437123,26077,5.6
"2008","18099",23183,21490,1693,7.3
"2008","18101",5144,4894,250,4.9
"2008","18103",16602,15283,1319,7.9
"2008","18105",69809,66641,3168,4.5
"2008","18107",19090,18148,942,4.9
"2008","18109",37519,35359,2160,5.8
"2008","18111",6971,6535,436,6.3
"2008","18113",22750,20822,1928,8.5
"2008","18115",3044,2855,189,6.2
"2008","18117",10401,9738,663,6.4
"2008","18119",11415,10685,730,6.4
"2008","18121",8053,7568,485,6
"2008","18123",9706,9204,502,5.2
"2008","18125",6032,5692,340,5.6
"2008","18127",84369,80333,4036,4.8
"2008","18129",13361,12711,650,4.9
"2008","18131",6799,6416,383,5.6
"2008","18133",17701,16510,1191,6.7
"2008","18135",12716,11839,877,6.9
"2008","18137",14051,13214,837,6
"2008","18139",9232,8663,569,6.2
"2008","18141",132903,124176,8727,6.6
"2008","18143",11099,10379,720,6.5
"2008","18145",23816,22421,1395,5.9
"2008","18147",10517,9985,532,5.1
"2008","18149",10701,9871,830,7.8
"2008","18151",16177,14965,1212,7.5
"2008","18153",8869,8275,594,6.7
"2008","18155",5695,5408,287,5
"2008","18157",83556,79617,3939,4.7
"2008","18159",7599,7049,550,7.2
"2008","18161",3603,3380,223,6.2
"2008","18163",91482,86733,4749,5.2
"2008","18165",7810,7245,565,7.2
"2008","18167",50403,47164,3239,6.4
"2008","18169",16541,15299,1242,7.5
"2008","18171",4795,4598,197,4.1
"2008","18173",31044,29605,1439,4.6
"2008","18175",14106,13169,937,6.6
"2008","18177",33280,30915,2365,7.1
"2008","18179",14738,13907,831,5.6
"2008","18181",12411,11694,717,5.8
"2008","18183",17877,16741,1136,6.4
"2008","19001",4377,4199,178,4.1
"2008","19003",2112,2022,90,4.3
"2008","19005",7886,7376,510,6.5
"2008","19007",6028,5695,333,5.5
"2008","19009",3229,3083,146,4.5
"2008","19011",14425,13818,607,4.2
"2008","19013",73726,70684,3042,4.1
"2008","19015",15658,15092,566,3.6
"2008","19017",13913,13416,497,3.6
"2008","19019",11177,10718,459,4.1
"2008","19021",10629,10245,384,3.6
"2008","19023",8502,8104,398,4.7
"2008","19025",5284,5098,186,3.5
"2008","19027",12348,11993,355,2.9
"2008","19029",7607,7255,352,4.6
"2008","19031",11324,10908,416,3.7
"2008","19033",25711,24476,1235,4.8
"2008","19035",6493,6263,230,3.5
"2008","19037",6891,6550,341,4.9
"2008","19039",4908,4679,229,4.7
"2008","19041",9728,9392,336,3.5
"2008","19043",9972,9423,549,5.5
"2008","19045",28110,26915,1195,4.3
"2008","19047",9391,9078,313,3.3
"2008","19049",33950,32834,1116,3.3
"2008","19051",4069,3864,205,5
"2008","19053",4273,4109,164,3.8
"2008","19055",10841,10410,431,4
"2008","19057",20878,19653,1225,5.9
"2008","19059",9694,9265,429,4.4
"2008","19061",52196,49895,2301,4.4
"2008","19063",5940,5703,237,4
"2008","19065",10930,10344,586,5.4
"2008","19067",8613,8106,507,5.9
"2008","19069",5848,5587,261,4.5
"2008","19071",3910,3733,177,4.5
"2008","19073",5079,4879,200,3.9
"2008","19075",6875,6627,248,3.6
"2008","19077",5797,5543,254,4.4
"2008","19079",8578,8246,332,3.9
"2008","19081",5948,5566,382,6.4
"2008","19083",9265,8867,398,4.3
"2008","19085",7748,7420,328,4.2
"2008","19087",10161,9613,548,5.4
"2008","19089",5215,4968,247,4.7
"2008","19091",5165,4974,191,3.7
"2008","19093",4200,4037,163,3.9
"2008","19095",8658,8292,366,4.2
"2008","19097",11304,10715,589,5.2
"2008","19099",17742,16376,1366,7.7
"2008","19101",8435,8056,379,4.5
"2008","19103",79270,76874,2396,3
"2008","19105",10548,10073,475,4.5
"2008","19107",5641,5383,258,4.6
"2008","19109",9039,8679,360,4
"2008","19111",17461,16312,1149,6.6
"2008","19113",121196,116264,4932,4.1
"2008","19115",6374,6066,308,4.8
"2008","19117",4656,4463,193,4.1
"2008","19119",6830,6648,182,2.7
"2008","19121",8330,7927,403,4.8
"2008","19123",11816,11276,540,4.6
"2008","19125",17807,17088,719,4
"2008","19127",20502,19442,1060,5.2
"2008","19129",8110,7811,299,3.7
"2008","19131",5761,5525,236,4.1
"2008","19133",4614,4364,250,5.4
"2008","19135",4215,4026,189,4.5
"2008","19137",5411,5099,312,5.8
"2008","19139",23935,22878,1057,4.4
"2008","19141",7798,7537,261,3.3
"2008","19143",3394,3263,131,3.9
"2008","19145",8154,7761,393,4.8
"2008","19147",5440,5208,232,4.3
"2008","19149",14333,13851,482,3.4
"2008","19151",4239,4104,135,3.2
"2008","19153",240951,231148,9803,4.1
"2008","19155",48610,46542,2068,4.3
"2008","19157",10485,10004,481,4.6
"2008","19159",2426,2315,111,4.6
"2008","19161",5782,5566,216,3.7
"2008","19163",90457,86607,3850,4.3
"2008","19165",7585,7352,233,3.1
"2008","19167",19727,19168,559,2.8
"2008","19169",48815,47260,1555,3.2
"2008","19171",8941,8462,479,5.4
"2008","19173",3370,3234,136,4
"2008","19175",6710,6402,308,4.6
"2008","19177",3950,3757,193,4.9
"2008","19179",18877,17925,952,5
"2008","19181",25753,24771,982,3.8
"2008","19183",12018,11526,492,4.1
"2008","19185",3246,3109,137,4.2
"2008","19187",20058,19181,877,4.4
"2008","19189",5922,5540,382,6.5
"2008","19191",12390,11851,539,4.4
"2008","19193",55927,53765,2162,3.9
"2008","19195",4576,4336,240,5.2
"2008","19197",7113,6795,318,4.5
"2008","20001",7408,7069,339,4.6
"2008","20003",4339,4130,209,4.8
"2008","20005",8854,8446,408,4.6
"2008","20007",2754,2664,90,3.3
"2008","20009",15624,15106,518,3.3
"2008","20011",8517,8103,414,4.9
"2008","20013",5558,5316,242,4.4
"2008","20015",32739,31296,1443,4.4
"2008","20017",1469,1408,61,4.2
"2008","20019",1860,1775,85,4.6
"2008","20021",11210,10628,582,5.2
"2008","20023",1476,1429,47,3.2
"2008","20025",1251,1211,40,3.2
"2008","20027",5170,4993,177,3.4
"2008","20029",5581,5376,205,3.7
"2008","20031",5373,5118,255,4.7
"2008","20033",1112,1076,36,3.2
"2008","20035",18142,17333,809,4.5
"2008","20037",19905,18845,1060,5.3
"2008","20039",1784,1729,55,3.1
"2008","20041",10715,10289,426,4
"2008","20043",4487,4237,250,5.6
"2008","20045",61712,59114,2598,4.2
"2008","20047",1756,1707,49,2.8
"2008","20049",1462,1379,83,5.7
"2008","20051",17372,16843,529,3
"2008","20053",3872,3744,128,3.3
"2008","20055",19131,18452,679,3.5
"2008","20057",18094,17544,550,3
"2008","20059",13782,13008,774,5.6
"2008","20061",13568,12933,635,4.7
"2008","20063",1516,1474,42,2.8
"2008","20065",1520,1469,51,3.4
"2008","20067",4002,3887,115,2.9
"2008","20069",3323,3236,87,2.6
"2008","20071",731,703,28,3.8
"2008","20073",3628,3436,192,5.3
"2008","20075",1288,1244,44,3.4
"2008","20077",3438,3328,110,3.2
"2008","20079",18086,17376,710,3.9
"2008","20081",2193,2133,60,2.7
"2008","20083",944,912,32,3.4
"2008","20085",6872,6476,396,5.8
"2008","20087",9615,9109,506,5.3
"2008","20089",1950,1888,62,3.2
"2008","20091",301599,287691,13908,4.6
"2008","20093",2179,2105,74,3.4
"2008","20095",4490,4340,150,3.3
"2008","20097",1433,1384,49,3.4
"2008","20099",11469,10861,608,5.3
"2008","20101",1098,1057,41,3.7
"2008","20103",32928,31016,1912,5.8
"2008","20105",1933,1861,72,3.7
"2008","20107",4639,4328,311,6.7
"2008","20109",1659,1613,46,2.8
"2008","20111",18873,17767,1106,5.9
"2008","20113",16521,15927,594,3.6
"2008","20115",6755,6505,250,3.7
"2008","20117",5977,5753,224,3.7
"2008","20119",2404,2333,71,3
"2008","20121",16316,15476,840,5.1
"2008","20123",3570,3452,118,3.3
"2008","20125",17971,16966,1005,5.6
"2008","20127",2904,2764,140,4.8
"2008","20129",1778,1728,50,2.8
"2008","20131",5768,5587,181,3.1
"2008","20133",9216,8762,454,4.9
"2008","20135",1822,1766,56,3.1
"2008","20137",2819,2728,91,3.2
"2008","20139",8510,7999,511,6
"2008","20141",2251,2174,77,3.4
"2008","20143",3385,3261,124,3.7
"2008","20145",3819,3697,122,3.2
"2008","20147",3066,2934,132,4.3
"2008","20149",10778,10391,387,3.6
"2008","20151",5707,5510,197,3.5
"2008","20153",1234,1191,43,3.5
"2008","20155",34408,32990,1418,4.1
"2008","20157",2968,2875,93,3.1
"2008","20159",5843,5621,222,3.8
"2008","20161",37328,36016,1312,3.5
"2008","20163",2692,2568,124,4.6
"2008","20165",1709,1643,66,3.9
"2008","20167",3611,3476,135,3.7
"2008","20169",31537,30325,1212,3.8
"2008","20171",2736,2663,73,2.7
"2008","20173",254830,243295,11535,4.5
"2008","20175",11123,10774,349,3.1
"2008","20177",92467,87810,4657,5
"2008","20179",1570,1529,41,2.6
"2008","20181",3747,3630,117,3.1
"2008","20183",2171,2084,87,4
"2008","20185",2157,2077,80,3.7
"2008","20187",1117,1080,37,3.3
"2008","20189",2292,2214,78,3.4
"2008","20191",11695,11154,541,4.6
"2008","20193",4233,4102,131,3.1
"2008","20195",1872,1815,57,3
"2008","20197",3708,3540,168,4.5
"2008","20199",850,809,41,4.8
"2008","20201",3340,3219,121,3.6
"2008","20203",1266,1226,40,3.2
"2008","20205",5525,5215,310,5.6
"2008","20207",1674,1579,95,5.7
"2008","20209",71160,65407,5753,8.1
"2008","21001",8853,8248,605,6.8
"2008","21003",8367,7778,589,7
"2008","21005",10877,10182,695,6.4
"2008","21007",4134,3877,257,6.2
"2008","21009",19414,18223,1191,6.1
"2008","21011",5028,4579,449,8.9
"2008","21013",9603,8751,852,8.9
"2008","21015",62871,59447,3424,5.4
"2008","21017",9550,8995,555,5.8
"2008","21019",22798,21456,1342,5.9
"2008","21021",12745,11885,860,6.7
"2008","21023",4243,3936,307,7.2
"2008","21025",5619,5210,409,7.3
"2008","21027",9153,8471,682,7.5
"2008","21029",39338,36604,2734,7
"2008","21031",5458,5028,430,7.9
"2008","21033",6661,6225,436,6.5
"2008","21035",17810,16774,1036,5.8
"2008","21037",44380,41696,2684,6
"2008","21039",2270,2122,148,6.5
"2008","21041",5538,5125,413,7.5
"2008","21043",13304,12219,1085,8.2
"2008","21045",7125,6674,451,6.3
"2008","21047",28973,26578,2395,8.3
"2008","21049",17091,16008,1083,6.3
"2008","21051",6798,6094,704,10.4
"2008","21053",4710,4405,305,6.5
"2008","21055",4026,3763,263,6.5
"2008","21057",2945,2715,230,7.8
"2008","21059",47303,44604,2699,5.7
"2008","21061",5316,4915,401,7.5
"2008","21063",3143,2881,262,8.3
"2008","21065",6164,5686,478,7.8
"2008","21067",150018,142748,7270,4.8
"2008","21069",6456,5992,464,7.2
"2008","21071",15268,14246,1022,6.7
"2008","21073",24787,23348,1439,5.8
"2008","21075",2711,2504,207,7.6
"2008","21077",3916,3639,277,7.1
"2008","21079",7575,7080,495,6.5
"2008","21081",12771,11881,890,7
"2008","21083",15807,14718,1089,6.9
"2008","21085",11115,10010,1105,9.9
"2008","21087",5530,5105,425,7.7
"2008","21089",17499,16406,1093,6.2
"2008","21091",4191,3947,244,5.8
"2008","21093",47522,44570,2952,6.2
"2008","21095",10052,9162,890,8.9
"2008","21097",9261,8679,582,6.3
"2008","21099",8237,7696,541,6.6
"2008","21101",22832,21439,1393,6.1
"2008","21103",7767,7284,483,6.2
"2008","21105",2094,1947,147,7
"2008","21107",23112,21422,1690,7.3
"2008","21109",4103,3639,464,11.3
"2008","21111",355732,333279,22453,6.3
"2008","21113",23019,21752,1267,5.5
"2008","21115",9498,8844,654,6.9
"2008","21117",83664,78687,4977,5.9
"2008","21119",6280,5856,424,6.8
"2008","21121",12731,11759,972,7.6
"2008","21123",6962,6510,452,6.5
"2008","21125",26047,24326,1721,6.6
"2008","21127",5870,5368,502,8.6
"2008","21129",2676,2479,197,7.4
"2008","21131",3544,3251,293,8.3
"2008","21133",8700,8102,598,6.9
"2008","21135",5517,4991,526,9.5
"2008","21137",10501,9718,783,7.5
"2008","21139",4717,4430,287,6.1
"2008","21141",12367,11583,784,6.3
"2008","21143",3277,3027,250,7.6
"2008","21145",31062,29269,1793,5.8
"2008","21147",5709,5161,548,9.6
"2008","21149",4555,4232,323,7.1
"2008","21151",42850,40496,2354,5.5
"2008","21153",4261,3805,456,10.7
"2008","21155",10228,9570,658,6.4
"2008","21157",14718,13791,927,6.3
"2008","21159",3512,3245,267,7.6
"2008","21161",8777,8254,523,6
"2008","21163",11518,10630,888,7.7
"2008","21165",2582,2327,255,9.9
"2008","21167",10453,9797,656,6.3
"2008","21169",4395,4088,307,7
"2008","21171",4741,4349,392,8.3
"2008","21173",12230,11330,900,7.4
"2008","21175",4903,4427,476,9.7
"2008","21177",13098,11979,1119,8.5
"2008","21179",21546,19976,1570,7.3
"2008","21181",3078,2854,224,7.3
"2008","21183",12504,11706,798,6.4
"2008","21185",27753,26199,1554,5.6
"2008","21187",5297,4954,343,6.5
"2008","21189",1528,1405,123,8
"2008","21191",7296,6736,560,7.7
"2008","21193",11184,10420,764,6.8
"2008","21195",25688,24186,1502,5.8
"2008","21197",5440,4974,466,8.6
"2008","21199",27087,25265,1822,6.7
"2008","21201",984,924,60,6.1
"2008","21203",7221,6692,529,7.3
"2008","21205",12332,11592,740,6
"2008","21207",8238,7635,603,7.3
"2008","21209",22779,21542,1237,5.4
"2008","21211",21465,20235,1230,5.7
"2008","21213",9364,8764,600,6.4
"2008","21215",9172,8501,671,7.3
"2008","21217",13543,12723,820,6.1
"2008","21219",5229,4857,372,7.1
"2008","21221",6246,5764,482,7.7
"2008","21223",4339,4024,315,7.3
"2008","21225",7654,7153,501,6.5
"2008","21227",57842,54741,3101,5.4
"2008","21229",5400,5009,391,7.2
"2008","21231",8389,7695,694,8.3
"2008","21233",6403,5997,406,6.3
"2008","21235",15370,14241,1129,7.3
"2008","21237",2313,2087,226,9.8
"2008","21239",13134,12508,626,4.8
"2008","22001",27106,25970,1136,4.2
"2008","22003",8870,8316,554,6.2
"2008","22005",50938,48704,2234,4.4
"2008","22007",10671,10050,621,5.8
"2008","22009",16478,15485,993,6
"2008","22011",14643,13843,800,5.5
"2008","22013",6185,5786,399,6.5
"2008","22015",54797,52337,2460,4.5
"2008","22017",121151,114249,6902,5.7
"2008","22019",94473,90245,4228,4.5
"2008","22021",4581,4342,239,5.2
"2008","22023",3565,3407,158,4.4
"2008","22025",4235,3949,286,6.8
"2008","22027",6638,6223,415,6.3
"2008","22029",7635,7067,568,7.4
"2008","22031",11782,10937,845,7.2
"2008","22033",218827,208563,10264,4.7
"2008","22035",3082,2757,325,10.5
"2008","22037",8190,7748,442,5.4
"2008","22039",12588,11910,678,5.4
"2008","22041",7862,7264,598,7.6
"2008","22043",8937,8463,474,5.3
"2008","22045",35239,33729,1510,4.3
"2008","22047",12522,11658,864,6.9
"2008","22049",6667,6339,328,4.9
"2008","22051",217150,207481,9669,4.5
"2008","22053",15022,14419,603,4
"2008","22055",113129,109279,3850,3.4
"2008","22057",50148,48386,1762,3.5
"2008","22059",6410,6151,259,4
"2008","22061",19417,18356,1061,5.5
"2008","22063",58417,55863,2554,4.4
"2008","22065",4685,4313,372,7.9
"2008","22067",11885,10815,1070,9
"2008","22069",17347,16286,1061,6.1
"2008","22071",133877,125795,8082,6
"2008","22073",71854,68131,3723,5.2
"2008","22075",8477,8076,401,4.7
"2008","22077",9660,9147,513,5.3
"2008","22079",62250,59372,2878,4.6
"2008","22081",3505,3231,274,7.8
"2008","22083",8899,8316,583,6.6
"2008","22085",9653,9170,483,5
"2008","22087",17556,16765,791,4.5
"2008","22089",24794,23627,1167,4.7
"2008","22091",4284,3903,381,8.9
"2008","22093",9190,8505,685,7.5
"2008","22095",21176,19887,1289,6.1
"2008","22097",38127,36090,2037,5.3
"2008","22099",24286,23264,1022,4.2
"2008","22101",23734,22573,1161,4.9
"2008","22103",111695,107230,4465,4
"2008","22105",53318,50302,3016,5.7
"2008","22107",2133,1951,182,8.5
"2008","22109",56498,54376,2122,3.8
"2008","22111",10179,9618,561,5.5
"2008","22113",24629,23547,1082,4.4
"2008","22115",20886,19869,1017,4.9
"2008","22117",16067,15023,1044,6.5
"2008","22119",20297,19026,1271,6.3
"2008","22121",10779,10246,533,4.9
"2008","22123",4469,4002,467,10.4
"2008","22125",4803,4525,278,5.8
"2008","22127",6499,6128,371,5.7
"2008","23001",58148,54929,3219,5.5
"2008","23003",34952,32506,2446,7
"2008","23005",157278,150651,6627,4.2
"2008","23007",14238,13229,1009,7.1
"2008","23009",29690,27891,1799,6.1
"2008","23011",63377,60001,3376,5.3
"2008","23013",20926,19821,1105,5.3
"2008","23015",18319,17371,948,5.2
"2008","23017",28212,26254,1958,6.9
"2008","23019",78814,74277,4537,5.8
"2008","23021",7401,6781,620,8.4
"2008","23023",19055,18137,918,4.8
"2008","23025",24775,22814,1961,7.9
"2008","23027",19082,17893,1189,6.2
"2008","23029",14516,13275,1241,8.5
"2008","23031",112858,107347,5511,4.9
"2008","24001",35327,33330,1997,5.7
"2008","24003",283135,272533,10602,3.7
"2008","24005",430124,411253,18871,4.4
"2008","24009",48813,47130,1683,3.4
"2008","24011",16468,15590,878,5.3
"2008","24013",95024,91551,3473,3.7
"2008","24015",50885,48298,2587,5.1
"2008","24017",77637,74846,2791,3.6
"2008","24019",16636,15518,1118,6.7
"2008","24021",123410,118950,4460,3.6
"2008","24023",16788,15975,813,4.8
"2008","24025",133271,127825,5446,4.1
"2008","24027",161287,156349,4938,3.1
"2008","24029",11024,10500,524,4.8
"2008","24031",515987,499705,16282,3.2
"2008","24033",450361,430909,19452,4.3
"2008","24035",26645,25577,1068,4
"2008","24037",52100,50223,1877,3.6
"2008","24039",11263,10547,716,6.4
"2008","24041",19212,18411,801,4.2
"2008","24043",67668,63919,3749,5.5
"2008","24045",52749,50030,2719,5.2
"2008","24047",27586,25590,1996,7.2
"2008","24510",278558,260431,18127,6.5
"2008","25001",121682,114348,7334,6
"2008","25003",72825,68940,3885,5.3
"2008","25005",290677,269445,21232,7.3
"2008","25007",11183,10703,480,4.3
"2008","25009",377099,355000,22099,5.9
"2008","25011",38937,36919,2018,5.2
"2008","25013",224883,209843,15040,6.7
"2008","25015",88410,84390,4020,4.5
"2008","25017",824507,787161,37346,4.5
"2008","25019",8398,8112,286,3.4
"2008","25021",357635,340143,17492,4.9
"2008","25023",261448,246149,15299,5.9
"2008","25025",371840,351623,20217,5.4
"2008","25027",402921,378631,24290,6
"2008","26001",4288,3800,488,11.4
"2008","26003",4281,3881,400,9.3
"2008","26005",55201,51149,4052,7.3
"2008","26007",14854,13547,1307,8.8
"2008","26009",11644,10560,1084,9.3
"2008","26011",7972,7154,818,10.3
"2008","26013",4264,3691,573,13.4
"2008","26015",29945,28030,1915,6.4
"2008","26017",54627,50516,4111,7.5
"2008","26019",8841,8053,788,8.9
"2008","26021",79589,73419,6170,7.8
"2008","26023",21828,20010,1818,8.3
"2008","26025",68837,63770,5067,7.4
"2008","26027",26515,24748,1767,6.7
"2008","26029",14047,12700,1347,9.6
"2008","26031",12174,10825,1349,11.1
"2008","26033",17239,15601,1638,9.5
"2008","26035",12904,11428,1476,11.4
"2008","26037",37703,35506,2197,5.8
"2008","26039",6459,5864,595,9.2
"2008","26041",19692,18067,1625,8.3
"2008","26043",14416,13443,973,6.7
"2008","26045",58738,55143,3595,6.1
"2008","26047",19796,17874,1922,9.7
"2008","26049",202220,181895,20325,10.1
"2008","26051",10451,9341,1110,10.6
"2008","26053",7533,6900,633,8.4
"2008","26055",48759,45204,3555,7.3
"2008","26057",19368,17591,1777,9.2
"2008","26059",20879,18754,2125,10.2
"2008","26061",17402,16064,1338,7.7
"2008","26063",16260,14826,1434,8.8
"2008","26065",152552,141990,10562,6.9
"2008","26067",30027,27549,2478,8.3
"2008","26069",10665,9522,1143,10.7
"2008","26071",5838,5357,481,8.2
"2008","26073",38645,36364,2281,5.9
"2008","26075",76407,70110,6297,8.2
"2008","26077",133981,125812,8169,6.1
"2008","26079",8522,7788,734,8.6
"2008","26081",320177,298902,21275,6.6
"2008","26083",1062,948,114,10.7
"2008","26085",3940,3501,439,11.1
"2008","26087",43084,39013,4071,9.4
"2008","26089",11142,10468,674,6
"2008","26091",48629,43910,4719,9.7
"2008","26093",92641,86794,5847,6.3
"2008","26095",2739,2489,250,9.1
"2008","26097",6298,5573,725,11.5
"2008","26099",412613,378988,33625,8.1
"2008","26101",11714,10695,1019,8.7
"2008","26103",35904,33455,2449,6.8
"2008","26105",14814,13582,1232,8.3
"2008","26107",19706,18042,1664,8.4
"2008","26109",13069,12260,809,6.2
"2008","26111",43191,40565,2626,6.1
"2008","26113",6409,5753,656,10.2
"2008","26115",75916,69463,6453,8.5
"2008","26117",26322,23353,2969,11.3
"2008","26119",4010,3461,549,13.7
"2008","26121",88699,81253,7446,8.4
"2008","26123",22609,20609,2000,8.8
"2008","26125",609423,569123,40300,6.6
"2008","26127",14064,12626,1438,10.2
"2008","26129",9536,8665,871,9.1
"2008","26131",3274,2977,297,9.1
"2008","26133",9441,8564,877,9.3
"2008","26135",3878,3391,487,12.6
"2008","26137",12024,10833,1191,9.9
"2008","26139",134168,125097,9071,6.8
"2008","26141",6013,5205,808,13.4
"2008","26143",10206,9096,1110,10.9
"2008","26145",94273,86456,7817,8.3
"2008","26147",81735,73777,7958,9.7
"2008","26149",30595,27988,2607,8.5
"2008","26151",21151,18856,2295,10.9
"2008","26153",3893,3461,432,11.1
"2008","26155",35335,31927,3408,9.6
"2008","26157",27872,25098,2774,10
"2008","26159",39934,36744,3190,8
"2008","26161",186421,175940,10481,5.6
"2008","26163",863865,783771,80094,9.3
"2008","26165",14319,12775,1544,10.8
"2008","27001",7681,7061,620,8.1
"2008","27003",189874,179506,10368,5.5
"2008","27005",16808,15672,1136,6.8
"2008","27007",21196,19732,1464,6.9
"2008","27009",23093,21694,1399,6.1
"2008","27011",2803,2648,155,5.5
"2008","27013",37418,35772,1646,4.4
"2008","27015",14903,14009,894,6
"2008","27017",17438,16277,1161,6.7
"2008","27019",50504,48031,2473,4.9
"2008","27021",14173,12954,1219,8.6
"2008","27023",7136,6765,371,5.2
"2008","27025",27414,25545,1869,6.8
"2008","27027",32244,31052,1192,3.7
"2008","27029",4045,3582,463,11.4
"2008","27031",3121,2947,174,5.6
"2008","27033",6290,5959,331,5.3
"2008","27035",32735,30464,2271,6.9
"2008","27037",230661,219354,11307,4.9
"2008","27039",11041,10467,574,5.2
"2008","27041",20363,19352,1011,5
"2008","27043",7750,7267,483,6.2
"2008","27045",10970,10302,668,6.1
"2008","27047",16347,15417,930,5.7
"2008","27049",25137,23710,1427,5.7
"2008","27051",3053,2838,215,7
"2008","27053",656957,624644,32313,4.9
"2008","27055",10910,10282,628,5.8
"2008","27057",9562,8839,723,7.6
"2008","27059",21777,20273,1504,6.9
"2008","27061",22229,20478,1751,7.9
"2008","27063",6621,6343,278,4.2
"2008","27065",8014,7192,822,10.3
"2008","27067",23576,22408,1168,5
"2008","27069",2477,2337,140,5.7
"2008","27071",6533,6030,503,7.7
"2008","27073",4113,3915,198,4.8
"2008","27075",6169,5843,326,5.3
"2008","27077",2272,2135,137,6
"2008","27079",14362,13306,1056,7.4
"2008","27081",3259,3094,165,5.1
"2008","27083",14557,13913,644,4.4
"2008","27085",20505,19266,1239,6
"2008","27087",2413,2239,174,7.2
"2008","27089",5168,4762,406,7.9
"2008","27091",11492,10930,562,4.9
"2008","27093",12498,11673,825,6.6
"2008","27095",12317,11203,1114,9
"2008","27097",17683,16346,1337,7.6
"2008","27099",20449,19510,939,4.6
"2008","27101",5431,5155,276,5.1
"2008","27103",19842,18979,863,4.3
"2008","27105",11144,10681,463,4.2
"2008","27107",3536,3337,199,5.6
"2008","27109",79968,76415,3553,4.4
"2008","27111",29643,27837,1806,6.1
"2008","27113",8718,8100,618,7.1
"2008","27115",14161,12950,1211,8.6
"2008","27117",5615,5366,249,4.4
"2008","27119",16893,16044,849,5
"2008","27121",6093,5769,324,5.3
"2008","27123",271843,257550,14293,5.3
"2008","27125",2361,2174,187,7.9
"2008","27127",8089,7651,438,5.4
"2008","27129",8682,8181,501,5.8
"2008","27131",32732,30805,1927,5.9
"2008","27133",4945,4754,191,3.9
"2008","27135",9562,9089,473,4.9
"2008","27137",104443,97825,6618,6.3
"2008","27139",74340,70646,3694,5
"2008","27141",49592,46531,3061,6.2
"2008","27143",8650,8109,541,6.3
"2008","27145",83513,78874,4639,5.6
"2008","27147",20797,19742,1055,5.1
"2008","27149",5626,5364,262,4.7
"2008","27151",5223,4905,318,6.1
"2008","27153",12194,11396,798,6.5
"2008","27155",1758,1662,96,5.5
"2008","27157",12085,11476,609,5
"2008","27159",6506,5975,531,8.2
"2008","27161",10494,9928,566,5.4
"2008","27163",129322,122858,6464,5
"2008","27165",5470,5113,357,6.5
"2008","27167",3490,3337,153,4.4
"2008","27169",28929,27547,1382,4.8
"2008","27171",67440,63324,4116,6.1
"2008","27173",5847,5550,297,5.1
"2008","28001",13488,12614,874,6.5
"2008","28003",15249,14091,1158,7.6
"2008","28005",5211,4848,363,7
"2008","28007",7304,6655,649,8.9
"2008","28009",2883,2565,318,11
"2008","28011",15271,13982,1289,8.4
"2008","28013",5986,5458,528,8.8
"2008","28015",4895,4552,343,7
"2008","28017",7254,6478,776,10.7
"2008","28019",3427,3157,270,7.9
"2008","28021",3628,3240,388,10.7
"2008","28023",7024,6491,533,7.6
"2008","28025",7319,6380,939,12.8
"2008","28027",10173,9258,915,9
"2008","28029",12049,11192,857,7.1
"2008","28031",8812,8292,520,5.9
"2008","28033",78606,74957,3649,4.6
"2008","28035",36878,34810,2068,5.6
"2008","28037",3083,2853,230,7.5
"2008","28039",9565,8860,705,7.4
"2008","28041",4959,4512,447,9
"2008","28043",9595,8894,701,7.3
"2008","28045",18398,17379,1019,5.5
"2008","28047",86814,82117,4697,5.4
"2008","28049",116684,109822,6862,5.9
"2008","28051",7143,6223,920,12.9
"2008","28053",4337,3919,418,9.6
"2008","28055",687,628,59,8.6
"2008","28057",10069,9263,806,8
"2008","28059",61569,58051,3518,5.7
"2008","28061",7514,6990,524,7
"2008","28063",2801,2435,366,13.1
"2008","28065",5623,5238,385,6.8
"2008","28067",30914,29315,1599,5.2
"2008","28069",4028,3702,326,8.1
"2008","28071",22246,21088,1158,5.2
"2008","28073",24035,22919,1116,4.6
"2008","28075",33549,31308,2241,6.7
"2008","28077",5324,4914,410,7.7
"2008","28079",8448,7883,565,6.7
"2008","28081",37843,35249,2594,6.9
"2008","28083",13525,12340,1185,8.8
"2008","28085",14126,13113,1013,7.2
"2008","28087",25896,23939,1957,7.6
"2008","28089",46205,43861,2344,5.1
"2008","28091",10408,9685,723,6.9
"2008","28093",15378,14145,1233,8
"2008","28095",15864,14341,1523,9.6
"2008","28097",4492,4104,388,8.6
"2008","28099",14097,13349,748,5.3
"2008","28101",9450,8838,612,6.5
"2008","28103",3813,3297,516,13.5
"2008","28105",20458,19193,1265,6.2
"2008","28107",14715,13492,1223,8.3
"2008","28109",21457,20042,1415,6.6
"2008","28111",5080,4669,411,8.1
"2008","28113",15703,14616,1087,6.9
"2008","28115",13262,12247,1015,7.7
"2008","28117",11167,10275,892,8
"2008","28119",3618,3301,317,8.8
"2008","28121",73879,70829,3050,4.1
"2008","28123",13486,12817,669,5
"2008","28125",2484,2274,210,8.5
"2008","28127",11603,10925,678,5.8
"2008","28129",6495,6079,416,6.4
"2008","28131",7782,7334,448,5.8
"2008","28133",10660,9575,1085,10.2
