"fips","year","new_total_mds"
"08093",2005,4
"08095",2005,5
"08097",2005,59
"08099",2005,14
"08101",2005,351
"08103",2005,8
"08105",2005,8
"08107",2005,66
"08109",2005,1
"08111",2005,0
"08113",2005,15
"08115",2005,2
"08117",2005,66
"08119",2005,32
"08121",2005,0
"08123",2005,291
"08125",2005,10
"09001",2005,3247
"09003",2005,3430
"09005",2005,381
"09007",2005,454
"09009",2005,4154
"09011",2005,588
"09013",2005,189
"09015",2005,146
"10001",2005,207
"10003",2005,1518
"10005",2005,333
"11001",2005,4126
"12001",2005,1783
"12003",2005,13
"12005",2005,308
"12007",2005,12
"12009",2005,1069
"12011",2005,4054
"12013",2005,8
"12015",2005,301
"12017",2005,212
"12019",2005,303
"12021",2005,734
"12023",2005,87
"12027",2005,26
"12029",2005,2
"12031",2005,2529
"12033",2005,759
"12035",2005,74
"12037",2005,7
"12039",2005,35
"12041",2005,4
"12043",2005,1
"12045",2005,10
"12047",2005,9
"12049",2005,8
"12051",2005,18
"12053",2005,206
"12055",2005,162
"12057",2005,3311
"12059",2005,11
"12061",2005,323
"12063",2005,40
"12065",2005,3
"12067",2005,2
"12069",2005,438
"12071",2005,1017
"12073",2005,636
"12075",2005,21
"12077",2005,0
"12079",2005,9
"12081",2005,603
"12083",2005,474
"12085",2005,357
"12086",2005,7812
"12087",2005,167
"12089",2005,68
"12091",2005,411
"12093",2005,47
"12095",2005,2496
"12097",2005,226
"12099",2005,3268
"12101",2005,553
"12103",2005,2364
"12105",2005,804
"12107",2005,72
"12109",2005,454
"12111",2005,287
"12113",2005,238
"12115",2005,1030
"12117",2005,687
"12119",2005,20
"12121",2005,10
"12123",2005,16
"12125",2005,15
"12127",2005,840
"12129",2005,9
"12131",2005,37
"12133",2005,13
"13001",2005,11
"13003",2005,2
"13005",2005,14
"13007",2005,0
"13009",2005,114
"13011",2005,3
"13013",2005,27
"13015",2005,92
"13017",2005,11
"13019",2005,6
"13021",2005,690
"13023",2005,9
"13025",2005,3
"13027",2005,6
"13029",2005,40
"13031",2005,89
"13033",2005,16
"13035",2005,9
"13037",2005,3
"13039",2005,47
"13043",2005,7
"13045",2005,157
"13047",2005,65
"13049",2005,7
"13051",2005,828
"13053",2005,0
"13055",2005,9
"13057",2005,154
"13059",2005,310
"13061",2005,2
"13063",2005,243
"13065",2005,5
"13067",2005,1203
"13069",2005,60
"13071",2005,47
"13073",2005,531
"13075",2005,11
"13077",2005,99
"13079",2005,9
"13081",2005,31
"13083",2005,11
"13085",2005,14
"13087",2005,35
"13089",2005,2948
"13091",2005,26
"13093",2005,4
"13095",2005,268
"13097",2005,101
"13099",2005,7
"13101",2005,0
"13103",2005,20
"13105",2005,12
"13107",2005,13
"13109",2005,8
"13111",2005,21
"13113",2005,233
"13115",2005,327
"13117",2005,93
"13119",2005,15
"13121",2005,4426
"13123",2005,21
"13125",2005,1
"13127",2005,195
"13129",2005,49
"13131",2005,13
"13133",2005,16
"13135",2005,845
"13137",2005,31
"13139",2005,314
"13141",2005,3
"13143",2005,19
"13145",2005,25
"13147",2005,17
"13149",2005,0
"13151",2005,222
"13153",2005,162
"13155",2005,3
"13157",2005,36
"13159",2005,9
"13161",2005,9
"13163",2005,13
"13165",2005,3
"13167",2005,3
"13169",2005,11
"13171",2005,13
"13173",2005,3
"13175",2005,104
"13177",2005,17
"13179",2005,40
"13181",2005,2
"13183",2005,0
"13185",2005,176
"13187",2005,25
"13189",2005,18
"13191",2005,4
"13193",2005,11
"13195",2005,7
"13197",2005,2
"13199",2005,14
"13201",2005,7
"13205",2005,13
"13207",2005,14
"13209",2005,1
"13211",2005,7
"13213",2005,9
"13215",2005,509
"13217",2005,60
"13219",2005,71
"13221",2005,4
"13223",2005,12
"13225",2005,11
"13227",2005,33
"13229",2005,10
"13231",2005,2
"13233",2005,17
"13235",2005,17
"13237",2005,10
"13239",2005,0
"13241",2005,20
"13243",2005,2
"13245",2005,1020
"13247",2005,136
"13249",2005,1
"13251",2005,6
"13253",2005,11
"13255",2005,72
"13257",2005,37
"13259",2005,4
"13261",2005,40
"13263",2005,2
"13265",2005,0
"13267",2005,6
"13269",2005,1
"13271",2005,5
"13273",2005,4
"13275",2005,139
"13277",2005,91
"13279",2005,52
"13281",2005,11
"13283",2005,3
"13285",2005,109
"13287",2005,6
"13289",2005,0
"13291",2005,23
"13293",2005,35
"13295",2005,26
"13297",2005,62
"13299",2005,91
"13301",2005,1
"13303",2005,21
"13305",2005,27
"13307",2005,0
"13309",2005,2
"13311",2005,14
"13313",2005,171
"13315",2005,2
"13317",2005,9
"13319",2005,2
"13321",2005,9
"15001",2005,323
"15003",2005,2971
"15005",2005,0
"15007",2005,130
"15009",2005,293
"16001",2005,929
"16003",2005,2
"16005",2005,159
"16007",2005,6
"16009",2005,7
"16011",2005,25
"16013",2005,69
"16015",2005,1
"16017",2005,61
"16019",2005,179
"16021",2005,10
"16023",2005,3
"16025",2005,0
"16027",2005,147
"16029",2005,5
"16031",2005,24
"16033",2005,0
"16035",2005,12
"16037",2005,1
"16039",2005,20
"16041",2005,5
"16043",2005,2
"16045",2005,10
"16047",2005,5
"16049",2005,14
"16051",2005,4
"16053",2005,12
"16055",2005,267
"16057",2005,45
"16059",2005,6
"16061",2005,0
"16063",2005,1
"16065",2005,27
"16067",2005,8
"16069",2005,80
"16071",2005,1
"16073",2005,1
"16075",2005,12
"16077",2005,2
"16079",2005,11
"16081",2005,9
"16083",2005,129
"16085",2005,19
"16087",2005,3
"17001",2005,134
"17003",2005,2
"17005",2005,12
"17007",2005,64
"17009",2005,3
"17011",2005,39
"17013",2005,3
"17015",2005,8
"17017",2005,3
"17019",2005,568
"17021",2005,24
"17023",2005,4
"17025",2005,7
"17027",2005,25
"17029",2005,74
"17031",2005,19550
"17033",2005,11
"17035",2005,2
"17037",2005,81
"17039",2005,13
"17041",2005,9
"17043",2005,3821
"17045",2005,10
"17047",2005,1
"17049",2005,70
"17051",2005,7
"17053",2005,13
"17055",2005,23
"17057",2005,23
"17059",2005,1
"17061",2005,5
"17063",2005,46
"17065",2005,4
"17067",2005,9
"17069",2005,4
"17071",2005,5
"17073",2005,29
"17075",2005,27
"17077",2005,167
"17079",2005,2
"17081",2005,81
"17083",2005,15
"17085",2005,13
"17087",2005,3
"17089",2005,631
"17091",2005,164
"17093",2005,38
"17095",2005,86
"17097",2005,2134
"17099",2005,100
"17101",2005,13
"17103",2005,49
"17105",2005,26
"17107",2005,16
"17109",2005,40
"17111",2005,354
"17113",2005,311
"17115",2005,234
"17117",2005,28
"17119",2005,284
"17121",2005,64
"17123",2005,4
"17125",2005,8
"17127",2005,7
"17129",2005,5
"17131",2005,5
"17133",2005,19
"17135",2005,17
"17137",2005,49
"17139",2005,5
"17141",2005,35
"17143",2005,855
"17145",2005,18
"17147",2005,9
"17149",2005,11
"17151",2005,2
"17153",2005,0
"17155",2005,1
"17157",2005,33
"17159",2005,32
"17161",2005,246
"17163",2005,454
"17165",2005,30
"17167",2005,931
"17169",2005,2
"17171",2005,2
"17173",2005,8
"17175",2005,1
"17177",2005,67
"17179",2005,138
"17181",2005,21
"17183",2005,109
"17185",2005,8
"17187",2005,14
"17189",2005,6
"17191",2005,10
"17193",2005,8
"17195",2005,67
"17197",2005,634
"17199",2005,115
"17201",2005,703
"17203",2005,32
"18001",2005,22
"18003",2005,833
"18005",2005,177
"18007",2005,4
"18009",2005,9
"18011",2005,281
"18013",2005,10
"18015",2005,7
"18017",2005,56
"18019",2005,166
"18021",2005,12
"18023",2005,19
"18025",2005,1
"18027",2005,16
"18029",2005,51
"18031",2005,17
"18033",2005,32
"18035",2005,312
"18037",2005,66
"18039",2005,245
"18041",2005,22
"18043",2005,157
"18045",2005,6
"18047",2005,5
"18049",2005,17
"18051",2005,21
"18053",2005,98
"18055",2005,15
"18057",2005,1158
"18059",2005,102
"18061",2005,31
"18063",2005,198
"18065",2005,36
"18067",2005,140
"18069",2005,35
"18071",2005,48
"18073",2005,23
"18075",2005,13
"18077",2005,51
"18079",2005,12
"18081",2005,234
"18083",2005,72
"18085",2005,69
"18087",2005,9
"18089",2005,880
"18091",2005,167
"18093",2005,58
"18095",2005,177
"18097",2005,3730
"18099",2005,36
"18101",2005,3
"18103",2005,23
"18105",2005,296
"18107",2005,42
"18109",2005,67
"18111",2005,3
"18113",2005,29
"18115",2005,0
"18117",2005,14
"18119",2005,8
"18121",2005,9
"18123",2005,12
"18125",2005,3
"18127",2005,262
"18129",2005,7
"18131",2005,6
"18133",2005,26
"18135",2005,15
"18137",2005,34
"18139",2005,9
"18141",2005,663
"18143",2005,14
"18145",2005,27
"18147",2005,7
"18149",2005,11
"18151",2005,26
"18153",2005,7
"18155",2005,2
"18157",2005,348
"18159",2005,13
"18161",2005,5
"18163",2005,524
"18165",2005,4
"18167",2005,295
"18169",2005,29
"18171",2005,3
"18173",2005,187
"18175",2005,21
"18177",2005,137
"18179",2005,41
"18181",2005,14
"18183",2005,21
"19001",2005,2
"19003",2005,4
"19005",2005,9
"19007",2005,11
"19009",2005,2
"19011",2005,5
"19013",2005,267
"19015",2005,12
"19017",2005,20
"19019",2005,15
"19021",2005,13
"19023",2005,3
"19025",2005,6
"19027",2005,26
"19029",2005,11
"19031",2005,4
"19033",2005,129
"19035",2005,10
"19037",2005,4
"19039",2005,4
"19041",2005,27
"19043",2005,10
"19045",2005,67
"19047",2005,7
"19049",2005,34
"19051",2005,4
"19053",2005,3
"19055",2005,5
"19057",2005,68
"19059",2005,12
"19061",2005,210
"19063",2005,8
"19065",2005,6
"19067",2005,11
"19069",2005,1
"19071",2005,2
"19073",2005,5
"19075",2005,5
"19077",2005,4
"19079",2005,10
"19081",2005,5
"19083",2005,10
"19085",2005,5
"19087",2005,19
"19089",2005,8
"19091",2005,5
"19093",2005,1
"19095",2005,6
"19097",2005,14
"19099",2005,18
"19101",2005,20
"19103",2005,1638
"19105",2005,6
"19107",2005,1
"19109",2005,8
"19111",2005,48
"19113",2005,388
"19115",2005,1
"19117",2005,2
"19119",2005,3
"19121",2005,3
"19123",2005,20
"19125",2005,23
"19127",2005,45
"19129",2005,14
"19131",2005,3
"19133",2005,7
"19135",2005,2
"19137",2005,8
"19139",2005,28
"19141",2005,8
"19143",2005,2
"19145",2005,16
"19147",2005,4
"19149",2005,14
"19151",2005,2
"19153",2005,906
"19155",2005,96
"19157",2005,30
"19159",2005,1
"19161",2005,5
"19163",2005,345
"19165",2005,8
"19167",2005,23
"19169",2005,148
"19171",2005,4
"19173",2005,0
"19175",2005,7
"19177",2005,2
"19179",2005,67
"19181",2005,14
"19183",2005,16
"19185",2005,3
"19187",2005,57
"19189",2005,5
"19191",2005,26
"19193",2005,167
"19195",2005,3
"19197",2005,7
"20001",2005,4
"20003",2005,4
"20005",2005,16
"20007",2005,2
"20009",2005,33
"20011",2005,15
"20013",2005,13
"20015",2005,60
"20017",2005,0
"20019",2005,1
"20021",2005,7
"20023",2005,1
"20025",2005,2
"20027",2005,9
"20029",2005,9
"20031",2005,5
"20033",2005,1
"20035",2005,30
"20037",2005,48
"20039",2005,6
"20041",2005,14
"20043",2005,2
"20045",2005,183
"20047",2005,1
"20049",2005,1
"20051",2005,69
"20053",2005,4
"20055",2005,36
"20057",2005,49
"20059",2005,18
"20061",2005,17
"20063",2005,6
"20065",2005,3
"20067",2005,4
"20069",2005,2
"20071",2005,2
"20073",2005,2
"20075",2005,2
"20077",2005,9
"20079",2005,63
"20081",2005,2
"20083",2005,1
"20085",2005,8
"20087",2005,8
"20089",2005,2
"20091",2005,2143
"20093",2005,2
"20095",2005,1
"20097",2005,2
"20099",2005,37
"20101",2005,1
"20103",2005,52
"20105",2005,2
"20107",2005,3
"20109",2005,0
"20111",2005,42
"20113",2005,26
"20115",2005,5
"20117",2005,6
"20119",2005,4
"20121",2005,27
"20123",2005,7
"20125",2005,40
"20127",2005,4
"20129",2005,7
"20131",2005,4
"20133",2005,14
"20135",2005,1
"20137",2005,7
"20139",2005,4
"20141",2005,2
"20143",2005,7
"20145",2005,13
"20147",2005,3
"20149",2005,11
"20151",2005,11
"20153",2005,5
"20155",2005,118
"20157",2005,5
"20159",2005,4
"20161",2005,107
"20163",2005,3
"20165",2005,2
"20167",2005,7
"20169",2005,128
"20171",2005,4
"20173",2005,1211
"20175",2005,28
"20177",2005,410
"20179",2005,3
"20181",2005,5
"20183",2005,3
"20185",2005,1
"20187",2005,1
"20189",2005,1
"20191",2005,9
"20193",2005,4
"20195",2005,4
"20197",2005,3
"20199",2005,0
"20201",2005,3
"20203",2005,1
"20205",2005,7
"20207",2005,1
"20209",2005,557
"21001",2005,13
"21003",2005,5
"21005",2005,17
"21007",2005,2
"21009",2005,89
"21011",2005,5
"21013",2005,52
"21015",2005,161
"21017",2005,24
"21019",2005,202
"21021",2005,92
"21023",2005,6
"21025",2005,24
"21027",2005,7
"21029",2005,28
"21031",2005,4
"21033",2005,12
"21035",2005,58
"21037",2005,134
"21039",2005,1
"21041",2005,5
"21043",2005,10
"21045",2005,4
"21047",2005,105
"21049",2005,55
"21051",2005,11
"21053",2005,6
"21055",2005,4
"21057",2005,3
"21059",2005,194
"21061",2005,3
"21063",2005,0
"21065",2005,7
"21067",2005,1825
"21069",2005,13
"21071",2005,62
"21073",2005,67
"21075",2005,12
"21077",2005,1
"21079",2005,9
"21081",2005,13
"21083",2005,35
"21085",2005,23
"21087",2005,6
"21089",2005,35
"21091",2005,2
"21093",2005,194
"21095",2005,33
"21097",2005,22
"21099",2005,9
"21101",2005,62
"21103",2005,12
"21105",2005,1
"21107",2005,136
"21109",2005,3
"21111",2005,3117
"21113",2005,77
"21115",2005,30
"21117",2005,401
"21119",2005,5
"21121",2005,14
"21123",2005,4
"21125",2005,74
"21127",2005,14
"21129",2005,4
"21131",2005,5
"21133",2005,35
"21135",2005,3
"21137",2005,16
"21139",2005,8
"21141",2005,20
"21143",2005,3
"21145",2005,204
"21147",2005,6
"21149",2005,1
"21151",2005,100
"21153",2005,4
"21155",2005,18
"21157",2005,17
"21159",2005,5
"21161",2005,37
"21163",2005,8
"21165",2005,0
"21167",2005,9
"21169",2005,3
"21171",2005,8
"21173",2005,31
"21175",2005,5
"21177",2005,31
"21179",2005,35
"21181",2005,3
"21183",2005,12
"21185",2005,90
"21187",2005,6
"21189",2005,2
"21191",2005,5
"21193",2005,94
"21195",2005,130
"21197",2005,5
"21199",2005,128
"21201",2005,1
"21203",2005,12
"21205",2005,66
"21207",2005,18
"21209",2005,54
"21211",2005,41
"21213",2005,11
"21215",2005,8
"21217",2005,33
"21219",2005,2
"21221",2005,7
"21223",2005,2
"21225",2005,6
"21227",2005,252
"21229",2005,7
"21231",2005,9
"21233",2005,3
"21235",2005,80
"21237",2005,4
"21239",2005,42
"22001",2005,48
"22003",2005,18
"22005",2005,85
"22007",2005,8
"22009",2005,26
"22011",2005,28
"22013",2005,4
"22015",2005,157
"22017",2005,1412
"22019",2005,361
"22021",2005,7
"22023",2005,2
"22025",2005,3
"22027",2005,12
"22029",2005,20
"22031",2005,8
"22033",2005,1395
"22035",2005,5
"22037",2005,18
"22039",2005,40
"22041",2005,8
"22043",2005,5
"22045",2005,109
"22047",2005,33
"22049",2005,4
"22051",2005,1794
"22053",2005,23
"22055",2005,682
"22057",2005,135
"22059",2005,12
"22061",2005,66
"22063",2005,30
"22065",2005,9
"22067",2005,22
"22069",2005,37
"22071",2005,2229
"22073",2005,417
"22075",2005,16
"22077",2005,13
"22079",2005,373
"22081",2005,2
"22083",2005,25
"22085",2005,11
"22087",2005,21
"22089",2005,38
"22091",2005,5
"22093",2005,20
"22095",2005,49
"22097",2005,128
"22099",2005,23
"22101",2005,57
"22103",2005,705
"22105",2005,119
"22107",2005,2
"22109",2005,205
"22111",2005,10
"22113",2005,38
"22115",2005,47
"22117",2005,41
"22119",2005,35
"22121",2005,8
"22123",2005,2
"22125",2005,12
"22127",2005,9
"23001",2005,254
"23003",2005,153
"23005",2005,1348
"23007",2005,53
"23009",2005,117
"23011",2005,298
"23013",2005,112
"23015",2005,70
"23017",2005,53
"23019",2005,465
"23021",2005,27
"23023",2005,45
"23025",2005,65
"23027",2005,72
"23029",2005,53
"23031",2005,263
"24001",2005,191
"24003",2005,1201
"24005",2005,3341
"24009",2005,129
"24011",2005,14
"24013",2005,206
"24015",2005,96
"24017",2005,130
"24019",2005,50
"24021",2005,397
"24023",2005,29
"24025",2005,376
"24027",2005,1617
"24029",2005,48
"24031",2005,6373
"24033",2005,1508
"24035",2005,24
"24037",2005,109
"24039",2005,23
"24041",2005,162
"24043",2005,269
"24045",2005,275
"24047",2005,60
"24510",2005,4715
"25001",2005,598
"25003",2005,494
"25005",2005,795
"25007",2005,43
"25009",2005,1643
"25011",2005,113
"25013",2005,1233
"25015",2005,545
"25017",2005,7677
"25019",2005,8
"25021",2005,3856
"25023",2005,821
"25025",2005,8560
"25027",2005,2629
"26001",2005,4
"26003",2005,8
"26005",2005,67
"26007",2005,75
"26009",2005,11
"26011",2005,7
"26013",2005,6
"26015",2005,40
"26017",2005,133
"26019",2005,16
"26021",2005,278
"26023",2005,41
"26025",2005,190
"26027",2005,13
"26029",2005,34
"26031",2005,21
"26033",2005,43
"26035",2005,12
"26037",2005,41
"26039",2005,16
"26041",2005,52
"26043",2005,61
"26045",2005,67
"26047",2005,149
"26049",2005,899
"26051",2005,10
"26053",2005,27
"26055",2005,313
"26057",2005,54
"26059",2005,32
"26061",2005,50
"26063",2005,37
"26065",2005,844
"26067",2005,25
"26069",2005,22
"26071",2005,12
"26073",2005,70
"26075",2005,175
"26077",2005,835
"26079",2005,5
"26081",2005,1583
"26083",2005,0
"26085",2005,3
"26087",2005,42
"26089",2005,16
"26091",2005,90
"26093",2005,147
"26095",2005,11
"26097",2005,11
"26099",2005,1027
"26101",2005,25
"26103",2005,221
"26105",2005,28
"26107",2005,36
"26109",2005,17
"26111",2005,192
"26113",2005,3
"26115",2005,143
"26117",2005,25
"26119",2005,4
"26121",2005,234
"26123",2005,35
"26125",2005,6057
"26127",2005,10
"26129",2005,25
"26131",2005,4
"26133",2005,8
"26135",2005,1
"26137",2005,28
"26139",2005,280
"26141",2005,4
"26143",2005,15
"26145",2005,504
"26147",2005,208
"26149",2005,59
"26151",2005,28
"26153",2005,8
"26155",2005,47
"26157",2005,27
"26159",2005,74
"26161",2005,3370
"26163",2005,4566
"26165",2005,60
"27001",2005,14
"27003",2005,382
"27005",2005,44
"27007",2005,69
"27009",2005,28
"27011",2005,7
"27013",2005,147
"27015",2005,38
"27017",2005,28
"27019",2005,131
"27021",2005,15
"27023",2005,7
"27025",2005,37
"27027",2005,23
"27029",2005,6
"27031",2005,5
"27033",2005,13
"27035",2005,123
"27037",2005,605
"27039",2005,14
"27041",2005,66
"27043",2005,6
"27045",2005,10
"27047",2005,45
"27049",2005,70
"27051",2005,1
"27053",2005,4743
"27055",2005,18
"27057",2005,25
"27059",2005,41
"27061",2005,61
"27063",2005,3
"27065",2005,14
"27067",2005,104
"27069",2005,2
"27071",2005,13
"27073",2005,8
"27075",2005,19
"27077",2005,1
"27079",2005,4
"27081",2005,7
"27083",2005,19
"27085",2005,41
"27087",2005,1
"27089",2005,3
"27091",2005,39
"27093",2005,16
"27095",2005,33
"27097",2005,28
"27099",2005,52
"27101",2005,6
"27103",2005,43
"27105",2005,25
"27107",2005,3
"27109",2005,2917
"27111",2005,67
"27113",2005,21
"27115",2005,17
"27117",2005,6
"27119",2005,19
"27121",2005,9
"27123",2005,1868
"27125",2005,0
"27127",2005,10
"27129",2005,7
"27131",2005,85
"27133",2005,13
"27135",2005,12
"27137",2005,651
"27139",2005,119
"27141",2005,41
"27143",2005,5
"27145",2005,388
"27147",2005,49
"27149",2005,9
"27151",2005,8
"27153",2005,20
"27155",2005,0
"27157",2005,29
"27159",2005,10
"27161",2005,15
"27163",2005,494
"27165",2005,7
"27167",2005,3
"27169",2005,49
"27171",2005,71
"27173",2005,10
"28001",2005,68
"28003",2005,52
"28005",2005,2
"28007",2005,16
"28009",2005,2
"28011",2005,31
"28013",2005,4
"28015",2005,4
"28017",2005,10
"28019",2005,4
"28021",2005,4
"28023",2005,4
"28025",2005,21
"28027",2005,51
"28029",2005,19
"28031",2005,7
"28033",2005,98
"28035",2005,382
"28037",2005,5
"28039",2005,14
"28041",2005,5
"28043",2005,25
"28045",2005,43
"28047",2005,375
"28049",2005,1077
"28051",2005,16
"28053",2005,6
"28055",2005,0
"28057",2005,8
"28059",2005,224
"28061",2005,4
"28063",2005,4
"28065",2005,5
"28067",2005,98
"28069",2005,1
"28071",2005,92
"28073",2005,9
"28075",2005,217
"28077",2005,6
"28079",2005,9
"28081",2005,273
"28083",2005,54
"28085",2005,37
"28087",2005,105
"28089",2005,431
"28091",2005,15
"28093",2005,8
"28095",2005,33
"28097",2005,9
"28099",2005,21
"28101",2005,7
"28103",2005,5
"28105",2005,48
"28107",2005,16
"28109",2005,26
"28111",2005,4
"28113",2005,67
"28115",2005,7
"28117",2005,19
"28119",2005,4
"28121",2005,390
"28123",2005,5
"28125",2005,2
"28127",2005,15
"28129",2005,3
"28131",2005,10
"28133",2005,18
"28135",2005,4
"28137",2005,10
"28139",2005,7
"28141",2005,9
"28143",2005,3
"28145",2005,27
"28147",2005,11
"28149",2005,84
"28151",2005,85
"28153",2005,9
"28155",2005,4
"28157",2005,10
"28159",2005,7
"28161",2005,5
"28163",2005,14
"29001",2005,16
"29003",2005,3
"29005",2005,3
"29007",2005,40
"29009",2005,30
"29011",2005,1
"29013",2005,6
"29015",2005,5
"29017",2005,1
"29019",2005,1070
"29021",2005,162
"29023",2005,117
"29025",2005,1
"29027",2005,33
"29029",2005,51
"29031",2005,238
"29033",2005,3
"29035",2005,1
"29037",2005,37
"29039",2005,4
"29041",2005,0
"29043",2005,67
"29045",2005,0
"29047",2005,320
"29049",2005,11
"29051",2005,145
"29053",2005,10
"29055",2005,2
"29057",2005,1
"29059",2005,2
"29061",2005,0
"29063",2005,0
"29065",2005,8
"29067",2005,1
"29069",2005,33
"29071",2005,105
"29073",2005,6
"29075",2005,2
"29077",2005,788
"29079",2005,5
"29081",2005,6
"29083",2005,15
"29085",2005,1
"29087",2005,1
"29089",2005,6
"29091",2005,55
"29093",2005,8
"29095",2005,1602
"29097",2005,254
"29099",2005,100
"29101",2005,41
"29103",2005,0
"29105",2005,25
"29107",2005,10
"29109",2005,28
"29111",2005,1
"29113",2005,11
"29115",2005,5
"29117",2005,6
"29119",2005,2
"29121",2005,6
"29123",2005,9
"29125",2005,2
"29127",2005,51
"29129",2005,1
"29131",2005,9
"29133",2005,4
"29135",2005,2
"29137",2005,0
"29139",2005,4
"29141",2005,4
"29143",2005,3
"29145",2005,17
"29147",2005,27
"29149",2005,1
"29151",2005,1
"29153",2005,2
"29155",2005,13
"29157",2005,11
"29159",2005,42
"29161",2005,71
"29163",2005,3
"29165",2005,127
"29167",2005,29
"29169",2005,23
"29171",2005,0
"29173",2005,1
"29175",2005,10
"29177",2005,4
"29179",2005,3
"29181",2005,8
"29183",2005,317
"29185",2005,10
"29186",2005,11
"29187",2005,51
"29189",2005,4825
"29195",2005,20
"29197",2005,0
"29199",2005,1
"29201",2005,56
"29203",2005,2
"29205",2005,3
"29207",2005,15
"29209",2005,10
"29211",2005,0
"29213",2005,61
"29215",2005,14
"29217",2005,19
"29219",2005,6
"29221",2005,4
"29223",2005,5
"29225",2005,17
"29227",2005,1
"29229",2005,6
"29510",2005,2257
"30001",2005,14
"30003",2005,12
"30005",2005,6
"30007",2005,4
"30009",2005,14
"30011",2005,0
"30013",2005,200
"30015",2005,4
"30017",2005,17
"30019",2005,2
"30021",2005,9
"30023",2005,18
"30025",2005,0
"30027",2005,17
"30029",2005,215
"30031",2005,184
"30033",2005,0
"30035",2005,10
"30037",2005,0
"30039",2005,0
"30041",2005,20
"30043",2005,19
"30045",2005,0
"30047",2005,31
"30049",2005,143
"30051",2005,2
"30053",2005,22
"30055",2005,0
"30057",2005,7
"30059",2005,3
"30061",2005,3
"30063",2005,336
"30065",2005,4
"30067",2005,23
"30069",2005,0
"30071",2005,1
"30073",2005,5
"30075",2005,0
"30077",2005,7
"30079",2005,1
"30081",2005,60
"30083",2005,14
"30085",2005,4
"30087",2005,7
"30089",2005,11
"30091",2005,2
"30093",2005,69
"30095",2005,5
"30097",2005,2
"30099",2005,2
"30101",2005,6
"30103",2005,0
"30105",2005,10
"30107",2005,2
"30109",2005,0
"30111",2005,454
"31001",2005,68
"31003",2005,4
"31005",2005,0
"31007",2005,0
"31009",2005,0
"31011",2005,8
"31013",2005,7
"31015",2005,4
"31017",2005,2
"31019",2005,120
"31021",2005,4
"31023",2005,4
"31025",2005,15
"31027",2005,3
"31029",2005,4
"31031",2005,6
"31033",2005,9
"31035",2005,2
"31037",2005,3
"31039",2005,5
"31041",2005,10
"31043",2005,3
"31045",2005,7
"31047",2005,17
"31049",2005,2
"31051",2005,2
"31053",2005,45
"31055",2005,2310
"31057",2005,1
"31059",2005,6
"31061",2005,2
"31063",2005,0
"31065",2005,2
"31067",2005,19
"31069",2005,1
"31071",2005,1
"31073",2005,0
"31075",2005,0
"31077",2005,0
"31079",2005,105
"31081",2005,10
"31083",2005,2
"31085",2005,0
"31087",2005,0
"31089",2005,15
"31091",2005,2
"31093",2005,2
"31095",2005,6
"31097",2005,4
"31099",2005,2
"31101",2005,8
"31103",2005,1
"31105",2005,2
"31107",2005,6
"31109",2005,621
"31111",2005,70
"31113",2005,0
"31115",2005,0
"31117",2005,0
"31119",2005,84
"31121",2005,3
"31123",2005,4
"31125",2005,0
"31127",2005,5
"31129",2005,5
"31131",2005,12
"31133",2005,2
"31135",2005,2
"31137",2005,11
"31139",2005,7
"31141",2005,27
"31143",2005,2
"31145",2005,14
"31147",2005,2
"31149",2005,2
"31151",2005,12
"31153",2005,224
"31155",2005,10
"31157",2005,88
"31159",2005,11
"31161",2005,5
"31163",2005,1
"31165",2005,0
"31167",2005,1
"31169",2005,4
"31171",2005,0
"31173",2005,5
"31175",2005,5
"31177",2005,14
"31179",2005,5
"31181",2005,2
"31183",2005,0
"31185",2005,13
"32001",2005,29
"32003",2005,2996
"32005",2005,73
"32007",2005,41
"32009",2005,0
"32011",2005,0
"32013",2005,8
"32015",2005,3
"32017",2005,1
"32019",2005,13
"32021",2005,3
"32023",2005,23
"32027",2005,2
"32029",2005,0
"32031",2005,1010
"32033",2005,11
"32510",2005,140
"33001",2005,121
"33003",2005,80
"33005",2005,120
"33007",2005,72
"33009",2005,867
"33011",2005,835
"33013",2005,412
"33015",2005,530
"33017",2005,214
"33019",2005,102
"34001",2005,559
"34003",2005,4505
"34005",2005,1175
"34007",2005,1633
"34009",2005,104
"34011",2005,195
"34013",2005,3321
"34015",2005,299
"34017",2005,1170
"34019",2005,401
"34021",2005,1347
"34023",2005,2744
"34025",2005,2252
"34027",2005,1882
"34029",2005,800
"34031",2005,1041
"34033",2005,63
"34035",2005,1354
"34037",2005,193
"34039",2005,1399
"34041",2005,153
"35001",2005,2448
"35003",2005,4
"35005",2005,109
"35006",2005,19
"35007",2005,18
"35009",2005,61
"35011",2005,2
"35013",2005,264
"35015",2005,57
"35017",2005,63
"35019",2005,3
"35021",2005,0
"35023",2005,1
"35025",2005,51
"35027",2005,25
"35028",2005,49
"35029",2005,21
"35031",2005,125
"35033",2005,1
"35035",2005,64
"35037",2005,9
"35039",2005,39
"35041",2005,10
"35043",2005,152
"35045",2005,164
"35047",2005,51
"35049",2005,443
"35051",2005,12
"35053",2005,13
"35055",2005,67
"35057",2005,1
"35059",2005,3
"35061",2005,31
"36001",2005,1489
"36003",2005,38
"36005",2005,3247
"36007",2005,556
"36009",2005,115
"36011",2005,77
"36013",2005,185
"36015",2005,224
