"fips","year","new_total_mds"
"02195",2012,5
"02198",2012,4
"02201",2012,NA
"02220",2012,31
"02230",2012,0
"02232",2012,NA
"02240",2012,3
"02261",2012,7
"02275",2012,4
"02280",2012,NA
"02282",2012,0
"02290",2012,2
"04001",2012,51
"04003",2012,108
"04005",2012,325
"04007",2012,55
"04009",2012,29
"04011",2012,6
"04012",2012,10
"04013",2012,9284
"04015",2012,234
"04017",2012,119
"04019",2012,3396
"04021",2012,131
"04023",2012,33
"04025",2012,351
"04027",2012,237
"05001",2012,14
"05003",2012,15
"05005",2012,98
"05007",2012,276
"05009",2012,51
"05011",2012,8
"05013",2012,1
"05015",2012,27
"05017",2012,11
"05019",2012,19
"05021",2012,6
"05023",2012,26
"05025",2012,1
"05027",2012,18
"05029",2012,18
"05031",2012,307
"05033",2012,41
"05035",2012,45
"05037",2012,9
"05039",2012,5
"05041",2012,7
"05043",2012,10
"05045",2012,149
"05047",2012,8
"05049",2012,7
"05051",2012,233
"05053",2012,6
"05055",2012,39
"05057",2012,11
"05059",2012,9
"05061",2012,8
"05063",2012,74
"05065",2012,5
"05067",2012,17
"05069",2012,140
"05071",2012,19
"05073",2012,2
"05075",2012,8
"05077",2012,3
"05079",2012,2
"05081",2012,7
"05083",2012,12
"05085",2012,22
"05087",2012,4
"05089",2012,4
"05091",2012,44
"05093",2012,29
"05095",2012,5
"05097",2012,1
"05099",2012,4
"05101",2012,2
"05103",2012,17
"05105",2012,2
"05107",2012,14
"05109",2012,4
"05111",2012,5
"05113",2012,19
"05115",2012,80
"05117",2012,0
"05119",2012,2648
"05121",2012,13
"05123",2012,20
"05125",2012,111
"05127",2012,3
"05129",2012,6
"05131",2012,356
"05133",2012,8
"05135",2012,9
"05137",2012,8
"05139",2012,96
"05141",2012,7
"05143",2012,505
"05145",2012,94
"05147",2012,4
"05149",2012,17
"06001",2012,4789
"06003",2012,2
"06005",2012,53
"06007",2012,431
"06009",2012,41
"06011",2012,9
"06013",2012,2995
"06015",2012,39
"06017",2012,353
"06019",2012,1876
"06021",2012,6
"06023",2012,251
"06025",2012,135
"06027",2012,32
"06029",2012,1107
"06031",2012,127
"06033",2012,72
"06035",2012,26
"06037",2012,28120
"06039",2012,174
"06041",2012,1406
"06043",2012,7
"06045",2012,174
"06047",2012,266
"06049",2012,2
"06051",2012,26
"06053",2012,766
"06055",2012,431
"06057",2012,222
"06059",2012,9419
"06061",2012,1116
"06063",2012,21
"06065",2012,2623
"06067",2012,4179
"06069",2012,43
"06071",2012,3713
"06073",2012,9523
"06075",2012,6491
"06077",2012,1101
"06079",2012,722
"06081",2012,3180
"06083",2012,1068
"06085",2012,7175
"06087",2012,669
"06089",2012,388
"06091",2012,2
"06093",2012,63
"06095",2012,828
"06097",2012,1226
"06099",2012,884
"06101",2012,185
"06103",2012,56
"06105",2012,6
"06107",2012,481
"06109",2012,112
"06111",2012,1821
"06113",2012,706
"06115",2012,45
"08001",2012,1124
"08003",2012,35
"08005",2012,1710
"08007",2012,16
"08009",2012,2
"08011",2012,0
"08013",2012,1104
"08014",2012,103
"08015",2012,35
"08017",2012,2
"08019",2012,1
"08021",2012,7
"08023",2012,0
"08025",2012,2
"08027",2012,2
"08029",2012,42
"08031",2012,3563
"08033",2012,0
"08035",2012,574
"08037",2012,155
"08039",2012,2
"08041",2012,1196
"08043",2012,34
"08045",2012,99
"08047",2012,3
"08049",2012,18
"08051",2012,20
"08053",2012,3
"08055",2012,4
"08057",2012,1
"08059",2012,1217
"08061",2012,0
"08063",2012,3
"08065",2012,4
"08067",2012,197
"08069",2012,719
"08071",2012,16
"08073",2012,3
"08075",2012,22
"08077",2012,387
"08079",2012,2
"08081",2012,8
"08083",2012,38
"08085",2012,82
"08087",2012,22
"08089",2012,19
"08091",2012,15
"08093",2012,5
"08095",2012,5
"08097",2012,56
"08099",2012,11
"08101",2012,355
"08103",2012,7
"08105",2012,7
"08107",2012,73
"08109",2012,6
"08111",2012,2
"08113",2012,13
"08115",2012,3
"08117",2012,68
"08119",2012,21
"08121",2012,0
"08123",2012,323
"08125",2012,9
"09001",2012,3496
"09003",2012,3726
"09005",2012,341
"09007",2012,429
"09009",2012,4753
"09011",2012,577
"09013",2012,188
"09015",2012,137
"10001",2012,279
"10003",2012,1677
"10005",2012,284
"11001",2012,4875
"12001",2012,2159
"12003",2012,12
"12005",2012,341
"12007",2012,14
"12009",2012,1175
"12011",2012,4438
"12013",2012,8
"12015",2012,312
"12017",2012,213
"12019",2012,289
"12021",2012,816
"12023",2012,79
"12027",2012,19
"12029",2012,4
"12031",2012,2998
"12033",2012,793
"12035",2012,91
"12037",2012,7
"12039",2012,20
"12041",2012,3
"12043",2012,1
"12045",2012,9
"12047",2012,3
"12049",2012,9
"12051",2012,13
"12053",2012,219
"12055",2012,170
"12057",2012,4048
"12059",2012,9
"12061",2012,337
"12063",2012,41
"12065",2012,5
"12067",2012,1
"12069",2012,529
"12071",2012,1150
"12073",2012,737
"12075",2012,18
"12077",2012,0
"12079",2012,3
"12081",2012,601
"12083",2012,531
"12085",2012,349
"12086",2012,8363
"12087",2012,147
"12089",2012,76
"12091",2012,415
"12093",2012,38
"12095",2012,3300
"12097",2012,314
"12099",2012,3647
"12101",2012,625
"12103",2012,2411
"12105",2012,822
"12107",2012,63
"12109",2012,608
"12111",2012,308
"12113",2012,286
"12115",2012,1099
"12117",2012,782
"12119",2012,48
"12121",2012,14
"12123",2012,15
"12125",2012,11
"12127",2012,925
"12129",2012,11
"12131",2012,68
"12133",2012,14
"13001",2012,14
"13003",2012,0
"13005",2012,10
"13007",2012,0
"13009",2012,83
"13011",2012,4
"13013",2012,40
"13015",2012,102
"13017",2012,12
"13019",2012,6
"13021",2012,755
"13023",2012,4
"13025",2012,2
"13027",2012,4
"13029",2012,55
"13031",2012,101
"13033",2012,15
"13035",2012,8
"13037",2012,2
"13039",2012,38
"13043",2012,5
"13045",2012,174
"13047",2012,67
"13049",2012,2
"13051",2012,949
"13053",2012,23
"13055",2012,5
"13057",2012,170
"13059",2012,335
"13061",2012,1
"13063",2012,256
"13065",2012,2
"13067",2012,1525
"13069",2012,55
"13071",2012,54
"13073",2012,599
"13075",2012,9
"13077",2012,125
"13079",2012,3
"13081",2012,35
"13083",2012,5
"13085",2012,21
"13087",2012,29
"13089",2012,3557
"13091",2012,19
"13093",2012,3
"13095",2012,271
"13097",2012,124
"13099",2012,4
"13101",2012,0
"13103",2012,19
"13105",2012,12
"13107",2012,15
"13109",2012,6
"13111",2012,27
"13113",2012,303
"13115",2012,325
"13117",2012,149
"13119",2012,10
"13121",2012,4718
"13123",2012,27
"13125",2012,1
"13127",2012,212
"13129",2012,52
"13131",2012,12
"13133",2012,29
"13135",2012,1230
"13137",2012,40
"13139",2012,363
"13141",2012,2
"13143",2012,16
"13145",2012,41
"13147",2012,15
"13149",2012,5
"13151",2012,269
"13153",2012,183
"13155",2012,6
"13157",2012,86
"13159",2012,11
"13161",2012,5
"13163",2012,13
"13165",2012,5
"13167",2012,5
"13169",2012,12
"13171",2012,9
"13173",2012,2
"13175",2012,105
"13177",2012,38
"13179",2012,36
"13181",2012,3
"13183",2012,0
"13185",2012,187
"13187",2012,22
"13189",2012,15
"13191",2012,3
"13193",2012,4
"13195",2012,7
"13197",2012,1
"13199",2012,11
"13201",2012,4
"13205",2012,15
"13207",2012,24
"13209",2012,1
"13211",2012,13
"13213",2012,8
"13215",2012,571
"13217",2012,68
"13219",2012,121
"13221",2012,4
"13223",2012,27
"13225",2012,8
"13227",2012,33
"13229",2012,15
"13231",2012,4
"13233",2012,16
"13235",2012,13
"13237",2012,8
"13239",2012,0
"13241",2012,17
"13243",2012,1
"13245",2012,1112
"13247",2012,133
"13249",2012,0
"13251",2012,3
"13253",2012,16
"13255",2012,63
"13257",2012,35
"13259",2012,6
"13261",2012,38
"13263",2012,0
"13265",2012,0
"13267",2012,5
"13269",2012,0
"13271",2012,8
"13273",2012,4
"13275",2012,138
"13277",2012,94
"13279",2012,53
"13281",2012,11
"13283",2012,0
"13285",2012,111
"13287",2012,5
"13289",2012,1
"13291",2012,31
"13293",2012,31
"13295",2012,29
"13297",2012,74
"13299",2012,85
"13301",2012,2
"13303",2012,21
"13305",2012,24
"13307",2012,0
"13309",2012,1
"13311",2012,9
"13313",2012,168
"13315",2012,0
"13317",2012,7
"13319",2012,1
"13321",2012,6
"15001",2012,319
"15003",2012,3160
"15005",2012,0
"15007",2012,144
"15009",2012,315
"16001",2012,1138
"16003",2012,2
"16005",2012,163
"16007",2012,8
"16009",2012,11
"16011",2012,24
"16013",2012,64
"16015",2012,2
"16017",2012,67
"16019",2012,177
"16021",2012,8
"16023",2012,1
"16025",2012,0
"16027",2012,142
"16029",2012,3
"16031",2012,21
"16033",2012,0
"16035",2012,15
"16037",2012,0
"16039",2012,25
"16041",2012,3
"16043",2012,3
"16045",2012,11
"16047",2012,5
"16049",2012,12
"16051",2012,4
"16053",2012,12
"16055",2012,265
"16057",2012,44
"16059",2012,8
"16061",2012,0
"16063",2012,2
"16065",2012,38
"16067",2012,6
"16069",2012,87
"16071",2012,0
"16073",2012,2
"16075",2012,16
"16077",2012,2
"16079",2012,7
"16081",2012,9
"16083",2012,134
"16085",2012,20
"16087",2012,4
"17001",2012,162
"17003",2012,4
"17005",2012,17
"17007",2012,70
"17009",2012,1
"17011",2012,41
"17013",2012,2
"17015",2012,5
"17017",2012,2
"17019",2012,635
"17021",2012,22
"17023",2012,6
"17025",2012,8
"17027",2012,21
"17029",2012,68
"17031",2012,21356
"17033",2012,18
"17035",2012,1
"17037",2012,78
"17039",2012,10
"17041",2012,11
"17043",2012,4042
"17045",2012,9
"17047",2012,0
"17049",2012,75
"17051",2012,8
"17053",2012,10
"17055",2012,19
"17057",2012,20
"17059",2012,2
"17061",2012,6
"17063",2012,47
"17065",2012,4
"17067",2012,6
"17069",2012,3
"17071",2012,2
"17073",2012,25
"17075",2012,25
"17077",2012,182
"17079",2012,0
"17081",2012,94
"17083",2012,16
"17085",2012,11
"17087",2012,2
"17089",2012,679
"17091",2012,145
"17093",2012,56
"17095",2012,84
"17097",2012,2326
"17099",2012,103
"17101",2012,5
"17103",2012,60
"17105",2012,28
"17107",2012,16
"17109",2012,35
"17111",2012,360
"17113",2012,324
"17115",2012,249
"17117",2012,25
"17119",2012,299
"17121",2012,56
"17123",2012,1
"17125",2012,8
"17127",2012,5
"17129",2012,5
"17131",2012,4
"17133",2012,21
"17135",2012,21
"17137",2012,41
"17139",2012,6
"17141",2012,39
"17143",2012,939
"17145",2012,13
"17147",2012,9
"17149",2012,11
"17151",2012,0
"17153",2012,0
"17155",2012,2
"17157",2012,29
"17159",2012,23
"17161",2012,232
"17163",2012,447
"17165",2012,31
"17167",2012,1152
"17169",2012,3
"17171",2012,1
"17173",2012,10
"17175",2012,2
"17177",2012,60
"17179",2012,145
"17181",2012,24
"17183",2012,90
"17185",2012,8
"17187",2012,13
"17189",2012,4
"17191",2012,9
"17193",2012,4
"17195",2012,70
"17197",2012,825
"17199",2012,142
"17201",2012,681
"17203",2012,42
"18001",2012,15
"18003",2012,906
"18005",2012,177
"18007",2012,3
"18009",2012,6
"18011",2012,457
"18013",2012,10
"18015",2012,8
"18017",2012,45
"18019",2012,139
"18021",2012,16
"18023",2012,20
"18025",2012,0
"18027",2012,16
"18029",2012,50
"18031",2012,18
"18033",2012,31
"18035",2012,306
"18037",2012,76
"18039",2012,256
"18041",2012,18
"18043",2012,157
"18045",2012,5
"18047",2012,4
"18049",2012,13
"18051",2012,18
"18053",2012,74
"18055",2012,14
"18057",2012,1613
"18059",2012,133
"18061",2012,28
"18063",2012,245
"18065",2012,40
"18067",2012,137
"18069",2012,46
"18071",2012,52
"18073",2012,16
"18075",2012,8
"18077",2012,46
"18079",2012,18
"18081",2012,301
"18083",2012,73
"18085",2012,60
"18087",2012,16
"18089",2012,779
"18091",2012,154
"18093",2012,47
"18095",2012,160
"18097",2012,3894
"18099",2012,44
"18101",2012,4
"18103",2012,16
"18105",2012,334
"18107",2012,32
"18109",2012,75
"18111",2012,2
"18113",2012,21
"18115",2012,0
"18117",2012,12
"18119",2012,8
"18121",2012,10
"18123",2012,10
"18125",2012,2
"18127",2012,276
"18129",2012,10
"18131",2012,4
"18133",2012,27
"18135",2012,12
"18137",2012,36
"18139",2012,10
"18141",2012,685
"18143",2012,14
"18145",2012,26
"18147",2012,5
"18149",2012,9
"18151",2012,22
"18153",2012,13
"18155",2012,2
"18157",2012,388
"18159",2012,12
"18161",2012,6
"18163",2012,502
"18165",2012,7
"18167",2012,299
"18169",2012,21
"18171",2012,3
"18173",2012,233
"18175",2012,17
"18177",2012,140
"18179",2012,28
"18181",2012,15
"18183",2012,19
"19001",2012,3
"19003",2012,2
"19005",2012,8
"19007",2012,12
"19009",2012,1
"19011",2012,3
"19013",2012,287
"19015",2012,14
"19017",2012,16
"19019",2012,9
"19021",2012,12
"19023",2012,4
"19025",2012,5
"19027",2012,19
"19029",2012,10
"19031",2012,5
"19033",2012,157
"19035",2012,7
"19037",2012,4
"19039",2012,2
"19041",2012,29
"19043",2012,6
"19045",2012,54
"19047",2012,7
"19049",2012,40
"19051",2012,1
"19053",2012,4
"19055",2012,8
"19057",2012,76
"19059",2012,19
"19061",2012,221
"19063",2012,6
"19065",2012,4
"19067",2012,10
"19069",2012,1
"19071",2012,2
"19073",2012,4
"19075",2012,3
"19077",2012,4
"19079",2012,9
"19081",2012,3
"19083",2012,11
"19085",2012,8
"19087",2012,16
"19089",2012,4
"19091",2012,4
"19093",2012,2
"19095",2012,11
"19097",2012,8
"19099",2012,15
"19101",2012,19
"19103",2012,1849
"19105",2012,9
"19107",2012,1
"19109",2012,7
"19111",2012,44
"19113",2012,411
"19115",2012,2
"19117",2012,3
"19119",2012,2
"19121",2012,2
"19123",2012,17
"19125",2012,29
"19127",2012,44
"19129",2012,12
"19131",2012,0
"19133",2012,8
"19135",2012,3
"19137",2012,7
"19139",2012,32
"19141",2012,9
"19143",2012,0
"19145",2012,15
"19147",2012,4
"19149",2012,13
"19151",2012,2
"19153",2012,1010
"19155",2012,93
"19157",2012,21
"19159",2012,2
"19161",2012,6
"19163",2012,373
"19165",2012,9
"19167",2012,27
"19169",2012,169
"19171",2012,4
"19173",2012,0
"19175",2012,8
"19177",2012,2
"19179",2012,56
"19181",2012,21
"19183",2012,17
"19185",2012,3
"19187",2012,44
"19189",2012,4
"19191",2012,31
"19193",2012,158
"19195",2012,1
"19197",2012,7
"20001",2012,4
"20003",2012,4
"20005",2012,14
"20007",2012,1
"20009",2012,30
"20011",2012,13
"20013",2012,13
"20015",2012,81
"20017",2012,0
"20019",2012,0
"20021",2012,7
"20023",2012,3
"20025",2012,2
"20027",2012,12
"20029",2012,5
"20031",2012,7
"20033",2012,1
"20035",2012,22
"20037",2012,44
"20039",2012,2
"20041",2012,8
"20043",2012,3
"20045",2012,221
"20047",2012,1
"20049",2012,1
"20051",2012,65
"20053",2012,3
"20055",2012,44
"20057",2012,32
"20059",2012,17
"20061",2012,30
"20063",2012,5
"20065",2012,2
"20067",2012,4
"20069",2012,1
"20071",2012,2
"20073",2012,1
"20075",2012,1
"20077",2012,5
"20079",2012,60
"20081",2012,2
"20083",2012,1
"20085",2012,11
"20087",2012,13
"20089",2012,0
"20091",2012,2487
"20093",2012,5
"20095",2012,0
"20097",2012,1
"20099",2012,33
"20101",2012,1
"20103",2012,59
"20105",2012,0
"20107",2012,1
"20109",2012,2
"20111",2012,35
"20113",2012,26
"20115",2012,5
"20117",2012,5
"20119",2012,2
"20121",2012,21
"20123",2012,5
"20125",2012,30
"20127",2012,6
"20129",2012,2
"20131",2012,8
"20133",2012,13
"20135",2012,1
"20137",2012,1
"20139",2012,2
"20141",2012,2
"20143",2012,4
"20145",2012,11
"20147",2012,2
"20149",2012,16
"20151",2012,13
"20153",2012,2
"20155",2012,106
"20157",2012,6
"20159",2012,3
"20161",2012,143
"20163",2012,5
"20165",2012,2
"20167",2012,3
"20169",2012,141
"20171",2012,4
"20173",2012,1288
"20175",2012,22
"20177",2012,375
"20179",2012,0
"20181",2012,5
"20183",2012,5
"20185",2012,0
"20187",2012,1
"20189",2012,1
"20191",2012,9
"20193",2012,2
"20195",2012,5
"20197",2012,3
"20199",2012,0
"20201",2012,3
"20203",2012,1
"20205",2012,8
"20207",2012,1
"20209",2012,695
"21001",2012,12
"21003",2012,7
"21005",2012,17
"21007",2012,2
"21009",2012,90
"21011",2012,3
"21013",2012,31
"21015",2012,160
"21017",2012,20
"21019",2012,216
"21021",2012,87
"21023",2012,3
"21025",2012,18
"21027",2012,6
"21029",2012,27
"21031",2012,3
"21033",2012,10
"21035",2012,60
"21037",2012,135
"21039",2012,1
"21041",2012,6
"21043",2012,8
"21045",2012,2
"21047",2012,98
"21049",2012,52
"21051",2012,11
"21053",2012,7
"21055",2012,5
"21057",2012,4
"21059",2012,193
"21061",2012,2
"21063",2012,1
"21065",2012,8
"21067",2012,2066
"21069",2012,12
"21071",2012,51
"21073",2012,58
"21075",2012,10
"21077",2012,6
"21079",2012,8
"21081",2012,12
"21083",2012,34
"21085",2012,31
"21087",2012,5
"21089",2012,30
"21091",2012,1
"21093",2012,192
"21095",2012,33
"21097",2012,18
"21099",2012,8
"21101",2012,58
"21103",2012,9
"21105",2012,1
"21107",2012,127
"21109",2012,2
"21111",2012,3466
"21113",2012,109
"21115",2012,28
"21117",2012,426
"21119",2012,5
"21121",2012,14
"21123",2012,3
"21125",2012,81
"21127",2012,11
"21129",2012,3
"21131",2012,0
"21133",2012,22
"21135",2012,4
"21137",2012,15
"21139",2012,9
"21141",2012,16
"21143",2012,3
"21145",2012,219
"21147",2012,8
"21149",2012,1
"21151",2012,118
"21153",2012,3
"21155",2012,18
"21157",2012,22
"21159",2012,4
"21161",2012,48
"21163",2012,8
"21165",2012,2
"21167",2012,9
"21169",2012,1
"21171",2012,6
"21173",2012,21
"21175",2012,5
"21177",2012,22
"21179",2012,37
"21181",2012,3
"21183",2012,11
"21185",2012,114
"21187",2012,4
"21189",2012,0
"21191",2012,4
"21193",2012,88
"21195",2012,152
"21197",2012,3
"21199",2012,144
"21201",2012,1
"21203",2012,9
"21205",2012,63
"21207",2012,13
"21209",2012,65
"21211",2012,49
"21213",2012,9
"21215",2012,20
"21217",2012,37
"21219",2012,1
"21221",2012,8
"21223",2012,3
"21225",2012,8
"21227",2012,269
"21229",2012,8
"21231",2012,9
"21233",2012,1
"21235",2012,64
"21237",2012,3
"21239",2012,50
"22001",2012,43
"22003",2012,15
"22005",2012,105
"22007",2012,4
"22009",2012,25
"22011",2012,37
"22013",2012,3
"22015",2012,165
"22017",2012,1637
"22019",2012,379
"22021",2012,3
"22023",2012,1
"22025",2012,2
"22027",2012,7
"22029",2012,13
"22031",2012,11
"22033",2012,1577
"22035",2012,3
"22037",2012,16
"22039",2012,35
"22041",2012,9
"22043",2012,5
"22045",2012,107
"22047",2012,25
"22049",2012,5
"22051",2012,1909
"22053",2012,21
"22055",2012,810
"22057",2012,141
"22059",2012,12
"22061",2012,89
"22063",2012,48
"22065",2012,7
"22067",2012,18
"22069",2012,45
"22071",2012,2643
"22073",2012,406
"22075",2012,16
"22077",2012,14
"22079",2012,380
"22081",2012,3
"22083",2012,21
"22085",2012,10
"22087",2012,18
"22089",2012,42
"22091",2012,3
"22093",2012,18
"22095",2012,44
"22097",2012,129
"22099",2012,25
"22101",2012,54
"22103",2012,806
"22105",2012,130
"22107",2012,0
"22109",2012,211
"22111",2012,5
"22113",2012,49
"22115",2012,49
"22117",2012,49
"22119",2012,44
"22121",2012,10
"22123",2012,4
"22125",2012,15
"22127",2012,11
"23001",2012,234
"23003",2012,143
"23005",2012,1495
"23007",2012,48
"23009",2012,138
"23011",2012,327
"23013",2012,112
"23015",2012,63
"23017",2012,50
"23019",2012,505
"23021",2012,29
"23023",2012,39
"23025",2012,58
"23027",2012,66
"23029",2012,35
"23031",2012,266
"24001",2012,166
"24003",2012,1263
"24005",2012,3701
"24009",2012,136
"24011",2012,11
"24013",2012,243
"24015",2012,96
"24017",2012,156
"24019",2012,45
"24021",2012,391
"24023",2012,25
"24025",2012,366
"24027",2012,2004
"24029",2012,37
"24031",2012,6622
"24033",2012,1509
"24035",2012,36
"24037",2012,105
"24039",2012,15
"24041",2012,149
"24043",2012,279
"24045",2012,273
"24047",2012,72
"24510",2012,5353
"25001",2012,565
"25003",2012,517
"25005",2012,812
"25007",2012,44
"25009",2012,1764
"25011",2012,95
"25013",2012,1333
"25015",2012,597
"25017",2012,8009
"25019",2012,12
"25021",2012,4610
"25023",2012,875
"25025",2012,10118
"25027",2012,2859
"26001",2012,4
"26003",2012,6
"26005",2012,62
"26007",2012,63
"26009",2012,5
"26011",2012,4
"26013",2012,7
"26015",2012,41
"26017",2012,121
"26019",2012,11
"26021",2012,291
"26023",2012,35
"26025",2012,183
"26027",2012,15
"26029",2012,36
"26031",2012,13
"26033",2012,42
"26035",2012,9
"26037",2012,42
"26039",2012,10
"26041",2012,40
"26043",2012,53
"26045",2012,57
"26047",2012,144
"26049",2012,937
"26051",2012,8
"26053",2012,29
"26055",2012,347
"26057",2012,51
"26059",2012,20
"26061",2012,51
"26063",2012,30
"26065",2012,886
"26067",2012,18
"26069",2012,16
"26071",2012,8
"26073",2012,67
"26075",2012,166
"26077",2012,924
"26079",2012,4
"26081",2012,1837
"26083",2012,0
"26085",2012,3
"26087",2012,49
"26089",2012,21
"26091",2012,74
"26093",2012,172
"26095",2012,8
"26097",2012,11
"26099",2012,1063
"26101",2012,22
"26103",2012,232
"26105",2012,29
"26107",2012,35
"26109",2012,12
"26111",2012,218
"26113",2012,5
"26115",2012,137
"26117",2012,21
"26119",2012,6
"26121",2012,209
"26123",2012,30
"26125",2012,6569
"26127",2012,14
"26129",2012,21
"26131",2012,4
"26133",2012,8
"26135",2012,2
"26137",2012,35
"26139",2012,324
"26141",2012,1
"26143",2012,15
"26145",2012,532
"26147",2012,183
"26149",2012,49
"26151",2012,18
"26153",2012,5
"26155",2012,49
"26157",2012,34
"26159",2012,75
"26161",2012,4025
"26163",2012,5103
"26165",2012,54
"27001",2012,15
"27003",2012,404
"27005",2012,51
"27007",2012,87
"27009",2012,23
"27011",2012,6
"27013",2012,183
"27015",2012,43
"27017",2012,40
"27019",2012,169
"27021",2012,16
"27023",2012,12
"27025",2012,53
"27027",2012,28
"27029",2012,5
"27031",2012,8
"27033",2012,9
"27035",2012,150
"27037",2012,619
"27039",2012,16
"27041",2012,70
"27043",2012,6
"27045",2012,4
"27047",2012,42
"27049",2012,82
"27051",2012,2
"27053",2012,5679
"27055",2012,17
"27057",2012,25
"27059",2012,40
"27061",2012,73
"27063",2012,1
"27065",2012,15
"27067",2012,96
"27069",2012,0
"27071",2012,6
"27073",2012,6
"27075",2012,12
"27077",2012,1
"27079",2012,4
"27081",2012,4
"27083",2012,29
"27085",2012,41
"27087",2012,5
"27089",2012,1
"27091",2012,35
"27093",2012,14
"27095",2012,33
"27097",2012,25
"27099",2012,40
"27101",2012,3
"27103",2012,46
"27105",2012,24
"27107",2012,2
"27109",2012,3329
"27111",2012,64
"27113",2012,18
"27115",2012,9
"27117",2012,6
"27119",2012,23
"27121",2012,15
"27123",2012,1885
"27125",2012,0
"27127",2012,8
"27129",2012,7
"27131",2012,101
"27133",2012,10
"27135",2012,11
"27137",2012,692
"27139",2012,135
"27141",2012,57
"27143",2012,4
"27145",2012,426
"27147",2012,57
"27149",2012,12
"27151",2012,5
"27153",2012,24
"27155",2012,1
"27157",2012,24
"27159",2012,12
"27161",2012,7
"27163",2012,668
"27165",2012,5
"27167",2012,4
"27169",2012,47
"27171",2012,102
"27173",2012,10
"28001",2012,65
"28003",2012,63
"28005",2012,5
"28007",2012,13
"28009",2012,0
"28011",2012,35
"28013",2012,2
"28015",2012,3
"28017",2012,7
"28019",2012,3
"28021",2012,4
"28023",2012,5
"28025",2012,17
"28027",2012,43
"28029",2012,13
"28031",2012,7
"28033",2012,113
"28035",2012,162
"28037",2012,3
"28039",2012,13
"28041",2012,4
"28043",2012,25
"28045",2012,34
"28047",2012,372
"28049",2012,1225
"28051",2012,13
"28053",2012,7
"28055",2012,0
"28057",2012,6
"28059",2012,267
"28061",2012,2
"28063",2012,3
"28065",2012,3
"28067",2012,87
"28069",2012,1
"28071",2012,98
"28073",2012,248
"28075",2012,225
"28077",2012,6
"28079",2012,9
"28081",2012,299
"28083",2012,57
"28085",2012,39
"28087",2012,105
"28089",2012,537
"28091",2012,18
"28093",2012,7
"28095",2012,27
"28097",2012,8
"28099",2012,20
"28101",2012,7
"28103",2012,4
"28105",2012,59
"28107",2012,18
"28109",2012,29
"28111",2012,0
"28113",2012,64
"28115",2012,7
"28117",2012,24
"28119",2012,2
"28121",2012,414
"28123",2012,6
"28125",2012,1
"28127",2012,13
"28129",2012,4
"28131",2012,9
"28133",2012,12
"28135",2012,2
"28137",2012,12
"28139",2012,8
"28141",2012,6
"28143",2012,3
"28145",2012,21
"28147",2012,5
"28149",2012,68
"28151",2012,73
"28153",2012,12
"28155",2012,4
"28157",2012,6
"28159",2012,7
"28161",2012,4
"28163",2012,13
"29001",2012,12
"29003",2012,3
"29005",2012,2
"29007",2012,33
"29009",2012,21
"29011",2012,5
"29013",2012,2
"29015",2012,5
"29017",2012,1
"29019",2012,1274
"29021",2012,182
"29023",2012,102
"29025",2012,1
"29027",2012,28
"29029",2012,52
"29031",2012,268
"29033",2012,2
"29035",2012,1
"29037",2012,37
"29039",2012,3
"29041",2012,1
"29043",2012,78
"29045",2012,0
"29047",2012,367
"29049",2012,15
"29051",2012,152
"29053",2012,8
"29055",2012,6
"29057",2012,3
"29059",2012,2
"29061",2012,2
"29063",2012,1
"29065",2012,4
"29067",2012,0
"29069",2012,33
"29071",2012,120
"29073",2012,8
"29075",2012,4
"29077",2012,837
"29079",2012,2
"29081",2012,2
"29083",2012,17
"29085",2012,1
"29087",2012,2
"29089",2012,5
"29091",2012,65
"29093",2012,3
"29095",2012,1864
"29097",2012,247
"29099",2012,87
"29101",2012,46
"29103",2012,1
"29105",2012,22
"29107",2012,9
"29109",2012,33
"29111",2012,1
"29113",2012,5
"29115",2012,5
"29117",2012,7
"29119",2012,3
"29121",2012,4
"29123",2012,6
"29125",2012,3
"29127",2012,59
"29129",2012,1
"29131",2012,7
"29133",2012,4
"29135",2012,3
"29137",2012,0
"29139",2012,3
"29141",2012,4
"29143",2012,2
"29145",2012,13
"29147",2012,29
"29149",2012,2
"29151",2012,0
"29153",2012,1
"29155",2012,11
"29157",2012,9
"29159",2012,43
"29161",2012,82
"29163",2012,4
"29165",2012,185
"29167",2012,30
"29169",2012,18
"29171",2012,0
"29173",2012,2
"29175",2012,12
"29177",2012,5
"29179",2012,1
"29181",2012,4
"29183",2012,369
"29185",2012,3
"29186",2012,10
"29187",2012,67
"29189",2012,5052
"29195",2012,16
"29197",2012,0
"29199",2012,5
"29201",2012,43
"29203",2012,1
"29205",2012,1
"29207",2012,13
"29209",2012,11
"29211",2012,0
"29213",2012,79
"29215",2012,11
"29217",2012,19
"29219",2012,7
"29221",2012,5
"29223",2012,3
"29225",2012,4
"29227",2012,0
"29229",2012,7
"29510",2012,2801
"30001",2012,16
"30003",2012,16
"30005",2012,4
"30007",2012,4
"30009",2012,10
"30011",2012,0
"30013",2012,185
"30015",2012,0
"30017",2012,14
"30019",2012,1
"30021",2012,10
"30023",2012,16
"30025",2012,2
"30027",2012,19
"30029",2012,232
"30031",2012,214
"30033",2012,0
"30035",2012,13
"30037",2012,1
"30039",2012,1
"30041",2012,21
"30043",2012,23
"30045",2012,0
"30047",2012,26
"30049",2012,143
"30051",2012,1
"30053",2012,23
"30055",2012,0
"30057",2012,7
