GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC05_EST_VC24,"Median earnings (dollars) for male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC05_MOE_VC24,"Median earnings (dollars) for male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC06_EST_VC24,"Median earnings (dollars) for female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC06_MOE_VC24,"Median earnings (dollars) for female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Arts, entertainment, and recreation"
HC01_EST_VC25,"Total; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC01_MOE_VC25,"Total; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC02_EST_VC25,"Male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC02_MOE_VC25,"Male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC03_EST_VC25,"Female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC03_MOE_VC25,"Female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC04_EST_VC25,"Median earnings (dollars); Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC04_MOE_VC25,"Median earnings (dollars); Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC05_EST_VC25,"Median earnings (dollars) for male; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC05_MOE_VC25,"Median earnings (dollars) for male; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC06_EST_VC25,"Median earnings (dollars) for female; Estimate; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC06_MOE_VC25,"Median earnings (dollars) for female; Margin of Error; Arts, entertainment, and recreation, and accommodation and food services: - Accommodation and food services"
HC01_EST_VC26,"Total; Estimate; Other services, except public administration"
HC01_MOE_VC26,"Total; Margin of Error; Other services, except public administration"
HC02_EST_VC26,"Male; Estimate; Other services, except public administration"
HC02_MOE_VC26,"Male; Margin of Error; Other services, except public administration"
HC03_EST_VC26,"Female; Estimate; Other services, except public administration"
HC03_MOE_VC26,"Female; Margin of Error; Other services, except public administration"
HC04_EST_VC26,"Median earnings (dollars); Estimate; Other services, except public administration"
HC04_MOE_VC26,"Median earnings (dollars); Margin of Error; Other services, except public administration"
HC05_EST_VC26,"Median earnings (dollars) for male; Estimate; Other services, except public administration"
HC05_MOE_VC26,"Median earnings (dollars) for male; Margin of Error; Other services, except public administration"
HC06_EST_VC26,"Median earnings (dollars) for female; Estimate; Other services, except public administration"
HC06_MOE_VC26,"Median earnings (dollars) for female; Margin of Error; Other services, except public administration"
HC01_EST_VC27,Total; Estimate; Public administration
HC01_MOE_VC27,Total; Margin of Error; Public administration
HC02_EST_VC27,Male; Estimate; Public administration
HC02_MOE_VC27,Male; Margin of Error; Public administration
HC03_EST_VC27,Female; Estimate; Public administration
HC03_MOE_VC27,Female; Margin of Error; Public administration
HC04_EST_VC27,Median earnings (dollars); Estimate; Public administration
HC04_MOE_VC27,Median earnings (dollars); Margin of Error; Public administration
HC05_EST_VC27,Median earnings (dollars) for male; Estimate; Public administration
HC05_MOE_VC27,Median earnings (dollars) for male; Margin of Error; Public administration
HC06_EST_VC27,Median earnings (dollars) for female; Estimate; Public administration
HC06_MOE_VC27,Median earnings (dollars) for female; Margin of Error; Public administration
HC01_EST_VC30,Total; Estimate; PERCENT IMPUTED - Industry
HC01_MOE_VC30,Total; Margin of Error; PERCENT IMPUTED - Industry
HC02_EST_VC30,Male; Estimate; PERCENT IMPUTED - Industry
HC02_MOE_VC30,Male; Margin of Error; PERCENT IMPUTED - Industry
HC03_EST_VC30,Female; Estimate; PERCENT IMPUTED - Industry
HC03_MOE_VC30,Female; Margin of Error; PERCENT IMPUTED - Industry
HC04_EST_VC30,Median earnings (dollars); Estimate; PERCENT IMPUTED - Industry
HC04_MOE_VC30,Median earnings (dollars); Margin of Error; PERCENT IMPUTED - Industry
HC05_EST_VC30,Median earnings (dollars) for male; Estimate; PERCENT IMPUTED - Industry
HC05_MOE_VC30,Median earnings (dollars) for male; Margin of Error; PERCENT IMPUTED - Industry
HC06_EST_VC30,Median earnings (dollars) for female; Estimate; PERCENT IMPUTED - Industry
HC06_MOE_VC30,Median earnings (dollars) for female; Margin of Error; PERCENT IMPUTED - Industry
