GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Male:,Margin of Error; Male:,Estimate; Male: - Less than 9th grade,Margin of Error; Male: - Less than 9th grade,"Estimate; Male: - 9th to 12th grade, no diploma","Margin of Error; Male: - 9th to 12th grade, no diploma",Estimate; Male: - High school graduate (includes equivalency),Margin of Error; Male: - High school graduate (includes equivalency),"Estimate; Male: - Some college, no degree","Margin of Error; Male: - Some college, no degree",Estimate; Male: - Associate's degree,Margin of Error; Male: - Associate's degree,Estimate; Male: - Bachelor's degree,Margin of Error; Male: - Bachelor's degree,Estimate; Male: - Graduate degree,Margin of Error; Male: - Graduate degree,Estimate; Female:,Margin of Error; Female:,Estimate; Female: - Less than 9th grade,Margin of Error; Female: - Less than 9th grade,"Estimate; Female: - 9th to 12th grade, no diploma","Margin of Error; Female: - 9th to 12th grade, no diploma",Estimate; Female: - High school graduate (includes equivalency),Margin of Error; Female: - High school graduate (includes equivalency),"Estimate; Female: - Some college, no degree","Margin of Error; Female: - Some college, no degree",Estimate; Female: - Associate's degree,Margin of Error; Female: - Associate's degree,Estimate; Female: - Bachelor's degree,Margin of Error; Female: - Bachelor's degree,Estimate; Female: - Graduate degree,Margin of Error; Female: - Graduate degree
0500000US05069,05069,"Jefferson County, Arkansas",25411,172,12068,134,1059,382,1201,460,4558,743,3234,750,77,111,1458,488,481,303,13343,98,605,320,1865,735,5645,768,2833,739,643,321,1189,445,563,283
0500000US05119,05119,"Pulaski County, Arkansas",158409,1025,75880,594,2467,664,4933,1326,17152,1847,16859,1718,4270,844,18754,1782,11445,1466,82529,646,2070,926,5429,961,23082,2035,18968,2019,4665,1299,17294,1675,11021,1344
0500000US05125,05125,"Saline County, Arkansas",57276,417,28038,367,545,296,2726,757,10956,1306,6693,1158,1539,453,3958,933,1621,558,29238,137,881,413,2528,641,11540,1081,6492,1090,2201,680,4018,869,1578,499
0500000US05131,05131,"Sebastian County, Arkansas",63864,1119,30367,570,1050,509,3804,802,9695,1215,7861,1232,1647,585,4185,959,2125,620,33497,651,1445,629,4334,883,11963,1271,7276,902,2603,657,4276,947,1600,606
0500000US05143,05143,"Washington County, Arkansas",92404,1496,45412,1169,3294,938,3935,937,12039,1403,9788,1500,2044,591,8614,1237,5698,1161,46992,605,2228,634,4258,1070,14463,1674,9873,1395,2257,701,9726,1413,4187,961
0500000US05145,05145,"White County, Arkansas",41718,240,19999,152,1404,429,2416,586,8008,1124,4936,1142,800,412,1564,536,871,330,21719,175,1775,543,1846,515,9696,1108,3082,847,1932,590,2368,715,1020,453
0500000US06001,06001,"Alameda County, California",457649,5913,226587,3420,9986,1663,12063,2124,46669,4142,43145,2889,15363,2126,56208,3874,43153,2713,231062,3202,9143,1756,12063,2017,49398,3875,43126,3518,16363,2027,58288,3419,42681,3037
0500000US06007,06007,"Butte County, California",114997,996,54797,638,2000,633,4657,951,13260,2065,15035,1725,5205,1079,9741,1541,4899,909,60200,562,1513,494,3590,813,15734,1624,17859,1669,4990,946,11845,1751,4669,1051
0500000US06013,06013,"Contra Costa County, California",423405,4523,205140,2640,5750,1753,10741,1748,38063,4001,45734,3253,14404,2163,54511,3342,35937,2411,218265,2575,6601,1728,10009,1470,43716,3206,56503,3577,19005,2600,53873,2971,28558,2481
0500000US06017,06017,"El Dorado County, California",107834,1876,52352,1414,805,377,2500,748,10527,1499,15343,1787,5693,1299,12110,1935,5374,1062,55482,907,678,359,3455,965,12835,1803,16493,1852,6155,1245,10850,1458,5016,1024
0500000US06019,06019,"Fresno County, California",318791,6740,155185,4326,21280,3033,18049,2780,32523,3670,32949,3416,13052,2065,24650,2966,12682,1789,163606,3034,18692,2236,14868,2201,39843,2799,41095,3220,13009,1660,25648,2444,10451,1694
0500000US06023,06023,"Humboldt County, California",72198,1145,34917,842,762,500,2816,832,10645,1277,9668,1371,2484,723,5946,949,2596,707,37281,640,689,581,2123,504,9237,1350,10309,1472,4117,870,7632,1117,3174,770
0500000US06025,06025,"Imperial County, California",56176,2658,26720,1537,5250,1017,3731,1287,6895,1238,5226,1012,2469,788,1769,662,1380,545,29456,1526,6411,1323,4731,1026,7074,1298,4925,993,2934,907,1826,618,1555,579
0500000US06029,06029,"Kern County, California",280973,5192,135681,2881,15313,2738,14502,2083,40797,2754,28558,2929,10550,1882,16034,1691,9927,1532,145292,3121,15898,2542,16784,2136,41424,3782,35776,2773,11633,1763,17086,2119,6691,1342
0500000US06031,06031,"Kings County, California",51143,1954,25588,1228,5185,1481,1984,704,8238,1237,5021,979,2683,764,1433,421,1044,388,25555,910,4499,1039,2219,660,6748,993,5956,1001,2814,921,2744,691,575,294
0500000US06033,06033,"Lake County, California",39447,1446,19225,1048,525,316,1688,704,8260,1551,5591,1187,935,423,1148,591,1078,461,20222,795,304,265,1976,840,7566,1341,5755,1284,1597,555,1691,704,1333,611
0500000US06037,06037,"Los Angeles County, California",3258682,27639,1606421,14745,191027,8799,159105,9657,322741,9775,303599,8494,102023,5831,315889,9537,212037,7175,1652261,14888,203034,9370,165242,8747,358095,12581,329487,9788,118198,6625,305213,7888,172992,6497
0500000US06039,06039,"Madera County, California",65325,2007,32369,1328,6687,1254,3370,879,6988,1121,8715,1477,2217,798,2810,907,1582,503,32956,972,5056,1153,4002,1100,8295,1279,7766,1189,3606,928,3165,771,1066,565
0500000US06041,06041,"Marin County, California",147184,1754,68816,1128,977,755,984,433,8426,1652,10802,1458,3782,974,22957,2414,20888,1966,78368,881,696,482,1501,736,7803,1391,14792,1776,5575,1296,30391,2136,17610,1870
0500000US06045,06045,"Mendocino County, California",52161,895,25411,646,2102,714,2638,834,5968,1125,4992,985,2551,770,4212,932,2948,767,26750,623,1878,847,1442,565,7030,1258,6951,1115,2266,695,4464,1022,2719,798
0500000US06047,06047,"Merced County, California",95888,3388,47065,1928,8614,1647,5246,1204,13829,1614,9847,1417,3433,941,3696,802,2400,658,48823,1781,8199,1447,6641,1155,10996,1252,11310,1630,3782,960,6173,1121,1722,477
0500000US06053,06053,"Monterey County, California",160664,4654,78589,2781,12516,2672,8076,2200,13540,2011,14916,1844,5526,1129,11957,1529,12058,1594,82075,2483,11711,2508,6082,1499,16905,2510,18106,2337,7388,1374,13913,1870,7970,1076
